"step","upsteramPressureTot_Re1213"
0.0,3.5538006
2000.0,3.5333114
4000.0,3.5336036682128906
8000.0,3.533404588699341
10000.0,3.532832145690918
12000.0,3.533327102661133
14000.0,3.533724069595337
16000.0,3.533388614654541
18000.0,3.5332539081573486
20000.0,3.532651901245117
22000.0,3.532891273498535
24000.0,3.5326879024505615
26000.0,3.5332131385803223
28000.0,3.532907247543335
30000.0,3.5327982902526855
32000.0,3.5327303409576416
34000.0,3.532810688018799
36000.0,3.532925844192505
38000.0,3.5327019691467285
40000.0,3.532911539077759
42000.0,3.5326716899871826
44000.0,3.5333008766174316
46000.0,3.5330862998962402
48000.0,3.5329813957214355
50000.0,3.532750129699707
52000.0,3.5332207679748535
54000.0,3.5327086448669434
56000.0,3.532627582550049
58000.0,3.5328102111816406
60000.0,3.5330913066864014
62000.0,3.532830238342285
64000.0,3.532942056655884
66000.0,3.5335681438446045
68000.0,3.5334253311157227
70000.0,3.532942295074463
72000.0,3.5332131385803223
74000.0,3.5330095291137695
76000.0,3.5330235958099365
78000.0,3.533029079437256
80000.0,3.5330801010131836
82000.0,3.5329604148864746
84000.0,3.5332679748535156
86000.0,3.5329737663269043
88000.0,3.5329573154449463
90000.0,3.5329151153564453
92000.0,3.5329031944274902
94000.0,3.533153533935547
96000.0,3.5329484939575195
98000.0,3.5326948165893555
100000.0,3.5333728790283203
102000.0,3.5328288078308105
104000.0,3.533217668533325
106000.0,3.532766342163086
108000.0,3.532924175262451
110000.0,3.532866954803467
112000.0,3.5330557823181152
114000.0,3.532947063446045
116000.0,3.532945156097412
118000.0,3.532991647720337
120000.0,3.5330076217651367
122000.0,3.532946825027466
124000.0,3.5328309535980225
126000.0,3.5327978134155273
128000.0,3.532893657684326
130000.0,3.532546043395996
132000.0,3.533015489578247
134000.0,3.532970905303955
136000.0,3.532783031463623
138000.0,3.5328567028045654
140000.0,3.533050775527954
142000.0,3.532848834991455
144000.0,3.533008575439453
146000.0,3.5326921939849854
148000.0,3.533069610595703
150000.0,3.5327887535095215
152000.0,3.5329127311706543
154000.0,3.5330004692077637
156000.0,3.5328540802001953
158000.0,3.532956838607788
160000.0,3.533021926879883
162000.0,3.5329082012176514
164000.0,3.532895088195801
166000.0,3.533029556274414
168000.0,3.5329627990722656
170000.0,3.532949924468994
172000.0,3.5329627990722656
174000.0,3.5331168174743652
176000.0,3.532939910888672
178000.0,3.532930850982666
180000.0,3.5329318046569824
182000.0,3.532932758331299
184000.0,3.5328636169433594
186000.0,3.532961845397949
188000.0,3.5328855514526367
190000.0,3.5329749584198
192000.0,3.532766580581665
194000.0,3.5330100059509277
196000.0,3.5330798625946045
198000.0,3.5329785346984863
200000.0,3.532925605773926
202000.0,3.532803535461426
204000.0,3.5328330993652344
206000.0,3.5328824520111084
208000.0,3.5330376625061035
210000.0,3.532952308654785
212000.0,3.532869815826416
214000.0,3.5329208374023438
216000.0,3.5331649780273438
218000.0,3.5330419540405273
220000.0,3.5329322814941406
222000.0,3.5329675674438477
224000.0,3.5329196453094482
226000.0,3.5329666137695312
228000.0,3.532968521118164
230000.0,3.533013343811035
232000.0,3.532954454421997
234000.0,3.532954216003418
236000.0,3.5329580307006836
238000.0,3.5328664779663086
240000.0,3.533111572265625
242000.0,3.5329599380493164
244000.0,3.53281831741333
246000.0,3.5329740047454834
248000.0,3.532881736755371
250000.0,3.532958507537842
252000.0,3.532945156097412
254000.0,3.5329346656799316
256000.0,3.5330276489257812
258000.0,3.5330357551574707
260000.0,3.533050537109375
262000.0,3.5330917835235596
264000.0,3.5329082012176514
266000.0,3.5328855514526367
268000.0,3.532881736755371
270000.0,3.532900810241699
272000.0,3.5330326557159424
274000.0,3.532773494720459
276000.0,3.5329909324645996
278000.0,3.5327014923095703
280000.0,3.533051013946533
282000.0,3.533043146133423
284000.0,3.5327882766723633
286000.0,3.533010482788086
288000.0,3.5330512523651123
290000.0,3.532888412475586
292000.0,3.5329630374908447
294000.0,3.532843589782715
296000.0,3.533115863800049
298000.0,3.53302264213562
300000.0,3.5328922271728516
370000.0,3.558307409286499
372000.0,3.558335304260254
