"step","downsteramPressureTot_Re1213"
0.0,2.6821642
2000.0,2.554673
4000.0,2.558349609375
8000.0,2.552149534225464
10000.0,2.547780990600586
12000.0,2.545626640319824
14000.0,2.5433340072631836
16000.0,2.5415964126586914
18000.0,2.539865016937256
20000.0,2.537792444229126
22000.0,2.536428928375244
24000.0,2.5364880561828613
26000.0,2.536254405975342
28000.0,2.535804033279419
30000.0,2.5350706577301025
32000.0,2.5349364280700684
34000.0,2.5345287322998047
36000.0,2.534266233444214
38000.0,2.533796548843384
40000.0,2.5340640544891357
42000.0,2.533662796020508
44000.0,2.533846855163574
46000.0,2.533411979675293
48000.0,2.5338029861450195
50000.0,2.5334219932556152
52000.0,2.5332326889038086
54000.0,2.5326061248779297
56000.0,2.5325300693511963
58000.0,2.5326433181762695
60000.0,2.532559871673584
62000.0,2.532133102416992
64000.0,2.531996488571167
66000.0,2.532545566558838
68000.0,2.532095193862915
70000.0,2.5315256118774414
72000.0,2.531543731689453
74000.0,2.531494140625
76000.0,2.5315041542053223
78000.0,2.531304359436035
80000.0,2.5311808586120605
82000.0,2.5309996604919434
84000.0,2.531085729598999
86000.0,2.53080677986145
88000.0,2.530681848526001
90000.0,2.5306334495544434
92000.0,2.5304527282714844
94000.0,2.5306291580200195
96000.0,2.530230760574341
98000.0,2.5302319526672363
100000.0,2.530723810195923
102000.0,2.529984474182129
104000.0,2.5306172370910645
106000.0,2.529829978942871
108000.0,2.530022144317627
110000.0,2.529700756072998
112000.0,2.53023624420166
114000.0,2.5297231674194336
116000.0,2.5298972129821777
118000.0,2.5299296379089355
120000.0,2.529796838760376
122000.0,2.529815673828125
124000.0,2.5296616554260254
126000.0,2.529374599456787
128000.0,2.5294995307922363
130000.0,2.5290985107421875
132000.0,2.5295863151550293
134000.0,2.5293829441070557
136000.0,2.5289220809936523
138000.0,2.528852939605713
140000.0,2.529129981994629
142000.0,2.5290446281433105
144000.0,2.529128074645996
146000.0,2.5287022590637207
148000.0,2.5288889408111572
150000.0,2.528488874435425
152000.0,2.528872013092041
154000.0,2.528660297393799
156000.0,2.528604507446289
158000.0,2.5287208557128906
160000.0,2.5286381244659424
162000.0,2.528568983078003
164000.0,2.528560161590576
166000.0,2.5285072326660156
168000.0,2.5284130573272705
170000.0,2.528364896774292
172000.0,2.5281808376312256
174000.0,2.528289556503296
176000.0,2.528050661087036
178000.0,2.5283913612365723
180000.0,2.5284085273742676
182000.0,2.5282816886901855
184000.0,2.5281877517700195
186000.0,2.5280933380126953
188000.0,2.5280961990356445
190000.0,2.528040647506714
192000.0,2.527883529663086
194000.0,2.5280251502990723
196000.0,2.527963161468506
198000.0,2.527996301651001
200000.0,2.5279948711395264
202000.0,2.5276830196380615
204000.0,2.5276317596435547
206000.0,2.5275535583496094
208000.0,2.527750015258789
210000.0,2.5278124809265137
212000.0,2.5275285243988037
214000.0,2.5276150703430176
216000.0,2.5279102325439453
218000.0,2.5277891159057617
220000.0,2.5277099609375
222000.0,2.527660369873047
224000.0,2.5275955200195312
226000.0,2.5276312828063965
228000.0,2.5276241302490234
230000.0,2.527528762817383
232000.0,2.5274624824523926
234000.0,2.527616262435913
236000.0,2.5275769233703613
238000.0,2.527503728866577
240000.0,2.5277328491210938
242000.0,2.5275654792785645
244000.0,2.5274205207824707
246000.0,2.5274157524108887
248000.0,2.527310848236084
250000.0,2.5273470878601074
252000.0,2.5273818969726562
254000.0,2.5273327827453613
256000.0,2.527498245239258
258000.0,2.527543067932129
260000.0,2.527629852294922
262000.0,2.5276055335998535
264000.0,2.527376651763916
266000.0,2.527449131011963
268000.0,2.5274600982666016
270000.0,2.5274972915649414
272000.0,2.5275163650512695
274000.0,2.5273663997650146
276000.0,2.5275983810424805
278000.0,2.5273447036743164
280000.0,2.5276522636413574
282000.0,2.5275683403015137
284000.0,2.5271778106689453
286000.0,2.5273163318634033
288000.0,2.527242660522461
290000.0,2.527169942855835
292000.0,2.527277708053589
294000.0,2.5271036624908447
296000.0,2.5272700786590576
298000.0,2.527144432067871
300000.0,2.527010202407837
