"step","upstreamPressure_DP165_347.500-0.500-0.330-11.898-3.225-9.174-=9.17385"
0.0,1.2869833
1000.0,-0.11022127
2000.0,-0.25895357
3000.0,-0.40181822
4000.0,0.27950066
5000.0,1.8913317
6000.0,2.7548673
7000.0,3.3831084
8000.0,3.87244
9000.0,4.247589
10000.0,4.5820017
11000.0,4.7497835
12000.0,5.0887513
13000.0,5.244068
14000.0,5.454571
15000.0,5.7038136
16000.0,5.812619
17000.0,5.9506607
18000.0,6.132534
19000.0,6.2635765
20000.0,6.3841434
21000.0,6.492797
22000.0,6.594347
23000.0,6.6995745
24000.0,6.8447714
25000.0,6.893134
26000.0,7.0154657
27000.0,7.1321964
28000.0,7.1439743
29000.0,7.2704787
30000.0,7.2561817
31000.0,7.39678
32000.0,7.4578714
33000.0,7.6031237
34000.0,7.639551
35000.0,7.683403
36000.0,7.7129083
37000.0,7.805353
38000.0,7.8297253
39000.0,7.839076
40000.0,7.910156
41000.0,8.051648
42000.0,8.01708
43000.0,8.09276
44000.0,8.101503
45000.0,8.179588
46000.0,8.161985
47000.0,8.188502
48000.0,8.217108
49000.0,8.232513
50000.0,8.27047
51000.0,8.270981
52000.0,8.345497
53000.0,8.309927
54000.0,8.394945
55000.0,8.408943
56000.0,8.3335
57000.0,8.428903
58000.0,8.444461
59000.0,8.492361
60000.0,8.509021
61000.0,8.515063
62000.0,8.519091
63000.0,8.530445
64000.0,8.518996
65000.0,8.526318
66000.0,8.581409
67000.0,8.567858
68000.0,8.519141
69000.0,8.575587
70000.0,8.637747
71000.0,8.630621
72000.0,8.625078
73000.0,8.584428
74000.0,8.6539955
75000.0,8.652159
76000.0,8.705046
77000.0,8.714058
78000.0,8.705375
79000.0,8.639576
80000.0,8.676335
81000.0,8.682738
82000.0,8.693207
83000.0,8.674248
84000.0,8.74573
85000.0,8.737411
86000.0,8.648287
87000.0,8.772535
88000.0,8.687033
89000.0,8.696711
90000.0,8.78026
91000.0,8.752369
92000.0,8.779419
93000.0,8.800528
94000.0,8.7628975
95000.0,8.764886
96000.0,8.791834
97000.0,8.729958
98000.0,8.784802
99000.0,8.788788
100000.0,8.813478
101000.0,8.794047
102000.0,8.798724
103000.0,8.815372
104000.0,8.821884
105000.0,8.797176
106000.0,8.807329
107000.0,8.799262
108000.0,8.764654
109000.0,8.829016
110000.0,8.853872
111000.0,8.881771
112000.0,8.852765
113000.0,8.857857
114000.0,8.829101
115000.0,8.817192
116000.0,8.803226
117000.0,8.826494
118000.0,8.852481
119000.0,8.850537
120000.0,8.872787
121000.0,8.86528
122000.0,8.854848
123000.0,8.870229
124000.0,8.88377
125000.0,8.883823
126000.0,8.911804
127000.0,8.898888
128000.0,8.896832
129000.0,8.854878
