# Response Point
# Name,P4 - Re,P6 - Ob_pos (m),P7 - Ob_H (m),P1 - Delta Cp,P8 - DSP (Pa),P10 - USP (Pa)
Name,P4,P6,P7,P1,P8,P10
Response Point,800,0.6,0.4,9.2360593897840975,1.6188368192354192,6.2423288321066828

# Response Chart for P1 - Delta Cp
# P6 - Ob_pos (m),P1 - Delta Cp
P6,P1
0.2,9.20646677232136
0.23333333333333334,9.2005949083298155
0.26666666666666666,9.1989198316500431
0.30000000000000004,9.2003172199861929
0.33333333333333337,9.2048779923704771
0.3666666666666667,9.2119602087849941
0.4,9.2178763880961565
0.43333333333333335,9.2197434389152928
0.46666666666666667,9.22037709662205
0.5,9.2222697064077916
0.53333333333333333,9.2258904695327431
0.56666666666666665,9.2306186569508668
0.60000000000000009,9.23605938977909
0.6333333333333333,9.2430556487961262
0.66666666666666674,9.254478743443542
0.7,9.267705057882484
0.73333333333333339,9.277751076522172
0.76666666666666661,9.2857622290148942
0.8,9.2941667891445938
0.83333333333333326,9.3070482956625256
0.8666666666666667,9.3240219879958435
0.89999999999999991,9.3415777058047471
0.93333333333333335,9.3607187437059682
0.96666666666666656,9.3835260582435467
1,9.4085366512951385
