# Response Point
# Name,P4 - Re,P6 - Ob_pos (m),P7 - Ob_H (m),P1 - Delta Cp,P8 - DSP (Pa),P10 - USP (Pa)
Name,P4,P6,P7,P1,P8,P10
Response Point,800,0.6,0.35,9.20060090891553,1.6207722299539824,6.2199509697585489

# Response Chart for P1 - Delta Cp
# P6 - Ob_pos (m),P1 - Delta Cp
P6,P1
0.2,9.360722488643713
0.23333333333333334,9.312544597318027
0.26666666666666666,9.2756833014784839
0.30000000000000004,9.2481424294000014
0.33333333333333337,9.22812052154515
0.3666666666666667,9.2140498019085744
0.4,9.2046150486882752
0.43333333333333335,9.19875366226328
0.46666666666666667,9.1956395259411021
0.5,9.1946542578052117
0.53333333333333333,9.1953500778589223
0.56666666666666665,9.1974087511869236
0.60000000000000009,9.200600908922139
0.6333333333333333,9.2047495470410272
0.66666666666666674,9.2097007162370534
0.7,9.2153034398087232
0.73333333333333339,9.2213998263437169
0.76666666666666661,9.2278252773390825
0.8,9.2344177237817942
0.83333333333333326,9.24103402904558
0.8666666666666667,9.24757112927528
0.89999999999999991,9.2539891726576133
0.93333333333333335,9.2603338777392
0.96666666666666656,9.26675553350348
1,9.2735224818671664
