# Response Point
# Name,P4 - Re,P6 - Ob_pos (m),P7 - Ob_H (m),P1 - Delta Cp,P8 - DSP (Pa),P10 - USP (Pa)
Name,P4,P6,P7,P1,P8,P10
Response Point,800,0.6,0.35,9.21904563054278,1.6197301454746538,6.2270483748774739

# Response Chart for P1 - Delta Cp
# P6 - Ob_pos (m),P1 - Delta Cp
P6,P1
0.2,9.2624543593628559
0.23333333333333334,9.2509474491892618
0.26666666666666666,9.2435585968984917
0.30000000000000004,9.2391649714102346
0.33333333333333337,9.2378499470688258
0.3666666666666667,9.23896571727475
0.4,9.2388263618745849
0.43333333333333335,9.234553238417762
0.46666666666666667,9.2289782554701958
0.5,9.2245950421981462
0.53333333333333333,9.2218632114073156
0.56666666666666665,9.22015475247411
0.60000000000000009,9.21904563054445
0.6333333333333333,9.2193477004966038
0.66666666666666674,9.2239368291326986
0.7,9.230198665927599
0.73333333333333339,9.2331606585351409
0.76666666666666661,9.2339752741858678
0.8,9.235072869142348
0.83333333333333326,9.2405332522015922
0.8666666666666667,9.2499617779543
0.89999999999999991,9.25983731144957
0.93333333333333335,9.2711708549013832
0.96666666666666656,9.2860601253588086
1,9.3030501206155751
