# Response Point
# Name,P4 - Re,P6 - Ob_pos (m),P7 - Ob_H (m),P1 - Delta Cp,P8 - DSP (Pa),P10 - USP (Pa)
Name,P4,P6,P7,P1,P8,P10
Response Point,800,0.6,0.45,9.4301118982045029,1.5804773768856408,6.297473129523083

# Response Chart for P1 - Delta Cp
# P6 - Ob_pos (m),P1 - Delta Cp
P6,P1
0.2,9.2548902546052023
0.23333333333333334,9.25673713323003
0.26666666666666666,9.2658998759460651
0.30000000000000004,9.2796478128179114
0.33333333333333337,9.29588594857787
0.3666666666666667,9.313139255897088
0.4,9.3304943057377869
0.43333333333333335,9.3475073961905046
0.46666666666666667,9.3640906687755159
0.5,9.3803889202911659
0.53333333333333333,9.3966598648405348
0.56666666666666665,9.4131694759303368
0.60000000000000009,9.430111898200602
0.6333333333333333,9.4475604737983012
0.66666666666666674,9.4654529815340567
0.7,9.4836105806821767
0.73333333333333339,9.5017865135799688
0.76666666666666661,9.519737689538502
0.8,9.5373100863673237
0.83333333333333326,9.5545276638105374
0.8666666666666667,9.5716742597606483
0.89999999999999991,9.5893587289009172
0.93333333333333335,9.6085552755773591
0.96666666666666656,9.6306133394876934
1,9.65723427097417
