"step","downstreamPressure_DP114_730_0.22666666666666668_0.3135"
0.0,-0.0015081917
1000.0,-0.00088759663
2000.0,0.009133271
3000.0,0.01460851
4000.0,0.027585544
5000.0,0.046693485
6000.0,0.05567477
7000.0,0.0820416
8000.0,0.11709833
9000.0,0.15377328
10000.0,0.20009667
11000.0,0.23100804
12000.0,0.27596125
13000.0,0.32505465
14000.0,0.39754257
15000.0,0.45041293
16000.0,0.5220884
17000.0,0.60695195
18000.0,0.67191947
19000.0,0.7314012
20000.0,0.8159499
21000.0,0.85360503
22000.0,0.90749085
23000.0,0.9508784
24000.0,1.0076942
25000.0,1.0333669
26000.0,1.0564462
27000.0,1.089744
28000.0,1.1212769
29000.0,1.1474423
30000.0,1.1530243
31000.0,1.1875243
32000.0,1.211904
33000.0,1.222481
34000.0,1.2491223
35000.0,1.2493598
36000.0,1.2377026
37000.0,1.2605937
38000.0,1.2818475
39000.0,1.2989368
40000.0,1.3098943
41000.0,1.3206115
42000.0,1.331888
43000.0,1.3643032
44000.0,1.334682
45000.0,1.3497027
46000.0,1.3593655
47000.0,1.3465579
48000.0,1.3687983
49000.0,1.3524456
50000.0,1.3724751
51000.0,1.3726892
52000.0,1.3841565
53000.0,1.377504
54000.0,1.3955748
55000.0,1.3857081
56000.0,1.3819683
57000.0,1.4006653
58000.0,1.4021922
59000.0,1.3993157
60000.0,1.3983433
61000.0,1.395343
62000.0,1.3942524
63000.0,1.3882536
64000.0,1.387184
65000.0,1.3925843
66000.0,1.3929659
67000.0,1.3956771
68000.0,1.3958598
69000.0,1.3913004
70000.0,1.3962516
71000.0,1.4010906
72000.0,1.3965006
73000.0,1.3941942
74000.0,1.3895284
75000.0,1.373117
76000.0,1.3797501
77000.0,1.3922286
78000.0,1.3803475
79000.0,1.3900738
80000.0,1.3895983
81000.0,1.3941007
82000.0,1.3750303
83000.0,1.3821652
84000.0,1.383122
85000.0,1.3806908
86000.0,1.374765
87000.0,1.3718213
88000.0,1.3746765
