"step","upstreamPressure_DP165_347.5_0.5_0.32999999999999996"
0,0.15963411
1000,-0.0037218644
2000,-0.007510295
3000,-0.008285131
4000,-0.0033498956
5000,0.014711622
6000,0.026240654
7000,0.07364302
8000,0.1734673
9000,0.3115834
10000,0.4351581
11000,0.7741134
12000,1.3137083
13000,1.6664139
14000,0.11453313
15000,0.63409233
16000,1.3171074
17000,1.8466289
18000,2.0272722
19000,2.179937
20000,2.7863429
21000,3.107064
22000,3.4537976
23000,3.8979697
24000,4.0480976
25000,4.4039187
26000,4.711811
27000,4.9170117
28000,5.071907
29000,5.3648906
30000,5.5171156
31000,5.7357564
32000,5.9074383
33000,6.0627174
34000,6.150878
35000,6.341257
36000,6.4538527
37000,6.6021953
38000,6.636262
39000,6.740194
40000,6.855446
41000,6.968807
42000,6.9448686
43000,7.0839047
44000,7.1625876
45000,7.34459
46000,7.402126
47000,7.233731
48000,7.399541
49000,7.4090996
50000,7.5290785
51000,7.53222
52000,7.528377
53000,7.5789714
54000,7.71809
55000,7.777114
56000,7.752113
57000,7.3723984
58000,7.669524
59000,7.7835865
60000,7.8925304
61000,7.8763094
62000,7.970354
63000,7.8091187
64000,8.025322
65000,8.027758
66000,8.049713
67000,8.142976
68000,8.085184
69000,7.622277
70000,8.105707
71000,8.131704
72000,8.297554
73000,8.375115
74000,8.250366
75000,8.372174
76000,8.108738
77000,8.221443
78000,8.470999
79000,8.484982
80000,8.308638
81000,8.382437
82000,8.31634
83000,8.487093
84000,8.439606
85000,8.445683
86000,8.468494
87000,7.974885
88000,8.387854
89000,8.552238
90000,8.527206
91000,8.537638
92000,8.525457
93000,8.597994
94000,8.5660305
95000,8.502253
96000,8.5645485
97000,8.61381
98000,8.530789
99000,8.559555
100000,8.6336975
101000,8.602147
102000,8.655422
