"step","upstreamPressure_DP160_257.5_0.9800000000000002_0.22999999999999998"
0,-0.25371104
1000,0.0035067815
2000,-0.0063322056
3000,-0.00800037
4000,-0.0026117673
5000,0.014955177
6000,0.029368805
7000,0.079255834
8000,0.17578834
9000,0.31071848
10000,0.4345743
11000,0.76977426
12000,1.3115232
13000,1.6729854
14000,0.1135138
15000,0.631984
16000,1.3136315
17000,1.8576348
18000,2.0342574
19000,2.1988876
20000,2.823261
21000,3.1309505
22000,3.4881697
23000,3.9336462
24000,4.086517
25000,4.444118
26000,4.759343
27000,4.9606633
28000,5.128669
29000,5.424164
30000,5.5829144
31000,5.795555
32000,5.9733477
33000,6.1412907
34000,6.2238526
35000,6.413423
36000,6.5317993
37000,6.6869373
38000,6.7123594
39000,6.817048
40000,6.941395
41000,7.0571012
42000,7.0260963
43000,7.1642113
44000,7.257352
45000,7.4483147
46000,7.4944515
47000,7.340381
48000,7.5020967
49000,7.514324
50000,7.6397996
51000,7.6454782
52000,7.630542
53000,7.690275
54000,7.8213882
55000,7.8909693
56000,7.8651924
57000,7.4944725
58000,7.806116
59000,7.9109674
60000,8.011911
61000,7.999819
62000,8.101404
63000,7.9519176
64000,8.1607275
65000,8.170605
66000,8.189957
67000,8.280392
68000,8.221502
69000,7.737445
70000,8.213823
71000,8.269754
72000,8.436332
73000,8.517393
74000,8.408569
75000,8.540476
76000,8.249906
77000,8.378122
78000,8.642775
79000,8.670237
80000,8.480832
81000,8.58863
82000,8.52282
83000,8.702555
84000,8.653666
85000,8.674693
86000,8.695892
87000,8.135654
88000,8.578091
89000,8.7593355
90000,8.76164
91000,8.792677
92000,8.766011
93000,8.862371
94000,8.8137245
95000,8.768557
96000,8.84074
97000,8.915415
98000,8.823313
99000,8.846682
100000,8.950842
101000,8.906282
102000,8.98012
