"step","downstreamPressure_DP160_257.5_0.9800000000000002_0.22999999999999998"
0,-0.4892198
1000,0.0021342672
2000,-0.0015428021
3000,-0.0005630496
4000,0.0008654278
5000,0.008500585
6000,-0.004555487
7000,0.020377211
8000,0.01236481
9000,0.0026001385
10000,0.058139868
11000,0.11115706
12000,0.187768
13000,0.21418309
14000,0.01223475
15000,0.042791948
16000,0.15188877
17000,0.30449933
18000,0.36165792
19000,0.41890806
20000,0.51538116
21000,0.54507095
22000,0.5880685
23000,0.611995
24000,0.6019721
25000,0.69120157
26000,0.71729267
27000,0.78401846
28000,0.86989844
29000,0.9344198
30000,1.030867
31000,1.1245478
32000,1.2013566
33000,1.3002678
34000,1.4046466
35000,1.4933224
36000,1.5339994
37000,1.64262
38000,1.6499712
39000,1.7504718
40000,1.8117409
41000,1.90568
42000,1.9240801
43000,1.9856184
44000,2.0096717
45000,2.0176287
46000,2.0948927
47000,1.9800842
48000,2.119748
49000,2.0789034
50000,2.1420846
51000,2.0833566
52000,2.110242
53000,2.1550863
54000,2.2142239
55000,2.2438354
56000,2.2647943
57000,1.9331181
58000,2.1675725
59000,2.2524805
60000,2.347292
61000,2.3883073
62000,2.4435978
63000,2.3627214
64000,2.3635383
65000,2.3944259
66000,2.3596444
67000,2.394248
68000,2.4388883
69000,2.2536926
70000,2.4518156
71000,2.5189848
72000,2.5422397
73000,2.4980135
74000,2.5629933
75000,2.6325798
76000,2.4938495
77000,2.511479
78000,2.5887866
79000,2.6197174
80000,2.5148628
81000,2.5461755
82000,2.5133538
83000,2.5467212
84000,2.58116
85000,2.5693598
86000,2.6227534
87000,2.4788198
88000,2.5394683
89000,2.6563225
90000,2.621788
91000,2.710648
92000,2.7076044
93000,2.7337537
94000,2.6124444
95000,2.5985467
96000,2.6520324
97000,2.6891541
98000,2.6623728
99000,2.6835792
100000,2.7069695
101000,2.6927843
102000,2.7159052
