"step","outlet_flow"
0.0,1.28146
1000.0,0.46943063
2000.0,0.71978533
3000.0,1.082852840423584
4000.0,1.2052747011184692
5000.0,1.2813911437988281
6000.0,1.3107802867889404
7000.0,1.3344683647155762
8000.0,1.3349452018737793
9000.0,1.338964819908142
10000.0,1.3358924388885498
11000.0,1.3389642238616943
12000.0,1.3379298448562622
13000.0,1.3464734554290771
14000.0,1.340343713760376
15000.0,1.3383122682571411
16000.0,1.3035857677459717
17000.0,1.3392997980117798
18000.0,1.3262684345245361
19000.0,1.335400938987732
20000.0,1.32566499710083
21000.0,1.3370527029037476
22000.0,1.325256586074829
23000.0,1.3319623470306396
24000.0,1.339264154434204
25000.0,1.3394938707351685
26000.0,1.3388590812683105
27000.0,1.3261778354644775
28000.0,1.3463529348373413
29000.0,1.3371832370758057
30000.0,1.3327913284301758
31000.0,1.3436977863311768
32000.0,1.341797113418579
33000.0,1.3287755250930786
34000.0,1.3475829362869263
35000.0,1.3347886800765991
36000.0,1.3246867656707764
37000.0,1.3446602821350098
38000.0,1.3380930423736572
39000.0,1.3298144340515137
40000.0,1.3314497470855713
41000.0,1.3282489776611328
42000.0,1.3444411754608154
43000.0,1.3378227949142456
44000.0,1.3147870302200317
45000.0,1.3352292776107788
46000.0,1.3435766696929932
47000.0,1.3365352153778076
48000.0,1.3446338176727295
49000.0,1.3317484855651855
50000.0,1.3397325277328491
51000.0,1.3325327634811401
52000.0,1.331488847732544
53000.0,1.3286129236221313
54000.0,1.3459820747375488
55000.0,1.347618818283081
56000.0,1.3268489837646484
57000.0,1.3428536653518677
58000.0,1.3501170873641968
59000.0,1.3361740112304688
60000.0,1.3427913188934326
61000.0,1.3440754413604736
62000.0,1.329688549041748
63000.0,1.3363664150238037
64000.0,1.3397700786590576
65000.0,1.3380107879638672
66000.0,1.3432601690292358
67000.0,1.3423261642456055
68000.0,1.3393168449401855
69000.0,1.3421462774276733
70000.0,1.3329832553863525
71000.0,1.3321559429168701
72000.0,1.3452088832855225
73000.0,1.346136212348938
74000.0,1.335662841796875
75000.0,1.3401751518249512
76000.0,1.3392585515975952
77000.0,1.340744137763977
78000.0,1.3399126529693604
79000.0,1.3425681591033936
80000.0,1.3459699153900146
81000.0,1.340853214263916
82000.0,1.3176708221435547
83000.0,1.3441460132598877
84000.0,1.3480018377304077
85000.0,1.3484032154083252
86000.0,1.3496614694595337
87000.0,1.3410305976867676
88000.0,1.3482861518859863
89000.0,1.3376210927963257
90000.0,1.3426283597946167
91000.0,1.3514846563339233
92000.0,1.3424245119094849
93000.0,1.3334203958511353
94000.0,1.3494586944580078
95000.0,1.3460166454315186
96000.0,1.3463972806930542
