"step","downstreamPressure_DP109_610_0.81333333333333324_0.2585"
0.0,0.067822
1000.0,0.014400415
2000.0,0.008295783
3000.0,0.016526038
4000.0,0.029239954
5000.0,0.03962326
6000.0,0.06370821
7000.0,0.1013115
8000.0,0.16224274
9000.0,0.2521208
10000.0,0.36723346
11000.0,0.48702672
12000.0,0.5743824
13000.0,0.65338755
14000.0,0.7145975
15000.0,0.75403833
16000.0,0.7862033
17000.0,0.82326496
18000.0,0.8465988
19000.0,0.8714672
20000.0,0.8820232
21000.0,0.9178428
22000.0,0.9191245
23000.0,0.9418638
24000.0,0.9615164
25000.0,0.96848726
26000.0,0.97457767
27000.0,0.99065495
28000.0,1.0006974
29000.0,0.9972279
30000.0,1.0034114
31000.0,1.0243641
32000.0,1.0161428
33000.0,1.0323933
34000.0,1.0254662
35000.0,1.0244124
36000.0,1.028043
37000.0,1.0216422
38000.0,1.0361706
39000.0,1.0321808
40000.0,1.036905
41000.0,1.0407128
42000.0,1.0363438
43000.0,1.042934
44000.0,1.032867
45000.0,1.047689
46000.0,1.0448117
47000.0,1.0457374
48000.0,1.0514048
49000.0,1.039201
50000.0,1.0411394
51000.0,1.0467445
52000.0,1.0388608
53000.0,1.0415766
54000.0,1.052943
55000.0,1.0410023
56000.0,1.0409853
57000.0,1.0495269
58000.0,1.0479255
59000.0,1.03959
60000.0,1.0344203
61000.0,1.0292575
62000.0,1.0379263
63000.0,1.0373735
64000.0,1.0381083
65000.0,1.02268
66000.0,1.0336562
67000.0,1.035816
68000.0,1.0327137
69000.0,1.0333513
70000.0,1.0320456
71000.0,1.0306219
72000.0,1.0310215
73000.0,1.0358546
74000.0,1.0352263
75000.0,1.033459
76000.0,1.0288056
77000.0,1.0199089
78000.0,1.030761
79000.0,1.0231502
80000.0,1.0369654
81000.0,1.0272138
82000.0,1.0214269
83000.0,1.0295904
84000.0,1.0196128
85000.0,1.0225792
86000.0,1.020063
87000.0,1.0204597
88000.0,1.0174322
89000.0,1.0184557
90000.0,1.0196394
91000.0,1.0171869
92000.0,1.0214713
93000.0,1.0162561
94000.0,1.0066867
95000.0,1.0203143
96000.0,1.0081532
97000.0,1.0118654
98000.0,1.009027
99000.0,1.006696
100000.0,1.0151659
101000.0,1.0106266
102000.0,1.0066047
103000.0,1.0055554
104000.0,1.0056491
105000.0,1.0040731
106000.0,1.0016351
107000.0,1.0008644
108000.0,1.0030082
109000.0,1.0048668
110000.0,0.9975424
111000.0,0.9932163
112000.0,0.99908674
113000.0,0.99023116
114000.0,0.98889184
115000.0,0.99230504
116000.0,0.9968389
117000.0,0.9914411
118000.0,0.99219126
119000.0,0.98757446
120000.0,0.98874015
121000.0,0.9918031
122000.0,0.98922336
123000.0,0.9873508
124000.0,0.9865072
125000.0,0.98805594
126000.0,0.9869411
127000.0,0.98158157
128000.0,0.98512465
129000.0,0.98418087
130000.0,0.9791883230209351
131000.0,0.9811545610427856
132000.0,0.977649986743927
133000.0,0.9812483191490173
134000.0,0.976012647151947
135000.0,0.980509877204895
136000.0,0.9765358567237854
137000.0,0.9767216444015503
138000.0,0.9758886098861694
139000.0,0.9751068353652954
140000.0,0.9720407724380493
141000.0,0.9760028123855591
142000.0,0.9762059450149536
143000.0,0.9746217727661133
144000.0,0.9756536483764648
145000.0,0.9689154624938965
146000.0,0.9728809595108032
147000.0,0.9712105393409729
148000.0,0.9694788455963135
149000.0,0.9668989181518555
150000.0,0.96699059009552
151000.0,0.9651037454605103
152000.0,0.9688393473625183
153000.0,0.9665335416793823
154000.0,0.9668724536895752
155000.0,0.9655491709709167
156000.0,0.9676716327667236
157000.0,0.9612174034118652
158000.0,0.9605523347854614
159000.0,0.9631950855255127
160000.0,0.9594252109527588
161000.0,0.9612945914268494
162000.0,0.9617224335670471
163000.0,0.962936282157898
164000.0,0.961036205291748
165000.0,0.9586180448532104
166000.0,0.9578239321708679
167000.0,0.9575088024139404
168000.0,0.9561262130737305
169000.0,0.9594337344169617
170000.0,0.9574579000473022
171000.0,0.957176923751831
172000.0,0.956143856048584
173000.0,0.953947901725769
174000.0,0.955310583114624
175000.0,0.9544196724891663
176000.0,0.9545124173164368
177000.0,0.9540824890136719
178000.0,0.9533308148384094
179000.0,0.9511005878448486
180000.0,0.9520350694656372
181000.0,0.9519335031509399
182000.0,0.9504382610321045
183000.0,0.9524514675140381
184000.0,0.949895977973938
185000.0,0.9501052498817444
186000.0,0.9501557350158691
187000.0,0.9469023942947388
188000.0,0.9451995491981506
189000.0,0.9492097496986389
190000.0,0.945160984992981
191000.0,0.9468420743942261
192000.0,0.946068525314331
193000.0,0.9469810724258423
194000.0,0.9464186429977417
195000.0,0.9481000900268555
196000.0,0.9437227249145508
197000.0,0.9445961713790894
198000.0,0.9433028697967529
199000.0,0.9437066316604614
200000.0,0.9433900117874146
201000.0,0.9434810280799866
202000.0,0.9431397914886475
203000.0,0.9437635540962219
204000.0,0.9412394762039185
205000.0,0.942537784576416
206000.0,0.9427856206893921
207000.0,0.9411073923110962
208000.0,0.9413480758666992
209000.0,0.9404994249343872
210000.0,0.9387187957763672
211000.0,0.9380228519439697
212000.0,0.939784049987793
213000.0,0.9398797750473022
214000.0,0.9376621842384338
215000.0,0.9391619563102722
216000.0,0.9378835558891296
217000.0,0.9389908909797668
218000.0,0.9392329454421997
219000.0,0.9360095262527466
220000.0,0.9373644590377808
221000.0,0.9371939897537231
222000.0,0.9379239082336426
223000.0,0.9368359446525574
224000.0,0.9366110563278198
225000.0,0.9353410005569458
226000.0,0.9351623058319092
227000.0,0.9353532195091248
228000.0,0.9349298477172852
229000.0,0.934815526008606
230000.0,0.9347587823867798
231000.0,0.9350610375404358
232000.0,0.9344539642333984
233000.0,0.933163046836853
234000.0,0.9338642358779907
235000.0,0.933139443397522
236000.0,0.933445155620575
237000.0,0.9323867559432983
238000.0,0.9324164986610413
239000.0,0.9328503608703613
240000.0,0.9329084157943726
241000.0,0.9322818517684937
242000.0,0.9321619272232056
243000.0,0.9311663508415222
244000.0,0.9322394728660583
245000.0,0.930598795413971
246000.0,0.931248664855957
247000.0,0.9306939840316772
248000.0,0.9310542345046997
249000.0,0.9308925271034241
250000.0,0.9298998117446899
251000.0,0.9305254220962524
252000.0,0.9295284748077393
253000.0,0.9288300275802612
254000.0,0.9286349415779114
255000.0,0.92872154712677
256000.0,0.9286737442016602
257000.0,0.9281036853790283
258000.0,0.9287470579147339
259000.0,0.927597165107727
260000.0,0.9276742935180664
261000.0,0.927959144115448
262000.0,0.9274337887763977
263000.0,0.9270330667495728
264000.0,0.9265565872192383
265000.0,0.9280190467834473
266000.0,0.9265500903129578
267000.0,0.9462251663208008
268000.0,0.9483133554458618
269000.0,0.9469690322875977
270000.0,0.9442353248596191
271000.0,0.9394348859786987
272000.0,0.934902012348175
273000.0,0.9297264218330383
274000.0,0.9252306222915649
275000.0,0.9218959808349609
276000.0,0.91667640209198
277000.0,0.8933578133583069
278000.0,0.8963732123374939
