"step","downstreamPressure_DP173_392,50-0,30-0,49=2.82539"
0.0,0.8146012
1000.0,2.2160263
2000.0,2.5057306
3000.0,2.5668855
4000.0,2.6013513
5000.0,2.6422806
6000.0,2.704628
7000.0,2.704877
8000.0,2.7196026
9000.0,2.71461
10000.0,2.760364
11000.0,2.7716737
12000.0,2.7620773
13000.0,2.795526
14000.0,2.7627978
15000.0,2.78301
16000.0,2.825245
17000.0,2.7849736
18000.0,2.7596893
19000.0,2.7660222
20000.0,2.7944417
21000.0,2.77806
22000.0,2.7815275
23000.0,2.7783754
24000.0,2.793674
25000.0,2.7647104
26000.0,2.7757344
27000.0,2.7635303
28000.0,2.8058217
29000.0,2.766169
30000.0,2.784725
31000.0,2.7906632
32000.0,2.783532
33000.0,2.791882
34000.0,2.7962518
35000.0,2.7492177
36000.0,2.7722173
37000.0,2.7955284
38000.0,2.8178654
39000.0,2.787591
40000.0,2.7967975
41000.0,2.7958078
42000.0,2.791764
43000.0,2.7803662
44000.0,2.785739
45000.0,2.803891
46000.0,2.795877
47000.0,2.7948632
48000.0,2.791243
49000.0,2.8060737
50000.0,2.8092906
51000.0,2.7931633
52000.0,2.8031669
53000.0,2.792385
54000.0,2.7976987
55000.0,2.8072784
56000.0,2.7972233
57000.0,2.7970955
58000.0,2.8011742
59000.0,2.80051
60000.0,2.800417
61000.0,2.77393
62000.0,2.824887
63000.0,2.7966754
64000.0,2.8000631
65000.0,2.7836723
66000.0,2.7969415
67000.0,2.7835515
68000.0,2.8036351
69000.0,2.7600646
70000.0,2.79467
71000.0,2.790807
72000.0,2.791
73000.0,2.7987533
74000.0,2.8006063
75000.0,2.7864778
76000.0,2.7773576
77000.0,2.7983384
78000.0,2.8311977
79000.0,2.8050072
80000.0,2.8011923
81000.0,2.789438
82000.0,2.8503823
83000.0,2.8092713
84000.0,2.7972722
85000.0,2.7858846
86000.0,2.7947245
87000.0,2.7875779
88000.0,2.7837858
89000.0,2.7826762
90000.0,2.8041754
91000.0,2.7908468
92000.0,2.7961836
93000.0,2.773084
94000.0,2.8586874
95000.0,2.8304524
96000.0,2.8172567
97000.0,2.795404
98000.0,2.7883477
99000.0,2.7743886
100000.0,2.7643647
101000.0,2.7663512229919434
102000.0,2.779397964477539
103000.0,2.769388198852539
104000.0,2.81368088722229
105000.0,2.7976269721984863
106000.0,2.771921157836914
107000.0,2.7669456005096436
108000.0,2.7636866569519043
109000.0,2.7683773040771484
110000.0,2.7658538818359375
111000.0,2.768716812133789
112000.0,2.7539827823638916
113000.0,2.7718896865844727
114000.0,2.765341281890869
115000.0,2.7651596069335938
116000.0,2.769300699234009
117000.0,2.755795955657959
118000.0,2.756495952606201
119000.0,2.7579288482666016
120000.0,2.767634153366089
121000.0,2.7622694969177246
122000.0,2.761868953704834
123000.0,2.8165664672851562
124000.0,2.806950092315674
125000.0,2.778968334197998
126000.0,2.765108108520508
127000.0,2.7633116245269775
128000.0,2.767852783203125
129000.0,2.7628045082092285
130000.0,2.7747442722320557
131000.0,2.7535297870635986
132000.0,2.752613067626953
133000.0,2.790627956390381
134000.0,2.7692177295684814
135000.0,2.760711193084717
136000.0,2.763094425201416
137000.0,2.7645387649536133
138000.0,2.7573037147521973
139000.0,2.757753849029541
140000.0,2.7677416801452637
141000.0,2.753228187561035
142000.0,2.7546005249023438
143000.0,2.7735116481781006
144000.0,2.7575321197509766
145000.0,2.7569704055786133
146000.0,2.754833221435547
147000.0,2.755990743637085
148000.0,2.7545695304870605
149000.0,2.753429889678955
150000.0,2.780305862426758
151000.0,2.765916347503662
152000.0,2.757284641265869
153000.0,2.7527856826782227
154000.0,2.7535605430603027
155000.0,2.7525296211242676
156000.0,2.7500863075256348
157000.0,2.751312732696533
158000.0,2.7512266635894775
159000.0,2.7509498596191406
160000.0,2.7500762939453125
161000.0,2.7707533836364746
162000.0,2.7583470344543457
163000.0,2.748600959777832
164000.0,2.7498297691345215
165000.0,2.7452330589294434
166000.0,2.7533411979675293
167000.0,2.7477571964263916
168000.0,2.7551937103271484
169000.0,2.7468714714050293
170000.0,2.7461776733398438
171000.0,2.742109537124634
172000.0,2.7467236518859863
173000.0,2.7457284927368164
174000.0,2.7440102100372314
175000.0,2.7487030029296875
176000.0,2.7424159049987793
177000.0,2.745814323425293
