
[Name]
center

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ]
1.62196779e+00, 2.71086544e-01, 0.00000000e+00, 8.69742155e-01, 2.62810421e+00, 2.31558066e-02
1.60183632e+00, 2.72002161e-01, 0.00000000e+00, 8.71175706e-01, 2.62886548e+00, 2.38021724e-02
1.47995031e+00, 2.78690040e-01, 0.00000000e+00, 8.79459143e-01, 2.63426995e+00, 2.79553011e-02
1.46840525e+00, 2.61804909e-01, 0.00000000e+00, 8.78531456e-01, 2.61737347e+00, 2.84012370e-02
1.44745004e+00, 2.63092190e-01, 0.00000000e+00, 8.79827559e-01, 2.61888146e+00, 2.91576851e-02
1.45923901e+00, 2.79981315e-01, 0.00000000e+00, 8.80787790e-01, 2.63521266e+00, 2.86947247e-02
1.29212117e+00, 2.70890683e-01, 0.00000000e+00, 8.87813091e-01, 2.62758851e+00, 3.43952253e-02
1.31424761e+00, 2.70645171e-01, 0.00000000e+00, 8.86860907e-01, 2.62723541e+00, 3.36902365e-02
1.38240051e+00, 2.67965943e-01, 0.00000000e+00, 8.83230567e-01, 2.62439251e+00, 3.14458534e-02
1.35968411e+00, 2.69457370e-01, 0.00000000e+00, 8.84464324e-01, 2.62597251e+00, 3.21789384e-02
1.33681166e+00, 2.70272732e-01, 0.00000000e+00, 8.85749578e-01, 2.62678432e+00, 3.29381637e-02
1.43831396e+00, 2.81452537e-01, 0.00000000e+00, 8.82086754e-01, 2.63623238e+00, 2.94513553e-02
1.42621529e+00, 2.64527738e-01, 0.00000000e+00, 8.81072342e-01, 2.62053299e+00, 2.99288854e-02
1.40457976e+00, 2.66188681e-01, 0.00000000e+00, 8.82190645e-01, 2.62241983e+00, 3.06986105e-02
1.41704416e+00, 2.83260673e-01, 0.00000000e+00, 8.83262575e-01, 2.63743758e+00, 3.02227512e-02
1.39517605e+00, 2.85556912e-01, 0.00000000e+00, 8.84260476e-01, 2.63890028e+00, 3.10005508e-02
1.37225413e+00, 2.88293988e-01, 0.00000000e+00, 8.85405183e-01, 2.64048266e+00, 3.17900851e-02
1.34846258e+00, 2.89657891e-01, 0.00000000e+00, 8.86952102e-01, 2.64127493e+00, 3.25983614e-02
1.00457382e+00, 2.70945102e-01, 0.00000000e+00, 8.95004570e-01, 2.63115644e+00, 3.82720232e-02
9.85100567e-01, 2.70647943e-01, 0.00000000e+00, 8.95314872e-01, 2.63118410e+00, 3.79333720e-02
1.04367602e+00, 2.71279335e-01, 0.00000000e+00, 8.94386292e-01, 2.63085222e+00, 3.86445262e-02
1.02407122e+00, 2.71150649e-01, 0.00000000e+00, 8.94706368e-01, 2.63103819e+00, 3.85062583e-02
9.65660870e-01, 2.70280093e-01, 0.00000000e+00, 8.95662189e-01, 2.63113356e+00, 3.74796018e-02
9.26864505e-01, 2.69342124e-01, 0.00000000e+00, 8.96508217e-01, 2.63078213e+00, 3.61837372e-02
9.46244299e-01, 2.69846827e-01, 0.00000000e+00, 8.96055579e-01, 2.63100290e+00, 3.68995517e-02
1.06350219e+00, 2.71368265e-01, 0.00000000e+00, 8.94025385e-01, 2.63063478e+00, 3.86880524e-02
8.88445079e-01, 2.68169612e-01, 0.00000000e+00, 8.97640407e-01, 2.63008499e+00, 3.43246758e-02
9.07580793e-01, 2.68781185e-01, 0.00000000e+00, 8.97033274e-01, 2.63047671e+00, 3.53264585e-02
1.08351243e+00, 2.71386921e-01, 0.00000000e+00, 8.93639922e-01, 2.63036203e+00, 3.86370718e-02
9.16857719e-01, 2.86380172e-01, 0.00000000e+00, 8.94709587e-01, 2.64332342e+00, 3.59605476e-02
9.36197758e-01, 2.86962330e-01, 0.00000000e+00, 8.94566655e-01, 2.64338684e+00, 3.67662311e-02
8.69531631e-01, 2.67551541e-01, 0.00000000e+00, 8.98327589e-01, 2.62964153e+00, 3.31804492e-02
8.78625035e-01, 2.84985423e-01, 0.00000000e+00, 8.95207942e-01, 2.64297485e+00, 3.39036398e-02
8.97651732e-01, 2.85719752e-01, 0.00000000e+00, 8.94917667e-01, 2.64318800e+00, 3.50069106e-02
8.04631174e-01, 2.81638861e-01, 0.00000000e+00, 8.97523582e-01, 2.64139032e+00, 2.79376972e-02
7.96334088e-01, 2.64603853e-01, 0.00000000e+00, 9.02508438e-01, 2.62679982e+00, 2.70904824e-02
7.86500275e-01, 2.80578941e-01, 0.00000000e+00, 8.98442209e-01, 2.64069963e+00, 2.60166042e-02
7.78506994e-01, 2.63322204e-01, 0.00000000e+00, 9.03891981e-01, 2.62537384e+00, 2.51877941e-02
7.68325865e-01, 2.79347450e-01, 0.00000000e+00, 8.99540007e-01, 2.63979864e+00, 2.39145085e-02
8.14226210e-01, 2.65560359e-01, 0.00000000e+00, 9.01232004e-01, 2.62782097e+00, 2.88486555e-02
8.22851539e-01, 2.82575697e-01, 0.00000000e+00, 8.96730304e-01, 2.64193463e+00, 2.96805352e-02
8.32379401e-01, 2.66246736e-01, 0.00000000e+00, 9.00091708e-01, 2.62851930e+00, 3.04487646e-02
1.12421298e+00, 2.71478504e-01, 0.00000000e+00, 8.92796636e-01, 2.62987471e+00, 3.82781029e-02
8.50829482e-01, 2.66902447e-01, 0.00000000e+00, 8.99129033e-01, 2.62911701e+00, 3.18900794e-02
8.41243148e-01, 2.83428818e-01, 0.00000000e+00, 8.96082878e-01, 2.64236426e+00, 3.12487222e-02
1.10377228e+00, 2.71418810e-01, 0.00000000e+00, 8.93230617e-01, 2.63010216e+00, 3.84984165e-02
7.42052734e-01, 2.60422349e-01, 0.00000000e+00, 9.07610655e-01, 2.62169909e+00, 2.08274517e-02
7.60461211e-01, 2.61800766e-01, 0.00000000e+00, 9.05569434e-01, 2.62354803e+00, 2.31200270e-02
1.16543210e+00, 2.71667957e-01, 0.00000000e+00, 8.91871154e-01, 2.62950611e+00, 3.76259424e-02
1.18614316e+00, 2.71702379e-01, 0.00000000e+00, 8.91357899e-01, 2.62928891e+00, 3.72118354e-02
1.14477801e+00, 2.71544307e-01, 0.00000000e+00, 8.92344356e-01, 2.62966061e+00, 3.79835740e-02
7.49959826e-01, 2.78197825e-01, 0.00000000e+00, 9.00860190e-01, 2.63883114e+00, 2.16062889e-02
1.20694971e+00, 2.71676868e-01, 0.00000000e+00, 8.90784979e-01, 2.62903643e+00, 3.67458351e-02
8.59833479e-01, 2.84234643e-01, 0.00000000e+00, 8.95583749e-01, 2.64270926e+00, 3.26532200e-02
1.22788703e+00, 2.71579951e-01, 0.00000000e+00, 8.90145600e-01, 2.62873888e+00, 3.62297669e-02
1.24901223e+00, 2.71402359e-01, 0.00000000e+00, 8.89440358e-01, 2.62838602e+00, 3.56652439e-02
1.27040029e+00, 2.71153361e-01, 0.00000000e+00, 8.88666213e-01, 2.62798452e+00, 3.50535959e-02
-1.45546353e+00, 2.02917352e-01, 0.00000000e+00, 2.41897535e+00, 1.39113474e+00, -3.16628329e-02
-1.24557233e+00, 2.03492239e-01, 0.00000000e+00, 2.39559793e+00, 1.43375194e+00, -4.48867604e-02
-1.21596432e+00, 2.02940553e-01, 0.00000000e+00, 2.39158440e+00, 1.43798590e+00, -4.68882285e-02
-1.33619177e+00, 2.02630252e-01, 0.00000000e+00, 2.40659714e+00, 1.41107595e+00, -3.85393463e-02
-1.16025352e+00, 2.02192709e-01, 0.00000000e+00, 2.38382173e+00, 1.44789708e+00, -5.09792939e-02
-1.30611396e+00, 2.02955410e-01, 0.00000000e+00, 2.40315986e+00, 1.41848838e+00, -4.05566208e-02
-1.18751562e+00, 2.02155575e-01, 0.00000000e+00, 2.38766623e+00, 1.44114172e+00, -4.88190837e-02
-1.13347995e+00, 2.03560859e-01, 0.00000000e+00, 2.37987566e+00, 1.46068883e+00, -5.35938703e-02
-1.11854815e+00, 1.80478334e-01, 0.00000000e+00, 2.37497258e+00, 1.36059499e+00, -4.86131497e-02
-1.09101748e+00, 1.82857499e-01, 0.00000000e+00, 2.37053490e+00, 1.37956524e+00, -5.15402891e-02
-1.10662603e+00, 2.05705717e-01, 0.00000000e+00, 2.37569928e+00, 1.47712433e+00, -5.65509349e-02
-1.27585793e+00, 2.03392804e-01, 0.00000000e+00, 2.39951301e+00, 1.42669249e+00, -4.27187011e-02
-1.04029119e+00, 1.90618396e-01, 0.00000000e+00, 2.36240911e+00, 1.42983615e+00, -5.83042689e-02
-1.42579424e+00, 2.02734247e-01, 0.00000000e+00, 2.41606879e+00, 1.39525747e+00, -3.32451537e-02
-9.40481663e-01, 1.75452620e-01, 0.00000000e+00, 2.33984661e+00, 1.39429736e+00, -6.27981946e-02
-9.19708729e-01, 1.75891653e-01, 0.00000000e+00, 2.33498144e+00, 1.40402770e+00, -6.51244447e-02
-1.01712978e+00, 1.92913190e-01, 0.00000000e+00, 2.35829878e+00, 1.44722044e+00, -6.11790046e-02
-1.39601445e+00, 2.02579826e-01, 0.00000000e+00, 2.41303945e+00, 1.39974391e+00, -3.49067934e-02
-9.51733530e-01, 1.94448233e-01, 0.00000000e+00, 2.34481382e+00, 1.47549033e+00, -6.83519691e-02
-9.31173801e-01, 1.94379956e-01, 0.00000000e+00, 2.34021544e+00, 1.48233211e+00, -7.06188008e-02
-9.61464465e-01, 1.75051019e-01, 0.00000000e+00, 2.34451795e+00, 1.38489687e+00, -6.05617575e-02
-1.08004212e+00, 2.08342180e-01, 0.00000000e+00, 2.37150192e+00, 1.49568856e+00, -5.97458817e-02
-1.36616075e+00, 2.02538729e-01, 0.00000000e+00, 2.40988779e+00, 1.40498292e+00, -3.66667360e-02
-9.72846985e-01, 1.94513813e-01, 0.00000000e+00, 2.34936380e+00, 1.46864617e+00, -6.61312044e-02
-1.06466472e+00, 1.86665580e-01, 0.00000000e+00, 2.36627316e+00, 1.40469027e+00, -5.49312159e-02
-9.94659483e-01, 1.94105059e-01, 0.00000000e+00, 2.35390019e+00, 1.45967722e+00, -6.37673363e-02
-7.52803564e-01, 1.90902248e-01, 0.00000000e+00, 2.28878045e+00, 1.54024887e+00, -9.24617350e-02
-7.74786234e-01, 1.91130713e-01, 0.00000000e+00, 2.29622412e+00, 1.53114355e+00, -8.94050375e-02
-7.85693169e-01, 1.72407180e-01, 0.00000000e+00, 2.29682517e+00, 1.44433820e+00, -7.94157088e-02
-5.86271465e-01, 1.80438936e-01, 0.00000000e+00, 2.21696019e+00, 1.58529735e+00, -1.13139465e-01
-6.06727421e-01, 1.79286525e-01, 0.00000000e+00, 2.22692943e+00, 1.56813467e+00, -1.09043993e-01
-5.97668171e-01, 1.97593927e-01, 0.00000000e+00, 2.22636652e+00, 1.64777291e+00, -1.21334076e-01
-5.77059925e-01, 1.98557302e-01, 0.00000000e+00, 2.21614909e+00, 1.66355920e+00, -1.25681058e-01
-5.65889120e-01, 1.81247070e-01, 0.00000000e+00, 2.20644808e+00, 1.60127914e+00, -1.17112286e-01
-4.84258950e-01, 1.83262408e-01, 0.00000000e+00, 2.15834212e+00, 1.66375399e+00, -1.32978320e-01
-5.04724622e-01, 1.82861447e-01, 0.00000000e+00, 2.17136598e+00, 1.64795184e+00, -1.28980637e-01
-4.95091617e-01, 2.00868443e-01, 0.00000000e+00, 2.16942310e+00, 1.72381055e+00, -1.42968968e-01
-5.56553185e-01, 1.99319124e-01, 0.00000000e+00, 2.20539832e+00, 1.67881393e+00, -1.29993573e-01
-5.25134623e-01, 1.82421058e-01, 0.00000000e+00, 2.18369293e+00, 1.63241541e+00, -1.25017941e-01
-5.15600801e-01, 2.00434312e-01, 0.00000000e+00, 2.18208671e+00, 1.70874131e+00, -1.38619691e-01
-5.45519710e-01, 1.81894436e-01, 0.00000000e+00, 2.19537425e+00, 1.61691463e+00, -1.21065706e-01
-5.36075294e-01, 1.99932367e-01, 0.00000000e+00, 2.19406009e+00, 1.69381297e+00, -1.34301767e-01
-7.30913162e-01, 1.90651715e-01, 0.00000000e+00, 2.28107023e+00, 1.54955053e+00, -9.55847427e-02
-6.39907598e-01, 1.94212064e-01, 0.00000000e+00, 2.24527073e+00, 1.61074543e+00, -1.12008579e-01
-6.18542910e-01, 1.96226984e-01, 0.00000000e+00, 2.23607159e+00, 1.63054883e+00, -1.16826348e-01
-6.27360404e-01, 1.77393928e-01, 0.00000000e+00, 2.23630476e+00, 1.54801059e+00, -1.04613177e-01
-7.08657444e-01, 1.90365255e-01, 0.00000000e+00, 2.27279449e+00, 1.55924094e+00, -9.88309905e-02
-6.85576856e-01, 1.90145165e-01, 0.00000000e+00, 2.26373172e+00, 1.57005167e+00, -1.02322936e-01
-6.48567617e-01, 1.74145877e-01, 0.00000000e+00, 2.24513793e+00, 1.52192545e+00, -9.94910598e-02
-6.62255704e-01, 1.91536486e-01, 0.00000000e+00, 2.25427985e+00, 1.58791757e+00, -1.06823392e-01
-4.63683397e-01, 1.83670864e-01, 0.00000000e+00, 2.14454889e+00, 1.68006086e+00, -1.37042508e-01
-8.98867726e-01, 1.76601827e-01, 0.00000000e+00, 2.32986975e+00, 1.41526639e+00, -6.76490813e-02
-8.77752542e-01, 1.77762553e-01, 0.00000000e+00, 2.32450724e+00, 1.42887938e+00, -7.04678893e-02
-9.10792351e-01, 1.94724932e-01, 0.00000000e+00, 2.33540988e+00, 1.49114668e+00, -7.31206983e-02
-8.90339494e-01, 1.95631191e-01, 0.00000000e+00, 2.33039832e+00, 1.50264037e+00, -7.59227350e-02
-4.43048716e-01, 1.84063554e-01, 0.00000000e+00, 2.12997103e+00, 1.69676089e+00, -1.41135454e-01
-4.22370493e-01, 1.84474811e-01, 0.00000000e+00, 2.11458087e+00, 1.71398783e+00, -1.45265520e-01
-8.49303484e-01, 1.99603543e-01, 0.00000000e+00, 2.32009912e+00, 1.53529727e+00, -8.27022567e-02
-8.56240094e-01, 1.79728821e-01, 0.00000000e+00, 2.31891012e+00, 1.44650877e+00, -7.37763643e-02
-8.69758904e-01, 1.97166041e-01, 0.00000000e+00, 2.32525039e+00, 1.51703382e+00, -7.90743828e-02
-8.35708916e-01, 1.83966815e-01, 0.00000000e+00, 2.31366396e+00, 1.47382462e+00, -7.80913085e-02
-4.01683182e-01, 1.84941128e-01, 0.00000000e+00, 2.09836388e+00, 1.73186302e+00, -1.49440616e-01
-3.81000578e-01, 1.85516477e-01, 0.00000000e+00, 2.08129025e+00, 1.75058258e+00, -1.53689489e-01
-3.60293865e-01, 1.86237186e-01, 0.00000000e+00, 2.06327677e+00, 1.77030778e+00, -1.58033714e-01
-7.96391428e-01, 1.90301046e-01, 0.00000000e+00, 2.30318332e+00, 1.51807809e+00, -8.60396400e-02
-8.05923939e-01, 1.72281280e-01, 0.00000000e+00, 2.30324817e+00, 1.43451381e+00, -7.67852142e-02
-8.16558957e-01, 1.88040987e-01, 0.00000000e+00, 2.30889821e+00, 1.49967241e+00, -8.23316053e-02
-8.23005438e-01, 1.72387615e-01, 0.00000000e+00, 2.30827117e+00, 1.42740571e+00, -7.46871829e-02
-7.62757957e-01, 2.09749088e-01, 0.00000000e+00, 2.29587150e+00, 1.61216986e+00, -9.94239375e-02
-7.50529706e-01, 2.27663189e-01, 0.00000000e+00, 2.29590511e+00, 1.68479550e+00, -1.09118953e-01
-7.40940988e-01, 2.09369853e-01, 0.00000000e+00, 2.28838110e+00, 1.62041545e+00, -1.02744445e-01
-6.09185576e-01, 2.14951813e-01, 0.00000000e+00, 2.23620296e+00, 1.70651042e+00, -1.28873825e-01
-7.29340494e-01, 2.27841631e-01, 0.00000000e+00, 2.28864884e+00, 1.69446433e+00, -1.12871863e-01
-5.88334203e-01, 2.15990037e-01, 0.00000000e+00, 2.22630620e+00, 1.72165334e+00, -1.33528754e-01
-5.05967915e-01, 2.18556732e-01, 0.00000000e+00, 2.18104529e+00, 1.77914429e+00, -1.52140230e-01
-5.26525438e-01, 2.18088031e-01, 0.00000000e+00, 2.19332290e+00, 1.76488173e+00, -1.47455662e-01
-5.47078133e-01, 2.17525333e-01, 0.00000000e+00, 2.20492077e+00, 1.75065458e+00, -1.42801091e-01
-7.07729697e-01, 2.28313074e-01, 0.00000000e+00, 2.28095245e+00, 1.70563519e+00, -1.16927817e-01
-6.85852289e-01, 2.29069248e-01, 0.00000000e+00, 2.27281260e+00, 1.71819830e+00, -1.21293485e-01
-6.96913660e-01, 2.09669292e-01, 0.00000000e+00, 2.27232385e+00, 1.64213812e+00, -1.10173799e-01
-7.19107628e-01, 2.09405571e-01, 0.00000000e+00, 2.28061748e+00, 1.63059187e+00, -1.06329486e-01
-5.67667544e-01, 2.16835544e-01, 0.00000000e+00, 2.21589756e+00, 1.73629606e+00, -1.38162121e-01
-6.63899362e-01, 2.30124563e-01, 0.00000000e+00, 2.26431823e+00, 1.73208714e+00, -1.25966460e-01
-6.42132282e-01, 2.31359035e-01, 0.00000000e+00, 2.25555182e+00, 1.74671733e+00, -1.30838647e-01
-6.52186811e-01, 2.11951226e-01, 0.00000000e+00, 2.25466037e+00, 1.67298067e+00, -1.19215563e-01
-6.74463749e-01, 2.10481301e-01, 0.00000000e+00, 2.26357365e+00, 1.65624905e+00, -1.14463247e-01
-6.30437076e-01, 2.13584661e-01, 0.00000000e+00, 2.24563026e+00, 1.69024265e+00, -1.24095008e-01
-7.70831883e-01, 2.28278771e-01, 0.00000000e+00, 2.30274153e+00, 1.67862129e+00, -1.05924018e-01
-8.42116892e-01, 2.18625709e-01, 0.00000000e+00, 2.32169485e+00, 1.61448538e+00, -9.10834819e-02
-8.62172365e-01, 2.16194913e-01, 0.00000000e+00, 2.32660365e+00, 1.59751964e+00, -8.73172134e-02
-8.82283390e-01, 2.14386538e-01, 0.00000000e+00, 2.33150911e+00, 1.58299565e+00, -8.38949904e-02
-9.41801429e-01, 2.12998405e-01, 0.00000000e+00, 2.34543729e+00, 1.55679047e+00, -7.57476315e-02
-9.22047138e-01, 2.12633103e-01, 0.00000000e+00, 2.34102941e+00, 1.56189978e+00, -7.80709907e-02
-9.02255774e-01, 2.13186771e-01, 0.00000000e+00, 2.33634949e+00, 1.57103002e+00, -8.08164179e-02
-7.86252737e-01, 2.11681858e-01, 0.00000000e+00, 2.30396938e+00, 1.60965812e+00, -9.65817645e-02
-8.22188139e-01, 2.21864909e-01, 0.00000000e+00, 2.31682897e+00, 1.63445294e+00, -9.52499509e-02
-8.29189837e-01, 2.03015938e-01, 0.00000000e+00, 2.31512308e+00, 1.55740929e+00, -8.68219510e-02
-4.74477053e-01, 2.01283038e-01, 0.00000000e+00, 2.15598774e+00, 1.73926437e+00, -1.47383615e-01
-4.85322237e-01, 2.18972012e-01, 0.00000000e+00, 2.16799903e+00, 1.79365456e+00, -1.56885207e-01
-7.87018299e-01, 2.30816424e-01, 0.00000000e+00, 2.30843711e+00, 1.68122923e+00, -1.04241006e-01
-8.02742600e-01, 2.25686267e-01, 0.00000000e+00, 2.31198621e+00, 1.65629780e+00, -9.97002125e-02
-8.08922231e-01, 2.06691787e-01, 0.00000000e+00, 2.31000185e+00, 1.58054316e+00, -9.11620334e-02
-4.53816921e-01, 2.01651096e-01, 0.00000000e+00, 2.14176631e+00, 1.75498462e+00, -1.51820183e-01
-4.64629471e-01, 2.19318852e-01, 0.00000000e+00, 2.15415668e+00, 1.80836320e+00, -1.61658302e-01
-4.33127731e-01, 2.02004477e-01, 0.00000000e+00, 2.12673068e+00, 1.77109110e+00, -1.56280845e-01
-4.12445992e-01, 2.02389434e-01, 0.00000000e+00, 2.11087370e+00, 1.78773165e+00, -1.60774633e-01
-4.23193693e-01, 2.19899639e-01, 0.00000000e+00, 2.12396288e+00, 1.83870101e+00, -1.71255901e-01
-3.91810745e-01, 2.02879980e-01, 0.00000000e+00, 2.09420228e+00, 1.80513608e+00, -1.65336192e-01
-4.02557462e-01, 2.20228583e-01, 0.00000000e+00, 2.10763001e+00, 1.85458457e+00, -1.76081851e-01
-4.43906426e-01, 2.19617024e-01, 0.00000000e+00, 2.13948178e+00, 1.82334626e+00, -1.66450858e-01
-3.71216208e-01, 2.03583702e-01, 0.00000000e+00, 2.07668686e+00, 1.82367277e+00, -1.70045659e-01
-3.82074505e-01, 2.20728159e-01, 0.00000000e+00, 2.09056044e+00, 1.87132001e+00, -1.80986762e-01
-3.61722648e-01, 2.21661702e-01, 0.00000000e+00, 2.07278109e+00, 1.88969254e+00, -1.86189085e-01
-1.47006154e+00, 2.27848709e-01, 0.00000000e+00, 2.42222261e+00, 1.49806106e+00, -3.47372331e-02
-1.44047606e+00, 2.27619231e-01, 0.00000000e+00, 2.41944838e+00, 1.50157404e+00, -3.64400260e-02
-1.22927773e+00, 2.29256526e-01, 0.00000000e+00, 2.39609528e+00, 1.54615498e+00, -5.16377687e-02
-1.19977033e+00, 2.27011815e-01, 0.00000000e+00, 2.39194894e+00, 1.54337621e+00, -5.36164269e-02
-1.17285156e+00, 2.24989742e-01, 0.00000000e+00, 2.38808799e+00, 1.54123628e+00, -5.54478057e-02
-1.14759588e+00, 2.25347981e-01, 0.00000000e+00, 2.38469219e+00, 1.54866910e+00, -5.77860922e-02
-1.32142961e+00, 2.27827862e-01, 0.00000000e+00, 2.40726042e+00, 1.52245700e+00, -4.42632399e-02
-1.29123044e+00, 2.28650510e-01, 0.00000000e+00, 2.40390944e+00, 1.53144789e+00, -4.66329791e-02
-1.12171137e+00, 2.28001893e-01, 0.00000000e+00, 2.38106298e+00, 1.56565773e+00, -6.08696453e-02
-1.09501731e+00, 2.30525047e-01, 0.00000000e+00, 2.37706614e+00, 1.58226454e+00, -6.41393885e-02
-1.05442417e+00, 2.11090475e-01, 0.00000000e+00, 2.36742759e+00, 1.51442897e+00, -6.30142391e-02
-1.02998626e+00, 2.13222489e-01, 0.00000000e+00, 2.36335230e+00, 1.53028476e+00, -6.60938546e-02
-1.41085899e+00, 2.27457941e-01, 0.00000000e+00, 2.41657448e+00, 1.50557446e+00, -3.82273756e-02
-1.38114321e+00, 2.27385268e-01, 0.00000000e+00, 2.41358614e+00, 1.51016319e+00, -4.01125401e-02
-1.00652826e+00, 2.14377970e-01, 0.00000000e+00, 2.35905647e+00, 1.54198325e+00, -6.88998625e-02
-1.04305792e+00, 2.34495148e-01, 0.00000000e+00, 2.36885333e+00, 1.61104727e+00, -7.06866756e-02
-1.06862390e+00, 2.32779011e-01, 0.00000000e+00, 2.37298632e+00, 1.59775782e+00, -6.74624369e-02
-9.62246835e-01, 2.14017153e-01, 0.00000000e+00, 2.34988570e+00, 1.55431223e+00, -7.37031400e-02
-1.26033723e+00, 2.29776502e-01, 0.00000000e+00, 2.40032482e+00, 1.54206634e+00, -4.92513478e-02
-9.83886063e-01, 2.14668348e-01, 0.00000000e+00, 2.35452414e+00, 1.55008590e+00, -7.14693964e-02
-1.35135996e+00, 2.27491021e-01, 0.00000000e+00, 2.41048551e+00, 1.51571321e+00, -4.21162620e-02
-1.11951739e-01, 1.92595124e-01, 0.00000000e+00, 1.76457798e+00, 2.02978992e+00, -1.91693366e-01
-1.22056708e-01, 1.75067276e-01, 0.00000000e+00, 1.78286612e+00, 1.95722449e+00, -1.73310161e-01
-1.32398799e-01, 1.92137897e-01, 0.00000000e+00, 1.79497027e+00, 2.00692320e+00, -1.91076145e-01
-3.39499146e-01, 1.87045634e-01, 0.00000000e+00, 2.04417515e+00, 1.79087365e+00, -1.62405998e-01
-1.42511621e-01, 1.74573958e-01, 0.00000000e+00, 1.81194854e+00, 1.93390584e+00, -1.72540396e-01
-1.52883753e-01, 1.91656202e-01, 0.00000000e+00, 1.82448840e+00, 1.98411512e+00, -1.89907596e-01
-3.18593413e-01, 1.87786981e-01, 0.00000000e+00, 2.02393317e+00, 1.81172264e+00, -1.66629493e-01
1.85078308e-01, 1.78650022e-01, 0.00000000e+00, 1.31642663e+00, 2.26845360e+00, -1.18276671e-01
2.02904090e-01, 1.78610653e-01, 0.00000000e+00, 1.29296005e+00, 2.28161979e+00, -1.12139665e-01
-2.97646672e-01, 1.88368723e-01, 0.00000000e+00, 2.00263977e+00, 1.83243322e+00, -1.70577630e-01
6.14993945e-02, 1.77403018e-01, 0.00000000e+00, 1.49909723e+00, 2.15590477e+00, -1.53772116e-01
5.05420789e-02, 1.95192620e-01, 0.00000000e+00, 1.50414622e+00, 2.20592809e+00, -1.73699260e-01
7.11252019e-02, 1.96136549e-01, 0.00000000e+00, 1.47038305e+00, 2.22876573e+00, -1.69206545e-01
1.67847097e-01, 1.77240282e-01, 0.00000000e+00, 1.34095156e+00, 2.24998474e+00, -1.22879043e-01
1.58684760e-01, 1.92197978e-01, 0.00000000e+00, 1.34083772e+00, 2.29320550e+00, -1.37978956e-01
1.75935239e-01, 1.93655863e-01, 0.00000000e+00, 1.31537461e+00, 2.31144571e+00, -1.32990837e-01
-2.76752204e-01, 1.88838333e-01, 0.00000000e+00, 1.98031640e+00, 1.85311067e+00, -1.74249023e-01
1.52690038e-01, 1.77324787e-01, 0.00000000e+00, 1.36227465e+00, 2.23797417e+00, -1.27806947e-01
1.41696617e-01, 1.89406887e-01, 0.00000000e+00, 1.36775923e+00, 2.27002668e+00, -1.41489953e-01
-2.55947620e-01, 1.89276457e-01, 0.00000000e+00, 1.95694602e+00, 1.87402928e+00, -1.77662343e-01
4.03970405e-02, 1.77314267e-01, 0.00000000e+00, 1.53217864e+00, 2.13487911e+00, -1.58481419e-01
3.00568771e-02, 1.94807112e-01, 0.00000000e+00, 1.53758597e+00, 2.18449211e+00, -1.78119406e-01
1.23506673e-01, 1.85550928e-01, 0.00000000e+00, 1.39799893e+00, 2.24151373e+00, -1.44078463e-01
1.93840548e-01, 1.94594681e-01, 0.00000000e+00, 1.29023886e+00, 2.32786226e+00, -1.27094507e-01
1.98899489e-02, 1.77276686e-01, 0.00000000e+00, 1.56450295e+00, 2.11417913e+00, -1.62571445e-01
-3.62684834e-04, 1.77158788e-01, 0.00000000e+00, 1.59652960e+00, 2.09305120e+00, -1.65983230e-01
9.74445324e-03, 1.94567308e-01, 0.00000000e+00, 1.57078290e+00, 2.16326189e+00, -1.82029814e-01
-2.35226646e-01, 1.89724475e-01, 0.00000000e+00, 1.93254101e+00, 1.89532483e+00, -1.80805191e-01
1.03697293e-01, 1.82037398e-01, 0.00000000e+00, 1.43059576e+00, 2.21180153e+00, -1.46928906e-01
9.13774148e-02, 1.97988361e-01, 0.00000000e+00, 1.43681848e+00, 2.25351405e+00, -1.65101290e-01
1.11031733e-01, 2.00645611e-01, 0.00000000e+00, 1.40400600e+00, 2.27946448e+00, -1.61340162e-01
8.29067156e-02, 1.78918302e-01, 0.00000000e+00, 1.46471298e+00, 2.18164992e+00, -1.49815887e-01
-2.14572594e-01, 1.90193132e-01, 0.00000000e+00, 1.90709829e+00, 1.91702390e+00, -1.83646068e-01
-2.24742100e-01, 1.72298551e-01, 0.00000000e+00, 1.91919887e+00, 1.84137750e+00, -1.64969712e-01
-1.93969592e-01, 1.90677971e-01, 0.00000000e+00, 1.88060069e+00, 1.93909788e+00, -1.86143547e-01
-2.04107419e-01, 1.72897875e-01, 0.00000000e+00, 1.89383590e+00, 1.86426210e+00, -1.67445987e-01
-1.73407197e-01, 1.91168845e-01, 0.00000000e+00, 1.85305071e+00, 1.96148634e+00, -1.88248307e-01
-1.83528006e-01, 1.73486874e-01, 0.00000000e+00, 1.86748195e+00, 1.88737476e+00, -1.69567004e-01
-5.09240180e-02, 1.93774953e-01, 0.00000000e+00, 1.66935909e+00, 2.09783626e+00, -1.89859927e-01
-6.09821603e-02, 1.76352933e-01, 0.00000000e+00, 1.69151056e+00, 2.02662873e+00, -1.72367379e-01
-7.12239146e-02, 1.93417385e-01, 0.00000000e+00, 1.70166457e+00, 2.07532048e+00, -1.91115201e-01
-1.62989244e-01, 1.74060583e-01, 0.00000000e+00, 1.84015739e+00, 1.91066813e+00, -1.71294138e-01
