
[Name]
center

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ]
3.68035126e+00, 5.95214248e-01, 0.00000000e+00, 6.74261451e-01, 1.26410055e+00, -8.06403463e-04
3.65044856e+00, 5.95318317e-01, 0.00000000e+00, 6.77159131e-01, 1.26311851e+00, -7.82614807e-04
3.05382109e+00, 5.97394526e-01, 0.00000000e+00, 7.37416506e-01, 1.23388433e+00, 1.00817287e-03
3.53083801e+00, 5.95734537e-01, 0.00000000e+00, 6.89019203e-01, 1.25815821e+00, -2.96246493e-04
3.56074071e+00, 5.95630467e-01, 0.00000000e+00, 6.85977042e-01, 1.25958955e+00, -4.47739556e-04
3.00672770e+00, 5.97558379e-01, 0.00000000e+00, 7.43889689e-01, 1.22768354e+00, 8.14735075e-04
2.99637389e+00, 5.79394519e-01, 0.00000000e+00, 7.45533049e-01, 1.50555933e+00, 4.39223892e-04
3.38132477e+00, 5.96254826e-01, 0.00000000e+00, 7.04313040e-01, 1.25142908e+00, -4.66643833e-04
3.35142207e+00, 5.96358895e-01, 0.00000000e+00, 7.07273185e-01, 1.25033617e+00, -5.32090082e-04
3.59064317e+00, 5.95526397e-01, 0.00000000e+00, 6.83005512e-01, 1.26089263e+00, -6.05119625e-04
3.32151961e+00, 5.96462965e-01, 0.00000000e+00, 7.10236430e-01, 1.24924827e+00, -5.71021752e-04
3.29161692e+00, 5.96567035e-01, 0.00000000e+00, 7.13220716e-01, 1.24814248e+00, -5.90890064e-04
3.47103262e+00, 5.95942676e-01, 0.00000000e+00, 6.95251703e-01, 1.25517583e+00, -1.79969677e-04
3.44113016e+00, 5.96046686e-01, 0.00000000e+00, 6.98327720e-01, 1.25381160e+00, -2.59787485e-04
3.50093532e+00, 5.95838606e-01, 0.00000000e+00, 6.92128062e-01, 1.25665307e+00, -1.88167673e-04
3.41122746e+00, 5.96150756e-01, 0.00000000e+00, 7.01339364e-01, 1.25257134e+00, -3.70808586e-04
3.26171422e+00, 5.96671045e-01, 0.00000000e+00, 7.16214597e-01, 1.24697542e+00, -5.93504403e-04
3.82986426e+00, 5.94693959e-01, 0.00000000e+00, 6.59364402e-01, 1.26932883e+00, -6.37331046e-04
3.88966966e+00, 5.94485819e-01, 0.00000000e+00, 6.53586209e-01, 1.27140212e+00, -7.88639998e-04
3.02893305e+00, 5.97481132e-01, 0.00000000e+00, 7.40871489e-01, 1.23044682e+00, 1.29478343e-03
3.85976696e+00, 5.94589889e-01, 0.00000000e+00, 6.56457424e-01, 1.27038026e+00, -7.40249816e-04
3.62054586e+00, 5.95422387e-01, 0.00000000e+00, 6.80074155e-01, 1.26206303e+00, -7.17813731e-04
2.98650527e+00, 5.97628772e-01, 0.00000000e+00, 7.45993316e-01, 1.22663355e+00, 3.85821797e-04
7.39632130e+00, 5.82282901e-01, 0.00000000e+00, 3.54564726e-01, 1.44368660e+00, -1.03439752e-03
7.44636583e+00, 5.82108736e-01, 0.00000000e+00, 3.50566417e-01, 1.44445908e+00, -9.45180131e-04
7.34627676e+00, 5.82457066e-01, 0.00000000e+00, 3.58466178e-01, 1.44267833e+00, -9.65996063e-04
7.49640989e+00, 5.81934631e-01, 0.00000000e+00, 3.46448451e-01, 1.44522631e+00, -8.41342378e-04
7.54645443e+00, 5.81760466e-01, 0.00000000e+00, 3.42300802e-01, 1.44612944e+00, -7.84539036e-04
5.34449816e+00, 5.89423120e-01, 0.00000000e+00, 5.16412079e-01, 1.35591078e+00, 8.54366575e-04
5.39454222e+00, 5.89248955e-01, 0.00000000e+00, 5.12196720e-01, 1.35991192e+00, 8.54788057e-04
5.36855030e+00, 5.48701346e-01, 0.00000000e+00, 5.14807761e-01, 1.84207582e+00, 5.33093931e-04
7.29623222e+00, 5.82631230e-01, 0.00000000e+00, 3.62392306e-01, 1.44117105e+00, -8.01039685e-04
7.24618769e+00, 5.82805336e-01, 0.00000000e+00, 3.66414875e-01, 1.43915427e+00, -5.48200565e-04
7.14609861e+00, 5.83153665e-01, 0.00000000e+00, 3.74731988e-01, 1.43375313e+00, -2.54689658e-04
7.19614315e+00, 5.82979500e-01, 0.00000000e+00, 3.70532334e-01, 1.43657768e+00, -3.44716827e-04
7.04601002e+00, 5.83501995e-01, 0.00000000e+00, 3.83178711e-01, 1.42851913e+00, -3.07982496e-04
7.09605455e+00, 5.83327830e-01, 0.00000000e+00, 3.78961325e-01, 1.43104041e+00, -2.55128019e-04
6.94592094e+00, 5.83850265e-01, 0.00000000e+00, 3.91570628e-01, 1.42418408e+00, -4.09354980e-04
6.99596548e+00, 5.83676100e-01, 0.00000000e+00, 3.87386143e-01, 1.42627406e+00, -3.63503263e-04
5.31928444e+00, 5.49355209e-01, 0.00000000e+00, 5.19092560e-01, 1.83613551e+00, 3.24362947e-04
6.84583187e+00, 5.84198594e-01, 0.00000000e+00, 3.99897158e-01, 1.42033470e+00, -4.58488736e-04
6.89587641e+00, 5.84024429e-01, 0.00000000e+00, 3.95741910e-01, 1.42222655e+00, -4.40039061e-04
6.74574327e+00, 5.84546864e-01, 0.00000000e+00, 4.08166647e-01, 1.41668606e+00, -4.68670798e-04
6.79578733e+00, 5.84372699e-01, 0.00000000e+00, 4.04039115e-01, 1.41849506e+00, -4.66889032e-04
6.64565420e+00, 5.84895194e-01, 0.00000000e+00, 4.16375995e-01, 1.41314912e+00, -4.62229305e-04
6.69569874e+00, 5.84721029e-01, 0.00000000e+00, 4.12279546e-01, 1.41490722e+00, -4.66528116e-04
6.54556513e+00, 5.85243464e-01, 0.00000000e+00, 4.24511194e-01, 1.40969253e+00, -4.46524180e-04
6.59560966e+00, 5.85069358e-01, 0.00000000e+00, 4.20453787e-01, 1.41141307e+00, -4.55569389e-04
6.49552059e+00, 5.85417628e-01, 0.00000000e+00, 4.28547978e-01, 1.40799117e+00, -4.35213442e-04
6.44547606e+00, 5.85591793e-01, 0.00000000e+00, 4.32561368e-01, 1.40629876e+00, -4.22671816e-04
6.39543200e+00, 5.85765958e-01, 0.00000000e+00, 4.36550975e-01, 1.40461481e+00, -4.09616332e-04
6.34538746e+00, 5.85940063e-01, 0.00000000e+00, 4.40515220e-01, 1.40293765e+00, -3.97448137e-04
6.29534292e+00, 5.86114228e-01, 0.00000000e+00, 4.44452524e-01, 1.40126550e+00, -3.84603511e-04
6.24529839e+00, 5.86288393e-01, 0.00000000e+00, 4.48361546e-01, 1.39959502e+00, -3.71046946e-04
6.19525385e+00, 5.86462557e-01, 0.00000000e+00, 4.52241182e-01, 1.39792252e+00, -3.56926059e-04
6.14520931e+00, 5.86636722e-01, 0.00000000e+00, 4.56090808e-01, 1.39624572e+00, -3.42335785e-04
6.09516478e+00, 5.86810827e-01, 0.00000000e+00, 4.59910482e-01, 1.39456487e+00, -3.27023445e-04
6.06917667e+00, 5.43814778e-01, 0.00000000e+00, 4.61880058e-01, 1.87947130e+00, -7.90204562e-04
6.04512072e+00, 5.86984992e-01, 0.00000000e+00, 4.63700533e-01, 1.39288020e+00, -3.11114680e-04
6.01910448e+00, 5.43966174e-01, 0.00000000e+00, 4.65661317e-01, 1.87852490e+00, -7.91476341e-04
5.99507618e+00, 5.87159157e-01, 0.00000000e+00, 4.67461586e-01, 1.39118981e+00, -2.94564205e-04
5.96902990e+00, 5.44118524e-01, 0.00000000e+00, 4.69413638e-01, 1.87761474e+00, -7.90269230e-04
5.94503164e+00, 5.87333322e-01, 0.00000000e+00, 4.71194625e-01, 1.38948750e+00, -2.77368701e-04
5.91895247e+00, 5.44272304e-01, 0.00000000e+00, 4.73138481e-01, 1.87673831e+00, -7.84888514e-04
5.86886740e+00, 5.44429839e-01, 0.00000000e+00, 4.76838589e-01, 1.87587619e+00, -7.72870262e-04
5.84494257e+00, 5.87681592e-01, 0.00000000e+00, 4.78586465e-01, 1.38598943e+00, -2.40133901e-04
5.89498711e+00, 5.87507427e-01, 0.00000000e+00, 4.74901736e-01, 1.38776088e+00, -2.59411026e-04
5.81876707e+00, 5.44595063e-01, 0.00000000e+00, 4.80518907e-01, 1.87499046e+00, -7.51082494e-04
5.79489803e+00, 5.87855756e-01, 0.00000000e+00, 4.82252806e-01, 1.38414443e+00, -2.18044996e-04
5.76864624e+00, 5.44774055e-01, 0.00000000e+00, 4.84183580e-01, 1.87402308e+00, -7.16908369e-04
5.74485350e+00, 5.88029921e-01, 0.00000000e+00, 4.85903531e-01, 1.38218784e+00, -1.88309568e-04
5.71850491e+00, 5.44977069e-01, 0.00000000e+00, 4.87829894e-01, 1.87287462e+00, -6.68124238e-04
5.69480944e+00, 5.88204086e-01, 0.00000000e+00, 4.89548296e-01, 1.38006783e+00, -1.17805575e-04
5.46789074e+00, 5.47065854e-01, 0.00000000e+00, 5.06313443e-01, 1.85705280e+00, 3.18190607e-04
5.41808796e+00, 5.47874570e-01, 0.00000000e+00, 5.10475755e-01, 1.84973598e+00, 5.26367337e-04
5.44458675e+00, 5.89074790e-01, 0.00000000e+00, 5.08166730e-01, 1.36418235e+00, 7.05165556e-04
5.61817980e+00, 5.45502245e-01, 0.00000000e+00, 4.95092779e-01, 1.86956513e+00, -4.63962730e-04
5.66834784e+00, 5.45219123e-01, 0.00000000e+00, 4.91462380e-01, 1.87139034e+00, -5.90916025e-04
5.56801653e+00, 5.45881152e-01, 0.00000000e+00, 4.98722553e-01, 1.86684680e+00, -2.60106754e-04
5.51789618e+00, 5.46391070e-01, 0.00000000e+00, 5.02418518e-01, 1.86283123e+00, 2.15546570e-05
5.54467583e+00, 5.88726521e-01, 0.00000000e+00, 5.00553489e-01, 1.37192023e+00, 2.40499881e-04
5.49463129e+00, 5.88900685e-01, 0.00000000e+00, 5.04303575e-01, 1.36827886e+00, 4.69971681e-04
5.64476490e+00, 5.88378191e-01, 0.00000000e+00, 4.93199170e-01, 1.37771583e+00, -2.57423926e-05
5.59472036e+00, 5.88552356e-01, 0.00000000e+00, 4.96863991e-01, 1.37504625e+00, 8.61029694e-05
7.79667711e+00, 5.80889702e-01, 0.00000000e+00, 3.21421832e-01, 1.45339930e+00, -5.77201834e-04
7.84672117e+00, 5.80715537e-01, 0.00000000e+00, 3.17197323e-01, 1.45538664e+00, -4.84815711e-04
8.04689884e+00, 5.80018938e-01, 0.00000000e+00, 3.00041437e-01, 1.46758294e+00, 1.27328662e-04
8.09694386e+00, 5.79844773e-01, 0.00000000e+00, 2.95769423e-01, 1.47193539e+00, 1.25392311e-04
7.59649897e+00, 5.81586301e-01, 0.00000000e+00, 3.38151515e-01, 1.44721043e+00, -7.55155343e-04
7.64654350e+00, 5.81412137e-01, 0.00000000e+00, 3.33988696e-01, 1.44851303e+00, -7.25546037e-04
8.29712200e+00, 5.79148173e-01, 0.00000000e+00, 2.80032933e-01, 1.48512101e+00, -5.29727491e-04
8.34716606e+00, 5.78974009e-01, 0.00000000e+00, 2.76182443e-01, 1.48662114e+00, -7.63661345e-04
7.94681025e+00, 5.80367267e-01, 0.00000000e+00, 3.08676183e-01, 1.46039629e+00, -1.79929746e-04
7.99685478e+00, 5.80193102e-01, 0.00000000e+00, 3.04371655e-01, 1.46369839e+00, 5.67852021e-06
7.89676571e+00, 5.80541372e-01, 0.00000000e+00, 3.12951952e-01, 1.45768368e+00, -3.52396717e-04
8.39721012e+00, 5.78799903e-01, 0.00000000e+00, 2.72387058e-01, 1.48661339e+00, -1.09574362e-03
8.14698792e+00, 5.79670608e-01, 0.00000000e+00, 2.91670442e-01, 1.47614408e+00, -4.82175383e-05
8.24707699e+00, 5.79322338e-01, 0.00000000e+00, 2.83917993e-01, 1.48276591e+00, -3.95112962e-04
8.19703293e+00, 5.79496503e-01, 0.00000000e+00, 2.87771016e-01, 1.47979546e+00, -2.63240829e-04
7.69658804e+00, 5.81237972e-01, 0.00000000e+00, 3.29814374e-01, 1.44999099e+00, -6.86582702e-04
7.74663258e+00, 5.81063867e-01, 0.00000000e+00, 3.25626552e-01, 1.45161963e+00, -6.40037586e-04
8.64743328e+00, 5.77929139e-01, 0.00000000e+00, 2.51817524e-01, 1.49398828e+00, 2.30292892e-04
8.69747734e+00, 5.77754974e-01, 0.00000000e+00, 2.48175219e-01, 1.49861264e+00, 1.29470413e-04
9.74841118e+00, 5.74097812e-01, 0.00000000e+00, 1.69566050e-01, 1.54375756e+00, -5.50900120e-04
9.79845524e+00, 5.73923647e-01, 0.00000000e+00, 1.65819228e-01, 1.54546320e+00, -5.90217765e-04
9.69836712e+00, 5.74271917e-01, 0.00000000e+00, 1.73310861e-01, 1.54198992e+00, -5.16870175e-04
8.59738827e+00, 5.78103244e-01, 0.00000000e+00, 2.55639195e-01, 1.48818648e+00, -2.37807952e-04
9.64832211e+00, 5.74446082e-01, 0.00000000e+00, 1.77054793e-01, 1.54017186e+00, -4.86304983e-04
8.44725513e+00, 5.78625739e-01, 0.00000000e+00, 2.68370867e-01, 1.48406577e+00, -2.00608023e-03
8.54734421e+00, 5.78277409e-01, 0.00000000e+00, 2.60173172e-01, 1.48213255e+00, -9.64403735e-04
9.54823303e+00, 5.74794412e-01, 0.00000000e+00, 1.84540898e-01, 1.53642941e+00, -4.36991104e-04
9.59827805e+00, 5.74620247e-01, 0.00000000e+00, 1.80798173e-01, 1.53831482e+00, -4.60646348e-04
9.49818897e+00, 5.74968517e-01, 0.00000000e+00, 1.88282430e-01, 1.53452325e+00, -4.14590351e-04
8.49729919e+00, 5.78451574e-01, 0.00000000e+00, 2.64457107e-01, 1.48044193e+00, -1.80677488e-03
9.39809990e+00, 5.75316846e-01, 0.00000000e+00, 1.95760354e-01, 1.53066683e+00, -3.73235147e-04
9.44814396e+00, 5.75142682e-01, 0.00000000e+00, 1.92022324e-01, 1.53260136e+00, -3.93415685e-04
9.34805584e+00, 5.75491011e-01, 0.00000000e+00, 1.99496567e-01, 1.52872121e+00, -3.54410004e-04
9.29801083e+00, 5.75665176e-01, 0.00000000e+00, 2.03231454e-01, 1.52676558e+00, -3.37824255e-04
9.24796677e+00, 5.75839281e-01, 0.00000000e+00, 2.06965744e-01, 1.52480090e+00, -3.24759691e-04
9.19792175e+00, 5.76013446e-01, 0.00000000e+00, 2.10700169e-01, 1.52282882e+00, -3.16308928e-04
9.14787769e+00, 5.76187611e-01, 0.00000000e+00, 2.14435637e-01, 1.52085030e+00, -3.13030672e-04
9.09783268e+00, 5.76361775e-01, 0.00000000e+00, 2.18173534e-01, 1.51886368e+00, -3.14208737e-04
9.04778862e+00, 5.76535881e-01, 0.00000000e+00, 2.21914575e-01, 1.51686013e+00, -3.20438470e-04
8.99774456e+00, 5.76710045e-01, 0.00000000e+00, 2.25659087e-01, 1.51482177e+00, -3.29903211e-04
8.79756641e+00, 5.77406645e-01, 0.00000000e+00, 2.40726143e-01, 1.50543523e+00, -2.43902366e-04
8.94769955e+00, 5.76884210e-01, 0.00000000e+00, 2.29411080e-01, 1.51271689e+00, -3.35530494e-04
8.89765549e+00, 5.77058375e-01, 0.00000000e+00, 2.33175769e-01, 1.51049864e+00, -3.37777077e-04
8.74752140e+00, 5.77580810e-01, 0.00000000e+00, 2.44478196e-01, 1.50233555e+00, -7.93478030e-05
8.84761047e+00, 5.77232540e-01, 0.00000000e+00, 2.36951888e-01, 1.50810790e+00, -3.23378888e-04
1.15500116e+01, 5.67828357e-01, 0.00000000e+00, 3.27695981e-02, 1.60176921e+00, 1.02643855e-03
1.16000566e+01, 5.67654192e-01, 0.00000000e+00, 2.79059634e-02, 1.60675681e+00, 9.85246268e-04
9.84850025e+00, 5.73749483e-01, 0.00000000e+00, 1.62069097e-01, 1.54710269e+00, -6.28107286e-04
9.89854431e+00, 5.73575318e-01, 0.00000000e+00, 1.58312753e-01, 1.54868245e+00, -6.59458397e-04
1.16501007e+01, 5.67480028e-01, 0.00000000e+00, 2.40223855e-02, 1.61201429e+00, 4.49321233e-04
9.94858932e+00, 5.73401153e-01, 0.00000000e+00, 1.54551342e-01, 1.55023015e+00, -6.86187763e-04
9.99863338e+00, 5.73227048e-01, 0.00000000e+00, 1.50779992e-01, 1.55173731e+00, -7.07607949e-04
1.00486784e+01, 5.73052883e-01, 0.00000000e+00, 1.47009447e-01, 1.55326474e+00, -7.25008606e-04
1.17001457e+01, 5.67305863e-01, 0.00000000e+00, 2.06321515e-02, 1.61670911e+00, -1.26899060e-04
1.00987225e+01, 5.72878718e-01, 0.00000000e+00, 1.43228248e-01, 1.55476129e+00, -7.38313422e-04
1.01487665e+01, 5.72704554e-01, 0.00000000e+00, 1.39449522e-01, 1.55630267e+00, -7.48627004e-04
1.17501898e+01, 5.67131698e-01, 0.00000000e+00, 1.71444528e-02, 1.62078559e+00, -5.34180785e-04
1.18002348e+01, 5.66957593e-01, 0.00000000e+00, 1.35607058e-02, 1.62429643e+00, -7.90925580e-04
1.01988115e+01, 5.72530448e-01, 0.00000000e+00, 1.35659754e-01, 1.55781960e+00, -7.57688249e-04
1.02488556e+01, 5.72356284e-01, 0.00000000e+00, 1.31874204e-01, 1.55938125e+00, -7.65853096e-04
1.02989006e+01, 5.72182119e-01, 0.00000000e+00, 1.28078863e-01, 1.56091344e+00, -7.74891232e-04
1.03489447e+01, 5.72007954e-01, 0.00000000e+00, 1.24281771e-01, 1.56246865e+00, -7.81905255e-04
1.18502789e+01, 5.66783428e-01, 0.00000000e+00, 9.99798812e-03, 1.62723756e+00, -1.02069473e-03
1.03989897e+01, 5.71833789e-01, 0.00000000e+00, 1.20481841e-01, 1.56404078e+00, -7.89162004e-04
1.04490337e+01, 5.71659684e-01, 0.00000000e+00, 1.16682470e-01, 1.56561613e+00, -7.96725741e-04
1.04990778e+01, 5.71485519e-01, 0.00000000e+00, 1.12881646e-01, 1.56718981e+00, -8.04117532e-04
1.05491228e+01, 5.71311355e-01, 0.00000000e+00, 1.09078549e-01, 1.56875992e+00, -8.10730329e-04
1.05991669e+01, 5.71137190e-01, 0.00000000e+00, 1.05273791e-01, 1.57032609e+00, -8.16461165e-04
1.19503326e+01, 5.66435218e-01, 0.00000000e+00, 2.16602860e-03, 1.63099980e+00, -1.80038530e-03
1.06492119e+01, 5.70963085e-01, 0.00000000e+00, 1.01467796e-01, 1.57188869e+00, -8.21239897e-04
1.19003229e+01, 5.66609263e-01, 0.00000000e+00, 6.42926712e-03, 1.62984180e+00, -1.28698023e-03
1.06992559e+01, 5.70788920e-01, 0.00000000e+00, 9.76607129e-02, 1.57344866e+00, -8.25065945e-04
1.07493010e+01, 5.70614755e-01, 0.00000000e+00, 9.38526243e-02, 1.57500684e+00, -8.28036631e-04
1.07993450e+01, 5.70440590e-01, 0.00000000e+00, 9.00435373e-02, 1.57656395e+00, -8.30075820e-04
1.08493891e+01, 5.70266426e-01, 0.00000000e+00, 8.62328187e-02, 1.57812047e+00, -8.32284801e-04
1.08994341e+01, 5.70092320e-01, 0.00000000e+00, 8.24177787e-02, 1.57967782e+00, -8.35885992e-04
1.09494781e+01, 5.69918156e-01, 0.00000000e+00, 7.85931945e-02, 1.58124650e+00, -8.39783344e-04
1.09995232e+01, 5.69743991e-01, 0.00000000e+00, 7.47746676e-02, 1.58289969e+00, -8.42365029e-04
1.10495672e+01, 5.69569826e-01, 0.00000000e+00, 7.09729418e-02, 1.58459735e+00, -8.48709140e-04
1.10996122e+01, 5.69395721e-01, 0.00000000e+00, 6.71773031e-02, 1.58631587e+00, -8.60671280e-04
1.11496563e+01, 5.69221556e-01, 0.00000000e+00, 6.33865222e-02, 1.58803463e+00, -8.83215573e-04
1.11997004e+01, 5.69047391e-01, 0.00000000e+00, 5.96083328e-02, 1.58973372e+00, -9.16063553e-04
1.12497454e+01, 5.68873227e-01, 0.00000000e+00, 5.58528751e-02, 1.59139180e+00, -9.54921532e-04
1.12997894e+01, 5.68699062e-01, 0.00000000e+00, 5.21388054e-02, 1.59297609e+00, -9.80059733e-04
1.13498344e+01, 5.68524957e-01, 0.00000000e+00, 4.85056266e-02, 1.59442592e+00, -9.71598318e-04
1.13998785e+01, 5.68350792e-01, 0.00000000e+00, 4.49867398e-02, 1.59573483e+00, -8.10963684e-04
1.14999676e+01, 5.68002462e-01, 0.00000000e+00, 3.75577062e-02, 1.59897852e+00, 4.84345248e-04
1.14499235e+01, 5.68176627e-01, 0.00000000e+00, 4.14666981e-02, 1.59704959e+00, -3.28138296e-04
1.20000000e+01, 5.66262424e-01, 0.00000000e+00, -1.38629309e-03, 1.63692021e+00, -2.02010828e-03
-5.89520788e+00, 5.71793795e-01, 0.00000000e+00, 2.52874780e+00, 1.96289849e+00, 9.10529110e-04
-5.81933880e+00, 5.61603367e-01, 0.00000000e+00, 2.52787852e+00, 1.97260547e+00, 2.01875024e-04
-5.72812605e+00, 5.40487707e-01, 0.00000000e+00, 2.53070951e+00, 1.98665452e+00, 9.23863699e-05
-5.75895166e+00, 5.83420873e-01, 0.00000000e+00, 2.52964973e+00, 1.94821715e+00, -1.68121303e-04
-5.70563221e+00, 5.79148829e-01, 0.00000000e+00, 2.53072691e+00, 1.95376885e+00, -7.09390151e-05
-5.77118587e+00, 5.38448215e-01, 0.00000000e+00, 2.52927637e+00, 1.98838723e+00, -2.44611365e-05
-5.95522165e+00, 5.45529366e-01, 0.00000000e+00, 2.53514171e+00, 1.98723066e+00, 7.46624428e-04
-5.63103962e+00, 5.40600896e-01, 0.00000000e+00, 2.52918577e+00, 1.98626125e+00, -8.81322376e-06
-5.67988586e+00, 5.40212870e-01, 0.00000000e+00, 2.53060317e+00, 1.98633051e+00, 6.77392964e-05
-5.60789490e+00, 5.80970705e-01, 0.00000000e+00, 2.52844667e+00, 1.95233262e+00, -5.24137567e-06
-5.65733290e+00, 5.80040455e-01, 0.00000000e+00, 2.53006887e+00, 1.95312512e+00, -7.67631718e-05
-5.55796814e+00, 5.81281960e-01, 0.00000000e+00, 2.52759337e+00, 1.95200098e+00, 5.92171818e-05
-5.53204250e+00, 5.41109443e-01, 0.00000000e+00, 2.52735949e+00, 1.98579943e+00, -2.39474539e-05
-5.58163738e+00, 5.40969074e-01, 0.00000000e+00, 2.52803969e+00, 1.98609066e+00, -1.86886664e-05
-5.50817633e+00, 5.81393778e-01, 0.00000000e+00, 2.52705574e+00, 1.95178437e+00, 7.12422625e-05
-5.48253965e+00, 5.41148245e-01, 0.00000000e+00, 2.52670074e+00, 1.98550904e+00, -5.63259855e-05
-5.45866203e+00, 5.81464171e-01, 0.00000000e+00, 2.52640176e+00, 1.95163894e+00, 4.79787705e-05
-5.43325853e+00, 5.41177988e-01, 0.00000000e+00, 2.52597046e+00, 1.98523378e+00, -1.06309657e-04
-5.36050129e+00, 5.81686914e-01, 0.00000000e+00, 2.52498579e+00, 1.95127237e+00, -3.79946650e-05
-5.33547497e+00, 5.41391015e-01, 0.00000000e+00, 2.52458763e+00, 1.98459482e+00, -2.11094331e-04
-5.38423586e+00, 5.41251659e-01, 0.00000000e+00, 2.52525640e+00, 1.98493397e+00, -1.58602517e-04
-5.40944338e+00, 5.81553042e-01, 0.00000000e+00, 2.52567625e+00, 1.95149004e+00, 8.46409966e-06
-5.31181765e+00, 5.81872880e-01, 0.00000000e+00, 2.52433658e+00, 1.95097196e+00, -8.75520418e-05
-5.28698587e+00, 5.41595578e-01, 0.00000000e+00, 2.52394605e+00, 1.98422348e+00, -2.65338924e-04
-5.23878241e+00, 5.41851580e-01, 0.00000000e+00, 2.52332091e+00, 1.98382807e+00, -3.19817918e-04
-5.07158041e+00, 5.83317041e-01, 0.00000000e+00, 2.52118516e+00, 1.94871593e+00, -2.83300498e-04
-5.02364826e+00, 5.83608568e-01, 0.00000000e+00, 2.52052236e+00, 1.94825900e+00, -3.11062497e-04
-5.04802895e+00, 5.42870939e-01, 0.00000000e+00, 2.52083349e+00, 1.98228741e+00, -4.49964573e-04
-5.19085979e+00, 5.42133927e-01, 0.00000000e+00, 2.52271223e+00, 1.98341894e+00, -3.68914509e-04
-5.14316511e+00, 5.42396784e-01, 0.00000000e+00, 2.52210951e+00, 1.98301947e+00, -4.06436768e-04
-5.21519995e+00, 5.82383335e-01, 0.00000000e+00, 2.52308035e+00, 1.95016789e+00, -1.85890705e-04
-5.16722393e+00, 5.82685173e-01, 0.00000000e+00, 2.52245998e+00, 1.94969642e+00, -2.25626922e-04
-5.09561491e+00, 5.42649984e-01, 0.00000000e+00, 2.52148867e+00, 1.98263633e+00, -4.30011132e-04
-5.11938906e+00, 5.83001077e-01, 0.00000000e+00, 2.52183080e+00, 1.94920468e+00, -2.56985164e-04
-4.90338421e+00, 5.43250442e-01, 0.00000000e+00, 2.51878238e+00, 1.98138702e+00, -5.67472598e-04
-4.95209599e+00, 5.43144166e-01, 0.00000000e+00, 2.51946688e+00, 1.98168671e+00, -5.19545749e-04
-4.92672253e+00, 5.84091961e-01, 0.00000000e+00, 2.51916671e+00, 1.94745743e+00, -3.83326842e-04
-4.85435867e+00, 5.43314457e-01, 0.00000000e+00, 2.51811051e+00, 1.98110485e+00, -6.17734098e-04
-5.00024748e+00, 5.43022275e-01, 0.00000000e+00, 2.52015233e+00, 1.98197937e+00, -4.78866568e-04
-4.97544384e+00, 5.83859861e-01, 0.00000000e+00, 2.51984930e+00, 1.94785333e+00, -3.44035157e-04
-5.95560265e+00, 5.95508456e-01, 0.00000000e+00, 2.53308201e+00, 1.92981696e+00, 9.64371255e-04
-6.00000000e+00, 5.73234856e-01, 0.00000000e+00, 2.54235888e+00, 1.95744896e+00, 2.01158284e-04
-5.26338673e+00, 5.82107842e-01, 0.00000000e+00, 2.52370453e+00, 1.95059943e+00, -1.37948678e-04
-4.87776756e+00, 5.84245324e-01, 0.00000000e+00, 2.51849580e+00, 1.94715273e+00, -4.27718769e-04
-4.82840204e+00, 5.84383368e-01, 0.00000000e+00, 2.51782513e+00, 1.94685102e+00, -4.74265136e-04
-4.80495930e+00, 5.43367028e-01, 0.00000000e+00, 2.51744294e+00, 1.98082209e+00, -6.67633140e-04
-4.18067884e+00, 5.86042523e-01, 0.00000000e+00, 2.50927520e+00, 1.94266677e+00, -1.13989995e-03
-4.13077879e+00, 5.86181581e-01, 0.00000000e+00, 2.50867867e+00, 1.94226623e+00, -1.20120507e-03
-4.15650415e+00, 5.44517159e-01, 0.00000000e+00, 2.50889611e+00, 1.97705948e+00, -1.38593500e-03
-4.75538445e+00, 5.43412149e-01, 0.00000000e+00, 2.51678205e+00, 1.98054516e+00, -7.16024952e-04
-4.70567989e+00, 5.43457687e-01, 0.00000000e+00, 2.51612258e+00, 1.98026848e+00, -7.62239448e-04
-4.72920561e+00, 5.84590375e-01, 0.00000000e+00, 2.51649809e+00, 1.94631147e+00, -5.66673290e-04
-4.65590334e+00, 5.43509364e-01, 0.00000000e+00, 2.51546431e+00, 1.97999263e+00, -8.06717377e-04
-4.60612154e+00, 5.43567181e-01, 0.00000000e+00, 2.51480532e+00, 1.97971606e+00, -8.49571894e-04
-4.62968493e+00, 5.84795535e-01, 0.00000000e+00, 2.51517701e+00, 1.94575131e+00, -6.53564173e-04
-4.55630398e+00, 5.43636441e-01, 0.00000000e+00, 2.51414633e+00, 1.97943711e+00, -8.91560689e-04
-4.50649214e+00, 5.43702543e-01, 0.00000000e+00, 2.51348567e+00, 1.97916210e+00, -9.32459254e-04
-4.53008986e+00, 5.85031807e-01, 0.00000000e+00, 2.51385760e+00, 1.94513881e+00, -7.36402639e-04
-4.45663834e+00, 5.43781579e-01, 0.00000000e+00, 2.51281905e+00, 1.97888446e+00, -9.73074988e-04
-4.40671921e+00, 5.43829620e-01, 0.00000000e+00, 2.51214361e+00, 1.97862649e+00, -1.01467408e-03
-4.43042469e+00, 5.85288405e-01, 0.00000000e+00, 2.51252866e+00, 1.94449508e+00, -8.20034882e-04
