"step","upstreamPressure_DP112_909.99999999999989_0.76_0.2915"
0.0,-0.0015513088
1000.0,-0.00083230285
2000.0,0.028796894
3000.0,0.07463211
4000.0,0.14779547
5000.0,0.16289881
6000.0,0.33008307
7000.0,0.37903392
8000.0,0.5680419
9000.0,0.7646607
10000.0,0.95560884
11000.0,0.07944837212562561
12000.0,0.3802734315395355
13000.0,0.5434794425964355
14000.0,0.6693523526191711
15000.0,0.828630268573761
16000.0,0.971474289894104
17000.0,0.8439157009124756
18000.0,1.1718939542770386
19000.0,1.2491207122802734
20000.0,1.4463621377944946
21000.0,1.593475103378296
22000.0,1.7552971839904785
23000.0,1.8728506565093994
24000.0,1.887954831123352
25000.0,2.007533550262451
26000.0,2.086472988128662
27000.0,2.2064120769500732
28000.0,2.2891483306884766
29000.0,2.2944936752319336
30000.0,2.427717447280884
31000.0,2.484276294708252
32000.0,2.5339531898498535
33000.0,2.414483070373535
34000.0,2.640164852142334
35000.0,2.635014057159424
36000.0,2.6608152389526367
37000.0,2.6181912422180176
38000.0,2.733328104019165
39000.0,2.7218587398529053
40000.0,2.6006789207458496
41000.0,2.829864025115967
42000.0,2.7724661827087402
43000.0,2.736207962036133
44000.0,2.758533000946045
45000.0,2.8270063400268555
46000.0,2.9037129878997803
47000.0,2.880821704864502
48000.0,2.9130988121032715
49000.0,2.8721890449523926
50000.0,2.865112066268921
51000.0,2.945476531982422
52000.0,2.977313995361328
53000.0,2.827620267868042
54000.0,2.9321112632751465
55000.0,2.950424909591675
56000.0,2.920494556427002
57000.0,2.9844305515289307
58000.0,2.9847888946533203
59000.0,2.9935741424560547
60000.0,2.8168721199035645
61000.0,3.010199546813965
62000.0,3.013726234436035
63000.0,3.0513181686401367
64000.0,2.980164051055908
65000.0,3.040834903717041
66000.0,2.998201370239258
67000.0,3.0166497230529785
68000.0,2.509406566619873
69000.0,2.927999973297119
70000.0,3.011698007583618
71000.0,2.959002733230591
72000.0,3.040800094604492
73000.0,3.0712103843688965
74000.0,3.047170639038086
75000.0,3.005185604095459
76000.0,3.107206344604492
77000.0,3.070981502532959
78000.0,3.0775036811828613
79000.0,3.02487850189209
80000.0,3.0548863410949707
81000.0,2.9406957626342773
82000.0,3.036135673522949
83000.0,3.0265069007873535
84000.0,2.9167227745056152
85000.0,3.0039992332458496
86000.0,3.0611014366149902
87000.0,3.0697150230407715
88000.0,3.079127788543701
89000.0,3.0961084365844727
90000.0,3.092341184616089
91000.0,3.0546281337738037
92000.0,2.989898204803467
93000.0,3.0966596603393555
94000.0,3.015866756439209
95000.0,3.0487143993377686
96000.0,3.125821352005005
97000.0,3.092339515686035
98000.0,3.0712571144104004
99000.0,3.081294536590576
100000.0,3.114718437194824
101000.0,3.1146750450134277
102000.0,3.1126489639282227
103000.0,3.0453343391418457
104000.0,3.108522415161133
105000.0,3.084789514541626
106000.0,3.1104812622070312
107000.0,3.1342525482177734
108000.0,3.071971893310547
109000.0,2.9649171829223633
110000.0,3.0454537868499756
111000.0,3.0682168006896973
112000.0,3.108719825744629
113000.0,3.0775461196899414
114000.0,3.094541072845459
115000.0,3.024141788482666
116000.0,3.1310338973999023
117000.0,3.1078219413757324
118000.0,3.097029447555542
119000.0,3.034125328063965
120000.0,3.162412643432617
121000.0,3.1174209117889404
122000.0,3.1716856956481934
123000.0,3.156144380569458
124000.0,3.098507881164551
125000.0,3.1444973945617676
126000.0,3.1286468505859375
127000.0,3.1627511978149414
128000.0,3.096683979034424
129000.0,3.1545002460479736
130000.0,3.07682204246521
131000.0,3.126830577850342
132000.0,3.1673386096954346
133000.0,2.8637795448303223
134000.0,3.004394054412842
