"step","downstreamPressure_DP111_430_0.44_0.28049999999999997"
0.0,-0.0029470818
1000.0,-0.0005281925
2000.0,0.013575194
3000.0,0.011185818
4000.0,0.0154391
5000.0,0.011936745
6000.0,0.023946531
7000.0,0.036291942
8000.0,0.050878227
9000.0,0.06521265
10000.0,0.09027773
11000.0,0.0056353239342570305
12000.0,0.014404033310711384
13000.0,0.045562319457530975
14000.0,0.0835113674402237
15000.0,0.11057992279529572
16000.0,0.15871752798557281
17000.0,0.1546558141708374
18000.0,0.21946494281291962
19000.0,0.2543126940727234
20000.0,0.3263351619243622
21000.0,0.4142567217350006
22000.0,0.4759366512298584
23000.0,0.5601568818092346
24000.0,0.56861412525177
25000.0,0.6667888760566711
26000.0,0.7202233076095581
27000.0,0.7621217966079712
28000.0,0.828774631023407
29000.0,0.8693993091583252
30000.0,0.8912984728813171
31000.0,0.9268685579299927
32000.0,0.9844855070114136
33000.0,0.9741692543029785
34000.0,1.0256047248840332
35000.0,1.0435209274291992
36000.0,1.0680959224700928
37000.0,1.0993335247039795
38000.0,1.1037635803222656
39000.0,1.1378910541534424
40000.0,1.1154415607452393
41000.0,1.165254831314087
42000.0,1.143833875656128
43000.0,1.1518056392669678
44000.0,1.133925199508667
45000.0,1.1657973527908325
46000.0,1.1843795776367188
47000.0,1.2096502780914307
48000.0,1.19902503490448
49000.0,1.1856662034988403
50000.0,1.1828793287277222
51000.0,1.2152782678604126
52000.0,1.2180604934692383
53000.0,1.1873621940612793
54000.0,1.2022759914398193
55000.0,1.2027075290679932
56000.0,1.2342045307159424
57000.0,1.2277326583862305
58000.0,1.2138984203338623
59000.0,1.228381633758545
60000.0,1.1720004081726074
61000.0,1.2469346523284912
62000.0,1.2476005554199219
63000.0,1.242822289466858
64000.0,1.257895588874817
65000.0,1.257601261138916
66000.0,1.2321419715881348
67000.0,1.2583516836166382
68000.0,1.131136417388916
69000.0,1.1802380084991455
70000.0,1.242732286453247
71000.0,1.2767672538757324
72000.0,1.2615787982940674
73000.0,1.259711742401123
74000.0,1.2629179954528809
75000.0,1.2704966068267822
76000.0,1.2656761407852173
77000.0,1.2517132759094238
78000.0,1.2657859325408936
79000.0,1.2694737911224365
80000.0,1.2622857093811035
81000.0,1.3043392896652222
82000.0,1.286348819732666
83000.0,1.279505968093872
84000.0,1.2399299144744873
85000.0,1.2825275659561157
86000.0,1.2660341262817383
87000.0,1.2823150157928467
88000.0,1.2705504894256592
89000.0,1.2761926651000977
90000.0,1.2879841327667236
91000.0,1.2726502418518066
92000.0,1.283195972442627
93000.0,1.2907137870788574
94000.0,1.2708146572113037
95000.0,1.2755508422851562
96000.0,1.2640032768249512
97000.0,1.274095892906189
98000.0,1.285681128501892
99000.0,1.2869412899017334
100000.0,1.2950584888458252
101000.0,1.287757158279419
102000.0,1.289435625076294
103000.0,1.2793374061584473
104000.0,1.283463954925537
105000.0,1.287484884262085
106000.0,1.2764850854873657
107000.0,1.2892584800720215
108000.0,1.29562246799469
109000.0,1.269296646118164
110000.0,1.2752726078033447
111000.0,1.2883687019348145
112000.0,1.2829355001449585
113000.0,1.283147931098938
114000.0,1.2685041427612305
115000.0,1.2212765216827393
116000.0,1.2615108489990234
117000.0,1.301029920578003
118000.0,1.2842803001403809
119000.0,1.255189061164856
120000.0,1.2767475843429565
121000.0,1.2836416959762573
122000.0,1.284773588180542
123000.0,1.287156581878662
124000.0,1.2868444919586182
125000.0,1.2870709896087646
126000.0,1.292682409286499
127000.0,1.286063313484192
128000.0,1.2838621139526367
129000.0,1.2930412292480469
130000.0,1.2845593690872192
131000.0,1.2822391986846924
132000.0,1.2876701354980469
133000.0,1.2806402444839478
134000.0,1.265532374382019
135000.0,1.284500002861023
136000.0,1.285516619682312
137000.0,1.2980690002441406
138000.0,1.28500497341156
139000.0,1.2999365329742432
140000.0,1.2969262599945068
141000.0,1.2918438911437988
142000.0,1.280745267868042
143000.0,1.2949833869934082
144000.0,1.283701777458191
145000.0,1.2918082475662231
146000.0,1.2714073657989502
147000.0,1.2231035232543945
148000.0,1.2426705360412598
149000.0,1.2645325660705566
150000.0,1.2831809520721436
151000.0,1.2731549739837646
152000.0,1.2711806297302246
153000.0,1.294175148010254
154000.0,1.285703420639038
155000.0,1.2958905696868896
156000.0,1.2863637208938599
157000.0,1.2895478010177612
158000.0,1.2830519676208496
159000.0,1.2788052558898926
160000.0,1.2849258184432983
161000.0,1.2863657474517822
162000.0,1.2887907028198242
163000.0,1.2841569185256958
164000.0,1.2807594537734985
165000.0,1.2912322282791138
166000.0,1.2853002548217773
167000.0,1.2807062864303589
168000.0,1.277420163154602
169000.0,1.272974967956543
170000.0,1.2794020175933838
171000.0,1.2845462560653687
172000.0,1.2888233661651611
173000.0,1.2896220684051514
174000.0,1.2825002670288086
175000.0,1.2867836952209473
176000.0,1.2819265127182007
177000.0,1.2801504135131836
178000.0,1.2812156677246094
179000.0,1.2804441452026367
180000.0,1.2797541618347168
181000.0,1.2776578664779663
182000.0,1.28140389919281
183000.0,1.2856571674346924
184000.0,1.2906769514083862
185000.0,1.2799365520477295
186000.0,1.2810108661651611
187000.0,1.2821029424667358
188000.0,1.2735657691955566
189000.0,1.2736682891845703
190000.0,1.2756634950637817
191000.0,1.2773780822753906
192000.0,1.2757593393325806
193000.0,1.2838239669799805
194000.0,1.2777248620986938
195000.0,1.273628830909729
196000.0,1.2745951414108276
197000.0,1.2629356384277344
198000.0,1.2667598724365234
199000.0,1.2684025764465332
200000.0,1.27114999294281
201000.0,1.269911289215088
202000.0,1.2656452655792236
