"step","upstreamPressureDiff_DP102_969.99999999999989_0.28_0.1815"
0.0,-4.424325
1000.0,-4.3950353
2000.0,-4.3667283
3000.0,-4.3171587
4000.0,-4.2384524
5000.0,-4.225233
6000.0,-4.043697
7000.0,-3.9986918
8000.0,-3.793087
9000.0,-3.601769
10000.0,-3.4035752
11000.0,-4.313301086425781
12000.0,-3.990520477294922
13000.0,-3.8185834884643555
14000.0,-3.692352533340454
15000.0,-3.532498359680176
16000.0,-3.3959238529205322
17000.0,-3.531139850616455
18000.0,-3.196190118789673
19000.0,-3.121507167816162
20000.0,-2.922365427017212
21000.0,-2.775818347930908
22000.0,-2.6133389472961426
23000.0,-2.513612747192383
24000.0,-2.489783525466919
25000.0,-2.362100124359131
26000.0,-2.2925095558166504
27000.0,-2.15664005279541
28000.0,-2.0782532691955566
29000.0,-2.067654848098755
30000.0,-1.9446053504943848
31000.0,-1.8886706829071045
32000.0,-1.8378760814666748
33000.0,-1.967475414276123
34000.0,-1.7381110191345215
35000.0,-1.7370851039886475
36000.0,-1.7147655487060547
37000.0,-1.7607536315917969
38000.0,-1.6457810401916504
39000.0,-1.6511893272399902
40000.0,-1.7777767181396484
41000.0,-1.5412521362304688
42000.0,-1.6012015342712402
43000.0,-1.6358139514923096
44000.0,-1.6146230697631836
45000.0,-1.5474181175231934
46000.0,-1.4659538269042969
47000.0,-1.4963393211364746
48000.0,-1.4590396881103516
49000.0,-1.4972772598266602
50000.0,-1.5031170845031738
51000.0,-1.4255664348602295
52000.0,-1.3907604217529297
53000.0,-1.544952154159546
54000.0,-1.4373698234558105
55000.0,-1.4117732048034668
56000.0,-1.4432694911956787
57000.0,-1.3829474449157715
58000.0,-1.38358736038208
59000.0,-1.3672409057617188
60000.0,-1.555635929107666
61000.0,-1.3532114028930664
62000.0,-1.3508563041687012
63000.0,-1.3130178451538086
64000.0,-1.3771090507507324
65000.0,-1.3144512176513672
66000.0,-1.365415096282959
67000.0,-1.340636968612671
68000.0,-1.857651948928833
69000.0,-1.4406499862670898
70000.0,-1.3578405380249023
71000.0,-1.4003174304962158
72000.0,-1.32039475440979
73000.0,-1.2861523628234863
74000.0,-1.3167815208435059
75000.0,-1.3563182353973389
76000.0,-1.2554757595062256
77000.0,-1.2878851890563965
78000.0,-1.2836732864379883
79000.0,-1.3373570442199707
80000.0,-1.309203863143921
81000.0,-1.4213223457336426
82000.0,-1.324190378189087
83000.0,-1.336418867111206
84000.0,-1.4463720321655273
85000.0,-1.3579492568969727
86000.0,-1.2979412078857422
87000.0,-1.287125587463379
88000.0,-1.277672290802002
89000.0,-1.26361083984375
90000.0,-1.2678747177124023
91000.0,-1.31046462059021
92000.0,-1.3730053901672363
93000.0,-1.266016960144043
94000.0,-1.349360704421997
95000.0,-1.312619686126709
96000.0,-1.2373411655426025
97000.0,-1.2679705619812012
98000.0,-1.290210247039795
99000.0,-1.2762413024902344
100000.0,-1.2463769912719727
101000.0,-1.2442960739135742
102000.0,-1.250053882598877
103000.0,-1.313425064086914
104000.0,-1.250497817993164
105000.0,-1.274261474609375
106000.0,-1.2540194988250732
107000.0,-1.2273335456848145
108000.0,-1.2981884479522705
109000.0,-1.3924241065979004
110000.0,-1.312394380569458
111000.0,-1.293062448501587
112000.0,-1.2521886825561523
113000.0,-1.2819619178771973
114000.0,-1.2665486335754395
115000.0,-1.3367500305175781
116000.0,-1.2320952415466309
117000.0,-1.2578086853027344
118000.0,-1.2715325355529785
119000.0,-1.336277723312378
120000.0,-1.208047866821289
121000.0,-1.248793125152588
122000.0,-1.197573184967041
123000.0,-1.2104182243347168
124000.0,-1.266983985900879
125000.0,-1.2250032424926758
126000.0,-1.2384090423583984
127000.0,-1.2076497077941895
128000.0,-1.2686200141906738
129000.0,-1.2158832550048828
130000.0,-1.2948598861694336
131000.0,-1.2424993515014648
132000.0,-1.2050862312316895
133000.0,-1.4942126274108887
134000.0,-1.3542816638946533
135000.0,-1.268444538116455
136000.0,-1.2492799758911133
137000.0,-1.2278351783752441
138000.0,-1.206040382385254
139000.0,-1.1595964431762695
140000.0,-1.209754467010498
141000.0,-1.193232536315918
142000.0,-1.2349987030029297
143000.0,-1.2029130458831787
144000.0,-1.2360148429870605
145000.0,-1.29115629196167
146000.0,-1.3807673454284668
147000.0,-1.2190003395080566
148000.0,-1.172226905822754
149000.0,-1.166553020477295
150000.0,-1.2621941566467285
151000.0,-1.2236919403076172
152000.0,-1.1854767799377441
153000.0,-1.2195422649383545
154000.0,-1.176934003829956
155000.0,-1.2172961235046387
156000.0,-1.2009634971618652
157000.0,-1.2165465354919434
158000.0,-1.1894140243530273
159000.0,-1.299736499786377
160000.0,-1.227613925933838
161000.0,-1.2029650211334229
162000.0,-1.1864027976989746
163000.0,-1.1986732482910156
164000.0,-1.2003307342529297
165000.0,-1.2030911445617676
166000.0,-1.2113947868347168
167000.0,-1.2097291946411133
168000.0,-1.390014886856079
169000.0,-1.3361999988555908
170000.0,-1.2817425727844238
171000.0,-1.261733055114746
172000.0,-1.229468822479248
173000.0,-1.2084448337554932
174000.0,-1.2197041511535645
175000.0,-1.2425153255462646
176000.0,-1.2062034606933594
177000.0,-1.203096866607666
178000.0,-1.2257156372070312
179000.0,-1.2577552795410156
180000.0,-1.2221343517303467
181000.0,-1.238534927368164
182000.0,-1.2152595520019531
183000.0,-1.216567039489746
184000.0,-1.296968936920166
185000.0,-1.2269160747528076
186000.0,-1.2184786796569824
187000.0,-1.2348034381866455
188000.0,-1.2266621589660645
189000.0,-1.2746753692626953
190000.0,-1.2492094039916992
191000.0,-1.2387309074401855
192000.0,-1.2313294410705566
193000.0,-1.1929144859313965
194000.0,-1.2211356163024902
195000.0,-1.2327420711517334
196000.0,-1.338381052017212
197000.0,-1.2889230251312256
198000.0,-1.2635550498962402
199000.0,-1.2515289783477783
200000.0,-1.2467522621154785
201000.0,-1.2575650215148926
202000.0,-1.249845027923584
203000.0,-1.2591757774353027
204000.0,-1.2544143199920654
205000.0,-1.2525410652160645
206000.0,-1.34580659866333
207000.0,-1.2881441116333008
208000.0,-1.298926830291748
209000.0,-1.2687828540802002
210000.0,-1.2648277282714844
211000.0,-1.2727961540222168
212000.0,-1.2687950134277344
213000.0,-1.3974266052246094
214000.0,-1.367475986480713
215000.0,-1.3264164924621582
216000.0,-1.3051438331604004
217000.0,-1.2976336479187012
218000.0,-1.291548252105713
219000.0,-1.29441237449646
220000.0,-1.2980632781982422
221000.0,-1.29484224319458
222000.0,-1.3019382953643799
223000.0,-1.2986392974853516
224000.0,-1.287102460861206
225000.0,-1.2967679500579834
226000.0,-1.3033695220947266
227000.0,-1.3163623809814453
228000.0,-1.3194818496704102
229000.0,-1.317216157913208
230000.0,-1.305370807647705
231000.0,-1.319265365600586
232000.0,-1.3205170631408691
233000.0,-1.3199541568756104
234000.0,-1.3474421501159668
235000.0,-1.333061933517456
236000.0,-1.3301844596862793
237000.0,-1.3348784446716309
238000.0,-1.333230972290039
239000.0,-1.3396687507629395
240000.0,-1.3408479690551758
241000.0,-1.3386516571044922
242000.0,-1.345479965209961
243000.0,-1.3531994819641113
244000.0,-1.354701280593872
245000.0,-1.3534183502197266
246000.0,-1.358229637145996
247000.0,-1.3587698936462402
248000.0,-1.3668231964111328
249000.0,-1.3636112213134766
250000.0,-1.3615636825561523
251000.0,-1.3711209297180176
252000.0,-1.3752906322479248
253000.0,-1.3787496089935303
254000.0,-1.3754711151123047
255000.0,-1.38291597366333
256000.0,-1.3840456008911133
257000.0,-1.3861191272735596
258000.0,-1.392275333404541
259000.0,-1.3961167335510254
260000.0,-1.3943490982055664
261000.0,-1.3932743072509766
262000.0,-1.4017770290374756
263000.0,-1.4038124084472656
264000.0,-1.4060587882995605
265000.0,-1.4063525199890137
266000.0,-1.4161419868469238
267000.0,-1.4122016429901123
268000.0,-1.4202067852020264
269000.0,-1.4196655750274658
270000.0,-1.4212636947631836
271000.0,-1.4251084327697754
272000.0,-1.4256060123443604
273000.0,-1.4276964664459229
274000.0,-1.4326481819152832
275000.0,-1.4344472885131836
276000.0,-1.437992811203003
277000.0,-1.4399223327636719
278000.0,-1.4435217380523682
279000.0,-1.4457879066467285
280000.0,-1.4472734928131104
281000.0,-1.4496166706085205
282000.0,-1.4531826972961426
283000.0,-1.452622413635254
284000.0,-1.4561567306518555
285000.0,-1.4605762958526611
286000.0,-1.4616937637329102
287000.0,-1.4633729457855225
288000.0,-1.4674484729766846
289000.0,-1.4682273864746094
290000.0,-1.4728693962097168
291000.0,-1.4734294414520264
292000.0,-1.4775948524475098
293000.0,-1.483327865600586
294000.0,-1.4827821254730225
295000.0,-1.484311580657959
296000.0,-1.4880399703979492
297000.0,-1.4920706748962402
298000.0,-1.4931106567382812
299000.0,-1.4953510761260986
300000.0,-1.4971513748168945
