
[Name]
center

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Total Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ]
2.96241474e+00, 2.84508020e-01, 0.00000000e+00, 7.46424437e-01, 4.31566525e+00, 2.67179084e+00, 3.94274062e-03
2.98505855e+00, 2.83315331e-01, 0.00000000e+00, 7.43915319e-01, 4.31243992e+00, 2.67152262e+00, 3.96842416e-03
2.95036507e+00, 2.65683711e-01, 0.00000000e+00, 7.47700751e-01, 4.26649761e+00, 2.65284252e+00, 4.47830744e-03
2.65911198e+00, 2.59502709e-01, 0.00000000e+00, 7.76535273e-01, 4.25235748e+00, 2.63659048e+00, 5.88630792e-03
2.54218149e+00, 2.59474665e-01, 0.00000000e+00, 7.87940860e-01, 4.25464201e+00, 2.63312721e+00, 6.59220759e-03
2.92847276e+00, 2.66463697e-01, 0.00000000e+00, 7.49883235e-01, 4.26938343e+00, 2.65310764e+00, 4.46246890e-03
2.60939717e+00, 2.75968820e-01, 0.00000000e+00, 7.81564295e-01, 4.30331802e+00, 2.65395451e+00, 5.71593083e-03
2.94010377e+00, 2.85224050e-01, 0.00000000e+00, 7.48758256e-01, 4.31777811e+00, 2.67170811e+00, 3.92870232e-03
2.64878535e+00, 2.76601046e-01, 0.00000000e+00, 7.77803361e-01, 4.30418158e+00, 2.65569687e+00, 5.45395678e-03
2.66857028e+00, 2.77066052e-01, 0.00000000e+00, 7.75870264e-01, 4.30496216e+00, 2.65671897e+00, 5.32709528e-03
3.00808597e+00, 2.81734198e-01, 0.00000000e+00, 7.41282523e-01, 4.30822897e+00, 2.67093182e+00, 3.97774251e-03
2.67899203e+00, 2.59987473e-01, 0.00000000e+00, 7.74585187e-01, 4.25357342e+00, 2.63779140e+00, 5.75774582e-03
2.68844438e+00, 2.77599901e-01, 0.00000000e+00, 7.73928344e-01, 4.30590534e+00, 2.65780497e+00, 5.19714970e-03
2.53251100e+00, 2.76019126e-01, 0.00000000e+00, 7.89153159e-01, 4.30532169e+00, 2.65184808e+00, 6.21486735e-03
2.69895124e+00, 2.60516196e-01, 0.00000000e+00, 7.72634685e-01, 4.25493193e+00, 2.63904595e+00, 5.62786311e-03
2.86381793e+00, 2.66001821e-01, 0.00000000e+00, 7.56299496e-01, 4.26932144e+00, 2.65066433e+00, 4.63163806e-03
2.77999783e+00, 2.63082534e-01, 0.00000000e+00, 7.64683306e-01, 4.26173592e+00, 2.64463210e+00, 5.10317227e-03
2.80066323e+00, 2.63827026e-01, 0.00000000e+00, 7.62628317e-01, 4.26372433e+00, 2.64616084e+00, 4.97294217e-03
2.88522482e+00, 2.66487926e-01, 0.00000000e+00, 7.54162908e-01, 4.27038002e+00, 2.65186977e+00, 4.54904791e-03
2.71901464e+00, 2.61090219e-01, 0.00000000e+00, 7.70677924e-01, 4.25643396e+00, 2.64035654e+00, 5.49717806e-03
2.73919058e+00, 2.61709481e-01, 0.00000000e+00, 7.68704295e-01, 4.25807285e+00, 2.64172435e+00, 5.36628347e-03
2.82152152e+00, 2.64590651e-01, 0.00000000e+00, 7.60541677e-01, 4.26574612e+00, 2.64771318e+00, 4.84800898e-03
2.84257650e+00, 2.65337169e-01, 0.00000000e+00, 7.58428991e-01, 4.26768017e+00, 2.64924145e+00, 4.73280484e-03
2.70842648e+00, 2.78198421e-01, 0.00000000e+00, 7.71979034e-01, 4.30699587e+00, 2.65894866e+00, 5.06478176e-03
2.90677309e+00, 2.66675800e-01, 0.00000000e+00, 7.52024949e-01, 4.27049875e+00, 2.65272093e+00, 4.49054502e-03
2.91803908e+00, 2.85433650e-01, 0.00000000e+00, 7.50996709e-01, 4.31878662e+00, 2.67124748e+00, 3.94630805e-03
2.87447309e+00, 2.84718126e-01, 0.00000000e+00, 7.55399406e-01, 4.31842899e+00, 2.66946483e+00, 4.06237785e-03
2.85296559e+00, 2.83956200e-01, 0.00000000e+00, 7.57583976e-01, 4.31733942e+00, 2.66823792e+00, 4.15407121e-03
2.72853589e+00, 2.78862536e-01, 0.00000000e+00, 7.70013571e-01, 4.30822945e+00, 2.66015172e+00, 4.93098423e-03
2.78979182e+00, 2.81240880e-01, 0.00000000e+00, 7.63972878e-01, 4.31267929e+00, 2.66409326e+00, 4.52099135e-03
2.81061578e+00, 2.82145262e-01, 0.00000000e+00, 7.61882722e-01, 4.31431484e+00, 2.66549134e+00, 4.38764691e-03
2.74877644e+00, 2.79591411e-01, 0.00000000e+00, 7.68028140e-01, 4.30959415e+00, 2.66141105e+00, 4.79575060e-03
2.83167386e+00, 2.83069193e-01, 0.00000000e+00, 7.59749353e-01, 4.31590986e+00, 2.66689014e+00, 4.26381594e-03
2.75951242e+00, 2.62374312e-01, 0.00000000e+00, 7.66707182e-01, 4.25984287e+00, 2.64315033e+00, 5.23492135e-03
2.76918745e+00, 2.80385494e-01, 0.00000000e+00, 7.66017973e-01, 4.31108761e+00, 2.66272736e+00, 4.65851231e-03
2.89616990e+00, 2.85239995e-01, 0.00000000e+00, 7.53203213e-01, 4.31895447e+00, 2.67048430e+00, 3.99226788e-03
2.05887413e+00, 2.75445908e-01, 0.00000000e+00, 8.34233880e-01, 4.31766129e+00, 2.63945293e+00, 1.19776037e-02
2.06956506e+00, 2.58502841e-01, 0.00000000e+00, 8.32466304e-01, 4.26472616e+00, 2.61999464e+00, 1.21494252e-02
2.03930879e+00, 2.74879485e-01, 0.00000000e+00, 8.35984528e-01, 4.31680107e+00, 2.63846183e+00, 1.23512875e-02
2.00023675e+00, 2.73792863e-01, 0.00000000e+00, 8.39454412e-01, 4.31522179e+00, 2.63654351e+00, 1.31293377e-02
1.98070252e+00, 2.73225665e-01, 0.00000000e+00, 8.41171026e-01, 4.31437206e+00, 2.63556814e+00, 1.35363406e-02
2.01976490e+00, 2.74327308e-01, 0.00000000e+00, 8.37724030e-01, 4.31598377e+00, 2.63749051e+00, 1.27349459e-02
2.35967326e+00, 2.73747981e-01, 0.00000000e+00, 8.05893183e-01, 4.30375576e+00, 2.64493179e+00, 7.76991947e-03
2.34080291e+00, 2.73226172e-01, 0.00000000e+00, 8.07714939e-01, 4.30286789e+00, 2.64390659e+00, 7.97330774e-03
2.41675520e+00, 2.74535120e-01, 0.00000000e+00, 8.00304115e-01, 4.30428648e+00, 2.64724636e+00, 7.19937263e-03
2.37860131e+00, 2.74102867e-01, 0.00000000e+00, 8.04041624e-01, 4.30418205e+00, 2.64579344e+00, 7.57506769e-03
2.32194209e+00, 2.72503972e-01, 0.00000000e+00, 8.09516907e-01, 4.30141115e+00, 2.64267325e+00, 8.19119625e-03
2.30307102e+00, 2.71608382e-01, 0.00000000e+00, 8.11317921e-01, 4.29944754e+00, 2.64124751e+00, 8.42416100e-03
2.39762425e+00, 2.74346441e-01, 0.00000000e+00, 8.02174509e-01, 4.30430603e+00, 2.64654636e+00, 7.38448510e-03
2.13772249e+00, 2.78168529e-01, 0.00000000e+00, 8.27094376e-01, 4.32225132e+00, 2.64389896e+00, 1.05565628e-02
2.14870334e+00, 2.61375874e-01, 0.00000000e+00, 8.25354457e-01, 4.27202272e+00, 2.62549424e+00, 1.07709141e-02
2.12889743e+00, 2.60527283e-01, 0.00000000e+00, 8.27146292e-01, 4.26976490e+00, 2.62395000e+00, 1.11093931e-02
2.21624565e+00, 2.82536805e-01, 0.00000000e+00, 8.19985867e-01, 4.33044338e+00, 2.64968491e+00, 9.24045686e-03
2.22687125e+00, 2.66317874e-01, 0.00000000e+00, 8.18407416e-01, 4.28582716e+00, 2.63339138e+00, 9.47991945e-03
2.20754218e+00, 2.64924198e-01, 0.00000000e+00, 8.20119977e-01, 4.28196859e+00, 2.63127375e+00, 9.77777876e-03
2.19677162e+00, 2.81258821e-01, 0.00000000e+00, 8.21748674e-01, 4.32806063e+00, 2.64811873e+00, 9.55121126e-03
1.96114028e+00, 2.72663832e-01, 0.00000000e+00, 8.42879832e-01, 4.31354904e+00, 2.63460493e+00, 1.39564192e-02
1.94155097e+00, 2.72113413e-01, 0.00000000e+00, 8.44578147e-01, 4.31276417e+00, 2.63366008e+00, 1.43898828e-02
2.09820795e+00, 2.76680827e-01, 0.00000000e+00, 8.30686450e-01, 4.31964779e+00, 2.64155173e+00, 1.12544820e-02
2.10909748e+00, 2.59782821e-01, 0.00000000e+00, 8.28932405e-01, 4.26784945e+00, 2.62253761e+00, 1.14506353e-02
2.08931756e+00, 2.59111673e-01, 0.00000000e+00, 8.30706060e-01, 4.26618004e+00, 2.62122273e+00, 1.17967483e-02
2.07848859e+00, 2.76033401e-01, 0.00000000e+00, 8.32468271e-01, 4.31857729e+00, 2.64047027e+00, 1.16127972e-02
2.15749121e+00, 2.79046357e-01, 0.00000000e+00, 8.25294912e-01, 4.32385683e+00, 2.64518809e+00, 1.02146640e-02
2.16844058e+00, 2.62416422e-01, 0.00000000e+00, 8.23580384e-01, 4.27491283e+00, 2.62727141e+00, 1.04328552e-02
2.11795545e+00, 2.77389616e-01, 0.00000000e+00, 8.28894317e-01, 4.32086802e+00, 2.64269352e+00, 1.09028351e-02
2.17717695e+00, 2.80098647e-01, 0.00000000e+00, 8.23516726e-01, 4.32586527e+00, 2.64662051e+00, 9.87762026e-03
1.92189586e+00, 2.71537155e-01, 0.00000000e+00, 8.46262693e-01, 4.31191063e+00, 2.63269353e+00, 1.48380548e-02
1.90220940e+00, 2.70983607e-01, 0.00000000e+00, 8.47935379e-01, 4.31113100e+00, 2.63175917e+00, 1.52996844e-02
2.18806624e+00, 2.63595492e-01, 0.00000000e+00, 8.21833074e-01, 4.27822399e+00, 2.62919760e+00, 1.00989370e-02
2.26507115e+00, 2.69147635e-01, 0.00000000e+00, 8.14901352e-01, 4.29338312e+00, 2.63759041e+00, 8.93457048e-03
2.28409958e+00, 2.70446241e-01, 0.00000000e+00, 8.13113749e-01, 4.29665852e+00, 2.63951015e+00, 8.67385603e-03
2.25481629e+00, 2.85243124e-01, 0.00000000e+00, 8.16424191e-01, 4.33520603e+00, 2.65282655e+00, 8.66760686e-03
2.27396441e+00, 2.86555678e-01, 0.00000000e+00, 8.14618051e-01, 4.33733606e+00, 2.65431070e+00, 8.39868560e-03
1.88249445e+00, 2.70453483e-01, 0.00000000e+00, 8.49593282e-01, 4.31042242e+00, 2.63085723e+00, 1.57747082e-02
2.24600124e+00, 2.67767638e-01, 0.00000000e+00, 8.16672504e-01, 4.28976774e+00, 2.63554645e+00, 9.20219719e-03
2.23562121e+00, 2.83870131e-01, 0.00000000e+00, 8.18208814e-01, 4.33283472e+00, 2.65125847e+00, 8.94687884e-03
1.86273241e+00, 2.69940346e-01, 0.00000000e+00, 8.51236939e-01, 4.30976868e+00, 2.62998056e+00, 1.62633471e-02
9.85838175e-01, 2.36167341e-01, 0.00000000e+00, 8.97120714e-01, 4.24536228e+00, 2.58748627e+00, 3.73991281e-02
9.95126963e-01, 2.53534645e-01, 0.00000000e+00, 8.96000147e-01, 4.30976391e+00, 2.61267972e+00, 3.78515348e-02
1.00515246e+00, 2.36618802e-01, 0.00000000e+00, 8.96316230e-01, 4.24557304e+00, 2.58787417e+00, 3.76985781e-02
9.66392159e-01, 2.35687256e-01, 0.00000000e+00, 8.98025513e-01, 4.24504519e+00, 2.58701968e+00, 3.69844586e-02
9.75704968e-01, 2.53151894e-01, 0.00000000e+00, 8.96592677e-01, 4.30989027e+00, 2.61250663e+00, 3.74741182e-02
9.46943521e-01, 2.35261828e-01, 0.00000000e+00, 8.99016261e-01, 4.24495983e+00, 2.58661151e+00, 3.64495888e-02
9.27504003e-01, 2.34842718e-01, 0.00000000e+00, 9.00096655e-01, 4.24488878e+00, 2.58617544e+00, 3.57877314e-02
9.36884820e-01, 2.52305508e-01, 0.00000000e+00, 8.97987008e-01, 4.30984688e+00, 2.61197209e+00, 3.63544896e-02
1.01450038e+00, 2.53823429e-01, 0.00000000e+00, 8.95469368e-01, 4.30932474e+00, 2.61271071e+00, 3.81217934e-02
1.02434123e+00, 2.36939684e-01, 0.00000000e+00, 8.95617604e-01, 4.24525595e+00, 2.58801866e+00, 3.78993265e-02
9.56295133e-01, 2.52749413e-01, 0.00000000e+00, 8.97253513e-01, 4.30994415e+00, 2.61228132e+00, 3.69785205e-02
1.05345774e+00, 2.54017889e-01, 0.00000000e+00, 8.94414783e-01, 4.30711460e+00, 2.61226439e+00, 3.83890569e-02
1.06303692e+00, 2.36786127e-01, 0.00000000e+00, 8.94165993e-01, 4.24108982e+00, 2.58696723e+00, 3.80595550e-02
1.04355216e+00, 2.36991897e-01, 0.00000000e+00, 8.94934595e-01, 4.24375820e+00, 2.58770204e+00, 3.80198658e-02
1.03390336e+00, 2.53988683e-01, 0.00000000e+00, 8.94960821e-01, 4.30846453e+00, 2.61257362e+00, 3.82994823e-02
9.08114791e-01, 2.34429225e-01, 0.00000000e+00, 9.01273429e-01, 4.24482298e+00, 2.58570576e+00, 3.49942446e-02
8.98259699e-01, 2.51327693e-01, 0.00000000e+00, 8.99705887e-01, 4.30928373e+00, 2.61112070e+00, 3.46987098e-02
9.17517781e-01, 2.51826286e-01, 0.00000000e+00, 8.98802817e-01, 4.30961275e+00, 2.61158061e+00, 3.55955735e-02
8.79190445e-01, 2.50841618e-01, 0.00000000e+00, 9.00687933e-01, 4.30894232e+00, 2.61062741e+00, 3.36644575e-02
8.88874114e-01, 2.34055325e-01, 0.00000000e+00, 9.02537286e-01, 4.24488592e+00, 2.58525372e+00, 3.40689383e-02
1.07332885e+00, 2.53982782e-01, 0.00000000e+00, 8.93821478e-01, 4.30549335e+00, 2.61187077e+00, 3.83874811e-02
1.10337579e+00, 2.36164242e-01, 0.00000000e+00, 8.92572522e-01, 4.23473310e+00, 2.58512783e+00, 3.78790349e-02
1.08299553e+00, 2.36497894e-01, 0.00000000e+00, 8.93359482e-01, 4.23801804e+00, 2.58609200e+00, 3.80113684e-02
1.09347725e+00, 2.53864139e-01, 0.00000000e+00, 8.93223703e-01, 4.30358553e+00, 2.61137080e+00, 3.82951647e-02
1.11392367e+00, 2.53781050e-01, 0.00000000e+00, 8.92617762e-01, 4.30178022e+00, 2.61091399e+00, 3.81199270e-02
8.69776845e-01, 2.33718663e-01, 0.00000000e+00, 9.03897703e-01, 4.24506664e+00, 2.58481097e+00, 3.30061689e-02
8.50883305e-01, 2.33487353e-01, 0.00000000e+00, 9.05395091e-01, 4.24565649e+00, 2.58447504e+00, 3.18015963e-02
8.60311508e-01, 2.50358224e-01, 0.00000000e+00, 9.01768923e-01, 4.30855751e+00, 2.61008072e+00, 3.24892774e-02
1.14504218e+00, 2.35914931e-01, 0.00000000e+00, 8.90977740e-01, 4.22989750e+00, 2.58388114e+00, 3.73852476e-02
1.13457990e+00, 2.53779262e-01, 0.00000000e+00, 8.91996682e-01, 4.30022621e+00, 2.61056042e+00, 3.78665179e-02
1.12409556e+00, 2.35913336e-01, 0.00000000e+00, 8.91769290e-01, 4.23175764e+00, 2.58429050e+00, 3.76699269e-02
8.41691911e-01, 2.49929175e-01, 0.00000000e+00, 9.03002620e-01, 4.30830526e+00, 2.60952759e+00, 3.11705731e-02
8.32346559e-01, 2.33468801e-01, 0.00000000e+00, 9.07100141e-01, 4.24713612e+00, 2.58440399e+00, 3.04564200e-02
1.18691075e+00, 2.36113027e-01, 0.00000000e+00, 8.89535367e-01, 4.22711515e+00, 2.58337307e+00, 3.66375595e-02
8.23463082e-01, 2.49597937e-01, 0.00000000e+00, 9.04441237e-01, 4.30834770e+00, 2.60900950e+00, 2.97055095e-02
7.53012717e-01, 2.44134009e-01, 0.00000000e+00, 9.11861122e-01, 4.29329538e+00, 2.60045362e+00, 2.25794818e-02
7.34300256e-01, 2.42462724e-01, 0.00000000e+00, 9.14747596e-01, 4.28825235e+00, 2.59742141e+00, 2.02718265e-02
7.88489044e-01, 2.48078853e-01, 0.00000000e+00, 9.07550275e-01, 4.30528355e+00, 2.60667777e+00, 2.63976492e-02
7.81751454e-01, 2.32146680e-01, 0.00000000e+00, 9.12097812e-01, 4.24467278e+00, 2.58156443e+00, 2.59864181e-02
7.71099210e-01, 2.46258408e-01, 0.00000000e+00, 9.09383595e-01, 4.29988432e+00, 2.60391951e+00, 2.45948099e-02
1.17612660e+00, 2.53917038e-01, 0.00000000e+00, 8.90782654e-01, 4.29765177e+00, 2.61004925e+00, 3.71669531e-02
1.19695914e+00, 2.53894210e-01, 0.00000000e+00, 8.90129089e-01, 4.29605722e+00, 2.60969472e+00, 3.67380828e-02
1.15532935e+00, 2.53820568e-01, 0.00000000e+00, 8.91392708e-01, 4.29884815e+00, 2.61026835e+00, 3.75446081e-02
8.14477265e-01, 2.33727336e-01, 0.00000000e+00, 9.08908963e-01, 4.24969149e+00, 2.58470964e+00, 2.89953128e-02
8.05761576e-01, 2.49140143e-01, 0.00000000e+00, 9.06003952e-01, 4.30789804e+00, 2.60825586e+00, 2.81031467e-02
1.16599166e+00, 2.35967979e-01, 0.00000000e+00, 8.90255868e-01, 4.22831106e+00, 2.58355165e+00, 3.70339379e-02
7.97734618e-01, 2.33789787e-01, 0.00000000e+00, 9.10480678e-01, 4.25102329e+00, 2.58463335e+00, 2.74876188e-02
1.20783699e+00, 2.36035749e-01, 0.00000000e+00, 8.88743818e-01, 4.22493410e+00, 2.58284163e+00, 3.61916125e-02
1.21788299e+00, 2.53781319e-01, 0.00000000e+00, 8.89411986e-01, 4.29413223e+00, 2.60923862e+00, 3.62585559e-02
1.22884703e+00, 2.35829622e-01, 0.00000000e+00, 8.87890697e-01, 4.22216511e+00, 2.58210659e+00, 3.56970057e-02
1.23894382e+00, 2.53568530e-01, 0.00000000e+00, 8.88635814e-01, 4.29184103e+00, 2.60866499e+00, 3.57296094e-02
1.24999535e+00, 2.35496715e-01, 0.00000000e+00, 8.86993110e-01, 4.21882725e+00, 2.58116889e+00, 3.51568907e-02
1.27133608e+00, 2.35044509e-01, 0.00000000e+00, 8.86045039e-01, 4.21494389e+00, 2.58003926e+00, 3.45756300e-02
1.26020324e+00, 2.53252536e-01, 0.00000000e+00, 8.87801528e-01, 4.28916693e+00, 2.60796762e+00, 3.51540260e-02
1.28172195e+00, 2.52846986e-01, 0.00000000e+00, 8.86898577e-01, 4.28614902e+00, 2.60716486e+00, 3.45344469e-02
1.29290187e+00, 2.34494358e-01, 0.00000000e+00, 8.85031223e-01, 4.21060276e+00, 2.57875752e+00, 3.39578427e-02
1.31466401e+00, 2.33839929e-01, 0.00000000e+00, 8.83937418e-01, 4.20576859e+00, 2.57731509e+00, 3.33099999e-02
1.30352867e+00, 2.52389371e-01, 0.00000000e+00, 8.85911286e-01, 4.28291035e+00, 2.60630989e+00, 3.38737518e-02
1.32561171e+00, 2.51819193e-01, 0.00000000e+00, 8.84816051e-01, 4.27923346e+00, 2.60532784e+00, 3.31790596e-02
1.53947520e+00, 2.40164652e-01, 0.00000000e+00, 8.72468650e-01, 4.21771669e+00, 2.58646941e+00, 2.59312540e-02
1.85351717e+00, 2.52916664e-01, 0.00000000e+00, 8.50906610e-01, 4.25296068e+00, 2.60841489e+00, 1.67477913e-02
1.84428108e+00, 2.35872686e-01, 0.00000000e+00, 8.50576222e-01, 4.18170166e+00, 2.58107615e+00, 1.72116477e-02
1.83369410e+00, 2.52483845e-01, 0.00000000e+00, 8.52502465e-01, 4.25221300e+00, 2.60751295e+00, 1.72456801e-02
1.71314013e+00, 2.51234114e-01, 0.00000000e+00, 8.61742318e-01, 4.25318050e+00, 2.60431480e+00, 2.05293447e-02
1.70306396e+00, 2.33743355e-01, 0.00000000e+00, 8.61098051e-01, 4.17889500e+00, 2.57587934e+00, 2.09710021e-02
1.69266748e+00, 2.51358747e-01, 0.00000000e+00, 8.63194585e-01, 4.25465488e+00, 2.60431838e+00, 2.11353656e-02
1.82441497e+00, 2.35470325e-01, 0.00000000e+00, 8.52139175e-01, 4.18076229e+00, 2.58010316e+00, 1.77039281e-02
1.80449450e+00, 2.35110849e-01, 0.00000000e+00, 8.53688359e-01, 4.18004131e+00, 2.57921958e+00, 1.82098746e-02
1.81382799e+00, 2.52098620e-01, 0.00000000e+00, 8.54083538e-01, 4.25165510e+00, 2.60668898e+00, 1.77575536e-02
1.59095800e+00, 2.55061507e-01, 0.00000000e+00, 8.70519817e-01, 4.27409458e+00, 2.60893893e+00, 2.42398344e-02
1.58003747e+00, 2.38081232e-01, 0.00000000e+00, 8.69798779e-01, 4.20594597e+00, 2.58296108e+00, 2.46159043e-02
1.57075882e+00, 2.56068528e-01, 0.00000000e+00, 8.71894598e-01, 4.27888632e+00, 2.61024213e+00, 2.48945802e-02
1.62042689e+00, 2.36211404e-01, 0.00000000e+00, 8.67081702e-01, 4.19504595e+00, 2.57980299e+00, 2.33603641e-02
1.55052090e+00, 2.57139862e-01, 0.00000000e+00, 8.73255432e-01, 4.28385639e+00, 2.61161804e+00, 2.55625024e-02
1.55977654e+00, 2.39096507e-01, 0.00000000e+00, 8.71140063e-01, 4.21173143e+00, 2.58467484e+00, 2.52667032e-02
1.49848127e+00, 2.42441729e-01, 0.00000000e+00, 8.75105917e-01, 4.23019886e+00, 2.59025860e+00, 2.73137260e-02
1.47773826e+00, 2.43596524e-01, 0.00000000e+00, 8.76400471e-01, 4.23644590e+00, 2.59216213e+00, 2.80335285e-02
1.65166306e+00, 2.52417862e-01, 0.00000000e+00, 8.66238713e-01, 4.26088333e+00, 2.60553074e+00, 2.23577525e-02
1.66133177e+00, 2.34393954e-01, 0.00000000e+00, 8.64187241e-01, 4.18425751e+00, 2.57675147e+00, 2.21677646e-02
1.64077234e+00, 2.35264674e-01, 0.00000000e+00, 8.65669429e-01, 4.18949890e+00, 2.57820511e+00, 2.27543041e-02
1.63132656e+00, 2.53241122e-01, 0.00000000e+00, 8.67709935e-01, 4.26511002e+00, 2.60658240e+00, 2.29733959e-02
1.79389119e+00, 2.51792729e-01, 0.00000000e+00, 8.55655253e-01, 4.25141716e+00, 2.60599113e+00, 1.82838477e-02
1.78448367e+00, 2.34808564e-01, 0.00000000e+00, 8.55232596e-01, 4.17961740e+00, 2.57845259e+00, 1.87297575e-02
1.77388108e+00, 2.51549035e-01, 0.00000000e+00, 8.57216418e-01, 4.25143528e+00, 2.60539508e+00, 1.88238397e-02
1.68221498e+00, 2.33770624e-01, 0.00000000e+00, 8.62602532e-01, 4.18018007e+00, 2.57578897e+00, 2.15768889e-02
1.53016949e+00, 2.58248299e-01, 0.00000000e+00, 8.74609590e-01, 4.28890324e+00, 2.61302471e+00, 2.62458399e-02
1.67209446e+00, 2.51775861e-01, 0.00000000e+00, 8.64718735e-01, 4.25732279e+00, 2.60475254e+00, 2.17484068e-02
1.76438415e+00, 2.34533101e-01, 0.00000000e+00, 8.56770575e-01, 4.17935467e+00, 2.57775044e+00, 1.92631558e-02
1.74414515e+00, 2.34266847e-01, 0.00000000e+00, 8.58281910e-01, 4.17916870e+00, 2.57708764e+00, 1.98117085e-02
1.75376320e+00, 2.51362294e-01, 0.00000000e+00, 8.58766317e-01, 4.25169182e+00, 2.60489464e+00, 1.93766113e-02
1.72375023e+00, 2.33975485e-01, 0.00000000e+00, 8.59713376e-01, 4.17887640e+00, 2.57641435e+00, 2.03788653e-02
1.73354840e+00, 2.51246840e-01, 0.00000000e+00, 8.60280454e-01, 4.25223637e+00, 2.60451794e+00, 1.99425127e-02
1.51901782e+00, 2.41270408e-01, 0.00000000e+00, 8.73791575e-01, 4.22383738e+00, 2.58831668e+00, 2.66140290e-02
1.61112475e+00, 2.54121006e-01, 0.00000000e+00, 8.69128823e-01, 4.26950741e+00, 2.60771918e+00, 2.35996861e-02
1.60022032e+00, 2.37132445e-01, 0.00000000e+00, 8.68450284e-01, 4.20044374e+00, 2.58135843e+00, 2.39810459e-02
1.35863602e+00, 2.32160166e-01, 0.00000000e+00, 8.81557941e-01, 4.19435072e+00, 2.57382274e+00, 3.19592543e-02
1.33660829e+00, 2.33070776e-01, 0.00000000e+00, 8.82767141e-01, 4.20039511e+00, 2.57569218e+00, 3.26410979e-02
1.38060451e+00, 2.31105357e-01, 0.00000000e+00, 8.80368650e-01, 4.18763781e+00, 2.57168436e+00, 3.12611014e-02
1.45680630e+00, 2.44771913e-01, 0.00000000e+00, 8.77678216e-01, 4.24273920e+00, 2.59408832e+00, 2.87706479e-02
1.43564653e+00, 2.46012419e-01, 0.00000000e+00, 8.78936946e-01, 4.24925137e+00, 2.59610415e+00, 2.95233168e-02
1.41420043e+00, 2.47344017e-01, 0.00000000e+00, 8.80142152e-01, 4.25604963e+00, 2.59824896e+00, 3.02826222e-02
1.37027657e+00, 2.50016809e-01, 0.00000000e+00, 8.82396877e-01, 4.26935816e+00, 2.60248232e+00, 3.17503922e-02
1.34792781e+00, 2.51063734e-01, 0.00000000e+00, 8.83609653e-01, 4.27482510e+00, 2.60410762e+00, 3.24654318e-02
1.39241397e+00, 2.48719901e-01, 0.00000000e+00, 8.81267667e-01, 4.26290941e+00, 2.60044622e+00, 3.10288705e-02
1.73310554e+00, 2.85258055e-01, 0.00000000e+00, 8.62891912e-01, 4.35282898e+00, 2.64187288e+00, 1.95253864e-02
1.72315872e+00, 2.68356591e-01, 0.00000000e+00, 8.62332821e-01, 4.31119394e+00, 2.62627506e+00, 2.00489350e-02
1.71308506e+00, 2.85538614e-01, 0.00000000e+00, 8.64439070e-01, 4.35415840e+00, 2.64178610e+00, 2.01161336e-02
1.85217500e+00, 2.86446095e-01, 0.00000000e+00, 8.53226721e-01, 4.35045671e+00, 2.64465427e+00, 1.62470434e-02
1.84294927e+00, 2.69473761e-01, 0.00000000e+00, 8.52866530e-01, 4.30925655e+00, 2.62916303e+00, 1.67646818e-02
1.82313788e+00, 2.69055456e-01, 0.00000000e+00, 8.54480922e-01, 4.30888748e+00, 2.62840533e+00, 1.72790047e-02
1.83241045e+00, 2.85990506e-01, 0.00000000e+00, 8.54874372e-01, 4.35031509e+00, 2.64397454e+00, 1.67655721e-02
1.68262291e+00, 2.68969536e-01, 0.00000000e+00, 8.65333915e-01, 4.31475973e+00, 2.62648034e+00, 2.12666765e-02
1.66236031e+00, 2.69531220e-01, 0.00000000e+00, 8.66846800e-01, 4.31729889e+00, 2.62686586e+00, 2.18915325e-02
1.70293450e+00, 2.68576741e-01, 0.00000000e+00, 8.63828838e-01, 4.31271219e+00, 2.62627888e+00, 2.06487495e-02
1.69300342e+00, 2.85952926e-01, 0.00000000e+00, 8.65969658e-01, 4.35572338e+00, 2.64179444e+00, 2.07248405e-02
1.65281188e+00, 2.87208438e-01, 0.00000000e+00, 8.69011045e-01, 4.35954237e+00, 2.64207864e+00, 2.19784621e-02
1.64212215e+00, 2.70260870e-01, 0.00000000e+00, 8.68348241e-01, 4.32031059e+00, 2.62743545e+00, 2.25204360e-02
1.81262875e+00, 2.85625398e-01, 0.00000000e+00, 8.56510639e-01, 4.35036850e+00, 2.64337206e+00, 1.72950905e-02
1.80328166e+00, 2.68725961e-01, 0.00000000e+00, 8.56085181e-01, 4.30878782e+00, 2.62775350e+00, 1.78064518e-02
1.79282200e+00, 2.85347462e-01, 0.00000000e+00, 8.58131111e-01, 4.35060596e+00, 2.64284539e+00, 1.78355947e-02
1.67292213e+00, 2.86507368e-01, 0.00000000e+00, 8.67492199e-01, 4.35751534e+00, 2.64189148e+00, 2.13465802e-02
1.77297354e+00, 2.85164952e-01, 0.00000000e+00, 8.59732449e-01, 4.35104275e+00, 2.64240098e+00, 1.83872618e-02
1.76339066e+00, 2.68312871e-01, 0.00000000e+00, 8.59247029e-01, 4.30931330e+00, 2.62674236e+00, 1.89010166e-02
1.75307310e+00, 2.85159886e-01, 0.00000000e+00, 8.61324608e-01, 4.35184002e+00, 2.64209604e+00, 1.89495645e-02
