
[Name]
center

[Data]
X [ m ], Y [ m ], Z [ m ], Pressure [ Pa ], Total Pressure [ Pa ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ]
-3.63289857e+00, 5.85994899e-01, 0.00000000e+00, 2.50237918e+00, 4.38484812e+00, 1.94034362e+00, -2.09216913e-03
-3.58304858e+00, 5.85950196e-01, 0.00000000e+00, 2.50176167e+00, 4.38387346e+00, 1.94015932e+00, -2.22909008e-03
-3.60912275e+00, 5.43699265e-01, 0.00000000e+00, 2.50185418e+00, 4.45191145e+00, 1.97486937e+00, -2.36380170e-03
-2.98518801e+00, 5.85992694e-01, 0.00000000e+00, 2.49451327e+00, 4.36989832e+00, 1.93668401e+00, -5.05663874e-03
-2.93540597e+00, 5.86060464e-01, 0.00000000e+00, 2.49392438e+00, 4.36847162e+00, 1.93625021e+00, -5.43706492e-03
-3.18433475e+00, 5.85789204e-01, 0.00000000e+00, 2.49689150e+00, 4.37523651e+00, 1.93821454e+00, -3.80600686e-03
-3.13454080e+00, 5.85811317e-01, 0.00000000e+00, 2.49629426e+00, 4.37399960e+00, 1.93788397e+00, -4.08252608e-03
-3.65899348e+00, 5.43773353e-01, 0.00000000e+00, 2.50249243e+00, 4.45295095e+00, 1.97507262e+00, -2.22999020e-03
-3.68276334e+00, 5.86015165e-01, 0.00000000e+00, 2.50300121e+00, 4.38587904e+00, 1.94055450e+00, -1.96525455e-03
-3.48333168e+00, 5.85892320e-01, 0.00000000e+00, 2.50052929e+00, 4.38181543e+00, 1.93973339e+00, -2.53579160e-03
-3.43349051e+00, 5.85849226e-01, 0.00000000e+00, 2.49991846e+00, 4.38081169e+00, 1.93953061e+00, -2.70819128e-03
-3.45953488e+00, 5.43447673e-01, 0.00000000e+00, 2.49994564e+00, 4.44882441e+00, 1.97427189e+00, -2.83202017e-03
-3.08475065e+00, 5.85851848e-01, 0.00000000e+00, 2.49569845e+00, 4.37270117e+00, 1.93752050e+00, -4.38175071e-03
-3.03496671e+00, 5.85914016e-01, 0.00000000e+00, 2.49510455e+00, 4.37132978e+00, 1.93711865e+00, -4.70562419e-03
-2.68605304e+00, 5.86400032e-01, 0.00000000e+00, 2.49093461e+00, 4.36086130e+00, 1.93385398e+00, -7.87662622e-03
-2.63606906e+00, 5.86492956e-01, 0.00000000e+00, 2.49030733e+00, 4.35916424e+00, 1.93329811e+00, -8.49585235e-03
-3.35983396e+00, 5.43280542e-01, 0.00000000e+00, 2.49867487e+00, 4.44676018e+00, 1.97386944e+00, -3.21124354e-03
-3.38364577e+00, 5.85819364e-01, 0.00000000e+00, 2.49930787e+00, 4.37976122e+00, 1.93930352e+00, -2.89448933e-03
-3.33380079e+00, 5.85800111e-01, 0.00000000e+00, 2.49869990e+00, 4.37867641e+00, 1.93905735e+00, -3.09612206e-03
-2.78593802e+00, 5.86304843e-01, 0.00000000e+00, 2.49214506e+00, 4.36390781e+00, 1.93480742e+00, -6.77930051e-03
-2.73600960e+00, 5.86340487e-01, 0.00000000e+00, 2.49154639e+00, 4.36243534e+00, 1.93435371e+00, -7.30575435e-03
-3.50939918e+00, 5.43524802e-01, 0.00000000e+00, 2.50058246e+00, 4.44986200e+00, 1.97447515e+00, -2.66356254e-03
-3.53319192e+00, 5.85917413e-01, 0.00000000e+00, 2.50114441e+00, 4.38285685e+00, 1.93995345e+00, -2.37651169e-03
-3.28397727e+00, 5.85778594e-01, 0.00000000e+00, 2.49809527e+00, 4.37758732e+00, 1.93880713e+00, -3.31434002e-03
-3.55926704e+00, 5.43600023e-01, 0.00000000e+00, 2.50121880e+00, 4.45089722e+00, 1.97467744e+00, -2.50814157e-03
-3.23415422e+00, 5.85775375e-01, 0.00000000e+00, 2.49749160e+00, 4.37643814e+00, 1.93852532e+00, -3.55041772e-03
-3.40968871e+00, 5.43351591e-01, 0.00000000e+00, 2.49931073e+00, 4.44780397e+00, 1.97407651e+00, -3.01431981e-03
-2.58607817e+00, 5.86673439e-01, 0.00000000e+00, 2.48966336e+00, 4.35720873e+00, 1.93261647e+00, -9.16955341e-03
-1.90546513e+00, 5.38485885e-01, 0.00000000e+00, 2.47729087e+00, 4.41800213e+00, 1.96993268e+00, -2.80762557e-02
-1.89621782e+00, 5.61947405e-01, 0.00000000e+00, 2.47918272e+00, 4.38418341e+00, 1.95171666e+00, -2.83402503e-02
-1.88006818e+00, 5.38155317e-01, 0.00000000e+00, 2.47753692e+00, 4.41802692e+00, 1.96980476e+00, -2.91449651e-02
-1.86539710e+00, 5.62183976e-01, 0.00000000e+00, 2.47946143e+00, 4.38284826e+00, 1.95087075e+00, -2.96150725e-02
-1.93116617e+00, 5.55040240e-01, 0.00000000e+00, 2.47876596e+00, 4.39675617e+00, 1.95837855e+00, -2.70825624e-02
-2.17143846e+00, 5.58379292e-01, 0.00000000e+00, 2.48269916e+00, 4.39964867e+00, 1.95794964e+00, -1.82320736e-02
-2.12682486e+00, 5.58275402e-01, 0.00000000e+00, 2.48171949e+00, 4.39768600e+00, 1.95743585e+00, -1.94234885e-02
-2.33921432e+00, 5.90008318e-01, 0.00000000e+00, 2.48625779e+00, 4.34051657e+00, 1.92570293e+00, -1.36344209e-02
-1.85062289e+00, 5.36945701e-01, 0.00000000e+00, 2.47675681e+00, 4.41800594e+00, 1.97016871e+00, -3.05587947e-02
-2.08570910e+00, 5.56381166e-01, 0.00000000e+00, 2.48230577e+00, 4.39997768e+00, 1.95829260e+00, -2.08319724e-02
-2.14592409e+00, 6.02842808e-01, 0.00000000e+00, 2.48420286e+00, 4.29421759e+00, 1.90254760e+00, -1.84801333e-02
-2.10295439e+00, 5.91603041e-01, 0.00000000e+00, 2.48424673e+00, 4.32640839e+00, 1.91935527e+00, -1.99707374e-02
-2.06495571e+00, 5.88938475e-01, 0.00000000e+00, 2.48504186e+00, 4.33271456e+00, 1.92220843e+00, -2.14385316e-02
-2.04666638e+00, 5.55941641e-01, 0.00000000e+00, 2.48205662e+00, 4.39972258e+00, 1.95827222e+00, -2.23976932e-02
-2.21809769e+00, 5.55198550e-01, 0.00000000e+00, 2.48319292e+00, 4.40517282e+00, 1.96052790e+00, -1.70384068e-02
-2.19642353e+00, 5.98743379e-01, 0.00000000e+00, 2.48527479e+00, 4.31064892e+00, 1.91061580e+00, -1.71908811e-02
-2.00855589e+00, 5.56623936e-01, 0.00000000e+00, 2.48091674e+00, 4.39734650e+00, 1.95762217e+00, -2.39755772e-02
-1.97094595e+00, 5.57239354e-01, 0.00000000e+00, 2.48002315e+00, 4.39525890e+00, 1.95699263e+00, -2.55310703e-02
-2.38792229e+00, 5.88539124e-01, 0.00000000e+00, 2.48688674e+00, 4.34603262e+00, 1.92824638e+00, -1.25597203e-02
-2.02734828e+00, 5.88697553e-01, 0.00000000e+00, 2.48418784e+00, 4.33142614e+00, 1.92196536e+00, -2.29155142e-02
-1.98957253e+00, 5.89353740e-01, 0.00000000e+00, 2.48304629e+00, 4.32737589e+00, 1.92043340e+00, -2.43730210e-02
-2.43710375e+00, 5.87702870e-01, 0.00000000e+00, 2.48758793e+00, 4.34983444e+00, 1.92985964e+00, -1.15879523e-02
-2.48655391e+00, 5.87205648e-01, 0.00000000e+00, 2.48829722e+00, 4.35272551e+00, 1.93099511e+00, -1.07080601e-02
-1.83474255e+00, 5.60974658e-01, 0.00000000e+00, 2.47856379e+00, 4.38343000e+00, 1.95160627e+00, -3.10802255e-02
-1.82024109e+00, 5.35420537e-01, 0.00000000e+00, 2.47549963e+00, 4.41815376e+00, 1.97085738e+00, -3.20940241e-02
-2.53621578e+00, 5.86891651e-01, 0.00000000e+00, 2.48899245e+00, 4.35510921e+00, 1.93187368e+00, -9.90503188e-03
-1.69849622e+00, 5.80722809e-01, 0.00000000e+00, 2.47715712e+00, 4.33158350e+00, 1.92546666e+00, -3.78284082e-02
-1.66894746e+00, 5.80046356e-01, 0.00000000e+00, 2.47645998e+00, 4.33113813e+00, 1.92556262e+00, -3.95531319e-02
-1.68428159e+00, 5.55358946e-01, 0.00000000e+00, 2.47395396e+00, 4.38497257e+00, 1.95460951e+00, -3.92275229e-02
-1.75812662e+00, 5.82478762e-01, 0.00000000e+00, 2.47858405e+00, 4.33120584e+00, 1.92459083e+00, -3.45485732e-02
-1.72827303e+00, 5.81584990e-01, 0.00000000e+00, 2.47787714e+00, 4.33147717e+00, 1.92506945e+00, -3.61565091e-02
-1.74381244e+00, 5.57044923e-01, 0.00000000e+00, 2.47562408e+00, 4.38536787e+00, 1.95402229e+00, -3.58338356e-02
-1.62532699e+00, 5.53914666e-01, 0.00000000e+00, 2.47232318e+00, 4.38407373e+00, 1.95490730e+00, -4.28752564e-02
-1.61008728e+00, 5.78542471e-01, 0.00000000e+00, 2.47509694e+00, 4.33044958e+00, 1.92583406e+00, -4.32205424e-02
-1.59602153e+00, 5.53100586e-01, 0.00000000e+00, 2.47150850e+00, 4.38374662e+00, 1.95511329e+00, -4.48093675e-02
-1.80423546e+00, 5.59503436e-01, 0.00000000e+00, 2.47740531e+00, 4.38433361e+00, 1.95263708e+00, -3.26297060e-02
-1.77396142e+00, 5.58231413e-01, 0.00000000e+00, 2.47646427e+00, 4.38491774e+00, 1.95339119e+00, -3.42089497e-02
-1.78976595e+00, 5.33935368e-01, 0.00000000e+00, 2.47438550e+00, 4.41839838e+00, 1.97152054e+00, -3.36559042e-02
-1.78828061e+00, 5.83722055e-01, 0.00000000e+00, 2.47935081e+00, 4.32991314e+00, 1.92354798e+00, -3.29780355e-02
-1.69974625e+00, 5.30812263e-01, 0.00000000e+00, 2.47151351e+00, 4.41817188e+00, 1.97277164e+00, -3.85876969e-02
-1.67009091e+00, 5.30028641e-01, 0.00000000e+00, 2.47055769e+00, 4.41787624e+00, 1.97307074e+00, -4.03555855e-02
-1.75954783e+00, 5.32703996e-01, 0.00000000e+00, 2.47342181e+00, 4.41847754e+00, 1.97202170e+00, -3.52446884e-02
-1.72948849e+00, 5.31633914e-01, 0.00000000e+00, 2.47247005e+00, 4.41844368e+00, 1.97245693e+00, -3.68896835e-02
-1.71398687e+00, 5.56162536e-01, 0.00000000e+00, 2.47478938e+00, 4.38524294e+00, 1.95435429e+00, -3.74997817e-02
-1.64063430e+00, 5.29309452e-01, 0.00000000e+00, 2.46961260e+00, 4.41751623e+00, 1.97332895e+00, -4.21885699e-02
-1.61123061e+00, 5.28550804e-01, 0.00000000e+00, 2.46866107e+00, 4.41718197e+00, 1.97359991e+00, -4.41003889e-02
-1.58197951e+00, 5.27706504e-01, 0.00000000e+00, 2.46769881e+00, 4.41692019e+00, 1.97390950e+00, -4.60882969e-02
-1.55276990e+00, 5.26801109e-01, 0.00000000e+00, 2.46672201e+00, 4.41668940e+00, 1.97423780e+00, -4.81640138e-02
-1.53772306e+00, 5.51116765e-01, 0.00000000e+00, 2.46984839e+00, 4.38359594e+00, 1.95578671e+00, -4.89258431e-02
-1.65477026e+00, 5.54653108e-01, 0.00000000e+00, 2.47313571e+00, 4.38450670e+00, 1.95475304e+00, -4.10145409e-02
-1.56678915e+00, 5.52190661e-01, 0.00000000e+00, 2.47068357e+00, 4.38353968e+00, 1.95538211e+00, -4.68259044e-02
-1.55168962e+00, 5.76551676e-01, 0.00000000e+00, 2.47372508e+00, 4.33074999e+00, 1.92660892e+00, -4.71996441e-02
-1.95097029e+00, 5.89888453e-01, 0.00000000e+00, 2.48221612e+00, 4.32384109e+00, 1.91900563e+00, -2.58360244e-02
-2.26519895e+00, 5.51138163e-01, 0.00000000e+00, 2.48343229e+00, 4.41140032e+00, 1.96358991e+00, -1.58411339e-02
-1.91381216e+00, 5.89481115e-01, 0.00000000e+00, 2.48101044e+00, 4.32141018e+00, 1.91834772e+00, -2.72338446e-02
-2.29116201e+00, 5.92377603e-01, 0.00000000e+00, 2.48584938e+00, 4.33248520e+00, 1.92173183e+00, -1.47967441e-02
-2.24378324e+00, 5.95384181e-01, 0.00000000e+00, 2.48560619e+00, 4.32226801e+00, 1.91652501e+00, -1.59990117e-02
-1.63944304e+00, 5.79319775e-01, 0.00000000e+00, 2.47577500e+00, 4.33075905e+00, 1.92568374e+00, -4.13519405e-02
-1.50875115e+00, 5.49956799e-01, 0.00000000e+00, 2.46899581e+00, 4.38374281e+00, 1.95624161e+00, -5.11184484e-02
-1.52269650e+00, 5.75348318e-01, 0.00000000e+00, 2.47303581e+00, 4.33132648e+00, 1.92721260e+00, -4.93185893e-02
-1.49392307e+00, 5.73958635e-01, 0.00000000e+00, 2.47232866e+00, 4.33231544e+00, 1.92803490e+00, -5.15315123e-02
-1.58079720e+00, 5.77655435e-01, 0.00000000e+00, 2.47441506e+00, 4.33034849e+00, 1.92609107e+00, -4.51696254e-02
-1.47995961e+00, 5.48693478e-01, 0.00000000e+00, 2.46811938e+00, 4.38403654e+00, 1.95677853e+00, -5.34032770e-02
-2.00834203e+00, 6.21313572e-01, 0.00000000e+00, 2.48589683e+00, 4.22558784e+00, 1.86517012e+00, -2.28566788e-02
-1.97040176e+00, 6.22833967e-01, 0.00000000e+00, 2.48499799e+00, 4.21693850e+00, 1.86099374e+00, -2.41525881e-02
-1.92909205e+00, 6.25632584e-01, 0.00000000e+00, 2.48389101e+00, 4.20169020e+00, 1.85335970e+00, -2.56130788e-02
-1.89403915e+00, 6.16157711e-01, 0.00000000e+00, 2.48328280e+00, 4.23526621e+00, 1.87168908e+00, -2.73303464e-02
-1.88049257e+00, 5.88238120e-01, 0.00000000e+00, 2.48152232e+00, 4.32322550e+00, 1.91900754e+00, -2.85696071e-02
-1.84610450e+00, 6.36715353e-01, 0.00000000e+00, 2.48560524e+00, 4.15151882e+00, 1.82510400e+00, -2.86766235e-02
-1.86300099e+00, 6.12961829e-01, 0.00000000e+00, 2.48374104e+00, 4.24514866e+00, 1.87669623e+00, -2.87517700e-02
-1.87524986e+00, 6.39123321e-01, 0.00000000e+00, 2.48575234e+00, 4.14367723e+00, 1.82074165e+00, -2.73779035e-02
-2.11234283e+00, 6.23354614e-01, 0.00000000e+00, 2.48574018e+00, 4.22310638e+00, 1.86396384e+00, -1.92552060e-02
-2.13434529e+00, 6.48393810e-01, 0.00000000e+00, 2.48666120e+00, 4.11875153e+00, 1.80661309e+00, -1.81619618e-02
-2.22245669e+00, 6.38944089e-01, 0.00000000e+00, 2.48752904e+00, 4.16540146e+00, 1.83180106e+00, -1.58031415e-02
-2.17640233e+00, 6.42455101e-01, 0.00000000e+00, 2.48706198e+00, 4.14798832e+00, 1.82251608e+00, -1.69688836e-02
-2.26902843e+00, 6.36332214e-01, 0.00000000e+00, 2.48783398e+00, 4.17869902e+00, 1.83888948e+00, -1.46759683e-02
-1.83268547e+00, 6.10881984e-01, 0.00000000e+00, 2.48310137e+00, 4.25025845e+00, 1.87973511e+00, -3.01649105e-02
-1.84919095e+00, 5.86716294e-01, 0.00000000e+00, 2.48133588e+00, 4.32579803e+00, 1.92042351e+00, -2.99688466e-02
-2.31613350e+00, 6.34334743e-01, 0.00000000e+00, 2.48806810e+00, 4.18904495e+00, 1.84438884e+00, -1.35527747e-02
-2.36391902e+00, 6.32906318e-01, 0.00000000e+00, 2.48842120e+00, 4.19691896e+00, 1.84846950e+00, -1.24811027e-02
-2.04518294e+00, 6.20778322e-01, 0.00000000e+00, 2.48708439e+00, 4.23051119e+00, 1.86718702e+00, -2.15963889e-02
-2.41231942e+00, 6.31995499e-01, 0.00000000e+00, 2.48889709e+00, 4.20259857e+00, 1.85128903e+00, -1.14922663e-02
-1.81861722e+00, 5.85114181e-01, 0.00000000e+00, 2.48032618e+00, 4.32820511e+00, 1.92217815e+00, -3.14496160e-02
-2.56027484e+00, 6.30453229e-01, 0.00000000e+00, 2.49054766e+00, 4.21446848e+00, 1.85681462e+00, -9.02696885e-03
-2.51060867e+00, 6.30857527e-01, 0.00000000e+00, 2.48999262e+00, 4.21101999e+00, 1.85525191e+00, -9.77380667e-03
-2.46126270e+00, 6.31350756e-01, 0.00000000e+00, 2.48943424e+00, 4.20714617e+00, 1.85345936e+00, -1.05927270e-02
-1.62414527e+00, 6.04055345e-01, 0.00000000e+00, 2.47844553e+00, 4.25577831e+00, 1.88492835e+00, -4.13629673e-02
-1.50775170e+00, 5.99360168e-01, 0.00000000e+00, 2.47624373e+00, 4.25968647e+00, 1.88797545e+00, -4.93404269e-02
-1.68311703e+00, 6.05453193e-01, 0.00000000e+00, 2.47955608e+00, 4.25650597e+00, 1.88479877e+00, -3.78569774e-02
-1.65357649e+00, 6.04770243e-01, 0.00000000e+00, 2.47899365e+00, 4.25613403e+00, 1.88486457e+00, -3.95742729e-02
-1.74249721e+00, 6.06980741e-01, 0.00000000e+00, 2.48073459e+00, 4.25643730e+00, 1.88419926e+00, -3.46235521e-02
-1.71271884e+00, 6.06120229e-01, 0.00000000e+00, 2.48014092e+00, 4.25685978e+00, 1.88470864e+00, -3.62124406e-02
-1.78647971e+00, 6.33454204e-01, 0.00000000e+00, 2.48390937e+00, 4.15947628e+00, 1.83034050e+00, -3.14319730e-02
-1.77237415e+00, 6.07948601e-01, 0.00000000e+00, 2.48134780e+00, 4.25557518e+00, 1.88344347e+00, -3.30966040e-02
-1.80246723e+00, 6.09321713e-01, 0.00000000e+00, 2.48211360e+00, 4.25324011e+00, 1.88182211e+00, -3.16084251e-02
-1.75669420e+00, 6.32472098e-01, 0.00000000e+00, 2.48335791e+00, 4.16070986e+00, 1.83129001e+00, -3.28744240e-02
-1.59478974e+00, 6.03208959e-01, 0.00000000e+00, 2.47789502e+00, 4.25577593e+00, 1.88517725e+00, -4.32314128e-02
-1.60878146e+00, 6.28861070e-01, 0.00000000e+00, 2.48110437e+00, 4.16024113e+00, 1.83209968e+00, -4.10358869e-02
-1.57942581e+00, 6.27836943e-01, 0.00000000e+00, 2.48066950e+00, 4.16110325e+00, 1.83276486e+00, -4.28990051e-02
-1.72693264e+00, 6.31551802e-01, 0.00000000e+00, 2.48287249e+00, 4.16163635e+00, 1.83203316e+00, -3.43804322e-02
-1.69732034e+00, 6.30931377e-01, 0.00000000e+00, 2.48240519e+00, 4.16120768e+00, 1.83202434e+00, -3.59339677e-02
-1.66773236e+00, 6.30265772e-01, 0.00000000e+00, 2.48195267e+00, 4.16088390e+00, 1.83206213e+00, -3.75620648e-02
-1.63823152e+00, 6.29635215e-01, 0.00000000e+00, 2.48152709e+00, 4.16031456e+00, 1.83194792e+00, -3.92579325e-02
-1.56558347e+00, 6.02132916e-01, 0.00000000e+00, 2.47733998e+00, 4.25647497e+00, 1.88579655e+00, -4.51810807e-02
-1.52136886e+00, 6.24897897e-01, 0.00000000e+00, 2.47980809e+00, 4.16621828e+00, 1.83592594e+00, -4.68722023e-02
-1.49282563e+00, 6.23149395e-01, 0.00000000e+00, 2.47943044e+00, 4.16977310e+00, 1.83801115e+00, -4.89926711e-02
-2.66010284e+00, 6.29844069e-01, 0.00000000e+00, 2.49163198e+00, 4.22036028e+00, 1.85940766e+00, -7.72296172e-03
-2.61016297e+00, 6.30099833e-01, 0.00000000e+00, 2.49108958e+00, 4.21763420e+00, 1.85823023e+00, -8.34575947e-03
-2.08091354e+00, 6.21520519e-01, 0.00000000e+00, 2.48731422e+00, 4.22997808e+00, 1.86679232e+00, -2.03590207e-02
-1.47914577e+00, 5.97813427e-01, 0.00000000e+00, 2.47569084e+00, 4.26167011e+00, 1.88925898e+00, -5.15658185e-02
-1.81630528e+00, 6.34960115e-01, 0.00000000e+00, 2.48471069e+00, 4.15602541e+00, 1.82803917e+00, -3.00281923e-02
-1.53654873e+00, 6.00866139e-01, 0.00000000e+00, 2.47678757e+00, 4.25771570e+00, 1.88669741e+00, -4.72138040e-02
-1.55026853e+00, 6.26567304e-01, 0.00000000e+00, 2.48023224e+00, 4.16288137e+00, 1.83392680e+00, -4.48400155e-02
-3.65668321e+00, 6.28222406e-01, 0.00000000e+00, 2.50287557e+00, 4.25218630e+00, 1.87045932e+00, -1.82826980e-03
-3.60683608e+00, 6.28237009e-01, 0.00000000e+00, 2.50227308e+00, 4.25108624e+00, 1.87019336e+00, -1.95366750e-03
-2.90946531e+00, 6.29096150e-01, 0.00000000e+00, 2.49428892e+00, 4.23095179e+00, 1.86367869e+00, -5.28294826e-03
-2.85966444e+00, 6.29238665e-01, 0.00000000e+00, 2.49375439e+00, 4.22896671e+00, 1.86289883e+00, -5.69363916e-03
-3.55698681e+00, 6.28253996e-01, 0.00000000e+00, 2.50167298e+00, 4.24995852e+00, 1.86991096e+00, -2.08892790e-03
-3.50713468e+00, 6.28274024e-01, 0.00000000e+00, 2.50107646e+00, 4.24880314e+00, 1.86961186e+00, -2.23532738e-03
-3.35761952e+00, 6.28328979e-01, 0.00000000e+00, 2.49931407e+00, 4.24525261e+00, 1.86865449e+00, -2.75008823e-03
-3.30779672e+00, 6.28359973e-01, 0.00000000e+00, 2.49873567e+00, 4.24398136e+00, 1.86828351e+00, -2.95061641e-03
-3.00902390e+00, 6.28833592e-01, 0.00000000e+00, 2.49536800e+00, 4.23470640e+00, 1.86511552e+00, -4.55421163e-03
-2.95924735e+00, 6.28961742e-01, 0.00000000e+00, 2.49482679e+00, 4.23286247e+00, 1.86441612e+00, -4.90407832e-03
-3.45729589e+00, 6.28288090e-01, 0.00000000e+00, 2.50048566e+00, 4.24765635e+00, 1.86931431e+00, -2.39351206e-03
-3.20816231e+00, 6.28452718e-01, 0.00000000e+00, 2.49759173e+00, 4.24124908e+00, 1.86743224e+00, -3.40315746e-03
-3.15836620e+00, 6.28524184e-01, 0.00000000e+00, 2.49702787e+00, 4.23974943e+00, 1.86693060e+00, -3.65755917e-03
-3.10857749e+00, 6.28607690e-01, 0.00000000e+00, 2.49646926e+00, 4.23817539e+00, 1.86638606e+00, -3.93287418e-03
-3.05879664e+00, 6.28712535e-01, 0.00000000e+00, 2.49591541e+00, 4.23648787e+00, 1.86577785e+00, -4.23106039e-03
-2.71003819e+00, 6.29660964e-01, 0.00000000e+00, 2.49216700e+00, 4.22272491e+00, 1.86039364e+00, -7.15093268e-03
-3.25797749e+00, 6.28400505e-01, 0.00000000e+00, 2.49816108e+00, 4.24264860e+00, 1.86787713e+00, -3.16781993e-03
-3.40745735e+00, 6.28305912e-01, 0.00000000e+00, 2.49989772e+00, 4.24647379e+00, 1.86899590e+00, -2.56464025e-03
-2.80984902e+00, 6.29395485e-01, 0.00000000e+00, 2.49322319e+00, 4.22687578e+00, 1.86205995e+00, -6.13939529e-03
-2.75996113e+00, 6.29524052e-01, 0.00000000e+00, 2.49269724e+00, 4.22484779e+00, 1.86125159e+00, -6.62432844e-03
-3.70425177e+00, 7.12542117e-01, 0.00000000e+00, 2.50376344e+00, 3.84050393e+00, 1.63507771e+00, -1.30333751e-03
-3.65441298e+00, 7.12672651e-01, 0.00000000e+00, 2.50318122e+00, 3.83870721e+00, 1.63433468e+00, -1.39671471e-03
-3.68046856e+00, 6.70401037e-01, 0.00000000e+00, 2.50333714e+00, 4.06619120e+00, 1.76796663e+00, -1.57134922e-03
-3.63062549e+00, 6.70474052e-01, 0.00000000e+00, 2.50274611e+00, 4.06480503e+00, 1.76751673e+00, -1.68178056e-03
-3.40524507e+00, 7.13273048e-01, 0.00000000e+00, 2.50037122e+00, 3.82968354e+00, 1.63052762e+00, -1.99863035e-03
-3.35542512e+00, 7.13407040e-01, 0.00000000e+00, 2.49983048e+00, 3.82771635e+00, 1.62965250e+00, -2.15138379e-03
-3.38143492e+00, 6.70816779e-01, 0.00000000e+00, 2.49987173e+00, 4.05765724e+00, 1.76509631e+00, -2.38755485e-03
-3.28179646e+00, 6.70985639e-01, 0.00000000e+00, 2.49876404e+00, 4.05445910e+00, 1.76391101e+00, -2.75939214e-03
-3.30560970e+00, 7.13539422e-01, 0.00000000e+00, 2.49929833e+00, 3.82572722e+00, 1.62875795e+00, -2.31753732e-03
-3.25580001e+00, 7.13673711e-01, 0.00000000e+00, 2.49877596e+00, 3.82369566e+00, 1.62783074e+00, -2.49803765e-03
-3.58078146e+00, 6.70543611e-01, 0.00000000e+00, 2.50216031e+00, 4.06341505e+00, 1.76706147e+00, -1.80122233e-03
-3.53093672e+00, 6.70610785e-01, 0.00000000e+00, 2.50157952e+00, 4.06201649e+00, 1.76659858e+00, -1.93073845e-03
-3.33161330e+00, 6.70899510e-01, 0.00000000e+00, 2.49931455e+00, 4.05608177e+00, 1.76451910e+00, -2.56590149e-03
-3.00687671e+00, 7.14603722e-01, 0.00000000e+00, 2.49630642e+00, 3.81141925e+00, 1.62179291e+00, -3.65532003e-03
-2.95709872e+00, 7.14832425e-01, 0.00000000e+00, 2.49584579e+00, 3.80856943e+00, 1.62031841e+00, -3.94816697e-03
-2.98307300e+00, 6.71804786e-01, 0.00000000e+00, 2.49562263e+00, 4.04247618e+00, 1.75888836e+00, -4.31070197e-03
-3.55473542e+00, 7.12912381e-01, 0.00000000e+00, 2.50203705e+00, 3.83517408e+00, 1.63287222e+00, -1.60839409e-03
-3.50490260e+00, 7.13038921e-01, 0.00000000e+00, 2.50147414e+00, 3.83333325e+00, 1.63208914e+00, -1.72776403e-03
-3.20599890e+00, 7.13839710e-01, 0.00000000e+00, 2.49826074e+00, 3.82144094e+00, 1.62676144e+00, -2.69342680e-03
-3.23198462e+00, 6.71077907e-01, 0.00000000e+00, 2.49822116e+00, 4.05277729e+00, 1.76326501e+00, -2.96932925e-03
-2.80771112e+00, 7.15558290e-01, 0.00000000e+00, 2.49453855e+00, 3.79941654e+00, 1.61546612e+00, -4.98762913e-03
-2.75785255e+00, 7.15805769e-01, 0.00000000e+00, 2.49412799e+00, 3.79618931e+00, 1.61372042e+00, -5.39664365e-03
-2.78386092e+00, 6.72585011e-01, 0.00000000e+00, 2.49369645e+00, 4.03235579e+00, 1.75421917e+00, -5.85023919e-03
-3.43126655e+00, 6.70749366e-01, 0.00000000e+00, 2.50043488e+00, 4.05912781e+00, 1.76561069e+00, -2.22276803e-03
-3.45507240e+00, 7.13158548e-01, 0.00000000e+00, 2.50091863e+00, 3.83150625e+00, 1.63130975e+00, -1.85758795e-03
-3.13239646e+00, 6.71322286e-01, 0.00000000e+00, 2.49715614e+00, 4.04900837e+00, 1.76172996e+00, -3.44230700e-03
-3.15620637e+00, 7.14006782e-01, 0.00000000e+00, 2.49775553e+00, 3.81914091e+00, 1.62565744e+00, -2.90542282e-03
-3.10642290e+00, 7.14189410e-01, 0.00000000e+00, 2.49726129e+00, 3.81670809e+00, 1.62446404e+00, -3.13554844e-03
-2.93329310e+00, 6.71989977e-01, 0.00000000e+00, 2.49512815e+00, 4.04008150e+00, 1.75780678e+00, -4.64952132e-03
-2.88350868e+00, 6.72183096e-01, 0.00000000e+00, 2.49464202e+00, 4.03759289e+00, 1.75666630e+00, -5.01694391e-03
-2.90732145e+00, 7.15067208e-01, 0.00000000e+00, 2.49539709e+00, 3.80562544e+00, 1.61877680e+00, -4.26607300e-03
-2.85754442e+00, 7.15315342e-01, 0.00000000e+00, 2.49496102e+00, 3.80254078e+00, 1.61713886e+00, -4.61152103e-03
-3.73031402e+00, 6.70327783e-01, 0.00000000e+00, 2.50393414e+00, 4.06755972e+00, 1.76840305e+00, -1.46916683e-03
-3.48110056e+00, 6.70681298e-01, 0.00000000e+00, 2.50100422e+00, 4.06057882e+00, 1.76611006e+00, -2.07088701e-03
-3.18218613e+00, 6.71196759e-01, 0.00000000e+00, 2.49768424e+00, 4.05092669e+00, 1.76251924e+00, -3.19640664e-03
-2.73397279e+00, 6.72785282e-01, 0.00000000e+00, 2.49323416e+00, 4.02963829e+00, 1.75293136e+00, -6.32208865e-03
-3.08261561e+00, 6.71467304e-01, 0.00000000e+00, 2.49663568e+00, 4.04695177e+00, 1.76085722e+00, -3.70886456e-03
