"step","downsteramPressure_Re100"
0.0,4.4335737
2000.0,4.29902
4000.0,4.317562580108643
8000.0,4.426373481750488
10000.0,4.451846599578857
12000.0,4.468209266662598
14000.0,4.4782586097717285
16000.0,4.486992835998535
18000.0,4.49171257019043
20000.0,4.495446681976318
22000.0,4.499167442321777
24000.0,4.499332427978516
26000.0,4.502585411071777
28000.0,4.504842758178711
30000.0,4.506199836730957
32000.0,4.5100908279418945
34000.0,4.513369560241699
36000.0,4.515760898590088
38000.0,4.519105911254883
40000.0,4.522891521453857
42000.0,4.527068138122559
44000.0,4.531754493713379
46000.0,4.536618232727051
48000.0,4.542665481567383
50000.0,4.546632289886475
52000.0,4.55165433883667
54000.0,4.557754993438721
56000.0,4.562588214874268
58000.0,4.567950248718262
60000.0,4.571877479553223
62000.0,4.576353073120117
64000.0,4.581639289855957
66000.0,4.588090419769287
68000.0,4.592562675476074
70000.0,4.598960876464844
72000.0,4.60377836227417
74000.0,4.609307289123535
76000.0,4.613536834716797
78000.0,4.617982387542725
80000.0,4.622384548187256
82000.0,4.625997066497803
84000.0,4.632185459136963
86000.0,4.636501312255859
88000.0,4.64096736907959
90000.0,4.646690368652344
92000.0,4.652791976928711
94000.0,4.657687187194824
96000.0,4.660962104797363
98000.0,4.664210319519043
100000.0,4.66765832901001
102000.0,4.670375823974609
104000.0,4.675382137298584
106000.0,4.678386211395264
108000.0,4.6819376945495605
110000.0,4.683865547180176
112000.0,4.6870245933532715
114000.0,4.689446449279785
116000.0,4.693392276763916
118000.0,4.695376873016357
120000.0,4.697256088256836
122000.0,4.700281143188477
124000.0,4.700674533843994
126000.0,4.701742172241211
128000.0,4.703096389770508
130000.0,4.703795433044434
132000.0,4.706422805786133
134000.0,4.7076921463012695
136000.0,4.708304405212402
138000.0,4.709258079528809
140000.0,4.710471153259277
142000.0,4.71162223815918
144000.0,4.711664199829102
146000.0,4.711244583129883
148000.0,4.710509300231934
150000.0,4.711728572845459
152000.0,4.711874008178711
154000.0,4.712981224060059
156000.0,4.71278190612793
158000.0,4.712403297424316
160000.0,4.71297550201416
162000.0,4.713487148284912
164000.0,4.713689804077148
166000.0,4.713751792907715
168000.0,4.714069366455078
170000.0,4.715378761291504
172000.0,4.715454578399658
174000.0,4.715404510498047
176000.0,4.715113639831543
178000.0,4.715344429016113
180000.0,4.715273857116699
182000.0,4.714019775390625
184000.0,4.713461875915527
186000.0,4.713338851928711
188000.0,4.713140487670898
190000.0,4.712573051452637
192000.0,4.712218284606934
194000.0,4.712005615234375
196000.0,4.710783004760742
198000.0,4.710089206695557
200000.0,4.709603309631348
202000.0,4.709303855895996
204000.0,4.7086262702941895
206000.0,4.708269119262695
208000.0,4.708043098449707
210000.0,4.707583427429199
212000.0,4.707037925720215
214000.0,4.706737518310547
216000.0,4.705902099609375
218000.0,4.704599380493164
220000.0,4.7044477462768555
222000.0,4.703864097595215
224000.0,4.703914165496826
226000.0,4.703608512878418
228000.0,4.70333194732666
230000.0,4.703071594238281
232000.0,4.702998161315918
234000.0,4.703042030334473
236000.0,4.7020583152771
238000.0,4.701626777648926
240000.0,4.701310634613037
242000.0,4.701082229614258
244000.0,4.7006096839904785
246000.0,4.700292587280273
248000.0,4.699895858764648
250000.0,4.699859142303467
252000.0,4.699873924255371
254000.0,4.699370384216309
256000.0,4.698970317840576
258000.0,4.698454856872559
260000.0,4.698497295379639
262000.0,4.698071479797363
264000.0,4.697813987731934
266000.0,4.697688579559326
268000.0,4.697007656097412
270000.0,4.696722984313965
272000.0,4.696394920349121
274000.0,4.695934772491455
276000.0,4.695919513702393
278000.0,4.695242881774902
280000.0,4.695377349853516
282000.0,4.695066452026367
284000.0,4.693876266479492
286000.0,4.693253040313721
288000.0,4.692749977111816
290000.0,4.692625045776367
292000.0,4.692538261413574
294000.0,4.692197799682617
296000.0,4.692205429077148
298000.0,4.692006587982178
300000.0,4.691399574279785
