"step","outlet_flow"
0.0,1.3426272
2000.0,1.3284278
4000.0,1.3305895328521729
8000.0,1.3308162689208984
10000.0,1.3299407958984375
12000.0,1.3303296566009521
14000.0,1.3303918838500977
16000.0,1.3308191299438477
18000.0,1.3303030729293823
20000.0,1.33003830909729
22000.0,1.3286831378936768
24000.0,1.3301482200622559
26000.0,1.3303697109222412
28000.0,1.3307163715362549
30000.0,1.329986810684204
32000.0,1.330127239227295
34000.0,1.330106258392334
36000.0,1.3300845623016357
38000.0,1.3298031091690063
40000.0,1.3304848670959473
42000.0,1.3301005363464355
44000.0,1.330795168876648
46000.0,1.3303923606872559
48000.0,1.331037998199463
50000.0,1.330802321434021
52000.0,1.3309216499328613
54000.0,1.330441951751709
56000.0,1.330549955368042
58000.0,1.3306115865707397
60000.0,1.3307793140411377
62000.0,1.3304589986801147
64000.0,1.330485463142395
66000.0,1.3312591314315796
68000.0,1.330754041671753
70000.0,1.3302297592163086
72000.0,1.3305257558822632
74000.0,1.3306481838226318
76000.0,1.3306517601013184
78000.0,1.3308342695236206
80000.0,1.330607295036316
82000.0,1.3306801319122314
84000.0,1.3306472301483154
86000.0,1.330715298652649
88000.0,1.3304224014282227
90000.0,1.3304369449615479
92000.0,1.330557107925415
94000.0,1.330902338027954
96000.0,1.3305435180664062
98000.0,1.3303709030151367
100000.0,1.33102548122406
102000.0,1.3304463624954224
104000.0,1.331052541732788
106000.0,1.3303077220916748
108000.0,1.330535650253296
110000.0,1.3303064107894897
112000.0,1.330897331237793
114000.0,1.3304939270019531
116000.0,1.3306456804275513
118000.0,1.3306411504745483
120000.0,1.3306934833526611
122000.0,1.330873727798462
124000.0,1.3306314945220947
126000.0,1.3302998542785645
128000.0,1.3307690620422363
130000.0,1.3304476737976074
132000.0,1.3308980464935303
134000.0,1.3306751251220703
136000.0,1.3301851749420166
138000.0,1.3304078578948975
140000.0,1.3306599855422974
142000.0,1.330700159072876
144000.0,1.3308401107788086
146000.0,1.330336570739746
148000.0,1.3307431936264038
150000.0,1.3303570747375488
152000.0,1.3308175802230835
154000.0,1.3304436206817627
156000.0,1.3303970098495483
158000.0,1.3306019306182861
160000.0,1.3307266235351562
162000.0,1.3306117057800293
164000.0,1.3307745456695557
166000.0,1.3307292461395264
168000.0,1.3308496475219727
170000.0,1.3308075666427612
172000.0,1.33077073097229
174000.0,1.33088219165802
176000.0,1.3306560516357422
178000.0,1.3308541774749756
180000.0,1.3308895826339722
182000.0,1.330750823020935
184000.0,1.3307119607925415
186000.0,1.330583095550537
188000.0,1.3308701515197754
190000.0,1.3308682441711426
192000.0,1.330559492111206
194000.0,1.330776333808899
196000.0,1.3308809995651245
198000.0,1.3307095766067505
200000.0,1.331040620803833
202000.0,1.3307123184204102
204000.0,1.3306427001953125
206000.0,1.3307338953018188
208000.0,1.3308706283569336
210000.0,1.3309245109558105
212000.0,1.3307018280029297
214000.0,1.3307214975357056
216000.0,1.3309582471847534
218000.0,1.330875277519226
220000.0,1.3306729793548584
222000.0,1.330752968788147
224000.0,1.3309208154678345
226000.0,1.3310962915420532
228000.0,1.3307271003723145
230000.0,1.330902338027954
232000.0,1.3307373523712158
234000.0,1.3308132886886597
236000.0,1.3308329582214355
238000.0,1.330700397491455
240000.0,1.330999732017517
242000.0,1.330791711807251
244000.0,1.3308031558990479
246000.0,1.3308637142181396
248000.0,1.3307942152023315
250000.0,1.3307723999023438
252000.0,1.3308380842208862
254000.0,1.3306879997253418
256000.0,1.3309627771377563
258000.0,1.3310325145721436
260000.0,1.330953598022461
262000.0,1.3310132026672363
264000.0,1.3308849334716797
266000.0,1.3308336734771729
268000.0,1.3308751583099365
270000.0,1.3307762145996094
272000.0,1.3308517932891846
274000.0,1.3307533264160156
276000.0,1.330735683441162
278000.0,1.3306692838668823
280000.0,1.3309643268585205
282000.0,1.3309743404388428
284000.0,1.3306854963302612
286000.0,1.330841302871704
288000.0,1.330772876739502
290000.0,1.330764651298523
292000.0,1.3308159112930298
294000.0,1.3307133913040161
296000.0,1.3308157920837402
298000.0,1.330714225769043
300000.0,1.3306820392608643
