"step","upsteramPressure_Re100"
0.0,7.6596537
2000.0,7.883276
4000.0,7.835525035858154
8000.0,7.83498477935791
10000.0,7.831216812133789
12000.0,7.824662208557129
14000.0,7.81566047668457
16000.0,7.804533004760742
18000.0,7.7956414222717285
20000.0,7.785770416259766
22000.0,7.7789411544799805
24000.0,7.768111705780029
26000.0,7.7611775398254395
28000.0,7.752416133880615
30000.0,7.745734214782715
32000.0,7.741621971130371
34000.0,7.735897064208984
36000.0,7.728878974914551
38000.0,7.723563194274902
40000.0,7.719841003417969
42000.0,7.7161359786987305
44000.0,7.712042808532715
46000.0,7.708968162536621
48000.0,7.706630706787109
50000.0,7.70310640335083
52000.0,7.702335357666016
54000.0,7.698782444000244
56000.0,7.69523811340332
58000.0,7.69202995300293
60000.0,7.690895080566406
62000.0,7.689424514770508
64000.0,7.687748908996582
66000.0,7.687482833862305
68000.0,7.684579372406006
70000.0,7.684297561645508
72000.0,7.683196544647217
74000.0,7.682673931121826
76000.0,7.680318832397461
78000.0,7.679842472076416
80000.0,7.67722225189209
82000.0,7.676053047180176
84000.0,7.676912307739258
86000.0,7.675576686859131
88000.0,7.674651145935059
90000.0,7.673250675201416
92000.0,7.672776699066162
94000.0,7.671842575073242
96000.0,7.670271873474121
98000.0,7.668882369995117
100000.0,7.667800426483154
102000.0,7.6661505699157715
104000.0,7.666423797607422
106000.0,7.664478302001953
108000.0,7.663934707641602
110000.0,7.661968231201172
112000.0,7.660832405090332
114000.0,7.65995979309082
116000.0,7.659006118774414
118000.0,7.65681266784668
120000.0,7.654867172241211
122000.0,7.654172897338867
124000.0,7.651749610900879
126000.0,7.650554656982422
128000.0,7.6489715576171875
130000.0,7.64531135559082
132000.0,7.64459228515625
134000.0,7.642342567443848
136000.0,7.6405439376831055
138000.0,7.638896942138672
140000.0,7.637545585632324
142000.0,7.634522438049316
144000.0,7.632453918457031
146000.0,7.629724502563477
148000.0,7.628364562988281
150000.0,7.626881122589111
152000.0,7.624667644500732
154000.0,7.623675346374512
156000.0,7.621244430541992
158000.0,7.618556976318359
160000.0,7.617925643920898
162000.0,7.615612983703613
164000.0,7.613827705383301
166000.0,7.612404823303223
168000.0,7.6107258796691895
170000.0,7.608935356140137
172000.0,7.60670280456543
174000.0,7.605228900909424
176000.0,7.603365898132324
178000.0,7.601370811462402
180000.0,7.599579811096191
182000.0,7.597311496734619
184000.0,7.594962120056152
186000.0,7.593293190002441
188000.0,7.591424942016602
190000.0,7.589693069458008
192000.0,7.586767673492432
194000.0,7.585918426513672
196000.0,7.583280086517334
198000.0,7.581119537353516
200000.0,7.579329013824463
202000.0,7.577556610107422
204000.0,7.576171875
206000.0,7.575035572052002
208000.0,7.573630332946777
210000.0,7.572067737579346
212000.0,7.570487976074219
214000.0,7.569034576416016
216000.0,7.568260192871094
218000.0,7.566071033477783
220000.0,7.5646562576293945
222000.0,7.563159942626953
224000.0,7.561448097229004
226000.0,7.560590744018555
228000.0,7.559254169464111
230000.0,7.558228492736816
232000.0,7.556659698486328
234000.0,7.555331707000732
236000.0,7.553215503692627
238000.0,7.5516510009765625
240000.0,7.551072597503662
242000.0,7.549912452697754
244000.0,7.548827171325684
246000.0,7.548139572143555
248000.0,7.54660701751709
250000.0,7.545474052429199
252000.0,7.544144630432129
254000.0,7.542869567871094
256000.0,7.540935039520264
258000.0,7.539841651916504
260000.0,7.538761138916016
262000.0,7.538006782531738
264000.0,7.536881923675537
266000.0,7.535436630249023
268000.0,7.534547805786133
270000.0,7.533884525299072
272000.0,7.533234119415283
274000.0,7.531819820404053
276000.0,7.530638217926025
278000.0,7.5294647216796875
280000.0,7.529262542724609
282000.0,7.528750896453857
284000.0,7.526839256286621
286000.0,7.526090621948242
288000.0,7.525080680847168
290000.0,7.524324417114258
292000.0,7.523624897003174
294000.0,7.52265739440918
296000.0,7.521930694580078
298000.0,7.521434783935547
300000.0,7.520312309265137
