"step","downsteramPressureTot_Re1213"
0.0,0.46511784
2000.0,3.082449
4000.0,3.1425278
10000.0,3.1277761459350586
12000.0,3.1361069679260254
14000.0,3.135517120361328
16000.0,3.1394333839416504
18000.0,3.1366825103759766
20000.0,3.1295018196105957
22000.0,3.136855125427246
24000.0,3.1403965950012207
26000.0,3.1407060623168945
28000.0,3.103661060333252
30000.0,3.126826286315918
32000.0,3.1367595195770264
34000.0,3.125685930252075
36000.0,3.1260247230529785
38000.0,3.1168055534362793
40000.0,3.133349895477295
42000.0,3.1381635665893555
44000.0,3.1443283557891846
46000.0,3.1334228515625
48000.0,3.146052837371826
50000.0,3.1524832248687744
52000.0,3.153559684753418
54000.0,3.13736629486084
56000.0,3.1518096923828125
58000.0,3.1358957290649414
60000.0,3.133988857269287
62000.0,3.137315273284912
64000.0,3.1323671340942383
66000.0,3.138625144958496
68000.0,3.131169557571411
70000.0,3.1301193237304688
72000.0,3.138498306274414
74000.0,3.136263370513916
76000.0,3.1267805099487305
78000.0,3.1334228515625
80000.0,3.1375184059143066
82000.0,3.141500473022461
84000.0,3.139829635620117
86000.0,3.1365609169006348
88000.0,3.1369872093200684
90000.0,3.134730339050293
92000.0,3.1352012157440186
94000.0,3.1320762634277344
96000.0,3.1358604431152344
98000.0,3.1304116249084473
100000.0,3.13795804977417
102000.0,3.1398963928222656
104000.0,3.13287091255188
106000.0,3.1348376274108887
108000.0,3.13767147064209
110000.0,3.134077310562134
112000.0,3.1384963989257812
114000.0,3.140270948410034
116000.0,3.1426644325256348
118000.0,3.136157512664795
120000.0,3.1328670978546143
122000.0,3.1351606845855713
124000.0,3.1363320350646973
126000.0,3.1354756355285645
128000.0,3.1376118659973145
130000.0,3.137944221496582
132000.0,3.1343672275543213
134000.0,3.1358747482299805
136000.0,3.13484525680542
138000.0,3.1359763145446777
140000.0,3.1341052055358887
142000.0,3.1385951042175293
144000.0,3.1358392238616943
146000.0,3.1355395317077637
148000.0,3.1322898864746094
150000.0,3.1323444843292236
152000.0,3.135979652404785
154000.0,3.133734941482544
156000.0,3.1363277435302734
158000.0,3.134434223175049
160000.0,3.1360044479370117
162000.0,3.1359944343566895
164000.0,3.1351892948150635
166000.0,3.137014389038086
168000.0,3.1333484649658203
170000.0,3.134387731552124
172000.0,3.1388397216796875
174000.0,3.1365137100219727
176000.0,3.1346793174743652
178000.0,3.135712146759033
180000.0,3.135467290878296
182000.0,3.1412808895111084
184000.0,3.1342244148254395
186000.0,3.13667631149292
188000.0,3.134030342102051
190000.0,3.138582706451416
192000.0,3.1342737674713135
194000.0,3.1353650093078613
196000.0,3.138380289077759
198000.0,3.13523006439209
200000.0,3.136881113052368
202000.0,3.1328682899475098
204000.0,3.138122320175171
206000.0,3.1380929946899414
208000.0,3.1341733932495117
210000.0,3.1357405185699463
212000.0,3.138956069946289
214000.0,3.135422706604004
216000.0,3.1372814178466797
218000.0,3.1354031562805176
220000.0,3.138415813446045
222000.0,3.1366488933563232
224000.0,3.1366984844207764
226000.0,3.1362743377685547
228000.0,3.1365556716918945
230000.0,3.137526512145996
232000.0,3.136320114135742
234000.0,3.134791851043701
236000.0,3.1355042457580566
238000.0,3.1370859146118164
240000.0,3.1376705169677734
242000.0,3.135805368423462
244000.0,3.1386427879333496
246000.0,3.1354947090148926
248000.0,3.1367454528808594
250000.0,3.1341257095336914
252000.0,3.134622812271118
254000.0,3.1369552612304688
256000.0,3.135873556137085
258000.0,3.138911724090576
260000.0,3.1384260654449463
262000.0,3.136211395263672
264000.0,3.13590145111084
266000.0,3.1367695331573486
268000.0,3.1345763206481934
270000.0,3.13737154006958
272000.0,3.138504981994629
274000.0,3.1368682384490967
276000.0,3.1362552642822266
278000.0,3.1366283893585205
280000.0,3.1352877616882324
282000.0,3.1363914012908936
284000.0,3.1361217498779297
286000.0,3.134584903717041
288000.0,3.137319803237915
290000.0,3.1381969451904297
292000.0,3.1363792419433594
294000.0,3.1367125511169434
296000.0,3.136227607727051
298000.0,3.136888027191162
300000.0,3.1355957984924316
302000.0,3.1359143257141113
304000.0,3.1366567611694336
306000.0,3.136369466781616
308000.0,3.136047601699829
310000.0,3.1369829177856445
312000.0,3.1364564895629883
314000.0,3.136422872543335
316000.0,3.1356027126312256
318000.0,3.135690212249756
320000.0,3.135385513305664
322000.0,3.1361403465270996
324000.0,3.136418342590332
326000.0,3.1363577842712402
328000.0,3.1358182430267334
330000.0,3.135955810546875
332000.0,3.136120557785034
334000.0,3.136718273162842
336000.0,3.136017322540283
338000.0,3.13645339012146
340000.0,3.1362197399139404
342000.0,3.136064052581787
344000.0,3.136157989501953
346000.0,3.136868715286255
348000.0,3.1361117362976074
350000.0,3.136566638946533
352000.0,3.136218547821045
354000.0,3.137094020843506
356000.0,3.1357080936431885
358000.0,3.135859727859497
360000.0,3.1359517574310303
362000.0,3.1362242698669434
364000.0,3.136363983154297
366000.0,3.136113405227661
368000.0,3.136401414871216
370000.0,3.1363420486450195
372000.0,3.1358437538146973
374000.0,3.1368613243103027
376000.0,3.137357473373413
378000.0,3.136838436126709
380000.0,3.1360971927642822
382000.0,3.136507511138916
384000.0,3.135953903198242
386000.0,3.136026382446289
388000.0,3.1356470584869385
390000.0,3.1365787982940674
392000.0,3.1360621452331543
394000.0,3.136744499206543
396000.0,3.136890411376953
398000.0,3.1356301307678223
400000.0,3.136889696121216
402000.0,3.1361255645751953
404000.0,3.1362833976745605
406000.0,3.136629343032837
408000.0,3.136312484741211
410000.0,3.1368751525878906
412000.0,3.1368942260742188
414000.0,3.1362574100494385
416000.0,3.136202573776245
418000.0,3.1359615325927734
420000.0,3.136122941970825
422000.0,3.1362791061401367
424000.0,3.136014938354492
426000.0,3.1361265182495117
428000.0,3.136080026626587
430000.0,3.136475086212158
432000.0,3.136082172393799
434000.0,3.1361708641052246
436000.0,3.1363325119018555
438000.0,3.1362128257751465
440000.0,3.136429786682129
442000.0,3.136033296585083
444000.0,3.136378526687622
446000.0,3.1364004611968994
448000.0,3.1362533569335938
450000.0,3.1364002227783203
452000.0,3.136261224746704
454000.0,3.1363706588745117
456000.0,3.135862350463867
458000.0,3.1366329193115234
460000.0,3.1357247829437256
462000.0,3.1361708641052246
464000.0,3.1364030838012695
466000.0,3.1364943981170654
468000.0,3.1360723972320557
470000.0,3.136448383331299
472000.0,3.1361799240112305
474000.0,3.1363234519958496
476000.0,3.135965585708618
478000.0,3.136251449584961
480000.0,3.136469841003418
482000.0,3.136078357696533
484000.0,3.1359310150146484
486000.0,3.1362736225128174
488000.0,3.136279344558716
490000.0,3.1363117694854736
492000.0,3.136563301086426
494000.0,3.1362180709838867
496000.0,3.136038303375244
498000.0,3.1364588737487793
500000.0,3.1365976333618164
