"step","inlet_flow"
0.0,1.3200982
1000.0,1.3129082
2000.0,1.3205621
3000.0,1.3211299
6000.0,1.3200159072875977
8000.0,1.324244737625122
10000.0,1.3080358505249023
12000.0,1.3163528442382812
14000.0,1.3155055046081543
16000.0,1.3247721195220947
18000.0,1.316199779510498
20000.0,1.3203632831573486
22000.0,1.3204933404922485
24000.0,1.3176889419555664
26000.0,1.3234405517578125
28000.0,1.3206541538238525
30000.0,1.320183277130127
32000.0,1.316006064414978
34000.0,1.321159839630127
36000.0,1.316068172454834
38000.0,1.3190970420837402
40000.0,1.3150266408920288
42000.0,1.320059061050415
44000.0,1.3189030885696411
46000.0,1.3170403242111206
48000.0,1.316904902458191
50000.0,1.3182270526885986
52000.0,1.318698525428772
54000.0,1.3199405670166016
56000.0,1.322023630142212
58000.0,1.3196803331375122
60000.0,1.3176209926605225
62000.0,1.3194448947906494
64000.0,1.3186683654785156
66000.0,1.3193295001983643
68000.0,1.3217148780822754
70000.0,1.318351149559021
72000.0,1.3193442821502686
74000.0,1.3204971551895142
76000.0,1.320898175239563
78000.0,1.3167580366134644
80000.0,1.3179121017456055
82000.0,1.3197088241577148
84000.0,1.3217077255249023
86000.0,1.3209567070007324
88000.0,1.3176841735839844
90000.0,1.3191397190093994
92000.0,1.3200833797454834
94000.0,1.3243260383605957
96000.0,1.318798303604126
98000.0,1.3182586431503296
100000.0,1.31697416305542
102000.0,1.3189098834991455
104000.0,1.3216795921325684
106000.0,1.3201940059661865
108000.0,1.3214067220687866
110000.0,1.319893479347229
112000.0,1.3189170360565186
114000.0,1.3230571746826172
116000.0,1.320876121520996
118000.0,1.322319746017456
120000.0,1.3209786415100098
122000.0,1.3197154998779297
124000.0,1.3204574584960938
126000.0,1.319930076599121
128000.0,1.3198860883712769
130000.0,1.3192739486694336
132000.0,1.3208457231521606
134000.0,1.3228634595870972
136000.0,1.319382905960083
138000.0,1.3200883865356445
140000.0,1.319808840751648
142000.0,1.320363998413086
144000.0,1.3193234205245972
146000.0,1.3212798833847046
148000.0,1.3209624290466309
150000.0,1.3207714557647705
152000.0,1.3207592964172363
154000.0,1.3185287714004517
156000.0,1.3222236633300781
158000.0,1.3212641477584839
160000.0,1.3190608024597168
162000.0,1.3200504779815674
166000.0,1.319539189338684
168000.0,1.3204317092895508
170000.0,1.320372223854065
172000.0,1.3206841945648193
174000.0,1.3259758949279785
176000.0,1.3197096586227417
178000.0,1.3205175399780273
180000.0,1.3207775354385376
182000.0,1.3199666738510132
184000.0,1.3190269470214844
186000.0,1.3215950727462769
188000.0,1.320709228515625
190000.0,1.3196293115615845
192000.0,1.3205636739730835
194000.0,1.3201134204864502
196000.0,1.3204718828201294
198000.0,1.3208329677581787
200000.0,1.3192037343978882
202000.0,1.3200663328170776
204000.0,1.3202948570251465
206000.0,1.3207683563232422
208000.0,1.3202598094940186
210000.0,1.320361614227295
212000.0,1.3207917213439941
214000.0,1.3205422163009644
216000.0,1.3206628561019897
218000.0,1.3207476139068604
220000.0,1.321626901626587
222000.0,1.32094407081604
224000.0,1.3205316066741943
226000.0,1.3209121227264404
228000.0,1.320068120956421
230000.0,1.320558786392212
232000.0,1.3207340240478516
234000.0,1.3195412158966064
236000.0,1.319676399230957
238000.0,1.3199050426483154
240000.0,1.3207217454910278
242000.0,1.320429801940918
244000.0,1.3204340934753418
246000.0,1.3201498985290527
248000.0,1.3210148811340332
250000.0,1.3210148811340332
252000.0,1.3209621906280518
254000.0,1.320314645767212
256000.0,1.3202121257781982
258000.0,1.320509672164917
260000.0,1.3198421001434326
262000.0,1.319631576538086
264000.0,1.3203861713409424
266000.0,1.3207169771194458
268000.0,1.320657730102539
270000.0,1.3209422826766968
272000.0,1.3199753761291504
274000.0,1.3204283714294434
276000.0,1.3207595348358154
278000.0,1.3209359645843506
280000.0,1.3203353881835938
282000.0,1.3203694820404053
284000.0,1.3206076622009277
286000.0,1.3206112384796143
288000.0,1.3203895092010498
290000.0,1.3202900886535645
292000.0,1.3198572397232056
294000.0,1.3210970163345337
296000.0,1.3204745054244995
298000.0,1.3206264972686768
300000.0,1.3202404975891113
302000.0,1.3202002048492432
304000.0,1.3208667039871216
306000.0,1.3201828002929688
308000.0,1.3205058574676514
310000.0,1.3208428621292114
312000.0,1.3201985359191895
314000.0,1.32037353515625
316000.0,1.3204562664031982
318000.0,1.320693016052246
320000.0,1.320295810699463
322000.0,1.3209868669509888
324000.0,1.3206664323806763
326000.0,1.320674180984497
328000.0,1.3202600479125977
330000.0,1.3208885192871094
332000.0,1.3207799196243286
334000.0,1.3206546306610107
336000.0,1.3203860521316528
338000.0,1.320359468460083
340000.0,1.320349097251892
342000.0,1.3206547498703003
344000.0,1.3201558589935303
346000.0,1.3203887939453125
348000.0,1.3203457593917847
350000.0,1.3207933902740479
352000.0,1.320266604423523
354000.0,1.3203970193862915
356000.0,1.320478916168213
358000.0,1.3209573030471802
360000.0,1.3207794427871704
362000.0,1.3206853866577148
364000.0,1.320614218711853
366000.0,1.320662021636963
368000.0,1.3205702304840088
370000.0,1.3206069469451904
372000.0,1.3204772472381592
374000.0,1.3209294080734253
376000.0,1.3205864429473877
378000.0,1.3205143213272095
380000.0,1.3203182220458984
382000.0,1.3204411268234253
384000.0,1.3208699226379395
386000.0,1.320792317390442
388000.0,1.3206067085266113
390000.0,1.3204712867736816
392000.0,1.320744514465332
394000.0,1.3204681873321533
396000.0,1.3206132650375366
