"step","upsteramPressure_Re800"
76000,3.9608366
77000,3.7344208
78000,4.005841
79000,4.0088377
80000,3.8635497
81000,3.7808537
82000,3.9442983
83000,3.89332
84000,3.8256204
85000,3.6227512
86000,3.9969878
87000,3.8529844
88000,3.8429718
89000,3.9574075
90000,3.9228535
91000,3.8492885
92000,3.9743762
93000,3.9683695
94000,3.7048683
95000,3.9130468
96000,3.911916
97000,3.9114394
98000,3.926196
99000,3.8561473
100000,3.9136386
101000,3.8414884
102000,3.8556147
103000,3.8615627
104000,3.8144681
105000,3.7792227
106000,3.8232417
107000,3.817432
108000,3.8344016
109000,3.7841978
110000,3.8959126
111000,3.903903
112000,3.9513903
113000,3.9427452
114000,3.8637314
115000,3.8632085
116000,3.8632867
117000,3.9055
118000,3.9086013
119000,3.8501139
120000,3.9438646
121000,3.9032502
122000,3.8397708
123000,3.837698
124000,3.9112558
