"Points:0","Points:1","Points:2","Pressure","Velocity:0","Velocity:1"
-5.80041409e+00, 1.77931041e-01, 0.00000000e+00, 5.95155764e+00, 1.16892898e+00, -3.27854184e-04
-5.82367182e+00, 1.35713279e-01, 0.00000000e+00, 5.95137978e+00, 9.39389884e-01, -1.42674864e-04
-5.84267473e+00, 1.71136677e-01, 0.00000000e+00, 5.95096636e+00, 1.13327765e+00, -3.96889402e-04
-5.10067701e+00, 1.82886720e-01, 0.00000000e+00, 5.94204712e+00, 1.19258642e+00, -1.43345766e-04
-5.12579632e+00, 1.39467865e-01, 0.00000000e+00, 5.94240141e+00, 9.60253537e-01, -2.32400518e-04
-5.15076256e+00, 1.82881728e-01, 0.00000000e+00, 5.94274092e+00, 1.19271028e+00, -1.57987786e-04
-5.02561045e+00, 1.39471397e-01, 0.00000000e+00, 5.94100189e+00, 9.60190654e-01, -2.07890407e-04
-5.05058479e+00, 1.82890564e-01, 0.00000000e+00, 5.94134951e+00, 1.19246066e+00, -1.31788693e-04
-5.00050116e+00, 1.82900310e-01, 0.00000000e+00, 5.94064808e+00, 1.19236922e+00, -1.23257545e-04
-5.57669258e+00, 1.39461741e-01, 0.00000000e+00, 5.94852448e+00, 9.60496008e-01, -4.58302879e-04
-5.60167313e+00, 1.82801604e-01, 0.00000000e+00, 5.94877672e+00, 1.19367170e+00, -4.02237667e-04
-5.55163383e+00, 1.82915986e-01, 0.00000000e+00, 5.94814873e+00, 1.19408524e+00, -3.37362639e-04
-5.87084723e+00, 1.38758227e-01, 0.00000000e+00, 5.95181513e+00, 9.55024898e-01, -8.27399781e-04
-5.88219070e+00, 1.90976158e-01, 0.00000000e+00, 5.95154524e+00, 1.23617852e+00, -3.88327957e-04
-5.52661324e+00, 1.39491409e-01, 0.00000000e+00, 5.94784546e+00, 9.60620105e-01, -4.12476511e-04
-5.07570124e+00, 1.39468089e-01, 0.00000000e+00, 5.94170332e+00, 9.60214138e-01, -2.19049980e-04
-5.17588949e+00, 1.39466956e-01, 0.00000000e+00, 5.94309568e+00, 9.60285902e-01, -2.47839605e-04
-5.62676716e+00, 1.39414430e-01, 0.00000000e+00, 5.94919586e+00, 9.60302293e-01, -5.22730930e-04
-5.65172625e+00, 1.82618439e-01, 0.00000000e+00, 5.94938231e+00, 1.19291759e+00, -5.13205654e-04
-4.97551584e+00, 1.39473632e-01, 0.00000000e+00, 5.94029713e+00, 9.60159838e-01, -1.98947921e-04
-4.95041466e+00, 1.82907969e-01, 0.00000000e+00, 5.93994474e+00, 1.19227302e+00, -1.18088290e-04
-5.40130663e+00, 1.82904720e-01, 0.00000000e+00, 5.94615889e+00, 1.19358540e+00, -2.56930362e-04
-5.42640638e+00, 1.39483929e-01, 0.00000000e+00, 5.94651079e+00, 9.60516870e-01, -3.43300286e-04
-5.45143509e+00, 1.82930738e-01, 0.00000000e+00, 5.94682121e+00, 1.19386744e+00, -2.80614826e-04
-5.20086384e+00, 1.82883948e-01, 0.00000000e+00, 5.94343281e+00, 1.19287312e+00, -1.75239067e-04
-5.22598743e+00, 1.39467776e-01, 0.00000000e+00, 5.94378757e+00, 9.60324645e-01, -2.64597824e-04
-5.25095797e+00, 1.82877243e-01, 0.00000000e+00, 5.94412231e+00, 1.19299150e+00, -1.94108317e-04
-4.92542315e+00, 1.39477700e-01, 0.00000000e+00, 5.93958950e+00, 9.60139215e-01, -1.92605308e-04
-4.90031719e+00, 1.82913601e-01, 0.00000000e+00, 5.93923759e+00, 1.19217277e+00, -1.16395488e-04
-5.27608585e+00, 1.39466777e-01, 0.00000000e+00, 5.94447565e+00, 9.60348308e-01, -2.81718647e-04
-5.30106831e+00, 1.82881549e-01, 0.00000000e+00, 5.94480896e+00, 1.19316471e+00, -2.13821681e-04
-5.47651386e+00, 1.39492407e-01, 0.00000000e+00, 5.94717550e+00, 9.60592687e-01, -3.75089119e-04
-5.50155735e+00, 1.82951510e-01, 0.00000000e+00, 5.94748640e+00, 1.19411862e+00, -3.04850633e-04
-5.67681646e+00, 1.39331982e-01, 0.00000000e+00, 5.94985294e+00, 9.59967077e-01, -5.87816699e-04
-5.70193100e+00, 1.82459801e-01, 0.00000000e+00, 5.95014334e+00, 1.19218314e+00, -6.10608375e-04
-5.37629557e+00, 1.39473528e-01, 0.00000000e+00, 5.94583988e+00, 9.60434020e-01, -3.18523322e-04
-5.35117912e+00, 1.82884410e-01, 0.00000000e+00, 5.94548941e+00, 1.19333076e+00, -2.34542269e-04
-5.32618952e+00, 1.39469638e-01, 0.00000000e+00, 5.94516087e+00, 9.60389674e-01, -2.99131789e-04
-4.85022545e+00, 1.82922587e-01, 0.00000000e+00, 5.93852711e+00, 1.19209623e+00, -1.18479737e-04
-4.87532520e+00, 1.39479443e-01, 0.00000000e+00, 5.93887806e+00, 9.60107625e-01, -1.88976555e-04
-5.91584396e+00, 1.43387958e-01, 0.00000000e+00, 5.95372963e+00, 9.78941977e-01, -1.60596520e-03
-5.92632866e+00, 1.86496019e-01, 0.00000000e+00, 5.95304775e+00, 1.21547592e+00, -7.67831225e-04
-5.72670794e+00, 1.39086291e-01, 0.00000000e+00, 5.95053816e+00, 9.58777428e-01, -5.54018421e-04
-5.75220108e+00, 1.81944832e-01, 0.00000000e+00, 5.95115757e+00, 1.18942237e+00, -5.73719561e-04
-5.77584219e+00, 1.37847707e-01, 0.00000000e+00, 5.95115328e+00, 9.51949835e-01, -3.12582764e-04
-4.82523108e+00, 1.39483050e-01, 0.00000000e+00, 5.93816328e+00, 9.60088789e-01, -1.88119549e-04
-5.95942640e+00, 1.58543304e-01, 0.00000000e+00, 5.95481062e+00, 1.06632411e+00, -1.78515166e-03
-5.65186310e+00, 9.60242599e-02, 0.00000000e+00, 5.94953489e+00, 7.05001056e-01, -4.69508494e-04
-5.35127783e+00, 9.60242599e-02, 0.00000000e+00, 5.94551086e+00, 7.06124187e-01, -2.73685786e-04
-4.95049715e+00, 9.60242599e-02, 0.00000000e+00, 5.93994474e+00, 7.06800461e-01, -1.87981146e-04
-5.05069208e+00, 9.60242599e-02, 0.00000000e+00, 5.94135714e+00, 7.06659436e-01, -2.02056166e-04
-5.55166817e+00, 9.60242599e-02, 0.00000000e+00, 5.94819736e+00, 7.05574870e-01, -3.91584239e-04
-5.45147276e+00, 9.60242599e-02, 0.00000000e+00, 5.94686222e+00, 7.05899477e-01, -3.16597347e-04
-5.25108242e+00, 9.60242599e-02, 0.00000000e+00, 5.94413996e+00, 7.06325531e-01, -2.46286130e-04
-4.85030174e+00, 9.60242599e-02, 0.00000000e+00, 5.93851900e+00, 7.06930876e-01, -1.80721880e-04
-5.15088749e+00, 9.60242599e-02, 0.00000000e+00, 5.94275570e+00, 7.06503510e-01, -2.21730472e-04
-5.90233946e+00, 9.60242599e-02, 0.00000000e+00, 5.95380974e+00, 7.09814668e-01, -1.25643029e-03
-5.85225344e+00, 9.60242599e-02, 0.00000000e+00, 5.95255327e+00, 7.05847025e-01, -6.02272630e-04
-5.30118036e+00, 9.60242599e-02, 0.00000000e+00, 5.94482708e+00, 7.06227124e-01, -2.59601627e-04
-5.10079002e+00, 9.60242599e-02, 0.00000000e+00, 5.94205809e+00, 7.06583381e-01, -2.11213192e-04
-5.20098495e+00, 9.60242599e-02, 0.00000000e+00, 5.94344997e+00, 7.06417441e-01, -2.33536033e-04
-5.60176563e+00, 9.60242599e-02, 0.00000000e+00, 5.94887590e+00, 7.05321431e-01, -4.28588944e-04
-4.90039968e+00, 9.60242599e-02, 0.00000000e+00, 5.93923378e+00, 7.06866086e-01, -1.83447410e-04
-5.40137529e+00, 9.60242599e-02, 0.00000000e+00, 5.94619036e+00, 7.06015646e-01, -2.91078788e-04
-5.00059462e+00, 9.60242599e-02, 0.00000000e+00, 5.94065237e+00, 7.06731200e-01, -1.94262480e-04
-5.50157070e+00, 9.60242599e-02, 0.00000000e+00, 5.94752836e+00, 7.05760360e-01, -3.52107338e-04
-5.70196104e+00, 9.60242599e-02, 0.00000000e+00, 5.95011950e+00, 7.04577088e-01, -5.08361030e-04
-5.75205851e+00, 9.60242599e-02, 0.00000000e+00, 5.95067549e+00, 7.03947008e-01, -4.72243235e-04
-5.80215597e+00, 9.60242599e-02, 0.00000000e+00, 5.95141840e+00, 7.03599155e-01, -3.71952890e-04
-5.95232487e+00, 9.60242599e-02, 0.00000000e+00, 5.95299959e+00, 7.14344859e-01, -1.83914008e-03
-6.00000000e+00, 9.60242599e-02, 0.00000000e+00, 5.95275211e+00, 6.94276512e-01, -1.00249235e-04
-6.00000000e+00, 1.41184211e-01, 0.00000000e+00, 5.95578909e+00, 9.68975544e-01, -1.33146637e-03
-6.00000000e+00, 1.89133570e-01, 0.00000000e+00, 5.96006107e+00, 1.22708750e+00, -5.47346775e-04
-3.89836454e+00, 1.83010682e-01, 0.00000000e+00, 5.92412519e+00, 1.19288063e+00, -9.98325064e-04
-3.92346668e+00, 1.39509127e-01, 0.00000000e+00, 5.92445946e+00, 9.61451530e-01, -7.50231848e-04
-3.94845104e+00, 1.83009669e-01, 0.00000000e+00, 5.92494535e+00, 1.19266474e+00, -9.02148138e-04
-3.97356033e+00, 1.39509827e-01, 0.00000000e+00, 5.92528057e+00, 9.61216629e-01, -6.84062543e-04
-3.99854946e+00, 1.83006197e-01, 0.00000000e+00, 5.92575550e+00, 1.19246626e+00, -8.12914339e-04
-4.19894409e+00, 1.82989910e-01, 0.00000000e+00, 5.92891264e+00, 1.19192481e+00, -5.20570087e-04
-4.22405291e+00, 1.39503747e-01, 0.00000000e+00, 5.92925167e+00, 9.60392356e-01, -4.24910948e-04
-4.24903965e+00, 1.82985708e-01, 0.00000000e+00, 5.92968369e+00, 1.19184673e+00, -4.61847463e-04
-4.27414894e+00, 1.39502481e-01, 0.00000000e+00, 5.93002367e+00, 9.60294545e-01, -3.85935535e-04
-4.29914522e+00, 1.82980120e-01, 0.00000000e+00, 5.93044806e+00, 1.19178164e+00, -4.08360327e-04
-4.32424831e+00, 1.39499813e-01, 0.00000000e+00, 5.93078899e+00, 9.60207403e-01, -3.50823975e-04
-4.34923697e+00, 1.82973325e-01, 0.00000000e+00, 5.93120670e+00, 1.19172931e+00, -3.59903206e-04
-4.49952984e+00, 1.82959855e-01, 0.00000000e+00, 5.93344975e+00, 1.19170964e+00, -2.42720795e-04
-4.52463770e+00, 1.39494166e-01, 0.00000000e+00, 5.93379354e+00, 9.60040450e-01, -2.46438693e-04
-4.54962540e+00, 1.82955906e-01, 0.00000000e+00, 5.93418741e+00, 1.19173610e+00, -2.12718762e-04
-4.14884853e+00, 1.82994768e-01, 0.00000000e+00, 5.92813492e+00, 1.19202805e+00, -5.84739144e-04
-4.17395353e+00, 1.39505580e-01, 0.00000000e+00, 5.92847300e+00, 9.60513353e-01, -4.67902748e-04
-4.37434340e+00, 1.39498115e-01, 0.00000000e+00, 5.93154812e+00, 9.60142434e-01, -3.19370825e-04
-4.39933729e+00, 1.82968348e-01, 0.00000000e+00, 5.93195963e+00, 1.19170403e+00, -3.16197809e-04
-4.57473469e+00, 1.39492482e-01, 0.00000000e+00, 5.93453264e+00, 9.60028708e-01, -2.28997582e-04
-4.59972906e+00, 1.82949305e-01, 0.00000000e+00, 5.93492079e+00, 1.19176257e+00, -1.86974154e-04
-4.47453785e+00, 1.39495149e-01, 0.00000000e+00, 5.93305016e+00, 9.60059524e-01, -2.67220777e-04
-4.44942856e+00, 1.82963073e-01, 0.00000000e+00, 5.93270731e+00, 1.19169390e+00, -2.77176383e-04
-4.42444229e+00, 1.39496252e-01, 0.00000000e+00, 5.93230200e+00, 9.60091949e-01, -2.91509961e-04
-3.77318096e+00, 1.39515758e-01, 0.00000000e+00, 5.92193317e+00, 9.62402463e-01, -9.83556965e-04
-3.79817748e+00, 1.83024064e-01, 0.00000000e+00, 5.92245531e+00, 1.19346726e+00, -1.21414918e-03
-3.74808621e+00, 1.83029398e-01, 0.00000000e+00, 5.92160273e+00, 1.19380736e+00, -1.33486313e-03
-4.69992590e+00, 1.82936952e-01, 0.00000000e+00, 5.93637514e+00, 1.19185650e+00, -1.47624407e-04
-4.72503376e+00, 1.39486820e-01, 0.00000000e+00, 5.93672276e+00, 9.60044801e-01, -1.95227374e-04
-4.75002813e+00, 1.82933226e-01, 0.00000000e+00, 5.93709612e+00, 1.19193208e+00, -1.34052912e-04
-4.09875393e+00, 1.82997242e-01, 0.00000000e+00, 5.92734957e+00, 1.19214213e+00, -6.54550386e-04
-4.12385750e+00, 1.39506504e-01, 0.00000000e+00, 5.92768717e+00, 9.60651159e-01, -5.15047053e-04
-4.80013084e+00, 1.82928294e-01, 0.00000000e+00, 5.93781376e+00, 1.19201183e+00, -1.24381942e-04
-3.82327819e+00, 1.39512569e-01, 0.00000000e+00, 5.92278719e+00, 9.62044656e-01, -8.99600098e-04
-3.84827638e+00, 1.83014795e-01, 0.00000000e+00, 5.92329597e+00, 1.19314396e+00, -1.10207289e-03
-4.62483644e+00, 1.39491037e-01, 0.00000000e+00, 5.93526697e+00, 9.60028291e-01, -2.14621512e-04
-4.64983273e+00, 1.82945013e-01, 0.00000000e+00, 5.93564987e+00, 1.19181299e+00, -1.65227335e-04
-4.67493343e+00, 1.39487997e-01, 0.00000000e+00, 5.93599701e+00, 9.60027754e-01, -2.03350501e-04
-3.87337136e+00, 1.39510676e-01, 0.00000000e+00, 5.92362881e+00, 9.61730182e-01, -8.21902999e-04
-3.72308779e+00, 1.39516190e-01, 0.00000000e+00, 5.92106676e+00, 9.62784708e-01, -1.07392971e-03
-4.02365971e+00, 1.39508650e-01, 0.00000000e+00, 5.92609167e+00, 9.61000860e-01, -6.22896478e-04
-4.04865122e+00, 1.83001950e-01, 0.00000000e+00, 5.92655706e+00, 1.19229209e+00, -7.30448228e-04
-4.77513123e+00, 1.39484540e-01, 0.00000000e+00, 5.93744516e+00, 9.60061967e-01, -1.90178864e-04
-4.07375717e+00, 1.39508113e-01, 0.00000000e+00, 5.92689371e+00, 9.60816324e-01, -5.66617644e-04
-3.94854546e+00, 9.60242599e-02, 0.00000000e+00, 5.92483377e+00, 7.09379971e-01, -4.91621438e-04
-4.24913073e+00, 9.60242599e-02, 0.00000000e+00, 5.92961550e+00, 7.08050370e-01, -3.02222965e-04
-4.54971647e+00, 9.60242599e-02, 0.00000000e+00, 5.93415213e+00, 7.07350254e-01, -2.04138734e-04
-3.74815512e+00, 9.60242599e-02, 0.00000000e+00, 5.92145157e+00, 7.10832238e-01, -6.85480016e-04
-4.34932613e+00, 9.60242599e-02, 0.00000000e+00, 5.93114996e+00, 7.07764268e-01, -2.60475033e-04
-4.44952106e+00, 9.60242599e-02, 0.00000000e+00, 5.93266153e+00, 7.07535326e-01, -2.27891607e-04
-4.14893579e+00, 9.60242599e-02, 0.00000000e+00, 5.92805386e+00, 7.08405077e-01, -3.53980053e-04
-3.79825282e+00, 9.60242599e-02, 0.00000000e+00, 5.92231512e+00, 7.10415781e-01, -6.31095783e-04
-4.59981394e+00, 9.60242599e-02, 0.00000000e+00, 5.93489027e+00, 7.07269430e-01, -1.95383764e-04
-4.39942360e+00, 9.60242599e-02, 0.00000000e+00, 5.93190861e+00, 7.07643509e-01, -2.43071685e-04
-4.29922867e+00, 9.60242599e-02, 0.00000000e+00, 5.93038559e+00, 7.07899690e-01, -2.80157925e-04
-4.49961901e+00, 9.60242599e-02, 0.00000000e+00, 5.93340921e+00, 7.07438290e-01, -2.14928121e-04
-4.19903326e+00, 9.60242599e-02, 0.00000000e+00, 5.92883825e+00, 7.08218396e-01, -3.26813577e-04
-4.80020428e+00, 9.60242599e-02, 0.00000000e+00, 5.93780088e+00, 7.06994474e-01, -1.79787428e-04
-4.75010681e+00, 9.60242599e-02, 0.00000000e+00, 5.93707943e+00, 7.07058787e-01, -1.80775096e-04
-4.04874039e+00, 9.60242599e-02, 0.00000000e+00, 5.92646122e+00, 7.08842993e-01, -4.16609371e-04
-4.09883833e+00, 9.60242599e-02, 0.00000000e+00, 5.92726183e+00, 7.08612859e-01, -3.83856444e-04
-3.99864292e+00, 9.60242599e-02, 0.00000000e+00, 5.92565250e+00, 7.09098399e-01, -4.52360313e-04
-3.84835029e+00, 9.60242599e-02, 0.00000000e+00, 5.92316580e+00, 7.10035503e-01, -5.80723863e-04
-3.89844799e+00, 9.60242599e-02, 0.00000000e+00, 5.92400503e+00, 7.09691465e-01, -5.34319784e-04
-4.70000935e+00, 9.60242599e-02, 0.00000000e+00, 5.93635368e+00, 7.07124591e-01, -1.83727359e-04
-4.64991140e+00, 9.60242599e-02, 0.00000000e+00, 5.93562412e+00, 7.07194686e-01, -1.88622085e-04
-4.82504416e+00, 2.26332441e-01, 0.00000000e+00, 5.93818092e+00, 1.39791977e+00, -1.05744148e-05
-4.77495623e+00, 2.26347476e-01, 0.00000000e+00, 5.93746996e+00, 1.39786613e+00, -2.73386759e-05
-4.52444315e+00, 2.26409256e-01, 0.00000000e+00, 5.93385744e+00, 1.39771545e+00, -1.79766284e-04
-4.47434855e+00, 2.26418585e-01, 0.00000000e+00, 5.93312311e+00, 1.39771187e+00, -2.24850723e-04
-4.27396679e+00, 2.26468474e-01, 0.00000000e+00, 5.93013382e+00, 1.39791012e+00, -4.59356233e-04
-4.22386074e+00, 2.26479217e-01, 0.00000000e+00, 5.92937231e+00, 1.39799559e+00, -5.32691018e-04
-3.92328691e+00, 2.26541147e-01, 0.00000000e+00, 5.92465734e+00, 1.39895010e+00, -1.12044462e-03
-3.97337103e+00, 2.26533785e-01, 0.00000000e+00, 5.92546320e+00, 1.39874375e+00, -1.00274081e-03
-4.02347898e+00, 2.26520956e-01, 0.00000000e+00, 5.92626047e+00, 1.39853907e+00, -8.93473567e-04
-4.17377090e+00, 2.26492330e-01, 0.00000000e+00, 5.92860508e+00, 1.39811122e+00, -6.12403906e-04
-4.12367678e+00, 2.26501554e-01, 0.00000000e+00, 5.92783070e+00, 1.39823008e+00, -6.98848977e-04
-4.32407522e+00, 2.26456091e-01, 0.00000000e+00, 5.93088913e+00, 1.39783549e+00, -3.92124464e-04
-3.87321043e+00, 2.26546869e-01, 0.00000000e+00, 5.92384195e+00, 1.39917755e+00, -1.24694908e-03
-4.57456064e+00, 2.26398677e-01, 0.00000000e+00, 5.93458843e+00, 1.39772773e+00, -1.39778727e-04
-4.62465000e+00, 2.26380959e-01, 0.00000000e+00, 5.93531466e+00, 1.39772177e+00, -1.04724168e-04
-4.87515545e+00, 2.26323083e-01, 0.00000000e+00, 5.93888903e+00, 1.39800978e+00, 2.04368052e-06
-4.37415886e+00, 2.26440236e-01, 0.00000000e+00, 5.93163919e+00, 1.39776325e+00, -3.30862007e-04
-4.42426109e+00, 2.26429403e-01, 0.00000000e+00, 5.93238354e+00, 1.39772975e+00, -2.75164843e-04
-3.77301955e+00, 2.26578459e-01, 0.00000000e+00, 5.92218208e+00, 1.39981222e+00, -1.52931490e-03
-3.82311583e+00, 2.26561785e-01, 0.00000000e+00, 5.92301750e+00, 1.39947510e+00, -1.38296967e-03
-4.72484684e+00, 2.26356089e-01, 0.00000000e+00, 5.93675518e+00, 1.39779460e+00, -4.84768316e-05
-4.67475939e+00, 2.26371959e-01, 0.00000000e+00, 5.93603706e+00, 1.39776695e+00, -7.42425618e-05
-3.72292423e+00, 2.26591527e-01, 0.00000000e+00, 5.92133427e+00, 1.40016615e+00, -1.68661622e-03
-4.07358742e+00, 2.26508766e-01, 0.00000000e+00, 5.92704916e+00, 1.39836180e+00, -7.92329898e-04
-5.07548285e+00, 2.26256996e-01, 0.00000000e+00, 5.94168997e+00, 1.39834559e+00, 1.04951259e-05
-5.12555790e+00, 2.26243079e-01, 0.00000000e+00, 5.94238186e+00, 1.39846456e+00, 3.20319054e-06
-5.17566061e+00, 2.26240784e-01, 0.00000000e+00, 5.94307280e+00, 1.39864564e+00, -7.41763415e-06
-5.42628479e+00, 2.26293862e-01, 0.00000000e+00, 5.94646740e+00, 1.39996934e+00, -1.03591818e-04
-5.37612486e+00, 2.26247132e-01, 0.00000000e+00, 5.94580412e+00, 1.39953041e+00, -7.95386877e-05
-4.97531462e+00, 2.26287499e-01, 0.00000000e+00, 5.94029427e+00, 1.39814711e+00, 1.39883523e-05
-4.92523861e+00, 2.26305917e-01, 0.00000000e+00, 5.93959332e+00, 1.39807642e+00, 1.02651793e-05
-5.02541161e+00, 2.26277918e-01, 0.00000000e+00, 5.94099331e+00, 1.39826596e+00, 1.40909169e-05
-5.52659273e+00, 2.26378679e-01, 0.00000000e+00, 5.94777536e+00, 1.40079105e+00, -1.64725629e-04
-5.57661629e+00, 2.26261735e-01, 0.00000000e+00, 5.94834948e+00, 1.40048325e+00, -2.34536594e-04
-5.62652016e+00, 2.25923553e-01, 0.00000000e+00, 5.94885445e+00, 1.39916599e+00, -3.53794137e-04
-5.83345699e+00, 2.10967317e-01, 0.00000000e+00, 5.95091105e+00, 1.33259487e+00, 2.78748248e-05
-5.86884594e+00, 2.49507442e-01, 0.00000000e+00, 5.95093584e+00, 1.50088310e+00, 2.84905225e-04
-5.47646475e+00, 2.26361632e-01, 0.00000000e+00, 5.94713020e+00, 1.40049744e+00, -1.28546555e-04
-5.78139734e+00, 2.25451246e-01, 0.00000000e+00, 5.95230913e+00, 1.39742506e+00, -1.04039631e-04
-5.22576571e+00, 2.26235658e-01, 0.00000000e+00, 5.94376230e+00, 1.39882338e+00, -2.10828148e-05
-5.32599306e+00, 2.26231948e-01, 0.00000000e+00, 5.94513226e+00, 1.39923465e+00, -5.69939366e-05
-5.27586269e+00, 2.26223513e-01, 0.00000000e+00, 5.94444990e+00, 1.39897823e+00, -3.75315867e-05
-5.72737694e+00, 2.25442603e-01, 0.00000000e+00, 5.95088434e+00, 1.39692211e+00, -4.13465168e-04
-5.67649221e+00, 2.25456700e-01, 0.00000000e+00, 5.94955444e+00, 1.39714396e+00, -4.62722615e-04
-5.91704512e+00, 2.30011538e-01, 0.00000000e+00, 5.95220375e+00, 1.42095947e+00, 1.33560592e-04
-5.96041012e+00, 2.10120991e-01, 0.00000000e+00, 5.95458984e+00, 1.32981598e+00, -3.43429943e-04
-6.00000000e+00, 2.37082914e-01, 0.00000000e+00, 5.96104336e+00, 1.44680810e+00, -1.64811558e-04
-3.02171516e+00, 1.39547408e-01, 0.00000000e+00, 5.90690517e+00, 9.74392772e-01, -3.33765172e-03
-3.04670930e+00, 1.83124632e-01, 0.00000000e+00, 5.90777683e+00, 1.20424736e+00, -4.33322508e-03
-2.99661732e+00, 1.83122009e-01, 0.00000000e+00, 5.90658855e+00, 1.20551229e+00, -4.67632432e-03
-3.07181001e+00, 1.39548451e-01, 0.00000000e+00, 5.90809345e+00, 9.73064542e-01, -3.09472252e-03
-3.49758554e+00, 1.83056846e-01, 0.00000000e+00, 5.91712952e+00, 1.19614649e+00, -2.08912790e-03
-3.47258949e+00, 1.39526695e-01, 0.00000000e+00, 5.91650867e+00, 9.65434551e-01, -1.64152146e-03
-3.52269101e+00, 1.39524296e-01, 0.00000000e+00, 5.91745424e+00, 9.64798927e-01, -1.51094515e-03
-2.59591222e+00, 1.82861090e-01, 0.00000000e+00, 5.89549971e+00, 1.21878088e+00, -8.54471046e-03
-2.62095594e+00, 1.39468700e-01, 0.00000000e+00, 5.89576674e+00, 9.89202082e-01, -6.08762121e-03
-2.64600229e+00, 1.82896540e-01, 0.00000000e+00, 5.89708662e+00, 1.21661842e+00, -7.89887365e-03
-3.09680915e+00, 1.83112919e-01, 0.00000000e+00, 5.90892839e+00, 1.20300877e+00, -4.01170179e-03
-3.54769206e+00, 1.83049560e-01, 0.00000000e+00, 5.91805601e+00, 1.19557440e+00, -1.91570667e-03
-3.44748664e+00, 1.83059350e-01, 0.00000000e+00, 5.91618538e+00, 1.19674861e+00, -2.27514049e-03
-2.97161698e+00, 1.39548391e-01, 0.00000000e+00, 5.90567875e+00, 9.75840926e-01, -3.59706301e-03
-2.94652271e+00, 1.83115751e-01, 0.00000000e+00, 5.90536213e+00, 1.20686388e+00, -5.04203886e-03
-2.67104983e+00, 1.39482856e-01, 0.00000000e+00, 5.89735842e+00, 9.86834884e-01, -5.62969223e-03
-2.69608307e+00, 1.82955861e-01, 0.00000000e+00, 5.89859438e+00, 1.21475601e+00, -7.31079001e-03
-3.22210121e+00, 1.39535487e-01, 0.00000000e+00, 5.91145372e+00, 9.69574988e-01, -2.45473534e-03
-3.24709511e+00, 1.83083043e-01, 0.00000000e+00, 5.91219616e+00, 1.19984531e+00, -3.16465064e-03
-3.19699812e+00, 1.83095783e-01, 0.00000000e+00, 5.91113663e+00, 1.20083117e+00, -3.42871016e-03
-3.29719090e+00, 1.83074623e-01, 0.00000000e+00, 5.91322851e+00, 1.19895732e+00, -2.91843479e-03
-3.27219677e+00, 1.39533505e-01, 0.00000000e+00, 5.91251421e+00, 9.68599558e-01, -2.26824591e-03
-3.32229590e+00, 1.39528587e-01, 0.00000000e+00, 5.91354799e+00, 9.67686236e-01, -2.09421432e-03
-2.72114062e+00, 1.39502972e-01, 0.00000000e+00, 5.89887953e+00, 9.84683394e-01, -5.21311630e-03
-2.74616051e+00, 1.83017001e-01, 0.00000000e+00, 5.90003967e+00, 1.21306300e+00, -6.77914405e-03
-3.34729171e+00, 1.83064431e-01, 0.00000000e+00, 5.91423607e+00, 1.19813001e+00, -2.68867728e-03
-2.89642763e+00, 1.83104590e-01, 0.00000000e+00, 5.90409565e+00, 1.20830095e+00, -5.43207210e-03
-2.92152071e+00, 1.39543355e-01, 0.00000000e+00, 5.90441227e+00, 9.77371037e-01, -3.87406652e-03
-3.42249274e+00, 1.39525190e-01, 0.00000000e+00, 5.91554308e+00, 9.66108501e-01, -1.78167829e-03
-3.39739132e+00, 1.83058888e-01, 0.00000000e+00, 5.91522074e+00, 1.19739306e+00, -2.47459044e-03
-3.12190890e+00, 1.39542162e-01, 0.00000000e+00, 5.90924549e+00, 9.71797585e-01, -2.86711031e-03
-3.14690638e+00, 1.83102146e-01, 0.00000000e+00, 5.91004753e+00, 1.20186555e+00, -3.71074677e-03
-2.77123189e+00, 1.39521554e-01, 0.00000000e+00, 5.90033960e+00, 9.82688010e-01, -4.83515486e-03
-3.17200375e+00, 1.39540881e-01, 0.00000000e+00, 5.91036463e+00, 9.70653057e-01, -2.65421695e-03
-3.57279038e+00, 1.39523461e-01, 0.00000000e+00, 5.91838169e+00, 9.64227438e-01, -1.38934795e-03
-3.59779692e+00, 1.83042943e-01, 0.00000000e+00, 5.91896534e+00, 1.19505656e+00, -1.75416470e-03
-3.62289214e+00, 1.39519989e-01, 0.00000000e+00, 5.91929245e+00, 9.63693500e-01, -1.27617887e-03
-3.64789844e+00, 1.83036402e-01, 0.00000000e+00, 5.91985846e+00, 1.19458628e+00, -1.60391559e-03
-2.82132578e+00, 1.39533058e-01, 0.00000000e+00, 5.90174532e+00, 9.80803609e-01, -4.48972685e-03
-2.84633088e+00, 1.83092341e-01, 0.00000000e+00, 5.90278673e+00, 1.20984972e+00, -5.84868295e-03
-2.79624200e+00, 1.83063671e-01, 0.00000000e+00, 5.90143538e+00, 1.21143734e+00, -6.29520603e-03
-3.69799638e+00, 1.83031127e-01, 0.00000000e+00, 5.92073679e+00, 1.19416726e+00, -1.46447401e-03
-3.37239289e+00, 1.39527619e-01, 0.00000000e+00, 5.91455698e+00, 9.66867685e-01, -1.93228433e-03
-2.87142158e+00, 1.39541700e-01, 0.00000000e+00, 5.90310192e+00, 9.79041874e-01, -4.17086994e-03
-3.67298937e+00, 1.39518872e-01, 0.00000000e+00, 5.92018700e+00, 9.63221133e-01, -1.17122638e-03
-2.69610596e+00, 9.60242599e-02, 0.00000000e+00, 5.89790535e+00, 7.35444009e-01, -3.48539208e-03
