"step","downstreamPressureDiff_DP112_909.99999999999989_0.76_0.2915"
0.0,-1.2792821
1000.0,-0.8056408
2000.0,-0.80484176
3000.0,-0.8235439
4000.0,-0.7728187
5000.0,-0.807002
6000.0,-0.8144296
7000.0,-0.82493186
8000.0,-0.8216512
9000.0,-0.8267634
10000.0,-0.83156484
11000.0,-0.8515274
12000.0,-0.8496046
13000.0,-0.8503505
14000.0,-0.852803
15000.0,-0.85171694
16000.0,-0.84872776
17000.0,-0.8731813
18000.0,-0.85011643
19000.0,-0.8665029
20000.0,-0.87111974
21000.0,-0.86905944
22000.0,-0.872259
23000.0,-0.866452
24000.0,-0.87315
25000.0,-0.8699815
26000.0,-0.8693603
27000.0,-0.87288094
28000.0,-0.8756566643714905
29000.0,-0.8844449520111084
30000.0,-0.8739992380142212
31000.0,-0.8816565275192261
32000.0,-0.8830254673957825
33000.0,-0.8807864785194397
34000.0,-0.8852814435958862
35000.0,-0.8776367902755737
36000.0,-0.8853917121887207
37000.0,-0.8866268992424011
38000.0,-0.8942433595657349
39000.0,-0.8832341432571411
40000.0,-0.8856706023216248
41000.0,-0.8853644132614136
42000.0,-0.8793262243270874
43000.0,-0.8874332904815674
44000.0,-0.8894065022468567
45000.0,-0.8867090940475464
46000.0,-0.8871669769287109
47000.0,-0.8895586133003235
48000.0,-0.890890896320343
49000.0,-0.8908098340034485
50000.0,-0.8928141593933105
51000.0,-0.892849326133728
52000.0,-0.8946499824523926
53000.0,-0.8911359310150146
54000.0,-0.8924980163574219
55000.0,-0.8894808292388916
56000.0,-0.8908001780509949
57000.0,-0.8912689685821533
58000.0,-0.8914353847503662
59000.0,-0.8965072631835938
60000.0,-0.8922306299209595
61000.0,-0.8918679356575012
62000.0,-0.8947115540504456
63000.0,-0.8945248126983643
64000.0,-0.8924750089645386
65000.0,-0.8937942981719971
66000.0,-0.897391676902771
67000.0,-0.8966068029403687
68000.0,-0.8933689594268799
69000.0,-0.8939223289489746
70000.0,-0.89483642578125
71000.0,-0.8920664191246033
72000.0,-0.8952683806419373
73000.0,-0.891942024230957
74000.0,-0.8949515223503113
75000.0,-0.8937132954597473
76000.0,-0.8964293003082275
77000.0,-0.8940759897232056
78000.0,-0.8941345810890198
79000.0,-0.8974513411521912
80000.0,-0.8941625356674194
81000.0,-0.8956315517425537
82000.0,-0.8959801197052002
83000.0,-0.8972716331481934
84000.0,-0.8946799635887146
85000.0,-0.8947568535804749
86000.0,-0.8955081105232239
87000.0,-0.8958339095115662
88000.0,-0.8979277610778809
89000.0,-0.8969160318374634
90000.0,-0.8958461284637451
91000.0,-0.8947538733482361
92000.0,-0.8953534960746765
93000.0,-0.895465612411499
94000.0,-0.8971185684204102
95000.0,-0.8972178101539612
96000.0,-0.897219181060791
97000.0,-0.8959901928901672
98000.0,-0.8980051875114441
99000.0,-0.8958240747451782
100000.0,-0.8975362181663513
101000.0,-0.8942622542381287
102000.0,-0.8962031602859497
103000.0,-0.896835446357727
104000.0,-0.8981115818023682
105000.0,-0.8969465494155884
106000.0,-0.898975133895874
107000.0,-0.8949642181396484
108000.0,-0.8967320322990417
109000.0,-0.8972495794296265
110000.0,-0.8977504372596741
111000.0,-0.8976300358772278
112000.0,-0.8969718217849731
113000.0,-0.8978431224822998
114000.0,-0.8974321484565735
115000.0,-0.8989425301551819
116000.0,-0.8986992835998535
117000.0,-0.8958452939987183
118000.0,-0.8959293961524963
119000.0,-0.8979316353797913
120000.0,-0.8971813917160034
121000.0,-0.8985295295715332
122000.0,-0.8969205021858215
123000.0,-0.8980109095573425
124000.0,-0.8974552750587463
125000.0,-0.8964097499847412
126000.0,-0.896693229675293
127000.0,-0.8978654146194458
128000.0,-0.8979216814041138
129000.0,-0.8987158536911011
130000.0,-0.898015558719635
131000.0,-0.8975483179092407
132000.0,-0.8980932831764221
133000.0,-0.898019015789032
134000.0,-0.8979710340499878
135000.0,-0.8996688723564148
136000.0,-0.8990888595581055
137000.0,-0.899056077003479
138000.0,-0.8985151052474976
139000.0,-0.8975311517715454
140000.0,-0.8993749022483826
141000.0,-0.8978664875030518
142000.0,-0.8983128070831299
143000.0,-0.9007269740104675
144000.0,-0.8985946178436279
145000.0,-0.8969745635986328
146000.0,-0.8983919024467468
147000.0,-0.8976550102233887
148000.0,-0.8991475105285645
149000.0,-0.8987674713134766
150000.0,-0.8984687328338623
151000.0,-0.8981902003288269
152000.0,-0.8983789682388306
153000.0,-0.8988722562789917
154000.0,-0.8974936008453369
155000.0,-0.898583173751831
156000.0,-0.8990052938461304
157000.0,-0.8983467817306519
158000.0,-0.8991174697875977
