"step","downstreamPressureDiff_DP114_730_0.22666666666666668_0.3135"
0.0,-1.3206115
1000.0,-0.743277
2000.0,-0.7511625
3000.0,-0.78652954
4000.0,-0.7425815
5000.0,-0.7821102
6000.0,-0.78015476
7000.0,-0.7784375
8000.0,-0.7740307
9000.0,-0.7727233
10000.0,-0.78517747
11000.0,-0.7959166
12000.0,-0.7930784
13000.0,-0.7908753
14000.0,-0.7819396
15000.0,-0.7832837
16000.0,-0.78208256
17000.0,-0.7987455
18000.0,-0.7705832
19000.0,-0.78674614
20000.0,-0.78846496
21000.0,-0.7866707
22000.0,-0.78883994
23000.0,-0.7779304
24000.0,-0.78496397
25000.0,-0.77873707
26000.0,-0.7780614
27000.0,-0.77899283
28000.0,-0.7829678058624268
29000.0,-0.7865762710571289
30000.0,-0.7772738337516785
31000.0,-0.7861344814300537
32000.0,-0.7851830720901489
33000.0,-0.7810678482055664
34000.0,-0.7875149250030518
35000.0,-0.7766610383987427
36000.0,-0.7844693660736084
37000.0,-0.7836147546768188
38000.0,-0.7909857630729675
39000.0,-0.7805856466293335
40000.0,-0.7829813361167908
41000.0,-0.7801132798194885
42000.0,-0.7740452885627747
43000.0,-0.7799118161201477
44000.0,-0.7835570573806763
45000.0,-0.7786953449249268
46000.0,-0.7796825766563416
47000.0,-0.7800793647766113
48000.0,-0.7818080186843872
49000.0,-0.7800680994987488
50000.0,-0.7830538749694824
51000.0,-0.7827510833740234
52000.0,-0.7873355150222778
53000.0,-0.7811164259910583
54000.0,-0.7823551893234253
55000.0,-0.7789279222488403
56000.0,-0.7787168025970459
57000.0,-0.7790075540542603
58000.0,-0.7798307538032532
59000.0,-0.7828584313392639
60000.0,-0.7789564728736877
61000.0,-0.7801789045333862
62000.0,-0.7827819585800171
63000.0,-0.7812900543212891
64000.0,-0.7795949578285217
65000.0,-0.7803036570549011
66000.0,-0.7839940190315247
67000.0,-0.7819358110427856
68000.0,-0.7799485325813293
69000.0,-0.7808362245559692
70000.0,-0.7803306579589844
71000.0,-0.7775189876556396
72000.0,-0.780867338180542
73000.0,-0.7776106595993042
74000.0,-0.7824530601501465
75000.0,-0.7780388593673706
76000.0,-0.7815963625907898
77000.0,-0.7801953554153442
78000.0,-0.7787662148475647
79000.0,-0.781611442565918
80000.0,-0.7786765694618225
81000.0,-0.7801621556282043
82000.0,-0.7798998355865479
83000.0,-0.7815776467323303
84000.0,-0.7788132429122925
85000.0,-0.7780548334121704
86000.0,-0.7791860103607178
87000.0,-0.7800107002258301
88000.0,-0.7814337015151978
89000.0,-0.781008780002594
90000.0,-0.7802069187164307
91000.0,-0.7787302732467651
92000.0,-0.7787627577781677
93000.0,-0.7786678075790405
94000.0,-0.7804688811302185
95000.0,-0.781022310256958
96000.0,-0.7810336947441101
97000.0,-0.7794677019119263
98000.0,-0.7817059755325317
99000.0,-0.7793433666229248
100000.0,-0.780361533164978
101000.0,-0.7773348093032837
102000.0,-0.7798593640327454
103000.0,-0.7798389196395874
104000.0,-0.780473530292511
105000.0,-0.7797354459762573
106000.0,-0.7817023396492004
107000.0,-0.7780822515487671
108000.0,-0.7794530391693115
109000.0,-0.7803780436515808
110000.0,-0.7810468673706055
111000.0,-0.7803905606269836
112000.0,-0.7796395421028137
113000.0,-0.7801271677017212
114000.0,-0.7792462110519409
115000.0,-0.7814314365386963
116000.0,-0.7814047336578369
117000.0,-0.7794093489646912
118000.0,-0.7783678770065308
119000.0,-0.7810693383216858
120000.0,-0.7799508571624756
121000.0,-0.7817327976226807
122000.0,-0.778990626335144
123000.0,-0.7804861068725586
124000.0,-0.7800980806350708
125000.0,-0.7797890305519104
126000.0,-0.7790189981460571
127000.0,-0.7802146077156067
128000.0,-0.7801307439804077
129000.0,-0.7811453342437744
130000.0,-0.7804189920425415
131000.0,-0.7794549465179443
132000.0,-0.7802591919898987
133000.0,-0.780714750289917
134000.0,-0.7803685665130615
135000.0,-0.7817049622535706
136000.0,-0.7808295488357544
137000.0,-0.7814502716064453
138000.0,-0.7808660864830017
139000.0,-0.7797436714172363
140000.0,-0.7809275388717651
141000.0,-0.7799562215805054
142000.0,-0.7809910774230957
143000.0,-0.7831459045410156
144000.0,-0.7807336449623108
145000.0,-0.7792477607727051
146000.0,-0.7806313633918762
147000.0,-0.7801647782325745
148000.0,-0.7819991111755371
149000.0,-0.7810686826705933
150000.0,-0.7807451486587524
151000.0,-0.7800693511962891
152000.0,-0.7801216840744019
153000.0,-0.7810217142105103
154000.0,-0.7794561386108398
155000.0,-0.7810551524162292
156000.0,-0.7812960743904114
157000.0,-0.7804630994796753
158000.0,-0.7815539836883545
159000.0,-0.7808480262756348
160000.0,-0.7811007499694824
161000.0,-0.7808610200881958
162000.0,-0.7796487808227539
163000.0,-0.7806718945503235
164000.0,-0.7800987958908081
165000.0,-0.7801879048347473
166000.0,-0.7816925048828125
167000.0,-0.7810332775115967
168000.0,-0.7810773849487305
169000.0,-0.7812636494636536
170000.0,-0.7804481387138367
171000.0,-0.7801446914672852
