"step","upstreamPressureDiff_DP102_969.99999999999989_0.28_0.1815"
0.0,-4.06981
1000.0,-1.7412872
2000.0,-1.744092
3000.0,-1.7613475
4000.0,-1.7878034
5000.0,-1.8112388
6000.0,-1.8170333
7000.0,-1.8238044
8000.0,-1.8362474
9000.0,-1.8485587
10000.0,-1.8574471
11000.0,-1.8748617
12000.0,-1.8621745
13000.0,-1.8753695
14000.0,-1.8775082
15000.0,-1.863389
16000.0,-1.8656132
17000.0,-1.9000533
18000.0,-1.8727865
19000.0,-1.8707788
20000.0,-1.8726616
21000.0,-1.8756776
22000.0,-1.8772888
23000.0,-1.8738766
24000.0,-1.8728518
25000.0,-1.8764539
26000.0,-1.8721023
27000.0,-1.8769164
28000.0,-1.8710746765136719
29000.0,-1.8702459335327148
30000.0,-1.8683619499206543
31000.0,-1.8707609176635742
32000.0,-1.8755912780761719
33000.0,-1.878727912902832
34000.0,-1.8780179023742676
35000.0,-1.8742187023162842
36000.0,-1.8763389587402344
37000.0,-1.8810434341430664
38000.0,-1.8745911121368408
39000.0,-1.8771781921386719
40000.0,-1.8743700981140137
41000.0,-1.8737521171569824
42000.0,-1.8754544258117676
43000.0,-1.875769853591919
44000.0,-1.878002643585205
45000.0,-1.8750674724578857
46000.0,-1.8736753463745117
47000.0,-1.8755922317504883
48000.0,-1.878143072128296
49000.0,-1.877199411392212
50000.0,-1.8764686584472656
51000.0,-1.8761029243469238
52000.0,-1.8723883628845215
53000.0,-1.876615285873413
54000.0,-1.8755817413330078
55000.0,-1.8765015602111816
56000.0,-1.8781003952026367
57000.0,-1.8772602081298828
58000.0,-1.879725694656372
59000.0,-1.8787260055541992
60000.0,-1.8767755031585693
61000.0,-1.8790016174316406
62000.0,-1.881885051727295
63000.0,-1.8774571418762207
64000.0,-1.8783349990844727
65000.0,-1.8787951469421387
66000.0,-1.879849910736084
67000.0,-1.8786373138427734
68000.0,-1.8783187866210938
69000.0,-1.880570888519287
70000.0,-1.8778624534606934
71000.0,-1.8780856132507324
72000.0,-1.8785786628723145
73000.0,-1.8761048316955566
74000.0,-1.8782167434692383
75000.0,-1.8782472610473633
76000.0,-1.8779480457305908
77000.0,-1.8781168460845947
78000.0,-1.876753807067871
79000.0,-1.8760013580322266
80000.0,-1.8821043968200684
81000.0,-1.878462314605713
82000.0,-1.878875732421875
83000.0,-1.8801891803741455
84000.0,-1.8801708221435547
85000.0,-1.876436471939087
86000.0,-1.879399061203003
87000.0,-1.8784458637237549
88000.0,-1.877957820892334
89000.0,-1.8809640407562256
90000.0,-1.8794007301330566
91000.0,-1.8780527114868164
92000.0,-1.879495620727539
93000.0,-1.879415512084961
94000.0,-1.8795123100280762
95000.0,-1.8791592121124268
96000.0,-1.880586862564087
97000.0,-1.8802709579467773
98000.0,-1.8788433074951172
99000.0,-1.877687931060791
