"step","upstreamPressureDiff_DP101_849.99999999999989_0.97333333333333338_0.1705"
0.0,-4.078189
1000.0,-1.6059103
2000.0,-1.6064043
3000.0,-1.6362152
4000.0,-1.6501267
5000.0,-1.6609724
6000.0,-1.6489456
7000.0,-1.6499248
8000.0,-1.6497502
9000.0,-1.6644571
10000.0,-1.6677995
11000.0,-1.6787834
12000.0,-1.6532845
13000.0,-1.6795964
14000.0,-1.6782701
15000.0,-1.6643395
16000.0,-1.6586535
17000.0,-1.7054617
18000.0,-1.6603174
19000.0,-1.6628239
20000.0,-1.660718
21000.0,-1.6647558
22000.0,-1.6681097
23000.0,-1.6611705
24000.0,-1.6564305
25000.0,-1.6627202
26000.0,-1.6510789
27000.0,-1.6585059
28000.0,-1.649980068206787
29000.0,-1.6410388946533203
30000.0,-1.6426870822906494
31000.0,-1.647446632385254
32000.0,-1.6463146209716797
33000.0,-1.6491649150848389
34000.0,-1.6527409553527832
35000.0,-1.6437933444976807
36000.0,-1.6468443870544434
37000.0,-1.6504466533660889
38000.0,-1.6413393020629883
39000.0,-1.6470699310302734
40000.0,-1.6386034488677979
41000.0,-1.6403722763061523
42000.0,-1.6387312412261963
43000.0,-1.6413679122924805
44000.0,-1.643357753753662
45000.0,-1.638852834701538
46000.0,-1.6387484073638916
47000.0,-1.6424400806427002
48000.0,-1.6399741172790527
49000.0,-1.6384286880493164
50000.0,-1.6388516426086426
51000.0,-1.639113426208496
52000.0,-1.6300921440124512
53000.0,-1.6362934112548828
54000.0,-1.6367926597595215
55000.0,-1.637495994567871
56000.0,-1.6371517181396484
57000.0,-1.6364519596099854
58000.0,-1.6426472663879395
59000.0,-1.640854835510254
60000.0,-1.6389639377593994
61000.0,-1.6405491828918457
62000.0,-1.6439976692199707
63000.0,-1.6381034851074219
64000.0,-1.6390149593353271
65000.0,-1.6391148567199707
66000.0,-1.6414835453033447
67000.0,-1.6401093006134033
68000.0,-1.641059160232544
69000.0,-1.6416430473327637
70000.0,-1.6394214630126953
71000.0,-1.6388335227966309
72000.0,-1.6406059265136719
73000.0,-1.6370372772216797
74000.0,-1.6381421089172363
75000.0,-1.6397981643676758
76000.0,-1.6400153636932373
77000.0,-1.6417112350463867
78000.0,-1.6390902996063232
79000.0,-1.6354570388793945
80000.0,-1.6445541381835938
81000.0,-1.6412639617919922
82000.0,-1.6408390998840332
83000.0,-1.6433990001678467
84000.0,-1.6438627243041992
85000.0,-1.637817144393921
86000.0,-1.643017053604126
87000.0,-1.6411690711975098
88000.0,-1.6421937942504883
89000.0,-1.6437678337097168
90000.0,-1.6426892280578613
91000.0,-1.641871452331543
92000.0,-1.643169641494751
93000.0,-1.642045497894287
