"step","upstreamPressure_DP115_310_0.70666666666666678_0.3245"
0.0,0.29853475
1000.0,3.7590795
2000.0,3.847038
3000.0,3.8623872
4000.0,3.861124
5000.0,3.871473
6000.0,3.9340312
7000.0,3.9228737
8000.0,3.9824705
9000.0,4.007054
10000.0,4.023588
11000.0,4.0566063
12000.0,4.133419
13000.0,4.104458
14000.0,4.1485143
15000.0,4.1644764
16000.0,4.2135396
17000.0,4.1544065
18000.0,4.2346582
19000.0,4.238922
20000.0,4.260684
21000.0,4.2808065
22000.0,4.2791824
23000.0,4.2860355
24000.0,4.2994165
25000.0,4.30032
26000.0,4.331009
27000.0,4.3170233
28000.0,4.330569267272949
29000.0,4.353341102600098
30000.0,4.357191562652588
31000.0,4.342231750488281
32000.0,4.352547645568848
33000.0,4.35662317276001
34000.0,4.358928203582764
35000.0,4.370267868041992
36000.0,4.366686820983887
37000.0,4.365391731262207
38000.0,4.370505332946777
39000.0,4.3793253898620605
40000.0,4.3718671798706055
41000.0,4.3867998123168945
42000.0,4.384878158569336
43000.0,4.392275810241699
44000.0,4.391703128814697
45000.0,4.391606330871582
46000.0,4.393250465393066
47000.0,4.399041175842285
48000.0,4.398214340209961
49000.0,4.395435333251953
50000.0,4.398188591003418
51000.0,4.398171424865723
52000.0,4.395615100860596
53000.0,4.393349647521973
54000.0,4.396222114562988
55000.0,4.396778106689453
56000.0,4.402833938598633
57000.0,4.398872375488281
58000.0,4.392520427703857
59000.0,4.401737689971924
60000.0,4.401954174041748
61000.0,4.405461311340332
62000.0,4.394096851348877
63000.0,4.40448522567749
64000.0,4.40842866897583
65000.0,4.406472682952881
66000.0,4.399721145629883
67000.0,4.402174949645996
68000.0,4.40244197845459
69000.0,4.406956672668457
70000.0,4.396008491516113
71000.0,4.406930446624756
72000.0,4.40111780166626
73000.0,4.402554035186768
74000.0,4.402536392211914
75000.0,4.406461715698242
76000.0,4.405247211456299
77000.0,4.409278869628906
78000.0,4.410438537597656
79000.0,4.406498432159424
80000.0,4.40223503112793
81000.0,4.404258728027344
82000.0,4.404577732086182
83000.0,4.401401519775391
84000.0,4.401645660400391
85000.0,4.416428089141846
86000.0,4.410422325134277
87000.0,4.405796527862549
88000.0,4.405533313751221
89000.0,4.401365280151367
90000.0,4.404638290405273
91000.0,4.405780792236328
92000.0,4.401912689208984
93000.0,4.405633926391602
94000.0,4.4047393798828125
95000.0,4.405950546264648
96000.0,4.402170181274414
97000.0,4.4043474197387695
98000.0,4.406327724456787
99000.0,4.406800270080566
100000.0,4.404793739318848
101000.0,4.409512519836426
102000.0,4.406371593475342
103000.0,4.406132698059082
104000.0,4.404607772827148
105000.0,4.407339572906494
106000.0,4.403740882873535
107000.0,4.40334415435791
108000.0,4.406335830688477
109000.0,4.407086372375488
110000.0,4.4058637619018555
111000.0,4.406888961791992
112000.0,4.40433406829834
113000.0,4.4051666259765625
114000.0,4.408106803894043
115000.0,4.405704975128174
116000.0,4.403192043304443
117000.0,4.40489387512207
118000.0,4.406074523925781
119000.0,4.404770851135254
120000.0,4.4053754806518555
121000.0,4.403183937072754
122000.0,4.4058732986450195
123000.0,4.405327796936035
124000.0,4.4041337966918945
125000.0,4.404023170471191
126000.0,4.404549598693848
127000.0,4.404948711395264
128000.0,4.403163909912109
129000.0,4.404016494750977
130000.0,4.405194282531738
131000.0,4.404674530029297
132000.0,4.403564453125
133000.0,4.40489387512207
134000.0,4.403770446777344
135000.0,4.403541088104248
