"step","downsteramPressure_137,1_0,6533333333333333_0,07850000000000001"
2000.0,4.2764606
4000.0,4.2574415
6000.0,4.26597
8000.0,3.128314971923828
10000.0,2.3672287464141846
12000.0,1.6765868663787842
14000.0,1.1131632328033447
16000.0,0.7716182470321655
18000.0,0.6821133494377136
20000.0,0.7821995615959167
22000.0,0.9432336091995239
24000.0,1.1280052661895752
26000.0,1.3137898445129395
28000.0,1.4560528993606567
30000.0,1.5686466693878174
32000.0,1.6517527103424072
34000.0,1.7197060585021973
36000.0,1.7716799974441528
38000.0,1.7995388507843018
40000.0,1.8247137069702148
42000.0,1.8562452793121338
44000.0,1.8709075450897217
46000.0,1.8968552350997925
48000.0,1.9112540483474731
50000.0,1.9158055782318115
52000.0,1.9407100677490234
54000.0,1.952383041381836
56000.0,1.9549310207366943
58000.0,1.9726808071136475
60000.0,1.9856847524642944
62000.0,1.9998937845230103
64000.0,2.0122439861297607
66000.0,2.0244948863983154
68000.0,2.0317494869232178
70000.0,2.0421555042266846
72000.0,2.053595542907715
74000.0,2.0736136436462402
76000.0,2.0834803581237793
78000.0,2.0959787368774414
80000.0,2.1118297576904297
82000.0,2.119358777999878
84000.0,2.1332321166992188
86000.0,2.147535800933838
88000.0,2.163080930709839
90000.0,2.1765189170837402
92000.0,2.1870269775390625
94000.0,2.19709849357605
96000.0,2.2119436264038086
98000.0,2.222181558609009
100000.0,2.2357096672058105
102000.0,2.247215509414673
104000.0,2.2619504928588867
106000.0,2.277188777923584
108000.0,2.2911455631256104
110000.0,2.302014112472534
112000.0,2.319571018218994
114000.0,2.334970474243164
116000.0,2.3460440635681152
118000.0,2.3585450649261475
120000.0,2.373375177383423
122000.0,2.3901281356811523
124000.0,2.401761531829834
126000.0,2.419118642807007
128000.0,2.4281601905822754
130000.0,2.4397168159484863
132000.0,2.4544782638549805
134000.0,2.468033790588379
136000.0,2.483731269836426
138000.0,2.493500232696533
140000.0,2.509124517440796
142000.0,2.5178260803222656
144000.0,2.531952142715454
146000.0,2.5465645790100098
148000.0,2.5561280250549316
150000.0,2.5653035640716553
152000.0,2.5823006629943848
154000.0,2.5922369956970215
156000.0,2.608219623565674
158000.0,2.613905906677246
160000.0,2.628345489501953
162000.0,2.643022060394287
164000.0,2.6509392261505127
166000.0,2.6609954833984375
168000.0,2.6688852310180664
170000.0,2.6802868843078613
172000.0,2.6899170875549316
174000.0,2.6974048614501953
176000.0,2.713038921356201
178000.0,2.722146987915039
180000.0,2.7352371215820312
182000.0,2.744279146194458
184000.0,2.7532620429992676
186000.0,2.7578182220458984
188000.0,2.7726023197174072
190000.0,2.779603958129883
192000.0,2.78639817237854
194000.0,2.7964353561401367
196000.0,2.8081226348876953
198000.0,2.8147807121276855
200000.0,2.8250346183776855
202000.0,2.833453893661499
204000.0,2.8419911861419678
206000.0,2.8521785736083984
208000.0,2.857247829437256
210000.0,2.867371082305908
212000.0,2.875338554382324
214000.0,2.8800015449523926
216000.0,2.8922951221466064
218000.0,2.8975155353546143
220000.0,2.9045634269714355
222000.0,2.914700984954834
224000.0,2.9205875396728516
226000.0,2.927671432495117
228000.0,2.9326095581054688
230000.0,2.9399216175079346
232000.0,2.9495723247528076
234000.0,2.9540135860443115
236000.0,2.959669589996338
238000.0,2.9669032096862793
240000.0,2.9764504432678223
242000.0,2.981990337371826
244000.0,2.986109495162964
246000.0,2.9961929321289062
248000.0,2.997079610824585
250000.0,3.0046606063842773
252000.0,3.01269793510437
254000.0,3.015122175216675
256000.0,3.0215702056884766
258000.0,3.0295186042785645
260000.0,3.032383918762207
262000.0,3.0371832847595215
264000.0,3.0415029525756836
266000.0,3.04642915725708
268000.0,3.053422212600708
270000.0,3.057626724243164
272000.0,3.0639986991882324
274000.0,3.0676767826080322
276000.0,3.0702502727508545
278000.0,3.075126886367798
280000.0,3.0789713859558105
282000.0,3.08327317237854
284000.0,3.0872974395751953
286000.0,3.091702938079834
