"step","upsteramPressure_582,3_0,49333333333333335_0,17149999999999999"
2000.0,3.096539
4000.0,3.0478137
6000.0,3.0506392
8000.0,1.8799560070037842
10000.0,1.3633062839508057
12000.0,0.917247474193573
14000.0,0.5321317911148071
16000.0,0.31763333082199097
18000.0,0.3595721125602722
20000.0,0.6518964767456055
22000.0,1.0480514764785767
24000.0,1.463677167892456
26000.0,1.857532024383545
28000.0,2.191102981567383
30000.0,2.440713882446289
32000.0,2.6244735717773438
34000.0,2.7734107971191406
36000.0,2.8822622299194336
38000.0,2.9374642372131348
40000.0,2.983743667602539
42000.0,3.0521419048309326
44000.0,3.084672212600708
46000.0,3.1437625885009766
48000.0,3.1753480434417725
50000.0,3.1737871170043945
52000.0,3.227846145629883
54000.0,3.253115653991699
56000.0,3.2658910751342773
58000.0,3.266463279724121
60000.0,3.2973811626434326
62000.0,3.316218614578247
64000.0,3.332667827606201
66000.0,3.342196464538574
68000.0,3.3433375358581543
70000.0,3.357022762298584
72000.0,3.35768461227417
74000.0,3.375563383102417
76000.0,3.375241756439209
78000.0,3.3843750953674316
80000.0,3.395634174346924
82000.0,3.3886566162109375
84000.0,3.39597225189209
86000.0,3.4011263847351074
88000.0,3.3950438499450684
90000.0,3.403380870819092
92000.0,3.403437376022339
94000.0,3.400526762008667
96000.0,3.402331829071045
98000.0,3.4027099609375
100000.0,3.407003402709961
102000.0,3.3988585472106934
104000.0,3.402866840362549
106000.0,3.4019954204559326
108000.0,3.3947091102600098
110000.0,3.39680814743042
112000.0,3.3966617584228516
114000.0,3.3985438346862793
116000.0,3.3944106101989746
118000.0,3.3939695358276367
120000.0,3.388749599456787
122000.0,3.3920717239379883
124000.0,3.386296510696411
126000.0,3.3872861862182617
128000.0,3.3830323219299316
130000.0,3.3850011825561523
132000.0,3.381436824798584
134000.0,3.3798632621765137
136000.0,3.378758430480957
138000.0,3.3737945556640625
140000.0,3.3729605674743652
142000.0,3.368103504180908
144000.0,3.364548683166504
146000.0,3.366502046585083
148000.0,3.3635268211364746
150000.0,3.3617501258850098
152000.0,3.3603219985961914
