"step","downsteramPressureTot_137,1_0,6533333333333333_0,07850000000000001"
2000.0,6.800187
4000.0,6.857877
6000.0,6.8066835
8000.0,3.6540603637695312
10000.0,2.677673101425171
12000.0,1.8955488204956055
14000.0,1.305023431777954
16000.0,1.0027849674224854
18000.0,1.0213243961334229
20000.0,1.2819442749023438
22000.0,1.580280065536499
24000.0,1.896695852279663
26000.0,2.196932792663574
28000.0,2.459303855895996
30000.0,2.678224563598633
32000.0,2.854736328125
34000.0,2.999289035797119
36000.0,3.105593681335449
38000.0,3.161128282546997
40000.0,3.2317986488342285
42000.0,3.315333843231201
44000.0,3.3723838329315186
46000.0,3.44850492477417
48000.0,3.4993679523468018
50000.0,3.5144166946411133
52000.0,3.5989580154418945
54000.0,3.6332828998565674
56000.0,3.6817805767059326
58000.0,3.7020344734191895
60000.0,3.755591869354248
62000.0,3.7921037673950195
64000.0,3.834048271179199
66000.0,3.862022876739502
68000.0,3.896357774734497
70000.0,3.924325466156006
72000.0,3.964130401611328
74000.0,4.0057291984558105
76000.0,4.039311408996582
78000.0,4.063170433044434
80000.0,4.106340408325195
82000.0,4.110260963439941
84000.0,4.162319183349609
86000.0,4.18209981918335
88000.0,4.205101013183594
90000.0,4.248029708862305
92000.0,4.274155139923096
94000.0,4.297497749328613
96000.0,4.325858116149902
98000.0,4.359011650085449
100000.0,4.386322975158691
102000.0,4.410693168640137
104000.0,4.428487300872803
106000.0,4.453422546386719
108000.0,4.477684020996094
110000.0,4.496251106262207
112000.0,4.525216579437256
114000.0,4.553874969482422
116000.0,4.573558807373047
118000.0,4.593724250793457
120000.0,4.604522705078125
122000.0,4.64512825012207
124000.0,4.65086030960083
126000.0,4.683792591094971
128000.0,4.690746307373047
130000.0,4.726513862609863
132000.0,4.73188591003418
134000.0,4.751124382019043
136000.0,4.771459579467773
138000.0,4.782451629638672
140000.0,4.809329032897949
142000.0,4.817242622375488
144000.0,4.833793640136719
146000.0,4.855978488922119
148000.0,4.873136043548584
150000.0,4.8907470703125
152000.0,4.90202522277832
154000.0,4.917716979980469
156000.0,4.933829307556152
158000.0,4.956347465515137
160000.0,4.95799446105957
162000.0,4.958062648773193
164000.0,4.999257564544678
166000.0,5.004345417022705
168000.0,5.011046886444092
170000.0,5.028105735778809
172000.0,5.035752296447754
