"step","downsteramPressureTot_804,9_0,9199999999999999_0,3885"
2000.0,3.211767
4000.0,3.2586942
6000.0,3.2148213
8000.0,1.6342124938964844
10000.0,1.3448058366775513
12000.0,1.0446885824203491
14000.0,0.7793513536453247
16000.0,0.673298180103302
18000.0,0.8023645877838135
20000.0,1.2132086753845215
22000.0,1.7122975587844849
24000.0,2.172727346420288
26000.0,2.5156078338623047
28000.0,2.8117551803588867
30000.0,3.014817953109741
32000.0,3.167327404022217
34000.0,3.2902307510375977
36000.0,3.3645682334899902
38000.0,3.414210081100464
40000.0,3.443117380142212
42000.0,3.5052051544189453
44000.0,3.533799171447754
46000.0,3.5808029174804688
48000.0,3.604830741882324
50000.0,3.594881534576416
52000.0,3.6506998538970947
54000.0,3.6613054275512695
56000.0,3.6804704666137695
58000.0,3.6740102767944336
60000.0,3.6948914527893066
62000.0,3.7107229232788086
64000.0,3.7280478477478027
66000.0,3.7248265743255615
68000.0,3.726876735687256
70000.0,3.7287757396698
72000.0,3.7397749423980713
74000.0,3.751486301422119
76000.0,3.751540184020996
78000.0,3.752565860748291
80000.0,3.7571864128112793
82000.0,3.74530029296875
84000.0,3.757843494415283
86000.0,3.7579197883605957
88000.0,3.7563138008117676
90000.0,3.7628872394561768
92000.0,3.7575886249542236
94000.0,3.7586562633514404
96000.0,3.7603297233581543
98000.0,3.7634265422821045
100000.0,3.759474754333496
102000.0,3.7576615810394287
104000.0,3.756664991378784
106000.0,3.751026153564453
108000.0,3.7522406578063965
110000.0,3.7578067779541016
112000.0,3.754380702972412
114000.0,3.7546632289886475
116000.0,3.7555127143859863
118000.0,3.7509305477142334
120000.0,3.750380516052246
122000.0,3.7534284591674805
124000.0,3.7527942657470703
126000.0,3.7436256408691406
128000.0,3.7412354946136475
130000.0,3.75508189201355
132000.0,3.7407562732696533
134000.0,3.7439522743225098
136000.0,3.7441649436950684
138000.0,3.7417378425598145
140000.0,3.735675811767578
142000.0,3.736457109451294
144000.0,3.729689836502075
146000.0,3.7326836585998535
148000.0,3.7308948040008545
150000.0,3.7366766929626465
152000.0,3.7251009941101074
154000.0,3.727850914001465
156000.0,3.730738878250122
158000.0,3.7275633811950684
160000.0,3.7249083518981934
162000.0,3.7162647247314453
164000.0,3.726409435272217
166000.0,3.7160568237304688
168000.0,3.7186756134033203
170000.0,3.7212750911712646
172000.0,3.7144503593444824
174000.0,3.714250326156616
176000.0,3.711503028869629
178000.0,3.712646961212158
180000.0,3.708737850189209
182000.0,3.7095870971679688
184000.0,3.7109947204589844
186000.0,3.707460641860962
188000.0,3.707292079925537
190000.0,3.7034177780151367
192000.0,3.700294017791748
194000.0,3.701869487762451
196000.0,3.6990833282470703
198000.0,3.693568468093872
200000.0,3.6991310119628906
202000.0,3.6963770389556885
204000.0,3.694488763809204
206000.0,3.6955442428588867
208000.0,3.6906509399414062
210000.0,3.6944212913513184
212000.0,3.691559314727783
214000.0,3.692476749420166
216000.0,3.686465263366699
218000.0,3.686271905899048
220000.0,3.689455986022949
222000.0,3.686328887939453
224000.0,3.6854782104492188
226000.0,3.6869661808013916
228000.0,3.6896793842315674
230000.0,3.6876115798950195
232000.0,3.678053379058838
234000.0,3.6800436973571777
236000.0,3.6807689666748047
238000.0,3.6783785820007324
