"step","downsteramPressureTot_1175,8999999999999_0,28_0,04750000000000001"
2000.0,2.8351722
4000.0,2.9011302
6000.0,2.8768694
8000.0,1.6226309537887573
10000.0,1.3651669025421143
12000.0,1.0769048929214478
14000.0,0.8059725165367126
16000.0,0.6938080787658691
18000.0,0.8317568302154541
20000.0,1.2517359256744385
22000.0,1.759477138519287
24000.0,2.2286763191223145
26000.0,2.565096616744995
28000.0,2.855485439300537
30000.0,3.061223030090332
32000.0,3.2183074951171875
34000.0,3.346332550048828
36000.0,3.433684825897217
38000.0,3.491015911102295
40000.0,3.5314414501190186
42000.0,3.601717710494995
44000.0,3.6420226097106934
46000.0,3.6958041191101074
48000.0,3.724490165710449
50000.0,3.717137336730957
52000.0,3.7786691188812256
54000.0,3.7949562072753906
56000.0,3.8102760314941406
58000.0,3.806591749191284
60000.0,3.828111410140991
62000.0,3.844813346862793
64000.0,3.858759880065918
66000.0,3.85536527633667
68000.0,3.855576276779175
70000.0,3.856867790222168
72000.0,3.864670753479004
74000.0,3.8734381198883057
76000.0,3.8718419075012207
78000.0,3.8707499504089355
80000.0,3.8752846717834473
82000.0,3.8561296463012695
84000.0,3.868004560470581
86000.0,3.8657453060150146
88000.0,3.8571925163269043
90000.0,3.8641881942749023
92000.0,3.85463547706604
94000.0,3.853393077850342
96000.0,3.8505492210388184
98000.0,3.848446846008301
100000.0,3.842383861541748
102000.0,3.834585428237915
104000.0,3.827968120574951
106000.0,3.826176881790161
108000.0,3.821319103240967
110000.0,3.8212172985076904
112000.0,3.8142404556274414
114000.0,3.8088765144348145
116000.0,3.8059840202331543
118000.0,3.798156976699829
120000.0,3.7960915565490723
122000.0,3.792794704437256
124000.0,3.7909440994262695
126000.0,3.7789480686187744
128000.0,3.7723701000213623
130000.0,3.7783946990966797
132000.0,3.763273239135742
134000.0,3.7608513832092285
136000.0,3.7588865756988525
138000.0,3.7537853717803955
140000.0,3.7467145919799805
142000.0,3.741302490234375
144000.0,3.733130693435669
146000.0,3.7314484119415283
148000.0,3.723806858062744
150000.0,3.724151372909546
152000.0,3.715545654296875
154000.0,3.7099556922912598
156000.0,3.7134721279144287
158000.0,3.702620029449463
160000.0,3.6997361183166504
162000.0,3.689237594604492
164000.0,3.695829153060913
166000.0,3.6844265460968018
168000.0,3.6801962852478027
