"step","downsteramPressure_211,3_0,33333333333333337_0,10950000000000001"
2000.0,2.880471
4000.0,2.8719027
6000.0,2.8827958
8000.0,2.3112943172454834
10000.0,1.8327488899230957
12000.0,1.339198112487793
14000.0,0.9052318334579468
16000.0,0.6397303938865662
18000.0,0.5862002372741699
20000.0,0.699907124042511
22000.0,0.8661296367645264
24000.0,1.044102668762207
26000.0,1.2209208011627197
28000.0,1.361604928970337
30000.0,1.4766244888305664
32000.0,1.560968041419983
34000.0,1.6326282024383545
36000.0,1.6890144348144531
38000.0,1.7223089933395386
40000.0,1.750990629196167
42000.0,1.784339427947998
44000.0,1.8033301830291748
46000.0,1.8301634788513184
48000.0,1.8471903800964355
50000.0,1.8530102968215942
52000.0,1.8752975463867188
54000.0,1.8895223140716553
56000.0,1.8914411067962646
58000.0,1.9069976806640625
60000.0,1.9200494289398193
62000.0,1.9304465055465698
64000.0,1.9404011964797974
66000.0,1.9489798545837402
68000.0,1.9542163610458374
70000.0,1.9621429443359375
72000.0,1.9670512676239014
74000.0,1.9812211990356445
76000.0,1.9861892461776733
78000.0,1.995779037475586
80000.0,2.0031771659851074
82000.0,2.007300853729248
84000.0,2.011575698852539
86000.0,2.020148515701294
88000.0,2.027096748352051
90000.0,2.034562587738037
92000.0,2.035187005996704
94000.0,2.0399510860443115
96000.0,2.0464425086975098
98000.0,2.0495264530181885
100000.0,2.0559120178222656
102000.0,2.0577433109283447
104000.0,2.0648815631866455
106000.0,2.070004940032959
108000.0,2.075244903564453
110000.0,2.0773651599884033
112000.0,2.0845067501068115
114000.0,2.091092109680176
116000.0,2.094268798828125
118000.0,2.097656488418579
120000.0,2.10469913482666
122000.0,2.109282970428467
124000.0,2.1122772693634033
126000.0,2.119696617126465
128000.0,2.1209700107574463
130000.0,2.1254913806915283
132000.0,2.129926919937134
134000.0,2.1350653171539307
136000.0,2.1411287784576416
138000.0,2.142796754837036
140000.0,2.1472415924072266
142000.0,2.1508073806762695
144000.0,2.1558778285980225
146000.0,2.1613352298736572
148000.0,2.161212205886841
150000.0,2.1646311283111572
152000.0,2.172048568725586
154000.0,2.1747348308563232
156000.0,2.181290626525879
158000.0,2.1811962127685547
160000.0,2.1850554943084717
162000.0,2.1927003860473633
164000.0,2.191749095916748
166000.0,2.19608998298645
168000.0,2.197451591491699
170000.0,2.2011523246765137
172000.0,2.204730272293091
174000.0,2.205259323120117
176000.0,2.2131412029266357
178000.0,2.215256690979004
180000.0,2.2208518981933594
182000.0,2.2217516899108887
184000.0,2.224504232406616
186000.0,2.2238967418670654
188000.0,2.229396104812622
190000.0,2.2312352657318115
192000.0,2.2338645458221436
194000.0,2.235743999481201
196000.0,2.239598512649536
198000.0,2.239743232727051
200000.0,2.2436630725860596
202000.0,2.2460386753082275
204000.0,2.248826742172241
206000.0,2.251556396484375
208000.0,2.252148151397705
210000.0,2.255852699279785
212000.0,2.257375717163086
214000.0,2.258549451828003
216000.0,2.2630832195281982
218000.0,2.263199806213379
220000.0,2.265115737915039
222000.0,2.270031452178955
224000.0,2.270969867706299
226000.0,2.272059202194214
228000.0,2.2732441425323486
230000.0,2.275526523590088
232000.0,2.2792646884918213
234000.0,2.279719114303589
236000.0,2.280606269836426
238000.0,2.2840309143066406
240000.0,2.286832571029663
242000.0,2.2876505851745605
244000.0,2.288064956665039
246000.0,2.29259991645813
248000.0,2.291825294494629
250000.0,2.2943115234375
252000.0,2.298098087310791
254000.0,2.297398567199707
256000.0,2.299121856689453
258000.0,2.3015494346618652
260000.0,2.301490306854248
262000.0,2.3033833503723145
264000.0,2.3043270111083984
266000.0,2.305307149887085
268000.0,2.308539390563965
270000.0,2.309385061264038
272000.0,2.311816453933716
274000.0,2.312352180480957
276000.0,2.3123722076416016
278000.0,2.3134939670562744
280000.0,2.3141655921936035
282000.0,2.3175911903381348
284000.0,2.317004919052124
286000.0,2.3188252449035645
288000.0,2.3205461502075195
290000.0,2.3215060234069824
292000.0,2.3232638835906982
294000.0,2.3236963748931885
296000.0,2.3242850303649902
298000.0,2.3247766494750977
300000.0,2.3269457817077637
302000.0,2.3269259929656982
304000.0,2.328702449798584
306000.0,2.328317642211914
308000.0,2.329867124557495
310000.0,2.3313097953796387
312000.0,2.331620931625366
314000.0,2.332900047302246
316000.0,2.3338630199432373
318000.0,2.334230422973633
320000.0,2.335550308227539
322000.0,2.3363265991210938
324000.0,2.337376117706299
326000.0,2.337704658508301
328000.0,2.339186668395996
330000.0,2.339728832244873
332000.0,2.3406982421875
334000.0,2.3404579162597656
336000.0,2.3419859409332275
338000.0,2.3417625427246094
340000.0,2.3426079750061035
342000.0,2.343507766723633
344000.0,2.34312105178833
346000.0,2.3447563648223877
348000.0,2.3463566303253174
350000.0,2.3454062938690186
352000.0,2.347146987915039
354000.0,2.3468990325927734
356000.0,2.3486671447753906
358000.0,2.3493094444274902
360000.0,2.3493130207061768
362000.0,2.3487203121185303
364000.0,2.35107159614563
366000.0,2.350585460662842
368000.0,2.351499557495117
370000.0,2.3517377376556396
372000.0,2.351431131362915
374000.0,2.3525943756103516
376000.0,2.3529763221740723
378000.0,2.353991985321045
380000.0,2.354424476623535
382000.0,2.354353904724121
384000.0,2.3552703857421875
386000.0,2.355910062789917
