"step","upsteramPressure_1175,8999999999999_0,28_0,04750000000000001"
2000.0,2.3561625
4000.0,2.3205469
6000.0,2.3297164
8000.0,1.477095603942871
10000.0,1.0776987075805664
12000.0,0.7042019963264465
14000.0,0.3668167293071747
16000.0,0.18655920028686523
18000.0,0.25557541847229004
20000.0,0.5779753923416138
22000.0,1.004633903503418
24000.0,1.4355859756469727
26000.0,1.8312973976135254
28000.0,2.1625475883483887
30000.0,2.4086966514587402
32000.0,2.5889952182769775
34000.0,2.7343080043792725
36000.0,2.8390378952026367
38000.0,2.8905062675476074
40000.0,2.932403564453125
42000.0,2.99570369720459
44000.0,3.022775650024414
46000.0,3.0754895210266113
48000.0,3.1010048389434814
50000.0,3.0947372913360596
52000.0,3.1409268379211426
54000.0,3.1595802307128906
56000.0,3.16601824760437
58000.0,3.1610641479492188
60000.0,3.1841893196105957
62000.0,3.195958375930786
64000.0,3.2053985595703125
66000.0,3.2085423469543457
68000.0,3.203425407409668
70000.0,3.2103004455566406
72000.0,3.204977035522461
74000.0,3.21527099609375
76000.0,3.209799289703369
78000.0,3.212463855743408
80000.0,3.216270685195923
82000.0,3.2065587043762207
84000.0,3.206660032272339
86000.0,3.2064852714538574
88000.0,3.196258544921875
90000.0,3.1995534896850586
92000.0,3.1944704055786133
94000.0,3.1879141330718994
96000.0,3.1847119331359863
98000.0,3.181037187576294
100000.0,3.180269479751587
102000.0,3.169672966003418
104000.0,3.169556140899658
106000.0,3.164060115814209
108000.0,3.155085802078247
110000.0,3.1528196334838867
112000.0,3.1493642330169678
114000.0,3.1467690467834473
116000.0,3.140471935272217
118000.0,3.1371960639953613
120000.0,3.1296329498291016
122000.0,3.128523111343384
124000.0,3.121328830718994
126000.0,3.118851900100708
128000.0,3.112299919128418
130000.0,3.111518144607544
132000.0,3.1052165031433105
134000.0,3.101820468902588
136000.0,3.098158359527588
138000.0,3.0911381244659424
140000.0,3.0876548290252686
142000.0,3.0805132389068604
144000.0,3.0749988555908203
146000.0,3.0740818977355957
148000.0,3.068845748901367
150000.0,3.064828634262085
152000.0,3.0613207817077637
154000.0,3.0550575256347656
156000.0,3.0526328086853027
158000.0,3.0500693321228027
160000.0,3.0448598861694336
162000.0,3.0362610816955566
164000.0,3.0342626571655273
166000.0,3.0296764373779297
168000.0,3.025784492492676
170000.0,3.0234813690185547
172000.0,3.0191025733947754
174000.0,3.0121195316314697
176000.0,3.012392997741699
178000.0,3.0063388347625732
180000.0,3.0050487518310547
182000.0,3.001544952392578
