"step","downsteramPressure_285,5_0,8666666666666667_0,1405"
2000.0,2.2278223
4000.0,2.2169325
6000.0,2.2221928
8000.0,1.9128068685531616
10000.0,1.5712989568710327
12000.0,1.173034429550171
14000.0,0.8000859022140503
16000.0,0.5698443651199341
18000.0,0.5327839255332947
20000.0,0.6508418321609497
22000.0,0.8233862519264221
24000.0,1.0028202533721924
26000.0,1.1739022731781006
28000.0,1.3146231174468994
30000.0,1.4338098764419556
32000.0,1.5243417024612427
34000.0,1.5992683172225952
36000.0,1.660588264465332
38000.0,1.6975823640823364
40000.0,1.728327989578247
42000.0,1.761208415031433
44000.0,1.7860336303710938
46000.0,1.8129017353057861
48000.0,1.8311131000518799
50000.0,1.8377684354782104
52000.0,1.858949065208435
54000.0,1.8744920492172241
56000.0,1.8767986297607422
58000.0,1.891911506652832
60000.0,1.9034943580627441
62000.0,1.9151240587234497
64000.0,1.9232943058013916
66000.0,1.931531310081482
68000.0,1.9351997375488281
70000.0,1.9408257007598877
72000.0,1.942855715751648
74000.0,1.954834222793579
76000.0,1.959681749343872
78000.0,1.967637538909912
80000.0,1.970091462135315
82000.0,1.9724910259246826
84000.0,1.9753994941711426
86000.0,1.978682518005371
88000.0,1.9827566146850586
90000.0,1.987213373184204
92000.0,1.9847948551177979
94000.0,1.9864273071289062
96000.0,1.988929271697998
98000.0,1.9884960651397705
100000.0,1.9917702674865723
102000.0,1.9908580780029297
104000.0,1.9928879737854004
106000.0,1.9963750839233398
108000.0,1.997332215309143
110000.0,1.9961826801300049
112000.0,1.999006748199463
114000.0,2.0013036727905273
116000.0,2.0017786026000977
118000.0,2.000924587249756
120000.0,2.0046420097351074
122000.0,2.0049867630004883
124000.0,2.0066075325012207
126000.0,2.0083000659942627
128000.0,2.0059146881103516
130000.0,2.007744550704956
132000.0,2.0076940059661865
134000.0,2.0097994804382324
136000.0,2.0127298831939697
138000.0,2.0115792751312256
140000.0,2.0132155418395996
142000.0,2.0123298168182373
144000.0,2.013746738433838
146000.0,2.01591157913208
148000.0,2.015021800994873
150000.0,2.0130977630615234
152000.0,2.0169968605041504
154000.0,2.0165576934814453
156000.0,2.019871711730957
158000.0,2.0161139965057373
160000.0,2.0175743103027344
162000.0,2.0216994285583496
164000.0,2.019031286239624
166000.0,2.020378589630127
168000.0,2.019871950149536
170000.0,2.020179510116577
172000.0,2.020106554031372
174000.0,2.0184035301208496
176000.0,2.0221595764160156
178000.0,2.023224353790283
180000.0,2.0247106552124023
182000.0,2.023646354675293
184000.0,2.0244150161743164
186000.0,2.0219602584838867
188000.0,2.023679256439209
190000.0,2.0238728523254395
192000.0,2.0251080989837646
194000.0,2.0236496925354004
196000.0,2.024773597717285
198000.0,2.0236191749572754
200000.0,2.0255861282348633
202000.0,2.0248637199401855
204000.0,2.0261216163635254
206000.0,2.0263218879699707
208000.0,2.0254554748535156
210000.0,2.027214288711548
212000.0,2.027350664138794
214000.0,2.0266830921173096
216000.0,2.0274910926818848
218000.0,2.0277817249298096
220000.0,2.0274033546447754
222000.0,2.0295820236206055
224000.0,2.0293726921081543
226000.0,2.0291361808776855
228000.0,2.0281383991241455
230000.0,2.0291786193847656
232000.0,2.031332492828369
234000.0,2.029904842376709
236000.0,2.0298988819122314
238000.0,2.0309534072875977
240000.0,2.031930923461914
242000.0,2.0316662788391113
244000.0,2.0316162109375
246000.0,2.0338785648345947
248000.0,2.0317277908325195
250000.0,2.0329365730285645
252000.0,2.0340776443481445
254000.0,2.0325732231140137
256000.0,2.033301830291748
258000.0,2.0343005657196045
260000.0,2.0328726768493652
262000.0,2.0336103439331055
264000.0,2.0334670543670654
266000.0,2.0341880321502686
268000.0,2.035749912261963
270000.0,2.034806728363037
272000.0,2.0363025665283203
274000.0,2.0361227989196777
276000.0,2.036041259765625
278000.0,2.0351855754852295
280000.0,2.034752130508423
282000.0,2.0363688468933105
284000.0,2.036454677581787
286000.0,2.036412239074707
288000.0,2.0368053913116455
290000.0,2.0369043350219727
292000.0,2.037951946258545
294000.0,2.037630796432495
296000.0,2.03755259513855
298000.0,2.0365872383117676
300000.0,2.0377373695373535
302000.0,2.037426471710205
304000.0,2.0381178855895996
306000.0,2.036449909210205
308000.0,2.0381217002868652
310000.0,2.038893699645996
312000.0,2.0384464263916016
314000.0,2.0389585494995117
316000.0,2.0388479232788086
318000.0,2.038893938064575
320000.0,2.0394115447998047
322000.0,2.0393805503845215
324000.0,2.03994083404541
326000.0,2.0394883155822754
328000.0,2.040435314178467
330000.0,2.040116786956787
332000.0,2.0405800342559814
334000.0,2.040280818939209
336000.0,2.040637969970703
338000.0,2.040177345275879
340000.0,2.0406949520111084
342000.0,2.040773391723633
344000.0,2.0404062271118164
346000.0,2.0413098335266113
348000.0,2.041696548461914
350000.0,2.040724277496338
352000.0,2.0416581630706787
354000.0,2.0411810874938965
356000.0,2.042384624481201
358000.0,2.0426299571990967
360000.0,2.041985511779785
362000.0,2.041325330734253
364000.0,2.0428194999694824
366000.0,2.042252540588379
368000.0,2.0424652099609375
370000.0,2.0425662994384766
372000.0,2.041564464569092
374000.0,2.042396068572998
376000.0,2.0424108505249023
378000.0,2.0428149700164795
380000.0,2.043072462081909
382000.0,2.0427098274230957
384000.0,2.0430784225463867
386000.0,2.043281078338623
388000.0,2.0435309410095215
390000.0,2.0429835319519043
392000.0,2.042975425720215
394000.0,2.043497085571289
396000.0,2.043430805206299
398000.0,2.0430643558502197
400000.0,2.0428009033203125
402000.0,2.0432868003845215
404000.0,2.0428619384765625
406000.0,2.043848991394043
408000.0,2.0435471534729004
410000.0,2.0435829162597656
412000.0,2.0437369346618652
414000.0,2.0437936782836914
416000.0,2.0436949729919434
418000.0,2.0437943935394287
420000.0,2.043945789337158
422000.0,2.044114589691162
424000.0,2.0440635681152344
426000.0,2.044933319091797
428000.0,2.0443668365478516
430000.0,2.0442967414855957
432000.0,2.044602394104004
434000.0,2.0441513061523438
436000.0,2.0446860790252686
438000.0,2.0440733432769775
440000.0,2.0442848205566406
442000.0,2.0443577766418457
444000.0,2.0444822311401367
446000.0,2.0445804595947266
448000.0,2.0445914268493652
450000.0,2.0444788932800293
452000.0,2.0445008277893066
454000.0,2.0442233085632324
456000.0,2.0450820922851562
458000.0,2.04447078704834
460000.0,2.044844388961792
462000.0,2.0446338653564453
464000.0,2.0448713302612305
466000.0,2.044748306274414
468000.0,2.0449440479278564
470000.0,2.0448732376098633
472000.0,2.0450375080108643
474000.0,2.04486083984375
476000.0,2.045227527618408
478000.0,2.0450990200042725
480000.0,2.0448527336120605
482000.0,2.0451090335845947
484000.0,2.0452499389648438
486000.0,2.0451302528381348
488000.0,2.0452098846435547
490000.0,2.0449771881103516
492000.0,2.0451717376708984
494000.0,2.0452651977539062
496000.0,2.0449981689453125
498000.0,2.045506477355957
500000.0,2.0454087257385254
