"step","upsteramPressureTot_285,5_0,8666666666666667_0,1405"
2000.0,5.54465
4000.0,5.5451617
6000.0,5.521822
8000.0,2.945638656616211
10000.0,2.1168053150177
12000.0,1.4967749118804932
14000.0,1.0246117115020752
16000.0,0.7983708381652832
18000.0,0.8945640325546265
20000.0,1.2941973209381104
22000.0,1.8104088306427002
24000.0,2.3125131130218506
26000.0,2.7396931648254395
28000.0,3.1060285568237305
30000.0,3.3783304691314697
32000.0,3.583699941635132
34000.0,3.7572178840637207
36000.0,3.8758091926574707
38000.0,3.937018871307373
40000.0,3.994764566421509
42000.0,4.084824085235596
44000.0,4.138148307800293
46000.0,4.217874050140381
48000.0,4.268916130065918
50000.0,4.272343635559082
52000.0,4.359516143798828
54000.0,4.3954758644104
56000.0,4.430407524108887
58000.0,4.442870140075684
60000.0,4.4896650314331055
62000.0,4.524147033691406
64000.0,4.561239242553711
66000.0,4.579846382141113
68000.0,4.600388526916504
70000.0,4.626082420349121
72000.0,4.6454644203186035
74000.0,4.682075023651123
76000.0,4.701327323913574
78000.0,4.716610908508301
80000.0,4.749240398406982
82000.0,4.742928981781006
84000.0,4.775934219360352
86000.0,4.791795253753662
88000.0,4.7953338623046875
90000.0,4.821259498596191
92000.0,4.8352437019348145
94000.0,4.8426971435546875
96000.0,4.860281944274902
98000.0,4.874597549438477
100000.0,4.888599395751953
102000.0,4.892685413360596
104000.0,4.901352882385254
106000.0,4.915131568908691
108000.0,4.910796165466309
110000.0,4.929424285888672
112000.0,4.938699722290039
114000.0,4.950793743133545
116000.0,4.956614971160889
118000.0,4.963300704956055
120000.0,4.965280532836914
122000.0,4.9812092781066895
124000.0,4.984869480133057
126000.0,4.989294528961182
128000.0,4.990339756011963
130000.0,5.012846946716309
132000.0,5.006589412689209
134000.0,5.010981559753418
136000.0,5.016608715057373
138000.0,5.01546573638916
140000.0,5.022767543792725
142000.0,5.024704933166504
144000.0,5.026091575622559
146000.0,5.035449981689453
148000.0,5.041248321533203
150000.0,5.044040203094482
152000.0,5.045070648193359
154000.0,5.047955513000488
156000.0,5.057847023010254
158000.0,5.061150550842285
160000.0,5.061902046203613
162000.0,5.050850868225098
164000.0,5.063659191131592
166000.0,5.065374374389648
168000.0,5.0651960372924805
170000.0,5.072319507598877
172000.0,5.070178508758545
174000.0,5.073282241821289
176000.0,5.075132369995117
178000.0,5.078849792480469
180000.0,5.084864616394043
182000.0,5.084389686584473
184000.0,5.076848030090332
186000.0,5.085287094116211
188000.0,5.090969562530518
190000.0,5.093418121337891
192000.0,5.094948768615723
194000.0,5.093478679656982
196000.0,5.094245910644531
198000.0,5.095454692840576
200000.0,5.095065116882324
202000.0,5.103257179260254
204000.0,5.09920597076416
206000.0,5.10359525680542
208000.0,5.098811149597168
210000.0,5.1063151359558105
212000.0,5.110538482666016
214000.0,5.1072282791137695
216000.0,5.107302665710449
218000.0,5.109559059143066
220000.0,5.111428260803223
222000.0,5.110182762145996
224000.0,5.113227844238281
226000.0,5.120289325714111
228000.0,5.119718074798584
230000.0,5.121835231781006
232000.0,5.113448143005371
234000.0,5.118120193481445
236000.0,5.118618965148926
238000.0,5.120580196380615
240000.0,5.119386672973633
242000.0,5.123897552490234
244000.0,5.122518539428711
246000.0,5.119321823120117
248000.0,5.124472618103027
250000.0,5.12667989730835
252000.0,5.126391410827637
254000.0,5.127002716064453
256000.0,5.12544059753418
258000.0,5.127411365509033
260000.0,5.134627342224121
262000.0,5.130576133728027
264000.0,5.131742477416992
266000.0,5.1326003074646
268000.0,5.129647731781006
270000.0,5.128522872924805
272000.0,5.130151271820068
274000.0,5.132924556732178
276000.0,5.133889198303223
278000.0,5.135223865509033
280000.0,5.138606071472168
282000.0,5.133119583129883
284000.0,5.134846210479736
286000.0,5.135988235473633
288000.0,5.135504722595215
290000.0,5.14096736907959
292000.0,5.138279914855957
294000.0,5.136332988739014
296000.0,5.139299392700195
298000.0,5.139651298522949
300000.0,5.140368938446045
302000.0,5.142175674438477
304000.0,5.141976833343506
306000.0,5.141066551208496
308000.0,5.144248008728027
310000.0,5.141970634460449
312000.0,5.143564701080322
314000.0,5.143832206726074
316000.0,5.144155025482178
318000.0,5.142024517059326
320000.0,5.14563512802124
322000.0,5.145116806030273
324000.0,5.145092964172363
326000.0,5.147500038146973
328000.0,5.142984390258789
330000.0,5.147747993469238
332000.0,5.144576072692871
334000.0,5.147470474243164
336000.0,5.146052360534668
338000.0,5.144919395446777
340000.0,5.1456193923950195
342000.0,5.148254871368408
344000.0,5.146897792816162
346000.0,5.146816253662109
348000.0,5.150205135345459
350000.0,5.150308609008789
352000.0,5.150917053222656
354000.0,5.149765968322754
356000.0,5.148984432220459
358000.0,5.147202968597412
360000.0,5.149280071258545
362000.0,5.152101516723633
364000.0,5.148032188415527
366000.0,5.152468681335449
368000.0,5.148398399353027
370000.0,5.149111747741699
372000.0,5.151576042175293
374000.0,5.149899482727051
376000.0,5.153339385986328
378000.0,5.1505584716796875
380000.0,5.153080940246582
382000.0,5.152592658996582
384000.0,5.150652885437012
386000.0,5.150708198547363
388000.0,5.151587963104248
390000.0,5.153042793273926
392000.0,5.1526899337768555
394000.0,5.153063774108887
396000.0,5.152242660522461
398000.0,5.153887748718262
400000.0,5.151991844177246
402000.0,5.154063701629639
404000.0,5.152192115783691
406000.0,5.153081893920898
408000.0,5.152050971984863
410000.0,5.154693126678467
412000.0,5.153347492218018
414000.0,5.1544904708862305
416000.0,5.154778003692627
418000.0,5.15423059463501
420000.0,5.154506206512451
422000.0,5.153474807739258
424000.0,5.155352592468262
426000.0,5.155465126037598
428000.0,5.153785705566406
430000.0,5.153900146484375
432000.0,5.153196334838867
434000.0,5.15426778793335
436000.0,5.154834747314453
438000.0,5.155770778656006
440000.0,5.154294013977051
442000.0,5.153430938720703
444000.0,5.154749870300293
446000.0,5.153976917266846
448000.0,5.155877590179443
450000.0,5.155518531799316
452000.0,5.153358459472656
454000.0,5.155415058135986
456000.0,5.157236099243164
458000.0,5.156553268432617
460000.0,5.154488563537598
462000.0,5.155867576599121
464000.0,5.154768943786621
466000.0,5.156146049499512
468000.0,5.155886650085449
470000.0,5.155827522277832
472000.0,5.155557632446289
474000.0,5.155097961425781
476000.0,5.154595375061035
478000.0,5.156192302703857
480000.0,5.15696907043457
482000.0,5.156041622161865
484000.0,5.153785705566406
486000.0,5.156010150909424
488000.0,5.156888008117676
490000.0,5.155801773071289
492000.0,5.155754566192627
494000.0,5.1558051109313965
496000.0,5.156276226043701
498000.0,5.157069206237793
500000.0,5.156720161437988
