"step","upsteramPressureTot_508,09999999999997_0,44_0,3265"
2000.0,4.3146043
4000.0,4.3308697
6000.0,4.309787
8000.0,2.3555612564086914
10000.0,1.749631643295288
12000.0,1.2608158588409424
14000.0,0.8653429746627808
16000.0,0.682631254196167
18000.0,0.8002560138702393
20000.0,1.2148728370666504
22000.0,1.764650583267212
24000.0,2.2943289279937744
26000.0,2.7400753498077393
28000.0,3.1127960681915283
30000.0,3.3837993144989014
32000.0,3.5831189155578613
34000.0,3.746894121170044
36000.0,3.8550186157226562
38000.0,3.906860828399658
40000.0,3.9507102966308594
42000.0,4.022724151611328
44000.0,4.061264991760254
46000.0,4.1212477684021
48000.0,4.155250549316406
50000.0,4.143006324768066
52000.0,4.207065582275391
54000.0,4.230240821838379
56000.0,4.246189594268799
58000.0,4.241537094116211
60000.0,4.270112037658691
62000.0,4.288468360900879
64000.0,4.310094356536865
66000.0,4.3107194900512695
68000.0,4.3169026374816895
70000.0,4.3275299072265625
72000.0,4.333592414855957
74000.0,4.352668285369873
76000.0,4.355642318725586
78000.0,4.360265731811523
80000.0,4.373690605163574
82000.0,4.361461639404297
84000.0,4.377327919006348
86000.0,4.382473945617676
88000.0,4.378346920013428
90000.0,4.388954162597656
92000.0,4.392483711242676
94000.0,4.390846252441406
96000.0,4.397834777832031
98000.0,4.401279449462891
100000.0,4.404229640960693
102000.0,4.401765823364258
104000.0,4.405003070831299
106000.0,4.408594608306885
108000.0,4.398652076721191
110000.0,4.41018009185791
112000.0,4.408786773681641
114000.0,4.414144515991211
116000.0,4.414558410644531
118000.0,4.412820816040039
120000.0,4.414159297943115
122000.0,4.419867992401123
124000.0,4.41995906829834
126000.0,4.413980484008789
128000.0,4.414794445037842
130000.0,4.428606033325195
132000.0,4.419944763183594
134000.0,4.421640396118164
136000.0,4.421510696411133
138000.0,4.420692443847656
140000.0,4.418690204620361
142000.0,4.418124198913574
144000.0,4.417356967926025
146000.0,4.421198844909668
148000.0,4.422035217285156
150000.0,4.423452377319336
152000.0,4.4194135665893555
154000.0,4.422051429748535
156000.0,4.426870346069336
158000.0,4.426519393920898
160000.0,4.425543308258057
162000.0,4.415886878967285
164000.0,4.42343807220459
166000.0,4.421005725860596
168000.0,4.4221367835998535
170000.0,4.426272869110107
172000.0,4.421734809875488
174000.0,4.420601844787598
176000.0,4.422287464141846
178000.0,4.422125816345215
180000.0,4.427184104919434
182000.0,4.425755023956299
184000.0,4.422142028808594
186000.0,4.425770282745361
188000.0,4.428217887878418
190000.0,4.426815986633301
192000.0,4.42482328414917
194000.0,4.425321102142334
196000.0,4.423784255981445
198000.0,4.424169540405273
200000.0,4.4236741065979
202000.0,4.429810523986816
204000.0,4.425067901611328
206000.0,4.427332878112793
208000.0,4.422595977783203
210000.0,4.428732872009277
212000.0,4.427946090698242
214000.0,4.42835807800293
216000.0,4.426675796508789
218000.0,4.426065444946289
220000.0,4.426280975341797
222000.0,4.42628812789917
224000.0,4.426886081695557
226000.0,4.431756019592285
228000.0,4.432144641876221
230000.0,4.432319641113281
232000.0,4.423624038696289
234000.0,4.426102638244629
236000.0,4.4254469871521
238000.0,4.427334785461426
240000.0,4.425870895385742
242000.0,4.427499771118164
244000.0,4.426499366760254
246000.0,4.4232916831970215
248000.0,4.427138328552246
250000.0,4.429060459136963
252000.0,4.4264116287231445
254000.0,4.42704439163208
256000.0,4.42498779296875
258000.0,4.426263809204102
260000.0,4.429868698120117
