"step","downsteramPressureTot_433,9_0,3866666666666667_0,2335"
2000.0,3.9396963
4000.0,3.996441
6000.0,3.9738708
8000.0,2.092705249786377
10000.0,1.6572558879852295
12000.0,1.2558268308639526
14000.0,0.9165998697280884
16000.0,0.7673991918563843
18000.0,0.8901913166046143
20000.0,1.303269386291504
22000.0,1.8060648441314697
24000.0,2.2624213695526123
26000.0,2.5919854640960693
28000.0,2.8794898986816406
30000.0,3.093632459640503
32000.0,3.2589271068573
34000.0,3.3894643783569336
36000.0,3.4803171157836914
38000.0,3.539186477661133
40000.0,3.5830509662628174
42000.0,3.6531457901000977
44000.0,3.6995739936828613
46000.0,3.757113218307495
48000.0,3.789339542388916
50000.0,3.7859010696411133
52000.0,3.8548762798309326
54000.0,3.875209331512451
56000.0,3.899702310562134
58000.0,3.8977293968200684
60000.0,3.9244306087493896
62000.0,3.9470667839050293
64000.0,3.967012882232666
66000.0,3.9711403846740723
68000.0,3.976870536804199
70000.0,3.984605312347412
72000.0,3.997866630554199
74000.0,4.017027854919434
76000.0,4.02091646194458
78000.0,4.025233268737793
80000.0,4.036934852600098
82000.0,4.023308753967285
84000.0,4.041100978851318
86000.0,4.043529033660889
88000.0,4.042661666870117
90000.0,4.0553483963012695
92000.0,4.053874969482422
94000.0,4.058045864105225
96000.0,4.0621185302734375
98000.0,4.065244674682617
100000.0,4.064153671264648
102000.0,4.063629150390625
104000.0,4.063545227050781
106000.0,4.065686225891113
108000.0,4.064896583557129
110000.0,4.0693817138671875
112000.0,4.0689849853515625
114000.0,4.070971965789795
116000.0,4.073125839233398
118000.0,4.070828437805176
120000.0,4.0711669921875
122000.0,4.076769828796387
124000.0,4.073464870452881
126000.0,4.071025848388672
128000.0,4.066184043884277
130000.0,4.080144882202148
132000.0,4.067806720733643
134000.0,4.071001052856445
136000.0,4.070131301879883
138000.0,4.071722507476807
140000.0,4.068381309509277
142000.0,4.066042900085449
144000.0,4.06300687789917
146000.0,4.066542148590088
148000.0,4.066471099853516
150000.0,4.068975448608398
152000.0,4.06212043762207
154000.0,4.064225673675537
156000.0,4.068114280700684
158000.0,4.066094398498535
160000.0,4.063901901245117
162000.0,4.054483413696289
164000.0,4.066874980926514
166000.0,4.057689666748047
168000.0,4.058319091796875
170000.0,4.062843322753906
172000.0,4.0571722984313965
174000.0,4.060473442077637
176000.0,4.058623790740967
178000.0,4.060744285583496
180000.0,4.054682731628418
182000.0,4.061056613922119
184000.0,4.058371067047119
186000.0,4.057375431060791
188000.0,4.058699607849121
190000.0,4.055922985076904
192000.0,4.054232120513916
194000.0,4.055872917175293
196000.0,4.054959774017334
198000.0,4.0507354736328125
200000.0,4.054574966430664
202000.0,4.053421974182129
204000.0,4.052171230316162
206000.0,4.053186416625977
208000.0,4.050257205963135
210000.0,4.052420139312744
212000.0,4.050230026245117
214000.0,4.051828384399414
216000.0,4.046942710876465
218000.0,4.046229362487793
220000.0,4.048836708068848
222000.0,4.048036098480225
224000.0,4.047946929931641
226000.0,4.050090789794922
228000.0,4.051383018493652
230000.0,4.051509380340576
232000.0,4.042737007141113
234000.0,4.045012950897217
236000.0,4.045398712158203
238000.0,4.045011043548584
240000.0,4.0443949699401855
242000.0,4.0467529296875
244000.0,4.041881561279297
246000.0,4.043850898742676
248000.0,4.041696548461914
250000.0,4.047261714935303
252000.0,4.043054580688477
254000.0,4.043158531188965
256000.0,4.039055824279785
258000.0,4.040212631225586
260000.0,4.041731834411621
262000.0,4.042410373687744
264000.0,4.039076805114746
266000.0,4.039937973022461
268000.0,4.037296295166016
270000.0,4.035061836242676
272000.0,4.036994934082031
274000.0,4.038498878479004
276000.0,4.037962436676025
278000.0,4.037783145904541
280000.0,4.040134429931641
282000.0,4.035092830657959
284000.0,4.034957408905029
286000.0,4.035907745361328
288000.0,4.035050392150879
290000.0,4.039031982421875
292000.0,4.034878730773926
294000.0,4.031703948974609
