"step","upsteramPressure_879,0999999999999_0,22666666666666668_0,4195"
2000.0,2.8575418
4000.0,2.8167188
6000.0,2.8377028
8000.0,1.6840131282806396
10000.0,1.1869040727615356
12000.0,0.7558573484420776
14000.0,0.3850940763950348
16000.0,0.18510688841342926
18000.0,0.24432067573070526
20000.0,0.5684772729873657
22000.0,1.0002188682556152
24000.0,1.4392821788787842
26000.0,1.8412953615188599
28000.0,2.1784586906433105
30000.0,2.4294486045837402
32000.0,2.61356782913208
34000.0,2.7617239952087402
36000.0,2.8682241439819336
38000.0,2.9193012714385986
40000.0,2.960155725479126
42000.0,3.021193504333496
44000.0,3.0454697608947754
46000.0,3.0949649810791016
48000.0,3.1165812015533447
50000.0,3.1060211658477783
52000.0,3.1489083766937256
54000.0,3.1641652584075928
56000.0,3.167909622192383
58000.0,3.1606321334838867
60000.0,3.1820292472839355
62000.0,3.1921539306640625
64000.0,3.199770450592041
66000.0,3.202299118041992
68000.0,3.1970860958099365
70000.0,3.204422950744629
72000.0,3.199061393737793
74000.0,3.210425615310669
76000.0,3.2064027786254883
78000.0,3.2101831436157227
80000.0,3.215963363647461
82000.0,3.2076430320739746
84000.0,3.2098402976989746
86000.0,3.211207389831543
88000.0,3.2032206058502197
90000.0,3.2095232009887695
92000.0,3.2063379287719727
94000.0,3.2021992206573486
96000.0,3.2016730308532715
98000.0,3.2002434730529785
100000.0,3.20316219329834
102000.0,3.194506883621216
104000.0,3.196671485900879
106000.0,3.195078134536743
108000.0,3.1882591247558594
110000.0,3.1891064643859863
112000.0,3.1877691745758057
114000.0,3.1888527870178223
116000.0,3.1849939823150635
118000.0,3.1842525005340576
120000.0,3.1798644065856934
122000.0,3.1820876598358154
124000.0,3.176814556121826
126000.0,3.1775355339050293
128000.0,3.173607587814331
130000.0,3.175034523010254
132000.0,3.1719300746917725
134000.0,3.170543670654297
136000.0,3.16972017288208
138000.0,3.165029525756836
140000.0,3.164640188217163
142000.0,3.160491943359375
144000.0,3.157660961151123
146000.0,3.1587204933166504
148000.0,3.1564202308654785
150000.0,3.154254913330078
152000.0,3.1539483070373535
154000.0,3.1496400833129883
156000.0,3.1499640941619873
158000.0,3.1493959426879883
160000.0,3.1468186378479004
162000.0,3.1403822898864746
164000.0,3.140434503555298
166000.0,3.138751268386841
168000.0,3.1369616985321045
170000.0,3.136845111846924
172000.0,3.1342389583587646
174000.0,3.1290059089660645
176000.0,3.132150650024414
178000.0,3.1277270317077637
180000.0,3.12819242477417
182000.0,3.1265902519226074
184000.0,3.1210856437683105
186000.0,3.122678756713867
188000.0,3.1200621128082275
190000.0,3.12027645111084
192000.0,3.116347074508667
194000.0,3.114656686782837
196000.0,3.1136345863342285
198000.0,3.1110925674438477
200000.0,3.109457492828369
202000.0,3.1098527908325195
204000.0,3.105365753173828
206000.0,3.1070427894592285
208000.0,3.104403018951416
210000.0,3.103943347930908
212000.0,3.1029491424560547
214000.0,3.100691556930542
216000.0,3.098773241043091
218000.0,3.097114086151123
220000.0,3.0970101356506348
222000.0,3.0940604209899902
224000.0,3.093885898590088
226000.0,3.0939903259277344
228000.0,3.0931901931762695
230000.0,3.0904011726379395
232000.0,3.08852481842041
234000.0,3.0887017250061035
236000.0,3.086831569671631
238000.0,3.0858206748962402
240000.0,3.084834575653076
242000.0,3.0839953422546387
244000.0,3.0829803943634033
246000.0,3.0798938274383545
248000.0,3.0811519622802734
250000.0,3.0787997245788574
252000.0,3.078491687774658
