"step","upsteramPressure_953,3_0,6000000000000001_0,2955"
2000.0,2.490085
4000.0,2.4780903
6000.0,2.488089
8000.0,1.6060855388641357
10000.0,1.2042440176010132
12000.0,0.8298814296722412
14000.0,0.4890308380126953
16000.0,0.29772496223449707
18000.0,0.3455832600593567
20000.0,0.6350880265235901
22000.0,1.0317214727401733
24000.0,1.4490430355072021
26000.0,1.8417246341705322
28000.0,2.172907829284668
30000.0,2.42034912109375
32000.0,2.6018528938293457
34000.0,2.7483270168304443
36000.0,2.8532896041870117
38000.0,2.904853343963623
40000.0,2.9463257789611816
42000.0,3.009146213531494
44000.0,3.0354604721069336
46000.0,3.087924003601074
48000.0,3.112459659576416
50000.0,3.1051106452941895
52000.0,3.1502976417541504
54000.0,3.1684718132019043
56000.0,3.174469232559204
58000.0,3.168982744216919
60000.0,3.1919312477111816
62000.0,3.203671455383301
64000.0,3.212893009185791
66000.0,3.216488838195801
68000.0,3.2120437622070312
70000.0,3.219043016433716
72000.0,3.2143619060516357
74000.0,3.225234031677246
76000.0,3.2208456993103027
78000.0,3.224724292755127
80000.0,3.2295355796813965
82000.0,3.2204339504241943
84000.0,3.2220754623413086
86000.0,3.222641944885254
88000.0,3.213883399963379
90000.0,3.218637704849243
92000.0,3.2149553298950195
94000.0,3.2096874713897705
96000.0,3.2076690196990967
98000.0,3.205352783203125
100000.0,3.205979347229004
102000.0,3.1965813636779785
104000.0,3.197969913482666
106000.0,3.194226026535034
108000.0,3.1864309310913086
110000.0,3.1855311393737793
112000.0,3.1832666397094727
114000.0,3.1826915740966797
116000.0,3.177967071533203
118000.0,3.175797462463379
120000.0,3.169498920440674
122000.0,3.170227527618408
124000.0,3.163982391357422
126000.0,3.1630914211273193
128000.0,3.157792568206787
130000.0,3.15812349319458
132000.0,3.1537997722625732
134000.0,3.151071310043335
136000.0,3.1490182876586914
138000.0,3.1430296897888184
140000.0,3.1415722370147705
142000.0,3.1357898712158203
144000.0,3.1316795349121094
146000.0,3.1317408084869385
148000.0,3.1284258365631104
150000.0,3.1250360012054443
152000.0,3.123223066329956
154000.0,3.118032932281494
156000.0,3.117035388946533
158000.0,3.1157846450805664
160000.0,3.1112585067749023
162000.0,3.1043031215667725
164000.0,3.103013515472412
166000.0,3.099862575531006
168000.0,3.0974597930908203
170000.0,3.0959043502807617
172000.0,3.0928540229797363
174000.0,3.0867114067077637
176000.0,3.08859920501709
178000.0,3.0833427906036377
180000.0,3.0825693607330322
182000.0,3.0803513526916504
184000.0,3.074130058288574
186000.0,3.074463129043579
188000.0,3.0709598064422607
190000.0,3.0704293251037598
192000.0,3.0654358863830566
194000.0,3.0631918907165527
196000.0,3.0612783432006836
198000.0,3.0579612255096436
200000.0,3.0551438331604004
202000.0,3.0549614429473877
204000.0,3.049973487854004
206000.0,3.051060438156128
208000.0,3.047679901123047
210000.0,3.0465781688690186
212000.0,3.0447134971618652
214000.0,3.041639566421509
216000.0,3.0392870903015137
218000.0,3.036431312561035
220000.0,3.035433292388916
222000.0,3.03230357170105
224000.0,3.0313282012939453
226000.0,3.0308423042297363
228000.0,3.029487133026123
230000.0,3.0264620780944824
232000.0,3.0235376358032227
234000.0,3.023219108581543
236000.0,3.020526885986328
238000.0,3.0190536975860596
240000.0,3.017544746398926
242000.0,3.0158019065856934
244000.0,3.014244794845581
246000.0,3.010533332824707
248000.0,3.0114803314208984
250000.0,3.008798599243164
252000.0,3.007871150970459
254000.0,3.0048561096191406
256000.0,3.0044517517089844
258000.0,3.0034213066101074
260000.0,3.0029072761535645
262000.0,3.000131130218506
264000.0,2.997863292694092
266000.0,2.997342586517334
268000.0,2.995622158050537
270000.0,2.993551254272461
272000.0,2.9925758838653564
274000.0,2.990985870361328
276000.0,2.9896373748779297
278000.0,2.9887306690216064
280000.0,2.9886598587036133
282000.0,2.9845199584960938
284000.0,2.9832205772399902
286000.0,2.9841604232788086
288000.0,2.9825048446655273
290000.0,2.9821300506591797
292000.0,2.9811623096466064
294000.0,2.978628635406494
296000.0,2.978451728820801
298000.0,2.9773149490356445
300000.0,2.9761452674865723
302000.0,2.9759867191314697
304000.0,2.973999261856079
306000.0,2.9725208282470703
308000.0,2.972721576690674
310000.0,2.971745491027832
312000.0,2.9705593585968018
314000.0,2.9697980880737305
316000.0,2.968963146209717
318000.0,2.967172384262085
320000.0,2.9666662216186523
322000.0,2.9651970863342285
324000.0,2.965559482574463
326000.0,2.965071201324463
328000.0,2.9633703231811523
330000.0,2.9635684490203857
332000.0,2.9611992835998535
334000.0,2.9611308574676514
336000.0,2.9602622985839844
338000.0,2.9590132236480713
340000.0,2.9583740234375
342000.0,2.958695411682129
344000.0,2.956951379776001
346000.0,2.956566095352173
348000.0,2.957186460494995
350000.0,2.9556145668029785
352000.0,2.956160068511963
354000.0,2.954378128051758
356000.0,2.954061985015869
358000.0,2.9527883529663086
360000.0,2.952488422393799
362000.0,2.9513964653015137
364000.0,2.9511966705322266
366000.0,2.9512014389038086
368000.0,2.949429750442505
370000.0,2.9490585327148438
372000.0,2.9486522674560547
374000.0,2.947789192199707
376000.0,2.9486947059631348
378000.0,2.947441577911377
380000.0,2.9470632076263428
382000.0,2.946223735809326
384000.0,2.9452662467956543
386000.0,2.9452099800109863
388000.0,2.9445531368255615
390000.0,2.944262981414795
392000.0,2.944094657897949
394000.0,2.9428439140319824
396000.0,2.9427387714385986
398000.0,2.9424867630004883
400000.0,2.941448450088501
402000.0,2.941516876220703
404000.0,2.9409799575805664
406000.0,2.9409339427948
408000.0,2.940275192260742
410000.0,2.939871072769165
412000.0,2.9390101432800293
414000.0,2.938784599304199
416000.0,2.9391918182373047
418000.0,2.9387035369873047
420000.0,2.9385087490081787
422000.0,2.937999725341797
424000.0,2.9379830360412598
426000.0,2.937558650970459
428000.0,2.9367425441741943
430000.0,2.9361228942871094
432000.0,2.935736894607544
434000.0,2.9357142448425293
436000.0,2.935248374938965
438000.0,2.935581922531128
440000.0,2.9347596168518066
442000.0,2.934082269668579
444000.0,2.933889865875244
446000.0,2.9334044456481934
448000.0,2.9339547157287598
450000.0,2.9335124492645264
452000.0,2.9329564571380615
454000.0,2.9332475662231445
456000.0,2.9328842163085938
458000.0,2.9327006340026855
460000.0,2.9318292140960693
462000.0,2.9320077896118164
464000.0,2.9313888549804688
466000.0,2.931060314178467
468000.0,2.9312195777893066
470000.0,2.931070566177368
472000.0,2.930572032928467
474000.0,2.930312156677246
476000.0,2.930008888244629
478000.0,2.92987060546875
480000.0,2.9298219680786133
482000.0,2.9295496940612793
484000.0,2.9289350509643555
486000.0,2.9289727210998535
488000.0,2.9292964935302734
490000.0,2.9287562370300293
492000.0,2.9286980628967285
494000.0,2.9283664226531982
496000.0,2.9282548427581787
498000.0,2.928459882736206
500000.0,2.9279627799987793
