"step","upstreamPressureTot_DP14_879.09999999999991_0.22666666666666668_0.4195"
34000.0,3.9419944
36000.0,3.946144
38000.0,3.9529648
40000.0,3.9429674
42000.0,3.9614124
44000.0,3.9685113
46000.0,3.9741533
48000.0,3.9758945
50000.0,3.9829535
52000.0,3.9807494
54000.0,3.9880528
56000.0,3.9989138
58000.0,3.9996471
60000.0,4.0060287
62000.0,3.9949527
64000.0,4.0123553
66000.0,4.005574
68000.0,4.008866
70000.0,4.015908
72000.0,4.0147967
74000.0,4.025259
76000.0,4.015896
78000.0,4.024833
80000.0,4.0193405
82000.0,4.0118647
84000.0,4.025338
86000.0,4.02083
88000.0,4.0303316
90000.0,4.027646
92000.0,4.042157
94000.0,4.033172
98000.0,4.021943092346191
