"step","downstreamPressure_DP108_370_0.38666666666666671_0.2475"
0,0.013627482
1000,-0.00047912862
2000,0.002198766
3000,0.010811521
4000,0.024994863
5000,0.03204599
6000,0.04781185
7000,0.07340762
8000,0.09615266
9000,0.12479952
10000,0.15922025
11000,0.2059407
12000,0.24612719
13000,0.2865969
14000,0.33017233
15000,0.39668703
16000,0.45558286
17000,0.49886608
18000,0.58436847
19000,0.64943063
20000,0.69323474
21000,0.7086475
22000,0.8007192
23000,0.82882094
24000,0.9004388
25000,0.929514
26000,0.96461046
27000,0.9852551
28000,1.0081121
29000,1.0220757
30000,0.98931223
31000,1.0750766
32000,1.0905231
33000,1.0940533
34000,1.1086229
35000,1.112649
36000,1.126941
37000,1.1351707
38000,1.1519542
39000,1.1758201
40000,1.1661716
41000,1.1650763
42000,1.1685257
43000,1.1861596
44000,1.1942489
45000,1.1896267
46000,1.1919982
47000,1.2367525
48000,1.2143683
49000,1.2057979
50000,1.2285218
51000,1.2188292
52000,1.2308614
53000,1.2205359
54000,1.2458017
55000,1.2363815
56000,1.2314286
57000,1.2552639
58000,1.220485
59000,1.2531993
60000,1.2574337
61000,1.2531395
62000,1.2531351
63000,1.2592638
64000,1.2590494
65000,1.2661407
66000,1.2531183
67000,1.2524223
68000,1.270075
69000,1.2934318
70000,1.2584835
71000,1.2835
72000,1.2690947
73000,1.2774212
74000,1.272162
75000,1.2637849
76000,1.2618341
77000,1.2617064
78000,1.268271
79000,1.2851516
80000,1.2715843
81000,1.2864733
82000,1.2672572
83000,1.2727857
84000,1.2853376
85000,1.2589109
86000,1.2729845
87000,1.273566
88000,1.265889
89000,1.2863401
90000,1.2790288
91000,1.2637012
92000,1.2795124
93000,1.2653754
94000,1.2605754
95000,1.272161
96000,1.2762028
97000,1.2605045
98000,1.2720485
99000,1.2623806
100000,1.2623918
101000,1.2756779
102000,1.2613479
103000,1.2656759
104000,1.2490342
105000,1.2698221
106000,1.2599996
107000,1.2654606
108000,1.2611812
109000,1.264154
110000,1.2630197
111000,1.260729
112000,1.2560188
113000,1.2669866
114000,1.2535677
115000,1.2532514
116000,1.2588291
117000,1.2531552
118000,1.2352827
119000,1.2520537
120000,1.2459915
121000,1.2498364
122000,1.250397
123000,1.2584151
124000,1.2516186
125000,1.2461425
126000,1.2432162
127000,1.2517347
128000,1.2582704
129000,1.2549341
130000,1.2430278
131000,1.2453965
132000,1.2297618
133000,1.2333143
134000,1.2473149
135000,1.2370453
136000,1.2533259
137000,1.2238085
138000,1.2347711
139000,1.236134
140000,1.2239405
141000,1.2397859
142000,1.2321486
143000,1.2333717
144000,1.2394118
145000,1.2293849
146000,1.2301366
147000,1.2271507
148000,1.2411352
149000,1.2265424
150000,1.2168674
151000,1.2208498
152000,1.2244949
153000,1.2240683
154000,1.2275947
155000,1.2281923
156000,1.2232279
157000,1.2352645
158000,1.2274156
159000,1.2280749
160000,1.2132015
161000,1.215167
162000,1.2328334
163000,1.2256414
164000,1.2125461
165000,1.229706
166000,1.2289581
167000,1.2273263
168000,1.2174911
169000,1.2230698
170000,1.2260861
171000,1.2046705
172000,1.2243044
173000,1.2180059
174000,1.2197875
175000,1.2266457
176000,1.2143278
177000,1.2201612
178000,1.2135667
179000,1.2048748
180000,1.1843594
181000,1.1948733
182000,1.2165112
183000,1.231873
184000,1.2281404
185000,1.2330925
186000,1.2293499
187000,1.2291074
188000,1.2288158
189000,1.2196898
190000,1.2030665
191000,1.2163771
192000,1.2099525
193000,1.2213904
194000,1.2238597
195000,1.2262926
196000,1.2288028
197000,1.2249807
198000,1.2200922
199000,1.2224146
200000,1.2198646
201000,1.221154
202000,1.2222004
203000,1.2147009
204000,1.2161758
205000,1.2148325
206000,1.2147733
207000,1.2190099
208000,1.2301159
209000,1.2055514
210000,1.2041154
211000,1.2093647
212000,1.212183
213000,1.2108697
214000,1.2211492
215000,1.2196827
216000,1.2123392
217000,1.218266
218000,1.2142088
219000,1.2167044
220000,1.2162013
221000,1.2158408
222000,1.2136776
223000,1.2136974
224000,1.2066879
225000,1.2098953
226000,1.2142347
227000,1.2173434
228000,1.2177747
229000,1.2175269
230000,1.2161947
231000,1.2188663
232000,1.2154205
233000,1.2128189
234000,1.2147121
235000,1.2170637
236000,1.2140052
237000,1.215344
238000,1.2140048
239000,1.2160856
240000,1.2158903
241000,1.2147646
242000,1.2150238
243000,1.2157812
244000,1.215613
245000,1.2180862
246000,1.2168634
247000,1.215254
248000,1.214859
249000,1.2142501
250000,1.2132623
251000,1.2160661
252000,1.2090803
253000,1.2120978
254000,1.2143283
255000,1.2141293
256000,1.2170787
257000,1.2167451
258000,1.2133778
259000,1.2152566
260000,1.2166702
261000,1.2154711
262000,1.2135472
263000,1.2170141
264000,1.2144444
265000,1.2141657
266000,1.217346
267000,1.2175223
268000,1.2146521
269000,1.2181542
270000,1.2146147
271000,1.2147617
272000,1.2174451
273000,1.2183213
274000,1.217052
275000,1.217948
276000,1.2170964
277000,1.2171775
278000,1.2162806
279000,1.2166369
280000,1.2183245
281000,1.2201002
282000,1.2187105
283000,1.2194498
284000,1.218794
285000,1.2181792
286000,1.2178323
287000,1.2177184
288000,1.2193967
289000,1.2184272
290000,1.2192634
291000,1.2181194
292000,1.2217771
293000,1.2218404
294000,1.2203207
295000,1.2204359
296000,1.2203174
297000,1.2197206
298000,1.2218381
299000,1.2208021
300000,1.2226467
