"step","downstreamPressureDiff_DP102_969.99999999999989_0.28_0.1815"
0.0,-1.5971181
1000.0,-1.5789042
2000.0,-1.5637907
3000.0,-1.5664544
4000.0,-1.5616274
5000.0,-1.5667876
6000.0,-1.5549273
7000.0,-1.5431777
8000.0,-1.5268347
9000.0,-1.5133204
10000.0,-1.4923371
11000.0,-1.5709342956542969
12000.0,-1.5648720264434814
13000.0,-1.5332204103469849
14000.0,-1.4973747730255127
15000.0,-1.4730868339538574
16000.0,-1.4270849227905273
17000.0,-1.4292505979537964
18000.0,-1.364905595779419
19000.0,-1.3316481113433838
20000.0,-1.2613357305526733
21000.0,-1.1745595932006836
22000.0,-1.1186203956604004
23000.0,-1.0593461990356445
24000.0,-1.0118205547332764
25000.0,-0.8965904712677002
26000.0,-0.8650432825088501
27000.0,-0.7958774566650391
28000.0,-0.7536348104476929
29000.0,-0.6720764636993408
30000.0,-0.6853774785995483
31000.0,-0.644212543964386
32000.0,-0.5919975638389587
33000.0,-0.5939675569534302
34000.0,-0.5301837921142578
35000.0,-0.5117156505584717
36000.0,-0.4977477788925171
37000.0,-0.4485812187194824
38000.0,-0.44350528717041016
39000.0,-0.41330933570861816
40000.0,-0.43555712699890137
41000.0,-0.38100099563598633
42000.0,-0.40878450870513916
43000.0,-0.38945281505584717
44000.0,-0.4068683385848999
45000.0,-0.368047833442688
46000.0,-0.34425973892211914
47000.0,-0.3396724462509155
48000.0,-0.33441174030303955
49000.0,-0.32066845893859863
50000.0,-0.34516406059265137
51000.0,-0.3123667240142822
52000.0,-0.30961382389068604
53000.0,-0.33727502822875977
54000.0,-0.3174964189529419
55000.0,-0.32102346420288086
56000.0,-0.2757699489593506
57000.0,-0.2873215675354004
58000.0,-0.29530155658721924
59000.0,-0.2898651361465454
60000.0,-0.35806334018707275
61000.0,-0.2799856662750244
62000.0,-0.2727949619293213
63000.0,-0.27955830097198486
64000.0,-0.2873692512512207
65000.0,-0.28707170486450195
66000.0,-0.3066965341567993
67000.0,-0.26620006561279297
68000.0,-0.39559829235076904
69000.0,-0.3456839323043823
70000.0,-0.2824282646179199
71000.0,-0.2586863040924072
72000.0,-0.26963114738464355
73000.0,-0.2780025005340576
74000.0,-0.26978862285614014
75000.0,-0.2633523941040039
76000.0,-0.26862871646881104
77000.0,-0.2727174758911133
78000.0,-0.2652909755706787
79000.0,-0.2666435241699219
80000.0,-0.2657052278518677
81000.0,-0.25327301025390625
82000.0,-0.2730891704559326
83000.0,-0.27214765548706055
84000.0,-0.2953970432281494
85000.0,-0.25921130180358887
86000.0,-0.27498364448547363
87000.0,-0.26963698863983154
88000.0,-0.27378809452056885
89000.0,-0.2699275016784668
90000.0,-0.26343870162963867
91000.0,-0.2659895420074463
92000.0,-0.26670753955841064
93000.0,-0.26454615592956543
94000.0,-0.26923537254333496
95000.0,-0.2810635566711426
96000.0,-0.282637357711792
97000.0,-0.2811551094055176
98000.0,-0.26516199111938477
99000.0,-0.279343843460083
100000.0,-0.25901222229003906
101000.0,-0.2676856517791748
102000.0,-0.26505041122436523
103000.0,-0.2857396602630615
104000.0,-0.2800474166870117
105000.0,-0.28269386291503906
106000.0,-0.2836291790008545
107000.0,-0.2700204849243164
108000.0,-0.2579296827316284
109000.0,-0.28455519676208496
110000.0,-0.2906336784362793
111000.0,-0.28310346603393555
112000.0,-0.2852407693862915
113000.0,-0.283191442489624
114000.0,-0.28963422775268555
115000.0,-0.34841620922088623
116000.0,-0.3029310703277588
117000.0,-0.2636152505874634
