"step","upstreamPressureDiff_DP109_610_0.81333333333333324_0.2585"
0.0,-4.409542
1000.0,-4.397745
2000.0,-4.3681192
3000.0,-4.320195
4000.0,-4.2442036
5000.0,-4.2323565
6000.0,-4.059051
7000.0,-4.0109463
8000.0,-3.816702
9000.0,-3.6234581
10000.0,-3.4164
11000.0,-4.317796230316162
12000.0,-4.012210369110107
13000.0,-3.841794013977051
14000.0,-3.71036434173584
15000.0,-3.54746675491333
16000.0,-3.4073147773742676
17000.0,-3.5365259647369385
18000.0,-3.1959619522094727
19000.0,-3.1224164962768555
20000.0,-2.9236667156219482
21000.0,-2.770200252532959
22000.0,-2.6050310134887695
23000.0,-2.4972970485687256
24000.0,-2.478841543197632
25000.0,-2.358717441558838
26000.0,-2.279430866241455
27000.0,-2.156221628189087
28000.0,-2.0763773918151855
29000.0,-2.081594467163086
30000.0,-1.9407680034637451
31000.0,-1.8839600086212158
32000.0,-1.833390712738037
33000.0,-1.9593873023986816
34000.0,-1.7301397323608398
35000.0,-1.736985445022583
36000.0,-1.709883689880371
37000.0,-1.7520744800567627
38000.0,-1.6323952674865723
39000.0,-1.644735336303711
40000.0,-1.77461576461792
41000.0,-1.5380957126617432
42000.0,-1.5993332862854004
43000.0,-1.6304774284362793
44000.0,-1.6099576950073242
45000.0,-1.5477516651153564
46000.0,-1.465749740600586
47000.0,-1.4970941543579102
48000.0,-1.4574377536773682
49000.0,-1.4942066669464111
50000.0,-1.5049266815185547
51000.0,-1.4282052516937256
52000.0,-1.3914868831634521
53000.0,-1.5441668033599854
54000.0,-1.4358530044555664
55000.0,-1.413771390914917
56000.0,-1.446824550628662
57000.0,-1.3824872970581055
58000.0,-1.3796563148498535
59000.0,-1.369985818862915
60000.0,-1.5516207218170166
61000.0,-1.3555409908294678
62000.0,-1.351926326751709
63000.0,-1.3146445751190186
64000.0,-1.384049654006958
65000.0,-1.3183846473693848
66000.0,-1.3686096668243408
67000.0,-1.3455967903137207
68000.0,-1.864053726196289
69000.0,-1.4401953220367432
70000.0,-1.360037088394165
71000.0,-1.4048969745635986
72000.0,-1.3241379261016846
73000.0,-1.2943873405456543
74000.0,-1.3215718269348145
75000.0,-1.3599624633789062
76000.0,-1.2590503692626953
77000.0,-1.2926700115203857
78000.0,-1.2829437255859375
79000.0,-1.3403501510620117
80000.0,-1.3104538917541504
81000.0,-1.4301209449768066
82000.0,-1.332399845123291
83000.0,-1.3419466018676758
84000.0,-1.4484586715698242
85000.0,-1.359595775604248
86000.0,-1.302839756011963
87000.0,-1.2919697761535645
88000.0,-1.2817370891571045
89000.0,-1.2657012939453125
90000.0,-1.2678203582763672
91000.0,-1.3051390647888184
92000.0,-1.3738999366760254
93000.0,-1.2666471004486084
94000.0,-1.346635341644287
95000.0,-1.315579891204834
96000.0,-1.2368481159210205
97000.0,-1.269453525543213
98000.0,-1.2897262573242188
99000.0,-1.2783756256103516
100000.0,-1.2440509796142578
101000.0,-1.2442021369934082
102000.0,-1.2462549209594727
103000.0,-1.313817024230957
104000.0,-1.2524967193603516
105000.0,-1.2756552696228027
106000.0,-1.2515053749084473
107000.0,-1.223473310470581
108000.0,-1.2912304401397705
109000.0,-1.389117956161499
110000.0,-1.3097424507141113
111000.0,-1.287731647491455
112000.0,-1.2457599639892578
113000.0,-1.27628755569458
114000.0,-1.2592816352844238
115000.0,-1.3336148262023926
116000.0,-1.2258493900299072
117000.0,-1.2496700286865234
118000.0,-1.2582926750183105
119000.0,-1.3218193054199219
120000.0,-1.1927309036254883
121000.0,-1.2340939044952393
122000.0,-1.1830875873565674
123000.0,-1.196364164352417
124000.0,-1.2560482025146484
125000.0,-1.2103991508483887
126000.0,-1.22536039352417
127000.0,-1.1911969184875488
128000.0,-1.25431227684021
129000.0,-1.198427677154541
130000.0,-1.2774784564971924
131000.0,-1.2290828227996826
132000.0,-1.1894891262054443
133000.0,-1.486215591430664
134000.0,-1.346907377243042
135000.0,-1.259063959121704
136000.0,-1.2351593971252441
137000.0,-1.2101917266845703
138000.0,-1.1843485832214355
139000.0,-1.1277689933776855
140000.0,-1.1806998252868652
141000.0,-1.1631579399108887
142000.0,-1.2123067378997803
143000.0,-1.1787874698638916
144000.0,-1.213832139968872
145000.0,-1.2702357769012451
146000.0,-1.3617262840270996
147000.0,-1.1899337768554688
148000.0,-1.138770580291748
149000.0,-1.1316218376159668
150000.0,-1.232039451599121
151000.0,-1.1940360069274902
152000.0,-1.1521968841552734
153000.0,-1.1888470649719238
154000.0,-1.141319751739502
155000.0,-1.1853795051574707
156000.0,-1.1703524589538574
157000.0,-1.1855792999267578
158000.0,-1.154432773590088
159000.0,-1.2758512496948242
160000.0,-1.1978545188903809
161000.0,-1.1695406436920166
162000.0,-1.148332118988037
163000.0,-1.1572818756103516
164000.0,-1.1592926979064941
165000.0,-1.1610703468322754
166000.0,-1.1680119037628174
167000.0,-1.1643402576446533
168000.0,-1.3566651344299316
169000.0,-1.3014442920684814
170000.0,-1.242912769317627
171000.0,-1.2212762832641602
172000.0,-1.1863865852355957
173000.0,-1.1599950790405273
174000.0,-1.169787883758545
175000.0,-1.193192720413208
176000.0,-1.1510746479034424
177000.0,-1.1482715606689453
178000.0,-1.1714439392089844
179000.0,-1.2078731060028076
180000.0,-1.168722152709961
181000.0,-1.1817617416381836
182000.0,-1.1559758186340332
183000.0,-1.1558837890625
184000.0,-1.2427186965942383
185000.0,-1.1665441989898682
186000.0,-1.1546530723571777
187000.0,-1.1704673767089844
188000.0,-1.1596229076385498
189000.0,-1.2212910652160645
190000.0,-1.191633701324463
191000.0,-1.1773226261138916
192000.0,-1.1650454998016357
193000.0,-1.1199407577514648
194000.0,-1.150104284286499
195000.0,-1.1607131958007812
196000.0,-1.27811861038208
197000.0,-1.2264037132263184
198000.0,-1.1964826583862305
199000.0,-1.1791565418243408
200000.0,-1.172262191772461
201000.0,-1.182539463043213
202000.0,-1.171550989151001
203000.0,-1.1803092956542969
204000.0,-1.172790288925171
205000.0,-1.16715407371521
206000.0,-1.270216703414917
207000.0,-1.2108736038208008
208000.0,-1.2222661972045898
209000.0,-1.184793472290039
210000.0,-1.1764624118804932
211000.0,-1.1826987266540527
212000.0,-1.176642656326294
213000.0,-1.31961989402771
214000.0,-1.2893850803375244
215000.0,-1.2442879676818848
216000.0,-1.2199950218200684
217000.0,-1.2081289291381836
218000.0,-1.199084758758545
219000.0,-1.199751377105713
220000.0,-1.2017135620117188
221000.0,-1.1966619491577148
222000.0,-1.2018709182739258
223000.0,-1.1960625648498535
224000.0,-1.1816372871398926
225000.0,-1.1897144317626953
226000.0,-1.1950526237487793
227000.0,-1.2069401741027832
228000.0,-1.2088510990142822
229000.0,-1.206038236618042
230000.0,-1.1904337406158447
231000.0,-1.2039682865142822
232000.0,-1.2040061950683594
233000.0,-1.2014122009277344
234000.0,-1.2300605773925781
235000.0,-1.21113920211792
236000.0,-1.2065455913543701
237000.0,-1.2099957466125488
238000.0,-1.2062675952911377
239000.0,-1.2113451957702637
240000.0,-1.213010311126709
241000.0,-1.2086877822875977
242000.0,-1.2132651805877686
243000.0,-1.219193696975708
244000.0,-1.2191476821899414
245000.0,-1.2156035900115967
246000.0,-1.2186026573181152
247000.0,-1.2181572914123535
248000.0,-1.2252721786499023
249000.0,-1.2196044921875
250000.0,-1.2150771617889404
251000.0,-1.2240891456604004
252000.0,-1.2270450592041016
253000.0,-1.228947639465332
254000.0,-1.2251176834106445
255000.0,-1.2310166358947754
256000.0,-1.2311525344848633
