"step","upstreamPressureDiff_DP112_909.99999999999989_0.76_0.2915"
0.0,-4.397961
1000.0,-4.397242
2000.0,-4.3676133
3000.0,-4.321778
4000.0,-4.2486143
5000.0,-4.233511
6000.0,-4.066327
7000.0,-4.017376
8000.0,-3.8283682
9000.0,-3.6317492
10000.0,-3.4408011
11000.0,-4.316961765289307
12000.0,-4.016136646270752
13000.0,-3.8529305458068848
14000.0,-3.727057695388794
15000.0,-3.567779779434204
16000.0,-3.424935817718506
17000.0,-3.5524942874908447
18000.0,-3.224515914916992
19000.0,-3.147289276123047
20000.0,-2.9500479698181152
21000.0,-2.8029348850250244
22000.0,-2.641112804412842
23000.0,-2.523559331893921
24000.0,-2.508455276489258
25000.0,-2.388876438140869
26000.0,-2.309937000274658
27000.0,-2.189997911453247
28000.0,-2.1072616577148438
29000.0,-2.1019163131713867
30000.0,-1.9686925411224365
31000.0,-1.9121336936950684
32000.0,-1.8624567985534668
33000.0,-1.9819269180297852
34000.0,-1.7562451362609863
35000.0,-1.7613959312438965
36000.0,-1.7355947494506836
37000.0,-1.7782187461853027
38000.0,-1.6630818843841553
39000.0,-1.674551248550415
40000.0,-1.7957310676574707
41000.0,-1.5665459632873535
42000.0,-1.62394380569458
43000.0,-1.6602020263671875
44000.0,-1.6378769874572754
45000.0,-1.5694036483764648
46000.0,-1.49269700050354
47000.0,-1.5155882835388184
48000.0,-1.4833111763000488
49000.0,-1.5242209434509277
50000.0,-1.5312979221343994
51000.0,-1.4509334564208984
52000.0,-1.4190959930419922
53000.0,-1.5687897205352783
54000.0,-1.4642987251281738
55000.0,-1.4459850788116455
56000.0,-1.4759154319763184
57000.0,-1.4119794368743896
58000.0,-1.41162109375
59000.0,-1.4028358459472656
60000.0,-1.5795378684997559
61000.0,-1.3862104415893555
62000.0,-1.3826837539672852
63000.0,-1.3450918197631836
64000.0,-1.416245937347412
65000.0,-1.3555750846862793
66000.0,-1.3982086181640625
67000.0,-1.3797602653503418
68000.0,-1.8870034217834473
69000.0,-1.4684100151062012
70000.0,-1.3847119808197021
71000.0,-1.4374072551727295
72000.0,-1.3556098937988281
73000.0,-1.3251996040344238
74000.0,-1.3492393493652344
75000.0,-1.3912243843078613
76000.0,-1.2892036437988281
77000.0,-1.3254284858703613
78000.0,-1.318906307220459
79000.0,-1.3715314865112305
80000.0,-1.3415236473083496
81000.0,-1.455714225769043
82000.0,-1.360274314880371
83000.0,-1.3699030876159668
84000.0,-1.479687213897705
85000.0,-1.3924107551574707
86000.0,-1.33530855178833
87000.0,-1.3266949653625488
88000.0,-1.3172821998596191
89000.0,-1.3003015518188477
90000.0,-1.3040688037872314
91000.0,-1.3417818546295166
92000.0,-1.4065117835998535
93000.0,-1.2997503280639648
94000.0,-1.3805432319641113
95000.0,-1.3476955890655518
96000.0,-1.2705886363983154
97000.0,-1.3040704727172852
98000.0,-1.32515287399292
99000.0,-1.3151154518127441
100000.0,-1.281691551208496
101000.0,-1.2817349433898926
102000.0,-1.2837610244750977
103000.0,-1.3510756492614746
104000.0,-1.2878875732421875
105000.0,-1.3116204738616943
106000.0,-1.285928726196289
107000.0,-1.2621574401855469
108000.0,-1.3244380950927734
109000.0,-1.431492805480957
110000.0,-1.3509562015533447
111000.0,-1.328193187713623
112000.0,-1.2876901626586914
113000.0,-1.318863868713379
114000.0,-1.3018689155578613
115000.0,-1.3722681999206543
116000.0,-1.265376091003418
117000.0,-1.288588047027588
118000.0,-1.2993805408477783
119000.0,-1.3622846603393555
120000.0,-1.2339973449707031
121000.0,-1.2789890766143799
122000.0,-1.224724292755127
123000.0,-1.2402656078338623
