"step","downstreamPressureDiff_DP101_849.99999999999989_0.97333333333333338_0.1705"
0.0,-1.5916961
1000.0,-1.5786663
2000.0,-1.5645055
3000.0,-1.5671141
4000.0,-1.562653
5000.0,-1.5675503
6000.0,-1.5564051
7000.0,-1.544488
8000.0,-1.5284729
9000.0,-1.5151058
10000.0,-1.4913481
11000.0,-1.571996808052063
12000.0,-1.5645989179611206
13000.0,-1.5335440635681152
14000.0,-1.4981188774108887
15000.0,-1.4747554063796997
16000.0,-1.426723837852478
17000.0,-1.4258953332901
18000.0,-1.360904574394226
19000.0,-1.3236360549926758
20000.0,-1.2537312507629395
21000.0,-1.153059482574463
22000.0,-1.098191261291504
23000.0,-1.0419461727142334
24000.0,-0.9877578020095825
25000.0,-0.8776309490203857
26000.0,-0.8341353535652161
27000.0,-0.7793502807617188
28000.0,-0.7357602119445801
29000.0,-0.6525938510894775
30000.0,-0.6631457209587097
31000.0,-0.6074894666671753
32000.0,-0.5520823001861572
33000.0,-0.5676629543304443
34000.0,-0.5155247449874878
35000.0,-0.49288177490234375
36000.0,-0.4646594524383545
37000.0,-0.43491506576538086
38000.0,-0.4223358631134033
39000.0,-0.39966487884521484
40000.0,-0.4216731786727905
41000.0,-0.3711211681365967
42000.0,-0.39547646045684814
43000.0,-0.3730062246322632
44000.0,-0.3950463533401489
45000.0,-0.35965895652770996
46000.0,-0.33373701572418213
47000.0,-0.33119523525238037
48000.0,-0.3248865604400635
49000.0,-0.32483530044555664
50000.0,-0.33780741691589355
51000.0,-0.306471586227417
52000.0,-0.30643558502197266
53000.0,-0.33455705642700195
54000.0,-0.31255531311035156
55000.0,-0.3212239742279053
56000.0,-0.27163827419281006
57000.0,-0.2897472381591797
58000.0,-0.3045048713684082
59000.0,-0.2958332300186157
60000.0,-0.36913323402404785
61000.0,-0.2868833541870117
62000.0,-0.28427135944366455
63000.0,-0.2893592119216919
64000.0,-0.28719186782836914
65000.0,-0.29349398612976074
66000.0,-0.3148152828216553
67000.0,-0.27884769439697266
68000.0,-0.4014267921447754
69000.0,-0.35918426513671875
70000.0,-0.2935805320739746
71000.0,-0.27037203311920166
72000.0,-0.2780599594116211
73000.0,-0.2886284589767456
74000.0,-0.28069162368774414
75000.0,-0.27520298957824707
76000.0,-0.2788804769515991
77000.0,-0.2863107919692993
78000.0,-0.27800679206848145
79000.0,-0.2813112735748291
80000.0,-0.28482794761657715
81000.0,-0.26467812061309814
82000.0,-0.2875347137451172
83000.0,-0.2819676399230957
84000.0,-0.31581997871398926
85000.0,-0.27911412715911865
86000.0,-0.29422807693481445
87000.0,-0.2903122901916504
88000.0,-0.29372262954711914
89000.0,-0.2889993190765381
90000.0,-0.2828707695007324
91000.0,-0.28658342361450195
92000.0,-0.28165388107299805
93000.0,-0.28351306915283203
94000.0,-0.28763771057128906
95000.0,-0.2931300401687622
96000.0,-0.3027808666229248
97000.0,-0.2982180118560791
98000.0,-0.28531742095947266
99000.0,-0.295499324798584
100000.0,-0.27584946155548096
101000.0,-0.28671908378601074
102000.0,-0.2828683853149414
103000.0,-0.3024623394012451
104000.0,-0.29781317710876465
105000.0,-0.295296311378479
106000.0,-0.3025376796722412
107000.0,-0.29047834873199463
108000.0,-0.283153772354126
109000.0,-0.30215489864349365
110000.0,-0.30790555477142334
111000.0,-0.30325186252593994
112000.0,-0.30159974098205566
113000.0,-0.3012676239013672
114000.0,-0.308887243270874
115000.0,-0.36412131786346436
116000.0,-0.316379189491272
117000.0,-0.2807044982910156
118000.0,-0.2942779064178467
119000.0,-0.30689942836761475
120000.0,-0.28800463676452637
121000.0,-0.2910807132720947
122000.0,-0.2848912477493286
123000.0,-0.2823305130004883
124000.0,-0.2864673137664795
125000.0,-0.28154993057250977
126000.0,-0.2828803062438965
127000.0,-0.28196585178375244
128000.0,-0.2934514284133911
129000.0,-0.28371405601501465
130000.0,-0.2936069965362549
131000.0,-0.29942119121551514
132000.0,-0.2897489070892334
133000.0,-0.29955267906188965
134000.0,-0.32768499851226807
135000.0,-0.31189823150634766
136000.0,-0.30605220794677734
137000.0,-0.2923405170440674
138000.0,-0.2984895706176758
