"step","downstreamPressureDiff_DP104_190_0.33333333333333337_0.20350000000000001"
0.0,-1.5968745
1000.0,-1.5788507
2000.0,-1.565389
3000.0,-1.5668979
4000.0,-1.562422
5000.0,-1.5640455
6000.0,-1.5499852
7000.0,-1.536291
8000.0,-1.5202081
9000.0,-1.510781
10000.0,-1.4940853
11000.0,-1.5728273391723633
12000.0,-1.5643635988235474
13000.0,-1.5335428714752197
14000.0,-1.4902427196502686
15000.0,-1.4583473205566406
16000.0,-1.409351110458374
17000.0,-1.4228512048721313
18000.0,-1.3580090999603271
19000.0,-1.3342742919921875
20000.0,-1.2661681175231934
21000.0,-1.1887001991271973
22000.0,-1.1516482830047607
23000.0,-1.0880277156829834
24000.0,-1.0719047784805298
25000.0,-0.9697943329811096
26000.0,-0.9377950429916382
27000.0,-0.9112621545791626
28000.0,-0.8554579019546509
29000.0,-0.8050339221954346
30000.0,-0.8071091175079346
31000.0,-0.7665465474128723
32000.0,-0.7315296530723572
33000.0,-0.7334324717521667
34000.0,-0.6976516842842102
35000.0,-0.6835784316062927
36000.0,-0.6593717932701111
37000.0,-0.6438001394271851
38000.0,-0.641463041305542
39000.0,-0.6050783395767212
40000.0,-0.6224005222320557
41000.0,-0.5816572308540344
42000.0,-0.6144540905952454
43000.0,-0.5825879573822021
44000.0,-0.6131874322891235
45000.0,-0.5682790279388428
46000.0,-0.5605107545852661
47000.0,-0.5461708307266235
48000.0,-0.5408521890640259
49000.0,-0.5482426881790161
50000.0,-0.54052734375
51000.0,-0.5256805419921875
52000.0,-0.5193787813186646
53000.0,-0.5230867862701416
54000.0,-0.5283956527709961
55000.0,-0.5282273292541504
56000.0,-0.4873688220977783
57000.0,-0.4989604949951172
58000.0,-0.5139241218566895
59000.0,-0.4935034513473511
60000.0,-0.5554450750350952
61000.0,-0.48744893074035645
62000.0,-0.4702843427658081
63000.0,-0.46248960494995117
64000.0,-0.4544796943664551
65000.0,-0.455267071723938
66000.0,-0.4680216312408447
67000.0,-0.42008864879608154
68000.0,-0.5205082893371582
69000.0,-0.4735283851623535
70000.0,-0.42207348346710205
71000.0,-0.40116357803344727
72000.0,-0.41182124614715576
73000.0,-0.41163015365600586
74000.0,-0.40285682678222656
75000.0,-0.4021728038787842
76000.0,-0.3978029489517212
77000.0,-0.39861929416656494
78000.0,-0.3902308940887451
79000.0,-0.3788604736328125
80000.0,-0.38735032081604004
81000.0,-0.34197187423706055
82000.0,-0.37477123737335205
83000.0,-0.3664487600326538
84000.0,-0.38226282596588135
85000.0,-0.349406361579895
86000.0,-0.3691521883010864
87000.0,-0.3511338233947754
88000.0,-0.37283504009246826
89000.0,-0.3591820001602173
90000.0,-0.3544682264328003
91000.0,-0.3484354019165039
92000.0,-0.3436201810836792
93000.0,-0.3372151851654053
94000.0,-0.34354567527770996
95000.0,-0.34881591796875
96000.0,-0.35295355319976807
97000.0,-0.3480275869369507
98000.0,-0.33451855182647705
99000.0,-0.34172844886779785
100000.0,-0.3283557891845703
101000.0,-0.3401228189468384
102000.0,-0.3312743902206421
103000.0,-0.34709620475769043
104000.0,-0.33685147762298584
105000.0,-0.3410152196884155
106000.0,-0.3537747859954834
107000.0,-0.33602428436279297
108000.0,-0.3325573205947876
109000.0,-0.3581259250640869
110000.0,-0.34611964225769043
111000.0,-0.33655881881713867
112000.0,-0.33880841732025146
113000.0,-0.34391844272613525
114000.0,-0.358367919921875
115000.0,-0.4095277786254883
116000.0,-0.3695976734161377
117000.0,-0.3216601610183716
118000.0,-0.3408050537109375
119000.0,-0.3490457534790039
120000.0,-0.33586394786834717
121000.0,-0.32926487922668457
122000.0,-0.3321709632873535
123000.0,-0.33705854415893555
124000.0,-0.3278648853302002
125000.0,-0.32676875591278076
126000.0,-0.3330090045928955
127000.0,-0.3287999629974365
128000.0,-0.3453330993652344
129000.0,-0.3341606855392456
130000.0,-0.3304409980773926
131000.0,-0.3180290460586548
132000.0,-0.3108823299407959
133000.0,-0.34658730030059814
134000.0,-0.35246527194976807
135000.0,-0.33486342430114746
136000.0,-0.33771395683288574
137000.0,-0.3205225467681885
138000.0,-0.32825636863708496
139000.0,-0.30475521087646484
140000.0,-0.3115183115005493
141000.0,-0.31781482696533203
142000.0,-0.3238108158111572
143000.0,-0.31624889373779297
144000.0,-0.3208714723587036
145000.0,-0.31513333320617676
146000.0,-0.34557604789733887
147000.0,-0.3991509675979614
148000.0,-0.3775869607925415
149000.0,-0.36243605613708496
150000.0,-0.3462561368942261
151000.0,-0.3567030429840088
152000.0,-0.3467104434967041
153000.0,-0.3323538303375244
154000.0,-0.32894015312194824
155000.0,-0.318310022354126
156000.0,-0.3269004821777344
157000.0,-0.32503175735473633
158000.0,-0.3235570192337036
