"step","upstreamPressure_DP111_430_0.44_0.28049999999999997"
0.0,-0.006975985
1000.0,0.00019350166
2000.0,0.028560806
3000.0,0.0762761
4000.0,0.15241878
5000.0,0.1667285
6000.0,0.34147155
7000.0,0.3879398
8000.0,0.5883344
9000.0,0.7818154
10000.0,0.9868154
11000.0,0.07856017351150513
12000.0,0.3879362940788269
13000.0,0.5602724552154541
14000.0,0.6939969658851624
15000.0,0.859495222568512
16000.0,1.0095233917236328
17000.0,0.8696437478065491
18000.0,1.2159020900726318
19000.0,1.2906547784805298
20000.0,1.4971086978912354
21000.0,1.6482689380645752
22000.0,1.8176302909851074
23000.0,1.9355244636535645
24000.0,1.943467617034912
25000.0,2.068631649017334
26000.0,2.143867015838623
27000.0,2.2679271697998047
28000.0,2.3527281284332275
29000.0,2.3446593284606934
30000.0,2.48642635345459
31000.0,2.543221950531006
32000.0,2.594883918762207
33000.0,2.464737892150879
34000.0,2.695976734161377
35000.0,2.6925342082977295
36000.0,2.715379476547241
37000.0,2.675469398498535
38000.0,2.789372205734253
39000.0,2.782093048095703
40000.0,2.6458585262298584
41000.0,2.883744239807129
42000.0,2.8317999839782715
43000.0,2.7942473888397217
44000.0,2.8178904056549072
45000.0,2.8837029933929443
46000.0,2.9613418579101562
47000.0,2.9366705417633057
48000.0,2.9673590660095215
49000.0,2.93796968460083
50000.0,2.923214912414551
51000.0,2.998565196990967
52000.0,3.038067579269409
53000.0,2.8870298862457275
54000.0,2.99237322807312
55000.0,3.011475086212158
56000.0,2.972212314605713
57000.0,3.046292543411255
58000.0,3.0495498180389404
59000.0,3.059720516204834
60000.0,2.8775882720947266
61000.0,3.0727436542510986
62000.0,3.074570894241333
63000.0,3.116758346557617
64000.0,3.042109489440918
65000.0,3.108013868331909
66000.0,3.0578513145446777
67000.0,3.0795016288757324
68000.0,2.5544323921203613
69000.0,2.9873929023742676
70000.0,3.0680785179138184
71000.0,3.0220508575439453
72000.0,3.102922201156616
73000.0,3.132775068283081
74000.0,3.1060876846313477
75000.0,3.0677490234375
76000.0,3.1719367504119873
77000.0,3.138315200805664
78000.0,3.144782066345215
79000.0,3.093810796737671
80000.0,3.119037389755249
81000.0,2.9920401573181152
82000.0,3.094607353210449
83000.0,3.0897650718688965
84000.0,2.9757184982299805
85000.0,3.065670967102051
86000.0,3.1211564540863037
87000.0,3.130671501159668
88000.0,3.1418771743774414
89000.0,3.158514976501465
90000.0,3.155895233154297
91000.0,3.1200790405273438
92000.0,3.0500986576080322
93000.0,3.15744686126709
94000.0,3.0800209045410156
95000.0,3.111422061920166
96000.0,3.189197063446045
97000.0,3.1604745388031006
98000.0,3.1372103691101074
99000.0,3.1463136672973633
100000.0,3.1852545738220215
101000.0,3.1858482360839844
102000.0,3.1831865310668945
103000.0,3.1131961345672607
104000.0,3.1741647720336914
105000.0,3.1509528160095215
106000.0,3.1745474338531494
107000.0,3.204409599304199
108000.0,3.133694648742676
109000.0,3.042337417602539
110000.0,3.122631072998047
111000.0,3.1430888175964355
112000.0,3.184075117111206
113000.0,3.157235622406006
114000.0,3.171698570251465
115000.0,3.0916051864624023
116000.0,3.2041659355163574
117000.0,3.180677890777588
118000.0,3.172210693359375
119000.0,3.1122281551361084
120000.0,3.2387897968292236
121000.0,3.1986427307128906
122000.0,3.251941204071045
123000.0,3.237618923187256
124000.0,3.177700996398926
125000.0,3.2258944511413574
126000.0,3.2122349739074707
127000.0,3.2442820072174072
128000.0,3.179882526397705
129000.0,3.2375264167785645
130000.0,3.1556289196014404
131000.0,3.204655647277832
132000.0,3.2446393966674805
133000.0,2.939913272857666
134000.0,3.0815811157226562
135000.0,3.1737704277038574
136000.0,3.2023165225982666
137000.0,3.2264485359191895
138000.0,3.2562575340270996
139000.0,3.307668685913086
140000.0,3.255265474319458
141000.0,3.2736809253692627
142000.0,3.226919412612915
143000.0,3.262026309967041
144000.0,3.227638006210327
145000.0,3.1708366870880127
146000.0,3.0693063735961914
147000.0,3.2502448558807373
148000.0,3.3041841983795166
149000.0,3.3137426376342773
150000.0,3.21189546585083
151000.0,3.2498557567596436
152000.0,3.295668840408325
153000.0,3.25764799118042
154000.0,3.307222604751587
155000.0,3.2632036209106445
156000.0,3.279662609100342
157000.0,3.2649941444396973
158000.0,3.2976293563842773
159000.0,3.1779723167419434
160000.0,3.257596969604492
161000.0,3.285397529602051
162000.0,3.307685613632202
163000.0,3.299494504928589
164000.0,3.2986533641815186
165000.0,3.293994188308716
166000.0,3.288797616958618
167000.0,3.2940080165863037
168000.0,3.097607135772705
169000.0,3.1530838012695312
170000.0,3.21160626411438
171000.0,3.2332262992858887
172000.0,3.272937536239624
173000.0,3.2982888221740723
174000.0,3.2893056869506836
175000.0,3.2677500247955322
176000.0,3.3077781200408936
177000.0,3.313877820968628
178000.0,3.2933244705200195
179000.0,3.254382610321045
180000.0,3.294797420501709
181000.0,3.283036231994629
182000.0,3.3106565475463867
183000.0,3.3118882179260254
184000.0,3.2241063117980957
185000.0,3.29988431930542
186000.0,3.3136215209960938
187000.0,3.298821210861206
188000.0,3.313095808029175
189000.0,3.2484164237976074
190000.0,3.2798104286193848
191000.0,3.2950782775878906
192000.0,3.3094918727874756
193000.0,3.356579542160034
194000.0,3.3264565467834473
195000.0,3.3196699619293213
196000.0,3.1977503299713135
197000.0,3.251694679260254
198000.0,3.2830958366394043
199000.0,3.3001351356506348
200000.0,3.310769557952881
201000.0,3.3007771968841553
202000.0,3.3153374195098877
203000.0,3.3068008422851562
204000.0,3.315595865249634
205000.0,3.3232436180114746
