"step","upstreamPressure_DP159_932.50000000000023_0.65999999999999992_0.21000000000000002"
0,-0.050101478
1000,0.0016503622
2000,-0.0077986987
3000,-0.0077407127
4000,-0.0031125755
5000,0.016422419
6000,0.028537337
7000,0.07833572
8000,0.17776822
9000,0.31141424
10000,0.43110883
11000,0.761394
12000,1.2949151
13000,1.6433287
14000,0.10912643
15000,0.6193089
16000,1.2910058
17000,1.8088212
18000,1.9712056
19000,2.126417
20000,2.7288384
21000,3.0370228
22000,3.3844504
23000,3.8137808
24000,3.9628956
25000,4.318097
26000,4.6183667
27000,4.8093376
28000,4.957505
29000,5.237279
30000,5.3915453
31000,5.594947
32000,5.75826
33000,5.9065924
34000,5.9930696
35000,6.1672797
36000,6.278588
37000,6.431416
38000,6.45316
39000,6.538281
40000,6.6546936
41000,6.761166
42000,6.7280154
43000,6.860683
44000,6.932802
45000,7.1175575
46000,7.150524
47000,7.0019236
48000,7.1646757
49000,7.1691833
50000,7.28399
51000,7.268572
52000,7.269391
53000,7.3205557
54000,7.4392943
55000,7.4750266
56000,7.4575596
57000,7.0860767
58000,7.382117
59000,7.496397
60000,7.593763
61000,7.601671
62000,7.669652
63000,7.537265
64000,7.71649
65000,7.7412252
66000,7.717654
67000,7.8461084
68000,7.783036
69000,7.3507094
70000,7.7768826
71000,7.8331137
72000,7.9674163
73000,8.033782
74000,7.9440613
75000,8.057574
76000,7.809271
77000,7.9112496
78000,8.15376
79000,8.151778
80000,7.971604
81000,8.040493
82000,7.989002
83000,8.124241
84000,8.076979
85000,8.1056595
86000,8.119303
87000,7.69674
88000,8.041761
89000,8.194047
90000,8.167887
91000,8.182886
92000,8.14814
93000,8.217818
94000,8.181456
95000,8.126723
96000,8.163179
97000,8.198197
98000,8.123453
99000,8.155773
100000,8.206594
101000,8.176918
102000,8.193792
