"step","downstreamPressureDiff_DP110_790_0.60000000000000009_0.2695"
0.0,-1.2893486
1000.0,-0.641224
2000.0,-0.6457194
3000.0,-0.668617
4000.0,-0.6413448
5000.0,-0.67936236
6000.0,-0.68358284
7000.0,-0.6959479
8000.0,-0.69273657
9000.0,-0.7035438
10000.0,-0.71219385
11000.0,-0.7306754
12000.0,-0.73047864
13000.0,-0.7240232
14000.0,-0.72543085
15000.0,-0.7210888
16000.0,-0.7206571
17000.0,-0.74379206
18000.0,-0.7217454
19000.0,-0.7385987
20000.0,-0.7395111
21000.0,-0.7395787
22000.0,-0.7427378
23000.0,-0.7344956
24000.0,-0.7417797
25000.0,-0.7408236
26000.0,-0.7384293
27000.0,-0.7401847
28000.0,-0.742815375328064
29000.0,-0.7456036806106567
30000.0,-0.7422916889190674
31000.0,-0.7500959634780884
32000.0,-0.751190185546875
33000.0,-0.7483679056167603
34000.0,-0.7548816204071045
35000.0,-0.7448473572731018
36000.0,-0.7533364295959473
37000.0,-0.7560074329376221
38000.0,-0.7617570161819458
39000.0,-0.7506276965141296
40000.0,-0.7547152042388916
41000.0,-0.7520468235015869
42000.0,-0.7475113868713379
43000.0,-0.754188060760498
44000.0,-0.755949854850769
45000.0,-0.7538346648216248
46000.0,-0.7533835172653198
47000.0,-0.7561594247817993
48000.0,-0.7577606439590454
49000.0,-0.7576189637184143
50000.0,-0.7590246796607971
51000.0,-0.7578189373016357
52000.0,-0.7601503729820251
53000.0,-0.759148359298706
54000.0,-0.759152889251709
55000.0,-0.7557855844497681
56000.0,-0.7588302493095398
57000.0,-0.7558366060256958
58000.0,-0.7582671642303467
59000.0,-0.7627085447311401
60000.0,-0.758934736251831
61000.0,-0.7585216760635376
62000.0,-0.762356698513031
63000.0,-0.7606472969055176
64000.0,-0.7579653859138489
65000.0,-0.7600269317626953
66000.0,-0.7648465633392334
67000.0,-0.7628082036972046
68000.0,-0.7604519724845886
69000.0,-0.7608799934387207
70000.0,-0.7627884149551392
71000.0,-0.7600203156471252
72000.0,-0.7622829079627991
73000.0,-0.7590523958206177
74000.0,-0.7623584866523743
75000.0,-0.7607903480529785
76000.0,-0.7629052400588989
77000.0,-0.7616843581199646
78000.0,-0.7609109878540039
79000.0,-0.7635019421577454
80000.0,-0.761623740196228
81000.0,-0.7628209590911865
