"step","downstreamPressureDiff_DP111_430_0.44_0.28049999999999997"
0.0,-1.2582581
1000.0,-0.2925079
2000.0,-0.30699492
3000.0,-0.31438375
4000.0,-0.2748388
5000.0,-0.3079208
6000.0,-0.30425882
7000.0,-0.32005596
8000.0,-0.31671
9000.0,-0.3249805
10000.0,-0.33650875
11000.0,-0.3526337
12000.0,-0.3355031
13000.0,-0.35372996
14000.0,-0.34633172
15000.0,-0.34799027
16000.0,-0.35359812
17000.0,-0.37522316
18000.0,-0.34441674
19000.0,-0.36334848
20000.0,-0.36647117
21000.0,-0.36081743
22000.0,-0.36533916
23000.0,-0.35530353
24000.0,-0.35989928
25000.0,-0.3600266
26000.0,-0.35429263
27000.0,-0.35866952
28000.0,-0.35965776443481445
29000.0,-0.3663821220397949
30000.0,-0.35229945182800293
31000.0,-0.36793947219848633
32000.0,-0.3612865209579468
33000.0,-0.3613870143890381
34000.0,-0.36301255226135254
35000.0,-0.3519399166107178
36000.0,-0.36368584632873535
37000.0,-0.36422061920166016
38000.0,-0.3670203685760498
39000.0,-0.35808396339416504
40000.0,-0.35925769805908203
41000.0,-0.3588407039642334
42000.0,-0.3536872863769531
43000.0,-0.3603905439376831
44000.0,-0.3635249137878418
45000.0,-0.35732173919677734
46000.0,-0.35565733909606934
47000.0,-0.35927271842956543
48000.0,-0.36041879653930664
49000.0,-0.35782551765441895
50000.0,-0.36150527000427246
51000.0,-0.35807502269744873
52000.0,-0.36181640625
53000.0,-0.3607419729232788
54000.0,-0.3607513904571533
55000.0,-0.356906533241272
56000.0,-0.35980224609375
57000.0,-0.3574838638305664
58000.0,-0.3593853712081909
59000.0,-0.3618013858795166
60000.0,-0.3589080572128296
61000.0,-0.35909342765808105
62000.0,-0.36274945735931396
63000.0,-0.3595774173736572
64000.0,-0.3566782474517822
65000.0,-0.3573005199432373
66000.0,-0.3619575500488281
67000.0,-0.35816216468811035
68000.0,-0.3577594757080078
69000.0,-0.35623812675476074
70000.0,-0.35877859592437744
71000.0,-0.3541961908340454
72000.0,-0.35730409622192383
73000.0,-0.35509657859802246
74000.0,-0.35838401317596436
75000.0,-0.35506653785705566
76000.0,-0.3566669225692749
77000.0,-0.3573911190032959
78000.0,-0.3539015054702759
79000.0,-0.3563375473022461
80000.0,-0.3575788736343384
81000.0,-0.35742640495300293
82000.0,-0.3572031259536743
83000.0,-0.3584635257720947
84000.0,-0.357590913772583
85000.0,-0.3537583351135254
86000.0,-0.3559250831604004
87000.0,-0.35629844665527344
88000.0,-0.35968053340911865
89000.0,-0.35837292671203613
90000.0,-0.35492873191833496
91000.0,-0.35409116744995117
92000.0,-0.3550570011138916
93000.0,-0.35547494888305664
94000.0,-0.3573338985443115
95000.0,-0.3575073480606079
96000.0,-0.35724008083343506
97000.0,-0.3551989793777466
98000.0,-0.3579549789428711
99000.0,-0.3542001247406006
100000.0,-0.35777759552001953
101000.0,-0.3542060852050781
102000.0,-0.35530197620391846
103000.0,-0.3560274839401245
104000.0,-0.35671544075012207
105000.0,-0.3551938533782959
106000.0,-0.357890248298645
107000.0,-0.3543376922607422
108000.0,-0.3564333915710449
109000.0,-0.35644078254699707
110000.0,-0.35602307319641113
111000.0,-0.3561735153198242
112000.0,-0.35469675064086914
113000.0,-0.35631632804870605
114000.0,-0.35566246509552
115000.0,-0.35874056816101074
116000.0,-0.3577399253845215
117000.0,-0.35459399223327637
118000.0,-0.35457801818847656
119000.0,-0.35661780834198
120000.0,-0.355180025100708
121000.0,-0.35734283924102783
122000.0,-0.354846715927124
123000.0,-0.3553178310394287
124000.0,-0.3561359643936157
125000.0,-0.35535943508148193
126000.0,-0.3545668125152588
127000.0,-0.3556034564971924
128000.0,-0.3566180467605591
129000.0,-0.3566523790359497
130000.0,-0.35605430603027344
131000.0,-0.3534153699874878
132000.0,-0.3559161424636841
133000.0,-0.3554877042770386
134000.0,-0.35637760162353516
135000.0,-0.3568587303161621
136000.0,-0.35647153854370117
137000.0,-0.35605645179748535
138000.0,-0.35585522651672363
139000.0,-0.3550295829772949
140000.0,-0.35591578483581543
141000.0,-0.35606884956359863
142000.0,-0.35683298110961914
143000.0,-0.35912907123565674
144000.0,-0.3564554452896118
145000.0,-0.35375547409057617
146000.0,-0.35620856285095215
147000.0,-0.355523943901062
148000.0,-0.3573247194290161
149000.0,-0.35658180713653564
150000.0,-0.35562777519226074
151000.0,-0.35625362396240234
152000.0,-0.3556356430053711
153000.0,-0.35611772537231445
154000.0,-0.3544273376464844
155000.0,-0.3555717468261719
156000.0,-0.35631537437438965
157000.0,-0.3551669120788574
158000.0,-0.3577580451965332
159000.0,-0.35570716857910156
160000.0,-0.35625576972961426
161000.0,-0.3554726839065552
162000.0,-0.3551144599914551
163000.0,-0.3559424877166748
164000.0,-0.3546339273452759
165000.0,-0.35539138317108154
166000.0,-0.35657429695129395
167000.0,-0.35607004165649414
168000.0,-0.3560011386871338
169000.0,-0.35674166679382324
170000.0,-0.3551524877548218
171000.0,-0.35549116134643555
172000.0,-0.35608768463134766
173000.0,-0.35565924644470215
174000.0,-0.3558155298233032
175000.0,-0.3553978204727173
176000.0,-0.35549426078796387
177000.0,-0.3559870719909668
178000.0,-0.3558793067932129
179000.0,-0.35507988929748535
180000.0,-0.3561394214630127
181000.0,-0.3550541400909424
182000.0,-0.3546764850616455
183000.0,-0.3555337190628052
184000.0,-0.3556535243988037
185000.0,-0.355682373046875
186000.0,-0.3552439212799072
187000.0,-0.3555319309234619
188000.0,-0.3550760746002197
189000.0,-0.3555096387863159
190000.0,-0.35516810417175293
191000.0,-0.3559457063674927
192000.0,-0.35568177700042725
193000.0,-0.3548949956893921
194000.0,-0.35571813583374023
195000.0,-0.3552439212799072
196000.0,-0.35658788681030273
197000.0,-0.3559262752532959
198000.0,-0.35486841201782227
199000.0,-0.3556978702545166
200000.0,-0.3557007312774658
201000.0,-0.3552509546279907
202000.0,-0.35492777824401855
203000.0,-0.355277419090271
204000.0,-0.3550376892089844
205000.0,-0.35507917404174805
206000.0,-0.35506582260131836
207000.0,-0.3544195890426636
208000.0,-0.3548851013183594
209000.0,-0.3559422492980957
210000.0,-0.3558835983276367
211000.0,-0.3561570644378662
212000.0,-0.3556396961212158
213000.0,-0.35511696338653564
214000.0,-0.3554677963256836
215000.0,-0.35517311096191406
216000.0,-0.3550875186920166
217000.0,-0.3555934429168701
218000.0,-0.35524511337280273
219000.0,-0.35573720932006836
220000.0,-0.3555481433868408
221000.0,-0.35552024841308594
222000.0,-0.35622549057006836
223000.0,-0.3550996780395508
224000.0,-0.3558223247528076
225000.0,-0.3549346923828125
226000.0,-0.35617876052856445
227000.0,-0.35582423210144043
228000.0,-0.3552592992782593
229000.0,-0.35590434074401855
230000.0,-0.3552863597869873
231000.0,-0.35493385791778564
