"step","downsteramPressure_Re1213"
0.0,0.8656795
2000.0,0.8517501
4000.0,0.8724863529205322
6000.0,0.8806193470954895
8000.0,0.8787783980369568
10000.0,0.8792083859443665
12000.0,0.8768472671508789
14000.0,0.8571584224700928
16000.0,0.8886078596115112
18000.0,0.8850919008255005
20000.0,0.8821641206741333
22000.0,0.8761755228042603
24000.0,0.8769798278808594
26000.0,0.8805063366889954
28000.0,0.8789668083190918
30000.0,0.8758162260055542
32000.0,0.8753237724304199
34000.0,0.8783457279205322
36000.0,0.8748241662979126
38000.0,0.8766706585884094
40000.0,0.8786166906356812
42000.0,0.8711211085319519
44000.0,0.8746339082717896
46000.0,0.8727364540100098
48000.0,0.8713207244873047
50000.0,0.8734087944030762
52000.0,0.8630509376525879
54000.0,0.8717743754386902
56000.0,0.8697269558906555
58000.0,0.8664162158966064
60000.0,0.8672760725021362
62000.0,0.8669391870498657
64000.0,0.8662782907485962
66000.0,0.8684918880462646
68000.0,0.8667507767677307
70000.0,0.8653007745742798
72000.0,0.8630225658416748
74000.0,0.8642496466636658
76000.0,0.8617289662361145
78000.0,0.8622411489486694
80000.0,0.8598126173019409
82000.0,0.8593156337738037
84000.0,0.8583899736404419
86000.0,0.8563722968101501
88000.0,0.8584752082824707
90000.0,0.8572694063186646
92000.0,0.8557723760604858
94000.0,0.8553662300109863
96000.0,0.8548265695571899
98000.0,0.8542641401290894
100000.0,0.8543024063110352
102000.0,0.8542372584342957
104000.0,0.8539352416992188
106000.0,0.8527452945709229
108000.0,0.8503404855728149
110000.0,0.849806010723114
112000.0,0.8503631353378296
114000.0,0.8489712476730347
116000.0,0.849793016910553
118000.0,0.8482711315155029
120000.0,0.8464561700820923
122000.0,0.8466653823852539
124000.0,0.8471223711967468
126000.0,0.8468000888824463
128000.0,0.8457563519477844
130000.0,0.8447698354721069
132000.0,0.8443014621734619
134000.0,0.8444045782089233
136000.0,0.8448050022125244
138000.0,0.8431154489517212
140000.0,0.8431696891784668
142000.0,0.8423892259597778
144000.0,0.841812014579773
146000.0,0.8417921662330627
148000.0,0.8413156270980835
150000.0,0.8410266637802124
152000.0,0.8402086496353149
154000.0,0.8403894305229187
156000.0,0.8392736315727234
158000.0,0.838872492313385
160000.0,0.83870530128479
162000.0,0.8376226425170898
164000.0,0.8367550373077393
166000.0,0.837414026260376
168000.0,0.836861252784729
170000.0,0.8367427587509155
172000.0,0.8356020450592041
174000.0,0.8356437683105469
176000.0,0.8347406387329102
178000.0,0.8351720571517944
180000.0,0.8346168994903564
182000.0,0.8335232734680176
186000.0,0.8414303064346313
188000.0,0.8402794599533081
190000.0,0.8545782566070557
192000.0,0.8745785355567932
194000.0,0.9220591187477112
196000.0,1.0108250379562378
198000.0,1.1125644445419312
200000.0,1.201151967048645
202000.0,1.3025133609771729
204000.0,1.3643428087234497
206000.0,1.40837824344635
208000.0,1.4545129537582397
210000.0,1.5611886978149414
212000.0,1.5622236728668213
214000.0,1.575404167175293
216000.0,1.6125538349151611
218000.0,1.6419832706451416
220000.0,1.6687841415405273
222000.0,1.6709009408950806
224000.0,1.6869418621063232
226000.0,1.7107343673706055
228000.0,1.6972036361694336
230000.0,1.7328755855560303
232000.0,1.7387183904647827
234000.0,1.763411045074463
236000.0,1.7652206420898438
238000.0,1.794641375541687
240000.0,1.795266032218933
242000.0,1.7930874824523926
244000.0,1.8013709783554077
246000.0,1.8093819618225098
248000.0,1.8318442106246948
250000.0,1.8779842853546143
252000.0,1.9822919368743896
254000.0,1.9506440162658691
256000.0,1.8960940837860107
258000.0,1.8653961420059204
260000.0,1.8503732681274414
262000.0,1.888225793838501
264000.0,1.923914909362793
266000.0,1.895446538925171
268000.0,1.9002642631530762
270000.0,1.8958144187927246
272000.0,1.8732562065124512
274000.0,1.9011340141296387
276000.0,1.903127670288086
278000.0,1.8826981782913208
280000.0,1.8982255458831787
282000.0,1.9332184791564941
284000.0,1.9216058254241943
286000.0,1.9054017066955566
288000.0,1.8898396492004395
290000.0,1.8935281038284302
292000.0,1.9188482761383057
294000.0,1.941622018814087
296000.0,1.9154856204986572
298000.0,1.9024816751480103
300000.0,1.9015636444091797
302000.0,1.898613691329956
304000.0,1.9440356492996216
306000.0,1.9310013055801392
308000.0,1.9478498697280884
310000.0,1.9292386770248413
312000.0,1.9151253700256348
314000.0,1.908361792564392
316000.0,1.9134210348129272
318000.0,1.9427385330200195
320000.0,1.9300532341003418
322000.0,1.9141464233398438
324000.0,1.9085171222686768
326000.0,1.9086122512817383
328000.0,1.9347419738769531
