"step","downstreamPressure_DP112_909.99999999999989_0.76_0.2915"
0.0,0.11646754
1000.0,0.7106679
2000.0,0.7095722
3000.0,0.70539594
4000.0,0.69803685
5000.0,0.6912761
6000.0,0.6897352
7000.0,0.6956333
8000.0,0.6942568
9000.0,0.69499487
10000.0,0.69312525
11000.0,0.6920816
12000.0,0.68417436
13000.0,0.69041455
14000.0,0.6905936
15000.0,0.6921662
16000.0,0.6887438
17000.0,0.69493103
18000.0,0.68965554
19000.0,0.69001245
20000.0,0.6895313
21000.0,0.68907535
22000.0,0.69124454
23000.0,0.68998885
24000.0,0.68656373
25000.0,0.68765724
26000.0,0.6850846
27000.0,0.6892394
28000.0,0.6914404
29000.0,0.68766993
30000.0,0.68572754
31000.0,0.687327
32000.0,0.6896738
33000.0,0.69045794
34000.0,0.68716663
35000.0,0.68852293
36000.0,0.6836935
37000.0,0.68664086
38000.0,0.6870407
39000.0,0.6876315
40000.0,0.6842319
41000.0,0.6871267
42000.0,0.6907555
43000.0,0.6895336
44000.0,0.6883032
45000.0,0.68788236
46000.0,0.68810594
47000.0,0.68699145
48000.0,0.68711257
49000.0,0.68883955
50000.0,0.68921685
51000.0,0.6895958
52000.0,0.6897856
53000.0,0.68786806
54000.0,0.68895024
55000.0,0.6878803
56000.0,0.6867926
57000.0,0.6857081
58000.0,0.68958414
59000.0,0.686435
60000.0,0.68747735
61000.0,0.6867174
62000.0,0.6862396
63000.0,0.68713045
64000.0,0.68765163
65000.0,0.68967056
66000.0,0.6888821
67000.0,0.6892944
68000.0,0.6869408
69000.0,0.6862828
70000.0,0.6858964
71000.0,0.6877457
72000.0,0.6883081
73000.0,0.68847173
74000.0,0.6873586
75000.0,0.6883528
76000.0,0.68810195
77000.0,0.68698585
78000.0,0.6869452
79000.0,0.68820727
80000.0,0.6886832
81000.0,0.68751526
82000.0,0.6868384
83000.0,0.6871924
84000.0,0.68867886
85000.0,0.6881077
86000.0,0.68798393
87000.0,0.6870719
88000.0,0.68732065
89000.0,0.68796265
90000.0,0.68795246
91000.0,0.68691564
92000.0,0.6876113
93000.0,0.6880593
94000.0,0.6873974
95000.0,0.687848
96000.0,0.68810606
97000.0,0.6883603
98000.0,0.6884966
99000.0,0.68870485
100000.0,0.68792963
101000.0,0.6890193
102000.0,0.6883592
103000.0,0.6888561
104000.0,0.6884225
105000.0,0.6869416
106000.0,0.68857074
107000.0,0.6885231
108000.0,0.68802345
109000.0,0.6883168
110000.0,0.68896127
111000.0,0.6879145
112000.0,0.68879735
113000.0,0.68834114
114000.0,0.68814486
115000.0,0.6883141
116000.0,0.6881896
117000.0,0.6880423
118000.0,0.68907034
119000.0,0.68766093
120000.0,0.6888235
121000.0,0.6883049
122000.0,0.688017
123000.0,0.6882436
124000.0,0.68927264
125000.0,0.6885157
126000.0,0.6884056
127000.0,0.6887157
128000.0,0.6893062
129000.0,0.68897104
130000.0,0.68898255
131000.0,0.68857276
132000.0,0.6889432
133000.0,0.6894424
134000.0,0.6886376
135000.0,0.6884835
136000.0,0.69033194
137000.0,0.6893914
138000.0,0.68975437
139000.0,0.68964857
140000.0,0.68976086
141000.0,0.6895616
142000.0,0.6901305
143000.0,0.6899524
144000.0,0.68950486
145000.0,0.6894545
146000.0,0.6902784
147000.0,0.6899762
148000.0,0.690879
149000.0,0.68997145
150000.0,0.69035935
151000.0,0.69090223
152000.0,0.6904808
153000.0,0.6909959
154000.0,0.69157887
155000.0,0.6908668
156000.0,0.69029737
157000.0,0.69112104
158000.0,0.69117826
159000.0,0.6912393
160000.0,0.6916423
161000.0,0.69119287
162000.0,0.69165933
163000.0,0.6922815
164000.0,0.691252
165000.0,0.69170105
166000.0,0.6925428
167000.0,0.69195676
168000.0,0.6922499
169000.0,0.6923355
170000.0,0.6926724
171000.0,0.6927886
172000.0,0.7067972421646118
173000.0,0.7062298059463501
174000.0,0.7061371803283691
175000.0,0.706800103187561
176000.0,0.711032509803772
177000.0,0.7126399278640747
178000.0,0.7145337462425232
179000.0,0.7171194553375244
180000.0,0.720559298992157
181000.0,0.7234989404678345
182000.0,0.7271233797073364
183000.0,0.7282655835151672
184000.0,0.7312320470809937
185000.0,0.7323786616325378
186000.0,0.7354622483253479
187000.0,0.7346594333648682
188000.0,0.7384505271911621
189000.0,0.7382900714874268
190000.0,0.7414539456367493
191000.0,0.7417621612548828
192000.0,0.7426855564117432
193000.0,0.742979884147644
194000.0,0.7441405653953552
195000.0,0.7449133992195129
196000.0,0.7480502128601074
197000.0,0.7481834888458252
198000.0,0.7475577592849731
199000.0,0.7482185363769531
200000.0,0.7508501410484314
201000.0,0.7495658993721008
202000.0,0.7503069639205933
203000.0,0.7523061037063599
204000.0,0.7524394392967224
205000.0,0.7525830268859863
206000.0,0.7524399161338806
207000.0,0.7520652413368225
208000.0,0.7526863217353821
209000.0,0.7529890537261963
210000.0,0.7524985671043396
211000.0,0.752008318901062
212000.0,0.7544247508049011
213000.0,0.7536139488220215
214000.0,0.7537393569946289
215000.0,0.7547853589057922
216000.0,0.7555630207061768
217000.0,0.7539745569229126
218000.0,0.7550181150436401
219000.0,0.7550758123397827
220000.0,0.7560770511627197
221000.0,0.7553002834320068
222000.0,0.754812479019165
223000.0,0.7557133436203003
224000.0,0.7548471093177795
225000.0,0.7552379965782166
226000.0,0.7558552026748657
227000.0,0.7545911073684692
228000.0,0.7555055618286133
229000.0,0.755150318145752
230000.0,0.7556555271148682
231000.0,0.7560849785804749
232000.0,0.7560536861419678
233000.0,0.7555859088897705
234000.0,0.7554581165313721
235000.0,0.7549422979354858
236000.0,0.7556820511817932
237000.0,0.7548392415046692
238000.0,0.7553377151489258
239000.0,0.7557418942451477
240000.0,0.7545756101608276
241000.0,0.7552143335342407
242000.0,0.7543042898178101
243000.0,0.7541913390159607
244000.0,0.7550516128540039
245000.0,0.7542791366577148
246000.0,0.7558490037918091
247000.0,0.7558520436286926
248000.0,0.7547644376754761
249000.0,0.7560422420501709
250000.0,0.7546930313110352
251000.0,0.7550767660140991
252000.0,0.7554415464401245
253000.0,0.7540168762207031
254000.0,0.7550814151763916
255000.0,0.7543578147888184
256000.0,0.7547074556350708
257000.0,0.7552379369735718
258000.0,0.7545503377914429
259000.0,0.7544697523117065
260000.0,0.7549948692321777
261000.0,0.7550100684165955
262000.0,0.7543099522590637
263000.0,0.7544088363647461
264000.0,0.7538896799087524
265000.0,0.7533159852027893
266000.0,0.7537815570831299
267000.0,0.7542020082473755
268000.0,0.7538670897483826
269000.0,0.7536274194717407
270000.0,0.7534840106964111
271000.0,0.753848671913147
272000.0,0.7533154487609863
273000.0,0.7539737224578857
274000.0,0.7534961700439453
275000.0,0.7533056735992432
276000.0,0.7533491253852844
277000.0,0.7531623840332031
278000.0,0.7531294226646423
279000.0,0.7534704208374023
280000.0,0.7527458667755127
281000.0,0.7536563277244568
282000.0,0.7528665065765381
283000.0,0.7525937557220459
284000.0,0.7529922723770142
285000.0,0.7533010840415955
286000.0,0.7527908086776733
287000.0,0.7527309060096741
288000.0,0.7528523206710815
289000.0,0.7529153823852539
290000.0,0.7530043125152588
291000.0,0.7523335814476013
292000.0,0.7525269985198975
