"step","downstreamPressure_DP109_610_0.81333333333333324_0.2585"
0.0,0.27309504
1000.0,0.90565336
2000.0,0.91642714
3000.0,0.92302865
4000.0,0.92173696
5000.0,0.91584766
6000.0,0.91589916
7000.0,0.92596173
8000.0,0.925214
9000.0,0.92727757
10000.0,0.9272147
11000.0,0.92577887
12000.0,0.9174415
13000.0,0.92683315
14000.0,0.92613333
15000.0,0.9298922
16000.0,0.9258242
17000.0,0.93219054
18000.0,0.9273446
19000.0,0.9289156
20000.0,0.92793536
21000.0,0.9257144
22000.0,0.9285278
23000.0,0.9275341
24000.0,0.9236719
25000.0,0.92442834
26000.0,0.92303854
27000.0,0.9264921
28000.0,0.92921793
29000.0,0.92372227
30000.0,0.9221388
31000.0,0.92339146
32000.0,0.9260494
33000.0,0.92831755
34000.0,0.92400336
35000.0,0.92582786
36000.0,0.9205605
37000.0,0.92372
38000.0,0.9232815
39000.0,0.9242052
40000.0,0.92064273
41000.0,0.92395115
42000.0,0.9279744
43000.0,0.9272473
44000.0,0.92480063
45000.0,0.9244719
46000.0,0.9259691
47000.0,0.92457795
48000.0,0.92264843
49000.0,0.92560065
50000.0,0.9267144
51000.0,0.9259557
52000.0,0.92734116
53000.0,0.92420316
54000.0,0.9262731
55000.0,0.92556757
56000.0,0.92289925
57000.0,0.92234623
58000.0,0.92645705
59000.0,0.9239227
60000.0,0.9241147
61000.0,0.9231114
62000.0,0.9233531
63000.0,0.9238247
64000.0,0.9238876
65000.0,0.92657644
66000.0,0.9263012
67000.0,0.92656034
68000.0,0.9233934
69000.0,0.9237757
70000.0,0.923054
71000.0,0.92505395
72000.0,0.9254001
73000.0,0.9254774
74000.0,0.9248965
75000.0,0.9258977
76000.0,0.92596006
77000.0,0.92423797
78000.0,0.92503536
79000.0,0.9254309
80000.0,0.9257972
81000.0,0.92494184
82000.0,0.92381716
83000.0,0.9248694
84000.0,0.926106
85000.0,0.9249966
86000.0,0.92447686
87000.0,0.92443204
88000.0,0.9248243
89000.0,0.92490315
90000.0,0.92503846
91000.0,0.9241668
92000.0,0.92416054
93000.0,0.9251867
94000.0,0.9245159
95000.0,0.9246329
96000.0,0.9248076
97000.0,0.9257725
98000.0,0.9258287
99000.0,0.9256019
100000.0,0.9253242
101000.0,0.9256393
102000.0,0.9254716
103000.0,0.92641956
104000.0,0.92588556
105000.0,0.9240179
106000.0,0.9257179
107000.0,0.92571145
108000.0,0.9251225
109000.0,0.92485154
110000.0,0.92655694
111000.0,0.9247724
112000.0,0.92587113
113000.0,0.9253267
114000.0,0.92490387
115000.0,0.92559475
116000.0,0.9252958
117000.0,0.9251051
118000.0,0.9262767
119000.0,0.9244611
120000.0,0.92576045
121000.0,0.9252752
122000.0,0.9249128
123000.0,0.92518127
124000.0,0.92659545
125000.0,0.92614794
126000.0,0.92469513
127000.0,0.9254733
128000.0,0.9260855
129000.0,0.9260532
130000.0,0.92560875
131000.0,0.9252454
132000.0,0.9258728
133000.0,0.9265228
134000.0,0.9257101
135000.0,0.92527497
136000.0,0.92701036
137000.0,0.9263536
138000.0,0.92654294
139000.0,0.92642283
140000.0,0.9267764
141000.0,0.92619395
142000.0,0.9266529
143000.0,0.9263386
144000.0,0.9260213
145000.0,0.92630637
146000.0,0.9269507
147000.0,0.92665285
148000.0,0.9272826
149000.0,0.92656267
150000.0,0.9271412
151000.0,0.9272716
152000.0,0.92685103
153000.0,0.92718387
154000.0,0.92778546
155000.0,0.92705566
156000.0,0.92607415
157000.0,0.92685914
158000.0,0.9271542
159000.0,0.9268205
160000.0,0.9273684
161000.0,0.9267756
162000.0,0.9270737
163000.0,0.9279359
164000.0,0.9266634
165000.0,0.92696255
166000.0,0.9278647
167000.0,0.9270755
168000.0,0.92751455
169000.0,0.9275414
170000.0,0.9277695
171000.0,0.92759943
172000.0,0.9379475116729736
173000.0,0.9341471195220947
174000.0,0.9294389486312866
175000.0,0.9281067848205566
176000.0,0.9284216165542603
177000.0,0.9299212694168091
178000.0,0.9292518496513367
179000.0,0.9299241900444031
180000.0,0.9311233162879944
181000.0,0.9332298040390015
182000.0,0.9377950429916382
183000.0,0.9381179809570312
184000.0,0.9398099184036255
185000.0,0.9400951266288757
186000.0,0.9432634115219116
187000.0,0.9424400329589844
188000.0,0.9460517764091492
189000.0,0.9459987878799438
190000.0,0.946973443031311
191000.0,0.948180079460144
192000.0,0.950655460357666
193000.0,0.9491797089576721
194000.0,0.9496256709098816
195000.0,0.9502261281013489
196000.0,0.9533591270446777
197000.0,0.9525574445724487
198000.0,0.9527992606163025
199000.0,0.9524776339530945
200000.0,0.9555622935295105
201000.0,0.9534629583358765
