"step","upstreamPressure_DP105_250.00000000000003_0.8666666666666667_0.21450000000000002"
0.0,-0.046982378
1000.0,4.9056168
2000.0,4.9378877
3000.0,4.945571
4000.0,4.9543705
5000.0,4.9663873
6000.0,4.943923
7000.0,4.9562025
8000.0,4.959657
9000.0,4.9624777
10000.0,4.959734
11000.0,4.9507694
12000.0,4.9534426
13000.0,4.9429526
14000.0,4.9554086
15000.0,4.9426646
16000.0,4.9506807
17000.0,4.97284
18000.0,4.9575434
19000.0,4.950985
20000.0,4.96697
21000.0,4.956954
22000.0,4.9478326
23000.0,4.9651437
24000.0,4.962569
25000.0,4.960612
26000.0,4.962535
27000.0,4.9568777
28000.0,4.9729185
29000.0,4.966593
30000.0,4.9646416
31000.0,4.9609337
32000.0,4.964169
33000.0,4.9733458
34000.0,4.966386
35000.0,4.965038
36000.0,4.9648623
37000.0,4.966777
38000.0,4.95706
39000.0,4.962047
40000.0,4.967021
41000.0,4.971075
42000.0,4.9732676
43000.0,4.961445
44000.0,4.9611926
45000.0,4.9604588
46000.0,4.965373
47000.0,4.959709
48000.0,4.964305
49000.0,4.9672856
50000.0,4.9646783
51000.0,4.964489
52000.0,4.96179
53000.0,4.967021
54000.0,4.970293
55000.0,4.9686284
56000.0,4.9690733
57000.0,4.962899
58000.0,4.9633083
59000.0,4.9627857
60000.0,4.9638414
61000.0,4.9644747
62000.0,4.9612436
63000.0,4.96716
64000.0,4.9613986
65000.0,4.96904
66000.0,4.9648895
67000.0,4.969176
68000.0,4.959825
69000.0,4.9710984
70000.0,4.966608
71000.0,4.9618444
72000.0,4.9638205
73000.0,4.9660087
74000.0,4.966531
75000.0,4.963117
76000.0,4.967601
77000.0,4.965674
78000.0,4.9648204
79000.0,4.969596
80000.0,4.964894
81000.0,4.965981
82000.0,4.9627123
83000.0,4.964425
84000.0,4.965541
85000.0,4.9652634
86000.0,4.96496
87000.0,4.9641504
88000.0,4.961994
89000.0,4.9627333
90000.0,4.964407
91000.0,4.9647727
92000.0,4.967269
93000.0,4.965097
94000.0,4.965985
95000.0,4.9669685
96000.0,4.9645967
97000.0,4.965739
98000.0,4.963058
99000.0,4.9685087
100000.0,4.9638724
101000.0,4.9636803
102000.0,4.9646153
103000.0,4.9653487
104000.0,4.964643
105000.0,4.963612
106000.0,4.9644346
107000.0,4.963546
108000.0,4.9665084
109000.0,4.966256
110000.0,4.963465
111000.0,4.969911
112000.0,4.9642715
113000.0,4.9639325
114000.0,4.9630747
115000.0,4.9636297
116000.0,4.965086
117000.0,4.9656057
118000.0,4.964349
119000.0,4.9632244
120000.0,4.963807
121000.0,4.9643297
122000.0,4.9644384
123000.0,4.9644165
124000.0,4.9676576
125000.0,4.9669046
126000.0,4.965235
127000.0,4.964449
128000.0,4.9638314
129000.0,4.961589
130000.0,4.9630327
131000.0,4.9643373
132000.0,4.965404
133000.0,4.9618144
134000.0,4.963764
135000.0,4.9634285
136000.0,4.9657955
137000.0,4.961667
138000.0,4.964225
139000.0,4.962524
140000.0,4.961291
141000.0,4.962467
142000.0,4.9649467
143000.0,4.961254
144000.0,4.9631433
145000.0,4.963732
146000.0,4.9623265
147000.0,4.9611673
148000.0,4.96315
149000.0,4.9618998
150000.0,4.962512
151000.0,4.96194
152000.0,4.960446
153000.0,4.96129
154000.0,4.96259
155000.0,4.9614124
156000.0,4.9612083
157000.0,4.9616356
158000.0,4.961026
159000.0,4.9620395
160000.0,4.962732
161000.0,4.9619412
162000.0,4.962852
163000.0,4.9627285
164000.0,4.962034
165000.0,4.9603925
166000.0,4.962015
167000.0,4.962658
168000.0,4.961771
169000.0,4.9593377
170000.0,4.9593024
171000.0,4.9611077
172000.0,4.901464462280273
173000.0,4.872859954833984
174000.0,4.8555779457092285
175000.0,4.83798885345459
176000.0,4.829662322998047
177000.0,4.828265190124512
178000.0,4.8203816413879395
179000.0,4.807050704956055
180000.0,4.821582794189453
181000.0,4.813369274139404
182000.0,4.819311141967773
183000.0,4.817228317260742
184000.0,4.808319091796875
185000.0,4.820728778839111
186000.0,4.815888404846191
187000.0,4.818495750427246
188000.0,4.824810028076172
189000.0,4.827057838439941
190000.0,4.817770004272461
191000.0,4.8248291015625
192000.0,4.819477081298828
193000.0,4.817832946777344
194000.0,4.82023811340332
195000.0,4.830524444580078
196000.0,4.8279643058776855
197000.0,4.822978496551514
198000.0,4.8233208656311035
199000.0,4.829071044921875
200000.0,4.828989505767822
201000.0,4.829153537750244
202000.0,4.828402519226074
203000.0,4.8365631103515625
204000.0,4.836489677429199
205000.0,4.835139274597168
206000.0,4.836347579956055
207000.0,4.836176872253418
208000.0,4.83277702331543
209000.0,4.838449954986572
210000.0,4.833774566650391
211000.0,4.825806617736816
212000.0,4.840708255767822
213000.0,4.8412604331970215
214000.0,4.843847274780273
215000.0,4.84100341796875
216000.0,4.83616304397583
217000.0,4.83757209777832
218000.0,4.840295314788818
219000.0,4.842528343200684
220000.0,4.84007453918457
221000.0,4.839181423187256
222000.0,4.8429765701293945
223000.0,4.846623420715332
224000.0,4.84588623046875
225000.0,4.843767166137695
226000.0,4.842377662658691
227000.0,4.839076042175293
228000.0,4.844934463500977
229000.0,4.849743843078613
230000.0,4.843818187713623
231000.0,4.850130081176758
232000.0,4.845442295074463
233000.0,4.845318794250488
234000.0,4.8459553718566895
235000.0,4.844221115112305
236000.0,4.853132247924805
237000.0,4.852640628814697
238000.0,4.851208686828613
239000.0,4.847555160522461
240000.0,4.849954605102539
241000.0,4.85163688659668
242000.0,4.853153228759766
243000.0,4.852076530456543
244000.0,4.855963230133057
245000.0,4.85699462890625
246000.0,4.851204872131348
247000.0,4.854755878448486
248000.0,4.862439155578613
249000.0,4.85792350769043
250000.0,4.860286712646484
251000.0,4.851194381713867
252000.0,4.859150409698486
253000.0,4.856174945831299
254000.0,4.85919189453125
255000.0,4.859492301940918
256000.0,4.857796669006348
257000.0,4.854419708251953
258000.0,4.862359046936035
259000.0,4.8592400550842285
260000.0,4.857862949371338
261000.0,4.861028671264648
262000.0,4.861824035644531
263000.0,4.858091354370117
264000.0,4.860511779785156
265000.0,4.860221862792969
266000.0,4.863509178161621
267000.0,4.86231803894043
268000.0,4.860594749450684
269000.0,4.864336013793945
270000.0,4.860925674438477
271000.0,4.863089084625244
272000.0,4.859135150909424
273000.0,4.864065170288086
274000.0,4.863842010498047
275000.0,4.864015102386475
276000.0,4.860917091369629
277000.0,4.861401557922363
278000.0,4.865175724029541
279000.0,4.866754055023193
280000.0,4.861860275268555
281000.0,4.8651933670043945
282000.0,4.862282752990723
283000.0,4.865575790405273
284000.0,4.8674163818359375
285000.0,4.868130683898926
286000.0,4.870754241943359
287000.0,4.8667426109313965
288000.0,4.864134311676025
289000.0,4.865802764892578
290000.0,4.866903305053711
291000.0,4.869154930114746
292000.0,4.865569114685059
293000.0,4.867740631103516
294000.0,4.865665435791016
295000.0,4.867832660675049
296000.0,4.867451190948486
297000.0,4.871708869934082
298000.0,4.869028568267822
299000.0,4.870030403137207
300000.0,4.870870113372803
301000.0,4.867918968200684
302000.0,4.871088027954102
303000.0,4.86690616607666
304000.0,4.87006950378418
305000.0,4.8706207275390625
306000.0,4.868670463562012
307000.0,4.870327472686768
308000.0,4.872618675231934
309000.0,4.869374752044678
310000.0,4.872326850891113
311000.0,4.872148513793945
312000.0,4.869205474853516
313000.0,4.86953067779541
314000.0,4.871535778045654
315000.0,4.872241973876953
316000.0,4.869990825653076
317000.0,4.8706955909729
318000.0,4.871696949005127
319000.0,4.872403144836426
320000.0,4.872779846191406
321000.0,4.872906684875488
322000.0,4.872392177581787
323000.0,4.871279716491699
324000.0,4.873518943786621
325000.0,4.876070976257324
326000.0,4.872028350830078
327000.0,4.874546051025391
328000.0,4.873953819274902
329000.0,4.871145725250244
330000.0,4.872844696044922
331000.0,4.871665954589844
332000.0,4.87254524230957
333000.0,4.873854160308838
334000.0,4.873593330383301
335000.0,4.873641014099121
336000.0,4.873581886291504
337000.0,4.874907970428467
338000.0,4.876263618469238
339000.0,4.873847007751465
340000.0,4.874302864074707
341000.0,4.873983383178711
342000.0,4.8754472732543945
343000.0,4.874484539031982
344000.0,4.87722110748291
345000.0,4.874461650848389
346000.0,4.876162052154541
347000.0,4.874308109283447
348000.0,4.876125335693359
349000.0,4.874709129333496
350000.0,4.876980781555176
351000.0,4.877254009246826
352000.0,4.8763017654418945
353000.0,4.876291275024414
354000.0,4.875556945800781
355000.0,4.87614631652832
356000.0,4.875300407409668
357000.0,4.875693321228027
358000.0,4.875457286834717
359000.0,4.877558708190918
360000.0,4.877262115478516
361000.0,4.876643180847168
362000.0,4.877647399902344
363000.0,4.87909460067749
364000.0,4.876842498779297
365000.0,4.8766021728515625
366000.0,4.87704610824585
367000.0,4.878517150878906
368000.0,4.877471923828125
369000.0,4.877486228942871
370000.0,4.87785530090332
371000.0,4.878556251525879
372000.0,4.878211498260498
373000.0,4.878233909606934
374000.0,4.878133773803711
375000.0,4.8777289390563965
376000.0,4.878808975219727
377000.0,4.877246856689453
