"step","upstreamPressure_DP160_257.500-0.980-0.230-13.427-4.242-10.956-=10.956"
0,0.4152144
1000,0.23103386
2000,0.45978808
3000,0.4423532
4000,0.8195286
5000,0.3955226
6000,1.235765
7000,1.8168817
8000,-0.27542514
9000,1.0365821
10000,1.7847595
11000,2.1501288
12000,2.6156623
13000,2.6338038
14000,3.4874997
15000,3.872148
16000,4.010447
17000,4.69495
18000,5.093026
19000,5.724969
20000,6.0205917
21000,6.2367783
22000,6.606804
23000,6.8791637
24000,7.1314287
25000,7.132616
26000,7.321334
27000,7.2691436
28000,7.7164717
29000,7.878207
30000,7.83129
31000,7.9783792
32000,8.081614
33000,8.053377
34000,8.1741495
35000,8.311684
36000,8.189721
37000,8.430826
38000,8.51256
39000,8.521517
40000,8.6262245
41000,8.728968
42000,8.649038
43000,8.932669
44000,8.864817
45000,8.9009495
46000,9.0043125
47000,8.75334
48000,8.795277
49000,8.968299
50000,9.051837
51000,9.114944
52000,8.969944
53000,9.170635
54000,9.15114
55000,9.295292
56000,9.386507
57000,9.221998
58000,9.15284
59000,9.296886
60000,8.764612
61000,9.171003
62000,9.474432
63000,9.38638
64000,9.4351845
65000,9.496973
66000,9.395117
67000,9.685173
68000,9.596044
69000,9.549982
70000,9.624493
71000,9.6468315
72000,9.608938
73000,9.521627
74000,9.770277
75000,9.689805
76000,9.321352
77000,9.6481495
78000,9.778618
79000,9.8059635
80000,9.756988
81000,9.795782
82000,9.862789
83000,9.725069
84000,9.569352
85000,9.950781
86000,9.656473
87000,9.891836
88000,9.864454
89000,10.051563
90000,9.986191
91000,9.950306
92000,9.788199
93000,9.45923
94000,9.858627
95000,9.984321
96000,9.872005
97000,9.952505
98000,9.930328
99000,9.98197
100000,10.068858
101000,10.094971
102000,9.658485
103000,9.841497
104000,9.831991
105000,10.044161
106000,10.090047
107000,9.929457
108000,9.972986
109000,10.17403
110000,10.208227
111000,10.027129
112000,10.14728
113000,10.167141
114000,10.04405
115000,10.022606
116000,9.609266
117000,10.055382
118000,9.967402
119000,10.13032
120000,9.9173975
121000,10.059026
122000,10.171278
123000,10.213421
124000,10.256189
125000,10.172883
126000,10.193296
127000,10.343296
128000,9.373823
129000,10.2001
130000,10.206555
131000,10.248154
132000,10.291109
133000,10.281043
134000,10.345983
135000,10.247166
136000,10.282271
137000,10.249168
138000,10.310616
139000,9.9901905
140000,10.023635
141000,10.14905
142000,9.219489
143000,9.802246
144000,10.158008
145000,10.119047
146000,10.29216
147000,10.13772
148000,10.290524
149000,10.180895
150000,10.280884
151000,10.207602
152000,10.040896
153000,10.198228
154000,10.169582
155000,10.250385
156000,10.193193
157000,10.213562
158000,10.077705
159000,10.374994
160000,10.16645
161000,10.296234
162000,10.278194
163000,10.321062
164000,10.330879
165000,10.29154
166000,10.404422
167000,10.455341
168000,10.313385
169000,10.373666
170000,10.462221
171000,10.431421
172000,10.357578
173000,9.892294
174000,10.27976
175000,10.334623
176000,10.381714
177000,9.869759
178000,10.283403
179000,10.342247
180000,10.452
181000,10.457593
182000,10.00132
183000,10.254495
184000,10.285043
185000,10.333388
186000,10.341896
187000,10.25915
188000,10.427626
189000,10.432838
190000,10.430965
191000,10.210447
192000,10.467257
193000,10.320441
194000,10.395767
195000,10.435041
196000,10.430507
197000,10.458052
198000,10.2507105
199000,10.438343
200000,10.454115
201000,10.323093
202000,10.465958
203000,10.537218
204000,10.465158
205000,10.417984
206000,10.476659
207000,10.541361
208000,10.501152
209000,10.386515
210000,10.137424
211000,10.470641
212000,10.462023
213000,10.555446
214000,10.558895
215000,10.592928
216000,10.318824
217000,10.514531
218000,10.38801
219000,10.55735
220000,10.597691
221000,10.557541
222000,10.462417
223000,10.589445
224000,10.605093
225000,10.1177845
226000,10.600194
227000,10.239376
228000,10.584356
229000,10.581081
230000,10.643354
231000,10.405909
232000,10.344795
233000,10.694485
234000,10.334726
235000,10.54439
236000,10.560089
237000,10.541594
238000,10.46283
239000,10.665612
240000,10.611998
241000,10.664904
242000,10.722769
243000,10.550978
244000,10.715449
245000,10.633831
246000,10.5590725
247000,10.454038
248000,10.667231
249000,10.678121
250000,10.630418
251000,10.633371
252000,10.69837
253000,10.46036
254000,10.732826
255000,10.613491
256000,10.649576
257000,10.119217
258000,10.406067
259000,10.604632
260000,10.714116
261000,10.737233
262000,10.746843
263000,10.655857
264000,10.699398
265000,10.670527
266000,10.74957
267000,10.6714
268000,10.714811
269000,10.526941
270000,10.600786
271000,10.7528
272000,10.751966
273000,10.615808
274000,10.673858
275000,10.71667
276000,10.461389
277000,10.72426
278000,10.789136
279000,10.615711
280000,10.783001
281000,10.709111
282000,10.77589
283000,10.506422
284000,10.687697
285000,10.755217
286000,10.771378
287000,10.590019
288000,10.748828
289000,10.769234
290000,10.628931
291000,10.742247
292000,10.793667
293000,10.581329
294000,10.693249
295000,10.752267
296000,10.764738
297000,10.74856
298000,10.750404
299000,10.540714
300000,10.6862545
