"step","downstreamPressure_DP158_752.500-0.780-0.190-9.592-1.649-6.445-=1.64935"
0,-0.17319202
1000,0.027373351
2000,0.07435638
3000,0.13071296
4000,0.15161647
5000,0.14558125
6000,0.296913
7000,0.39228544
8000,0.14918794
9000,0.0995226
10000,0.20832838
11000,0.3862192
12000,0.45204607
13000,0.47397852
14000,0.5915095
15000,0.72997713
16000,0.73176044
17000,0.89366865
18000,0.9474621
19000,1.120973
20000,1.2731934
21000,1.3403044
22000,1.3968031
23000,1.535801
24000,1.6744711
25000,1.7168236
26000,1.7729051
27000,1.8726771
28000,1.8862957
29000,1.9543296
30000,1.9829922
31000,1.9999542
32000,2.059538
33000,2.1282434
34000,2.1444378
35000,2.1265557
36000,2.1473727
37000,2.1971464
38000,2.1755006
39000,2.2051277
40000,2.2764
41000,2.3180609
42000,2.3475099
43000,2.3281329
44000,2.2952986
45000,2.2976732
46000,2.3564525
47000,2.3181243
48000,2.4008307
49000,2.4017425
50000,2.360908
51000,2.3415215
52000,2.3750544
53000,2.349546
54000,2.3886244
55000,2.406796
56000,2.417997
57000,2.413447
58000,2.4128652
59000,2.4147913
60000,2.3622594
61000,2.3739877
62000,2.409166
63000,2.4199824
64000,2.3766344
65000,2.3747425
66000,2.3351238
67000,2.399334
68000,2.381472
69000,2.4050875
70000,2.4005208
71000,2.389262
72000,2.3994231
73000,2.376978
74000,2.3949494
75000,2.4023914
76000,2.3590047
77000,2.382175
78000,2.3842387
79000,2.378622
80000,2.3590655
81000,2.37187
82000,2.3667393
83000,2.3767123
84000,2.3811798
85000,2.38933
86000,2.37999
87000,2.3825202
88000,2.351966
89000,2.3744528
90000,2.36614
91000,2.3724563
92000,2.3840346
93000,2.3922424
94000,2.3375268
95000,2.3394778
96000,2.3661618
97000,2.3375437
98000,2.3155408
99000,2.3287184
100000,2.3334374
101000,2.3406549
102000,2.328318
103000,2.4046369
104000,2.4043415
105000,2.3854687
106000,2.3424273
107000,2.368461
108000,2.3505425
109000,2.3518324
110000,2.3397963
111000,2.3429852
112000,2.3235126
113000,2.316186
114000,2.2912233
115000,2.3035474
116000,2.3338141
117000,2.3208606
118000,2.3144195
119000,2.3192778
120000,2.3253927
121000,2.3263307
122000,2.2914371
123000,2.3008895
124000,2.2827797
125000,2.2944057
126000,2.2992802
127000,2.2842724
128000,2.400055
129000,2.276129
130000,2.3012295
131000,2.2880383
132000,2.2999234
133000,2.2563965
134000,2.2816293
135000,2.2651525
136000,2.258329
137000,2.252896
138000,2.2698913
139000,2.2735252
140000,2.2542171
141000,2.2619333
142000,2.161149
143000,2.2299085
144000,2.300858
145000,2.3417456
146000,2.3373022
147000,2.3387113
148000,2.319304
149000,2.3282394
150000,2.308959
151000,2.2741265
152000,2.3234973
153000,2.284396
154000,2.2637398
155000,2.288186
156000,2.274363
157000,2.2842512
158000,2.2742088
159000,2.270915
160000,2.233193
161000,2.2647645
162000,2.2698975
163000,2.275404
164000,2.2819633
165000,2.2243297
166000,2.2522018
167000,2.236774
168000,2.2324605
169000,2.2571359
170000,2.2385695
171000,2.233431
172000,2.2113519
173000,2.2221513
174000,2.2257226
175000,2.217132
176000,2.2195327
177000,2.1477103
178000,2.2025323
179000,2.2196329
180000,2.2344842
181000,2.257563
182000,2.1962583
183000,2.2439637
184000,2.242366
185000,2.2549548
186000,2.2449434
187000,2.241722
188000,2.2633436
189000,2.2345734
190000,2.2253718
191000,2.2394233
192000,2.2258658
193000,2.1818914
194000,2.2094245
195000,2.2079124
196000,2.204093
197000,2.2374187
198000,2.1940975
199000,2.211915
200000,2.2164783
201000,2.1955056
202000,2.21445
203000,2.1895986
204000,2.2009044
205000,2.2096968
206000,2.192901
207000,2.2148132
208000,2.2146382
209000,2.167379
210000,2.2200828
211000,2.2002983
212000,2.1886983
213000,2.1970153
214000,2.1981254
215000,2.1886516
216000,2.1706042
217000,2.1843605
218000,2.1537197
219000,2.1839373
220000,2.182228
221000,2.2050238
222000,2.172704
223000,2.194323
224000,2.1889527
225000,2.1632445
226000,2.1782131
227000,2.2304904
228000,2.1713989
229000,2.193162
230000,2.18285
231000,2.166788
232000,2.1679902
233000,2.188008
234000,2.1512384
235000,2.1651144
236000,2.1807268
237000,2.161468
238000,2.159729
239000,2.175901
240000,2.1822305
241000,2.1764035
242000,2.1757455
243000,2.1650057
244000,2.1735635
245000,2.1599417
246000,2.1681314
247000,2.1499681
248000,2.1663957
249000,2.1649141
250000,2.151251
251000,2.1658335
252000,2.1688492
253000,2.14978
254000,2.169376
255000,2.1517782
256000,2.1373682
257000,2.1589754
258000,2.10887
259000,2.1392503
260000,2.1555197
261000,2.1694
262000,2.1750305
263000,2.1660213
264000,2.169578
265000,2.1538522
266000,2.1656888
267000,2.158526
268000,2.1628728
269000,2.151483
270000,2.1389432
271000,2.160005
272000,2.1713703
273000,2.1556687
274000,2.146622
275000,2.1482096
276000,2.1177974
277000,2.1328008
278000,2.144781
279000,2.1540265
280000,2.1517272
281000,2.154648
282000,2.1746192
283000,2.1582015
284000,2.1425114
285000,2.137211
286000,2.15349
287000,2.1356745
288000,2.1465054
289000,2.1417944
290000,2.1564264
291000,2.1403942
292000,2.1430962
293000,2.1553774
294000,2.1225023
295000,2.12966
296000,2.1398158
297000,2.1356263
298000,2.1470776
299000,2.1094246
300000,2.1026988
