"step","upstreamPressure"
0.0,0.09659584
1000.0,2.3269932
2000.0,3.145925283432007
3000.0,3.167952537536621
4000.0,3.1786656379699707
5000.0,3.181806802749634
6000.0,3.183335542678833
7000.0,3.1838741302490234
8000.0,3.183547019958496
9000.0,3.184537410736084
10000.0,3.1839523315429688
11000.0,3.1833877563476562
12000.0,3.183957099914551
13000.0,3.183474540710449
14000.0,3.183357000350952
15000.0,3.1830356121063232
16000.0,3.183123826980591
17000.0,3.1836490631103516
18000.0,3.1831369400024414
19000.0,3.1839566230773926
20000.0,3.183232069015503
21000.0,3.1830270290374756
22000.0,3.1835222244262695
23000.0,3.1832668781280518
24000.0,3.1830854415893555
25000.0,3.183279514312744
26000.0,3.1830365657806396
27000.0,3.184527635574341
28000.0,3.1833388805389404
29000.0,3.1831588745117188
30000.0,3.18333101272583
31000.0,3.183170795440674
32000.0,3.183663845062256
33000.0,3.1832540035247803
34000.0,3.1836459636688232
35000.0,3.1832938194274902
36000.0,3.1835968494415283
37000.0,3.183588981628418
38000.0,3.1836862564086914
39000.0,3.183697462081909
40000.0,3.1835498809814453
41000.0,3.1836440563201904
42000.0,3.183919906616211
43000.0,3.18353271484375
44000.0,3.183581829071045
45000.0,3.1837029457092285
46000.0,3.183734893798828
47000.0,3.1840288639068604
48000.0,3.183480739593506
49000.0,3.183668375015259
50000.0,3.1837799549102783
51000.0,3.1838722229003906
52000.0,3.1838207244873047
53000.0,3.1837682723999023
54000.0,3.1839494705200195
55000.0,3.183870553970337
56000.0,3.1838436126708984
57000.0,3.1838059425354004
58000.0,3.183795690536499
59000.0,3.18392014503479
60000.0,3.1839847564697266
61000.0,3.184035539627075
62000.0,3.183905601501465
63000.0,3.1837830543518066
64000.0,3.1842355728149414
65000.0,3.1838951110839844
66000.0,3.1839599609375
67000.0,3.183943033218384
68000.0,3.1841940879821777
1000.0,3.1841940879821777
2000.0,3.1841940879821777
3000.0,3.1841940879821777
4000.0,3.1841940879821777
5000.0,3.1841940879821777
6000.0,3.1841940879821777
7000.0,3.1841940879821777
8000.0,3.1841940879821777
9000.0,3.1841940879821777
10000.0,3.1841940879821777
11000.0,3.1841940879821777
12000.0,3.1841940879821777
13000.0,3.1841940879821777
14000.0,3.1841940879821777
15000.0,3.1841940879821777
16000.0,3.1841940879821777
17000.0,3.1841940879821777
18000.0,3.1841940879821777
19000.0,3.1841940879821777
20000.0,3.1841940879821777
21000.0,3.1841940879821777
22000.0,3.1841940879821777
23000.0,3.1841940879821777
24000.0,3.1841940879821777
25000.0,3.1841940879821777
26000.0,3.1841940879821777
27000.0,3.1841940879821777
28000.0,3.1841940879821777
29000.0,3.1841940879821777
30000.0,3.1841940879821777
31000.0,3.1841940879821777
32000.0,3.1841940879821777
33000.0,3.1841940879821777
34000.0,3.1841940879821777
35000.0,3.1841940879821777
36000.0,3.1841940879821777
37000.0,3.1841940879821777
38000.0,3.1841940879821777
39000.0,3.1841940879821777
40000.0,3.1841940879821777
41000.0,3.1841940879821777
42000.0,3.1841940879821777
43000.0,3.1841940879821777
44000.0,3.1841940879821777
45000.0,3.1841940879821777
46000.0,3.1841940879821777
47000.0,3.1841940879821777
48000.0,3.1841940879821777
49000.0,3.1841940879821777
50000.0,3.1841940879821777
51000.0,3.1841940879821777
52000.0,3.1841940879821777
53000.0,3.1841940879821777
54000.0,3.1841940879821777
55000.0,3.1841940879821777
56000.0,3.1841940879821777
57000.0,3.1841940879821777
58000.0,3.1841940879821777
59000.0,3.1841940879821777
60000.0,3.1841940879821777
61000.0,3.1841940879821777
62000.0,3.1841940879821777
63000.0,3.1841940879821777
64000.0,3.1841940879821777
65000.0,3.1841940879821777
66000.0,3.1841940879821777
67000.0,3.1841940879821777
68000.0,3.1841940879821777
69000.0,3.1841940879821777
70000.0,3.1841940879821777
71000.0,3.1841940879821777
72000.0,3.1841940879821777
73000.0,3.1841940879821777
74000.0,3.1841940879821777
75000.0,3.1841940879821777
76000.0,3.1841940879821777
77000.0,3.1841940879821777
78000.0,3.1841940879821777
79000.0,3.1841940879821777
80000.0,3.1841940879821777
81000.0,3.1841940879821777
82000.0,3.1841940879821777
83000.0,3.1841940879821777
84000.0,3.1841940879821777
85000.0,3.1841940879821777
86000.0,3.1841940879821777
87000.0,3.1841940879821777
88000.0,3.1841940879821777
89000.0,3.1841940879821777
90000.0,3.1841940879821777
91000.0,3.1841940879821777
92000.0,3.1841940879821777
93000.0,3.1841940879821777
94000.0,3.1841940879821777
95000.0,3.1841940879821777
96000.0,3.1841940879821777
97000.0,3.1841940879821777
98000.0,3.1841940879821777
99000.0,3.1841940879821777
100000.0,3.1841940879821777
101000.0,3.1841940879821777
102000.0,3.1841940879821777
103000.0,3.1841940879821777
104000.0,3.1841940879821777
105000.0,3.1841940879821777
106000.0,3.1841940879821777
107000.0,3.1841940879821777
108000.0,3.1841940879821777
109000.0,3.1841940879821777
110000.0,3.1841940879821777
111000.0,3.1841940879821777
112000.0,3.1841940879821777
113000.0,3.1841940879821777
114000.0,3.1841940879821777
115000.0,3.1841940879821777
116000.0,3.1841940879821777
117000.0,3.1841940879821777
118000.0,3.1841940879821777
119000.0,3.1841940879821777
120000.0,3.1841940879821777
121000.0,3.1841940879821777
122000.0,3.1841940879821777
123000.0,3.1841940879821777
124000.0,3.1841940879821777
125000.0,3.1841940879821777
126000.0,3.1841940879821777
127000.0,3.1841940879821777
128000.0,3.1841940879821777
129000.0,3.1841940879821777
130000.0,3.1841940879821777
131000.0,3.1841940879821777
132000.0,3.1841940879821777
133000.0,3.1841940879821777
134000.0,3.1841940879821777
135000.0,3.1841940879821777
136000.0,3.1841940879821777
137000.0,3.1841940879821777
138000.0,3.1841940879821777
139000.0,3.1841940879821777
140000.0,3.1841940879821777
141000.0,3.1841940879821777
142000.0,3.1841940879821777
143000.0,3.1841940879821777
144000.0,3.1841940879821777
145000.0,3.1841940879821777
146000.0,3.1841940879821777
147000.0,3.1841940879821777
148000.0,3.1841940879821777
149000.0,3.1841940879821777
150000.0,3.1841940879821777
151000.0,3.1841940879821777
152000.0,3.1841940879821777
153000.0,3.1841940879821777
154000.0,3.1841940879821777
155000.0,3.1841940879821777
156000.0,3.1841940879821777
157000.0,3.1841940879821777
158000.0,3.1841940879821777
159000.0,3.1841940879821777
160000.0,3.1841940879821777
161000.0,3.1841940879821777
162000.0,3.1841940879821777
163000.0,3.1841940879821777
164000.0,3.1841940879821777
165000.0,3.1841940879821777
166000.0,3.1841940879821777
167000.0,3.1841940879821777
168000.0,3.1841940879821777
169000.0,3.1841940879821777
170000.0,3.1841940879821777
171000.0,3.1841940879821777
172000.0,3.1841940879821777
173000.0,3.1841940879821777
174000.0,3.1841940879821777
175000.0,3.1841940879821777
176000.0,3.1841940879821777
1000.0,3.182926654815674
2000.0,3.18288254737854
3000.0,3.1823480129241943
4000.0,3.1825385093688965
5000.0,3.183448553085327
6000.0,3.1827383041381836
7000.0,3.182713747024536
8000.0,3.1829187870025635
9000.0,3.1831767559051514
10000.0,3.1831297874450684
11000.0,3.1832075119018555
12000.0,3.1830925941467285
13000.0,3.183140277862549
14000.0,3.183281421661377
15000.0,3.1830544471740723
16000.0,3.182547092437744
17000.0,3.1834940910339355
18000.0,3.1828620433807373
19000.0,3.1835198402404785
20000.0,3.1833057403564453
21000.0,3.183137893676758
22000.0,3.183269739151001
23000.0,3.1831445693969727
24000.0,3.183105230331421
25000.0,3.1833181381225586
26000.0,3.1834797859191895
27000.0,3.1829745769500732
28000.0,3.183656692504883
29000.0,3.1833693981170654
30000.0,3.1832797527313232
31000.0,3.1838040351867676
32000.0,3.183443069458008
33000.0,3.1833465099334717
34000.0,3.1836814880371094
35000.0,3.183709144592285
36000.0,3.183164119720459
37000.0,3.1837048530578613
38000.0,3.1833653450012207
39000.0,3.1836419105529785
40000.0,3.1836328506469727
41000.0,3.183680772781372
42000.0,3.1837172508239746
43000.0,3.1834464073181152
44000.0,3.1834559440612793
45000.0,3.183929920196533
46000.0,3.183455467224121
47000.0,3.1834683418273926
48000.0,3.18380069732666
49000.0,3.183887004852295
50000.0,3.1833736896514893
51000.0,3.1840338706970215
52000.0,3.1836514472961426
53000.0,3.183330535888672
54000.0,3.1839606761932373
55000.0,3.184060573577881
56000.0,3.1840150356292725
57000.0,3.1837759017944336
58000.0,3.1838109493255615
59000.0,3.1837501525878906
60000.0,3.1835732460021973
61000.0,3.1838245391845703
62000.0,3.183936834335327
63000.0,3.183648109436035
64000.0,3.183851957321167
65000.0,3.183953285217285
66000.0,3.183871269226074
67000.0,3.1841392517089844
68000.0,3.183640956878662
69000.0,3.183427333831787
70000.0,3.1837804317474365
71000.0,3.1838645935058594
72000.0,3.1836535930633545
73000.0,3.183979034423828
74000.0,3.1836295127868652
75000.0,3.1840062141418457
76000.0,3.1842329502105713
77000.0,3.1835873126983643
78000.0,3.1837716102600098
79000.0,3.1841139793395996
80000.0,3.1836681365966797
81000.0,3.184274196624756
82000.0,3.183877944946289
83000.0,3.1841204166412354
84000.0,3.1840620040893555
85000.0,3.1836838722229004
86000.0,3.184131622314453
87000.0,3.183915376663208
88000.0,3.183797836303711
89000.0,3.1841073036193848
90000.0,3.183995246887207
91000.0,3.18387508392334
92000.0,3.1835086345672607
93000.0,3.1841697692871094
94000.0,3.1838786602020264
95000.0,3.1839065551757812
96000.0,3.184199333190918
97000.0,3.1836977005004883
98000.0,3.1840200424194336
99000.0,3.184074878692627
100000.0,3.183917999267578
101000.0,3.1840124130249023
102000.0,3.1840906143188477
103000.0,3.1842164993286133
104000.0,3.184091091156006
105000.0,3.1838936805725098
106000.0,3.184107780456543
107000.0,3.1840944290161133
108000.0,3.183990001678467
109000.0,3.1841752529144287
110000.0,3.183990478515625
111000.0,3.1841659545898438
112000.0,3.1842546463012695
113000.0,3.184142589569092
114000.0,3.1841392517089844
115000.0,3.184176206588745
116000.0,3.1841228008270264
117000.0,3.184311866760254
118000.0,3.1838998794555664
119000.0,3.183821678161621
120000.0,3.1842141151428223
121000.0,3.1842246055603027
122000.0,3.184047222137451
123000.0,3.184159755706787
124000.0,3.184180736541748
125000.0,3.184147357940674
126000.0,3.1841697692871094
127000.0,3.184049129486084
128000.0,3.183870315551758
129000.0,3.1839637756347656
130000.0,3.184086799621582
131000.0,3.1840121746063232
132000.0,3.183762550354004
133000.0,3.184284210205078
134000.0,3.1840105056762695
135000.0,3.1841440200805664
136000.0,3.1840248107910156
137000.0,3.1839122772216797
138000.0,3.1840672492980957
139000.0,3.184189796447754
140000.0,3.183995485305786
141000.0,3.1840333938598633
142000.0,3.184199810028076
143000.0,3.1840343475341797
144000.0,3.1841094493865967
145000.0,3.184312343597412
146000.0,3.184199810028076
147000.0,3.184201717376709
148000.0,3.1840498447418213
149000.0,3.1840767860412598
150000.0,3.1842703819274902
151000.0,3.184450626373291
152000.0,3.184324026107788
153000.0,3.1840617656707764
154000.0,3.184194564819336
155000.0,3.1840081214904785
156000.0,3.1842634677886963
157000.0,3.184248208999634
158000.0,3.184360980987549
159000.0,3.1842236518859863
160000.0,3.184211015701294
161000.0,3.1842658519744873
162000.0,3.184361457824707
163000.0,3.184328317642212
164000.0,3.1840600967407227
165000.0,3.1842801570892334
166000.0,3.1841893196105957
167000.0,3.184429168701172
168000.0,3.184121608734131
169000.0,3.1841840744018555
170000.0,3.1841840744018555
171000.0,3.1841001510620117
172000.0,3.1842124462127686
173000.0,3.1842517852783203
174000.0,3.1843276023864746
175000.0,3.1843490600585938
176000.0,3.184176445007324
177000.0,3.1842617988586426
178000.0,3.184098958969116
179000.0,3.184330940246582
180000.0,3.184218645095825
181000.0,3.184293031692505
182000.0,3.1842868328094482
